ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
26	"ENSMUSG00000022617"	"Chkb"	chr15	-	89427323	89427427	89427323	89427399	89427560	89427669	26	152,144,127,139,113	30,38,22,27,33	53,34,45	7,11,10	-2	-1	0.784689649293	1.0	0.717,0.655,0.743,0.72,0.631	0.791,0.607,0.692	-0.003
28	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428578	89428410	89428544	89428713	89428827	28	1,14,2,2,10	10,10,15,12,15	2,1,5	3,9,7	-2	-1	0.767431731906	1.0	0.048,0.412,0.063,0.077,0.25	0.25,0.053,0.263	-0.019
30	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119346568	119346469	119346568	119344172	119344252	30	19,30,25,23,31	0,0,1,0,0	22,25,26	1,0,0	-2	-1	1	1.0	1.0,1.0,0.926,1.0,1.0	0.917,1.0,1.0	0.013
31	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348580	119348771	119348585	119348771	119347729	119347810	31	105,135,133,136,130	0,1,0,0,0	118,143,92	2,0,0	-2	-1	1	1.0	1.0,0.985,1.0,1.0,1.0	0.967,1.0,1.0	0.008
33	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589955	87590055	87590008	87590055	87589655	87589818	33	136,158,164,222,153	20,13,21,16,27	82,73,85	10,12,5	-2	-1	0.74620381319	1.0	0.773,0.859,0.796,0.874,0.739	0.804,0.753,0.895	-0.009
34	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370600	89370675	89370603	89370675	89370394	89370488	34	22,26,28,22,36	92,105,114,102,131	15,25,24	75,78,80	-2	-1	0.603734363698	1.0	0.107,0.11,0.109,0.097,0.121	0.091,0.138,0.13	-0.011
39	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12817857	12818284	12817857	12818127	12821403	12821553	39	3,2,8,1,1	0,0,0,0,0	9,21,12	1,0,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	0.818,1.0,1.0	0.061
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107758	23107820	47	1,1,1,1,2	2,2,5,4,3	5,8,8	20,14,19	-2	-1	0.0668848785667	0.668848785667	0.2,0.2,0.091,0.111,0.25	0.111,0.222,0.174	0.001
49	"ENSMUSG00000041890"	"Git2"	chr5	-	114752278	114752330	114752278	114752327	114753278	114753324	49	1,4,3,4,1	7,6,3,4,2	3,3,2	9,11,5	-2	-1	0.497288012222	1.0	0.067,0.25,0.333,0.333,0.2	0.143,0.12,0.167	0.093
50	"ENSMUSG00000116048"	"Sept2"	chr1	+	93489123	93489154	93489127	93489154	93478992	93479068	50	2,1,3,1,0	0,0,0,0,0	7,9,9	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,NA	1.0,0.818,1.0	0.061
51	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885071	95884969	95885068	95888140	95888296	51	20,32,36,34,31	25,20,27,27,27	17,4,12	7,6,6	-2	-1	0.492886894823	1.0	0.286,0.444,0.4,0.386,0.365	0.548,0.25,0.5	-0.056
52	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4711316	4711680	4711316	4711603	4713639	4713830	52	0,0,0,0,0	5,12,8,5,11	0,3,1	4,8,5	-2	-1	0.406908205007	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.158,0.091	-0.083
54	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660282	35660353	35660282	35660344	35660443	35660574	54	5,14,13,7,14	1,0,0,0,0	1,1,2	0,0,0	-2	-1	1	1.0	0.714,1.0,1.0,1.0,1.0	1.0,1.0,1.0	-0.057
55	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107749707	107749799	107749707	107749796	107750007	107750092	55	37,40,41,48,38	1,1,0,1,0	27,42,33	1,1,0	-2	-1	1	1.0	0.949,0.952,1.0,0.96,1.0	0.931,0.955,1.0	0.01
58	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26374491	26374564	26374491	26374560	26374642	26374747	58	2,0,0,1,3	0,0,0,1,0	4,2,5	0,0,0	-2	-1	1	1.0	1.0,NA,NA,0.333,1.0	1.0,1.0,1.0	-0.222
62	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6266810	6266971	6266810	6266917	6267417	6267579	62	9,8,10,14,3	0,0,0,1,2	12,15,9	0,2,0	-2	-1	1	1.0	1.0,1.0,1.0,0.875,0.429	1.0,0.789,1.0	-0.069
63	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25471797	25472073	63	23,11,15,15,11	0,1,0,2,1	15,13,11	1,0,2	-2	-1	0.792775031583	1.0	1.0,0.846,1.0,0.789,0.846	0.882,1.0,0.733	0.025
76	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89305343	89305472	89305343	89305468	89305543	89305657	76	4,2,1,1,4	0,0,0,0,0	1,23,9	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.92,1.0	0.027
77	"ENSMUSG00000036990"	"Otud4"	chr8	+	79661037	79661135	79661040	79661135	79659397	79659462	77	3,1,0,2,0	0,1,1,0,0	4,14,6	4,7,5	-2	-1	1	1.0	1.0,0.333,0.0,1.0,NA	0.333,0.5,0.375	0.181
78	"ENSMUSG00000027206"	"Cops2"	chr2	-	125842621	125842732	125842621	125842711	125844809	125844935	78	10,9,6,9,4	19,12,19,15,16	25,30,22	53,78,41	-2	-1	0.844855008146	1.0	0.208,0.273,0.136,0.231,0.111	0.191,0.161,0.212	0.004
79	"ENSMUSG00000021504"	"B4galt7"	chr13	+	55604019	55604382	55604119	55604382	55600064	55600192	79	3,2,0,1,1	0,0,0,0,0	2,0,1	1,0,0	-2	-1	1	1.0	1.0,1.0,NA,1.0,1.0	0.5,NA,1.0	0.25
83	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128113459	128113681	128113462	128113681	128112581	128112767	83	0,1,0,0,1	0,0,1,1,0	1,3,0	4,6,2	-2	-1	1	1.0	NA,1.0,0.0,0.0,1.0	0.111,0.2,0.0	0.396
84	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101886960	101887070	101886960	101887067	101888086	101888316	84	0,0,0,1,0	0,0,0,0,0	2,10,2	0,1,0	-2	-1	1	1.0	NA,NA,NA,1.0,NA	1.0,0.833,1.0	0.056
89	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32517028	32517139	32514383	32514454	89	9,10,9,8,1	1,0,0,0,0	13,10,12	0,0,0	-2	-1	1	1.0	0.818,1.0,1.0,1.0,1.0	1.0,1.0,1.0	-0.036
90	"ENSMUSG00000054302"	"Eapp"	chr12	-	54691999	54692095	54691999	54692083	54692774	54692956	90	31,21,33,42,45	0,0,0,0,0	33,34,36	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.944,1.0	0.019
94	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82883180	82883361	82883243	82883361	82882227	82882437	94	16,10,12,15,14	0,2,2,1,0	19,20,18	1,1,1	-2	-1	0.427343917567	1.0	1.0,0.714,0.75,0.882,1.0	0.905,0.909,0.9	-0.035
95	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82894475	82894567	82894481	82894567	82893423	82893582	95	21,35,18,41,22	5,6,9,7,5	41,32,23	8,5,4	-2	-1	0.394482299548	1.0	0.677,0.745,0.5,0.745,0.688	0.719,0.762,0.742	-0.07
97	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919546	73919501	73919540	73919753	73919869	97	144,158,199,202,183	0,1,4,5,3	182,120,130	3,2,0	-2	-1	0.459449748096	1.0	1.0,0.988,0.961,0.953,0.968	0.968,0.968,1.0	-0.005
99	"ENSMUSG00000020740"	"Gga3"	chr11	-	115586315	115586485	115586315	115586420	115586995	115587201	99	6,8,2,8,3	0,0,0,0,0	6,9,15	0,2,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.692,1.0	0.103
102	"ENSMUSG00000024989"	"Cep55"	chr19	+	38073297	38074421	38073300	38074421	38071764	38071890	102	1,0,0,7,1	0,2,0,0,0	2,0,3	0,0,0	-2	-1	1	1.0	1.0,0.0,NA,1.0,1.0	1.0,NA,1.0	-0.25
108	"ENSMUSG00000070733"	"Fryl"	chr5	-	73071104	73071309	73071104	73071306	73072735	73072921	108	2,0,0,2,1	0,1,0,0,0	2,6,2	0,3,0	-2	-1	1	1.0	1.0,0.0,NA,1.0,1.0	1.0,0.5,1.0	-0.083
109	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67022592	67024565	67022592	67023441	67031028	67031098	109	0,0,0,0,0	102,118,162,144,101	2,1,0	84,67,84	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.012,0.007,0.0	-0.006
110	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186955	89187243	110	14,19,17,24,15	0,0,0,0,0	9,17,12	0,0,3	-2	-1	0.56950305918	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.667	0.111
111	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187050	89186955	89186998	89187147	89187243	111	18,20,17,19,10	0,0,0,2,1	20,26,15	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,0.826,0.833	1.0,0.929,1.0	-0.045
112	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3238028	3238112	3238063	3238112	3237590	3237660	112	3,1,8,10,3	3,2,1,2,6	0,9,3	1,1,3	-2	-1	0.860653732252	1.0	0.333,0.2,0.8,0.714,0.2	0.0,0.818,0.333	0.066
113	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135048910	135049104	135048993	135049104	135045596	135045734	113	1,1,2,4,2	0,0,0,0,0	0,1,2	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	NA,0.333,1.0	0.334
115	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31592462	31592496	31592465	31592496	31583154	31583260	115	2,2,2,3,3	0,0,2,0,1	10,11,4	0,0,0	-2	-1	1	1.0	1.0,1.0,0.333,1.0,0.6	1.0,1.0,1.0	-0.213
117	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117894743	117894925	117894743	117894845	117895211	117895301	117	250,260,259,314,398	33,23,21,27,36	203,167,151	8,7,16	-2	-1	0.0226190781736	0.35997435386	0.791,0.85,0.86,0.853,0.847	0.927,0.923,0.825	-0.051
118	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43008015	43008111	43008015	43008108	43010178	43010253	118	4,1,0,8,1	1,5,3,0,1	5,11,5	1,18,0	-2	-1	0.202929571569	1.0	0.667,0.091,0.0,1.0,0.333	0.714,0.234,1.0	-0.231
121	"ENSMUSG00000053877"	"Srcap"	chr7	+	127529134	127529224	127529137	127529224	127528395	127528489	121	7,6,9,6,2	2,7,3,5,8	7,11,4	8,11,6	-2	-1	0.533947171138	1.0	0.636,0.3,0.6,0.375,0.111	0.304,0.333,0.25	0.109
123	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146432972	146433146	146432975	146433146	146432480	146432617	123	5,8,8,9,2	2,6,2,4,3	28,50,15	24,21,9	-2	-1	0.851824520952	1.0	0.556,0.4,0.667,0.529,0.25	0.368,0.543,0.455	0.025
124	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46062140	46062290	46062143	46062290	46061402	46061576	124	1,0,0,0,0	0,1,0,0,4	0,0,2	0,6,2	-2	-1	1	1.0	1.0,0.0,NA,NA,0.0	NA,0.0,0.333	0.167
125	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46068017	46068088	46068020	46068088	46067228	46067286	125	2,1,2,3,1	2,4,4,1,1	3,1,1	4,2,8	-2	-1	0.399571941868	1.0	0.333,0.111,0.2,0.6,0.333	0.273,0.2,0.059	0.138
127	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101913158	101913346	101913239	101913346	101911998	101912160	127	5,4,2,8,1	24,14,16,15,8	3,10,5	31,39,33	-2	-1	0.479248041869	1.0	0.094,0.125,0.059,0.211,0.059	0.046,0.114,0.07	0.033
134	"ENSMUSG00000059022"	"Kcp"	chr6	-	29489032	29489153	29489032	29489150	29490065	29490148	134	1,0,0,2,0	0,2,1,3,0	0,0,0	0,0,2	-2	-1	1	1.0	1.0,0.0,0.0,0.25,NA	NA,NA,0.0	0.313
135	"ENSMUSG00000059022"	"Kcp"	chr6	-	29501201	29501309	29501201	29501290	29502289	29502383	135	1,0,0,0,0	1,2,0,0,0	0,0,0	0,1,0	-2	-1	1	1.0	0.333,0.0,NA,NA,NA	NA,0.0,NA	0.167
138	"ENSMUSG00000029505"	"Ep400"	chr5	-	110668549	110668745	110668549	110668724	110670874	110671096	138	4,7,10,10,5	1,0,1,0,0	6,10,0	0,3,0	-2	-1	1	1.0	0.667,1.0,0.833,1.0,1.0	1.0,0.625,NA	0.088
140	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181354352	181354442	140	0,1,0,0,0	1,0,0,4,0	3,1,0	4,4,0	-2	-1	1	1.0	0.0,1.0,NA,0.0,NA	0.273,0.111,NA	0.141
141	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181355008	181355125	141	2,6,2,4,0	0,0,0,2,0	0,1,2	0,2,2	-2	-1	1	1.0	1.0,1.0,1.0,0.5,NA	NA,0.2,0.333	0.609
144	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181356345	181356616	181356357	181356616	181356157	181356258	144	0,0,0,0,2	0,6,1,2,4	0,0,0	2,0,0	-2	-1	1	1.0	NA,0.0,0.0,0.0,0.2	0.0,NA,NA	0.05
146	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20509415	20509500	20509415	20509497	20515522	20515600	146	10,25,8,18,12	8,17,9,12,5	29,41,29	19,30,21	-2	-1	0.953326015468	1.0	0.385,0.424,0.308,0.429,0.545	0.433,0.406,0.408	0.003
151	"ENSMUSG00000021792"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41013625	41013771	151	1,0,2,0,0	1,0,2,1,0	0,0,0	0,1,0	-2	-1	1	1.0	0.333,NA,0.333,0.0,NA	NA,0.0,NA	0.222
155	"ENSMUSG00000024006"	"Stk38"	chr17	-	29000008	29000144	29000008	29000141	29007710	29007995	155	1,1,0,1,0	1,1,2,2,4	0,1,0	4,9,0	-2	-1	1	1.0	0.333,0.333,0.0,0.2,0.0	0.0,0.053,NA	0.147
156	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616565	138616469	138616559	138617054	138617167	156	5,5,1,1,3	0,1,1,0,0	1,8,4	3,5,0	-2	-1	4.94413244179e-05	0.0049631483358	1.0,0.714,0.333,1.0,1.0	0.143,0.444,1.0	0.28
157	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616614	138616469	138616559	138617054	138617167	157	0,0,0,0,0	0,1,1,0,0	0,1,1	3,5,0	-2	-1	1	1.0	NA,0.0,0.0,NA,NA	0.0,0.091,1.0	-0.364
160	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16831464	16831580	16831024	16831138	160	0,0,2,1,0	10,4,5,3,5	0,2,0	4,6,1	-2	-1	1	1.0	0.0,0.0,0.167,0.143,0.0	0.0,0.143,0.0	0.014
161	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16831485	16831580	16831024	16831138	161	0,0,2,1,0	1,9,18,17,11	0,2,0	9,9,8	-2	-1	1	1.0	0.0,0.0,0.053,0.029,0.0	0.0,0.1,0.0	-0.017
162	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831464	16831580	16831485	16831580	16831024	16831138	162	10,4,5,3,5	1,9,18,17,11	4,6,1	9,9,8	-2	-1	0.530421420792	1.0	0.833,0.182,0.122,0.081,0.185	0.182,0.25,0.059	0.117
165	"ENSMUSG00000023826"	"Prkn"	chr17	+	11303589	11303711	11303592	11303711	11237461	11237702	165	2,1,5,0,2	0,1,3,3,4	2,5,0	1,4,0	-2	-1	1	1.0	1.0,0.333,0.455,0.0,0.2	0.5,0.385,NA	-0.045
167	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148617705	148612381	148617635	148618664	148618791	167	32,31,58,48,55	0,1,1,0,3	21,24,26	1,0,0	-2	-1	0.301699125114	1.0	1.0,0.939,0.967,1.0,0.902	0.913,1.0,1.0	-0.009
168	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617737	148617565	148617635	148618664	148618791	168	14,20,49,32,37	0,1,1,0,3	9,16,11	1,0,0	-2	-1	0.863701711172	1.0	1.0,0.909,0.961,1.0,0.86	0.818,1.0,1.0	0.007
169	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617635	148618664	148618791	169	19,20,49,36,41	0,1,1,0,3	10,18,12	1,0,0	-2	-1	1	1.0	1.0,0.909,0.961,1.0,0.872	0.833,1.0,1.0	0.004
171	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617705	148618664	148618791	171	5,0,0,4,4	18,11,9,16,18	1,2,1	12,8,15	-2	-1	0.309584643126	1.0	0.122,0.0,0.0,0.111,0.1	0.04,0.111,0.032	0.006
173	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617705	148617565	148617635	148618673	148618791	173	15,33,63,50,53	1,1,0,0,3	23,26,12	0,0,1	-2	-1	0.8664614404	1.0	0.882,0.943,1.0,1.0,0.898	1.0,1.0,0.857	-0.008
174	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617635	148618673	148618791	174	14,20,49,32,37	1,1,0,0,3	9,16,12	0,0,1	-2	-1	0.826297420321	1.0	0.875,0.909,1.0,1.0,0.86	1.0,1.0,0.857	-0.024
175	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617705	148618673	148618791	175	0,0,0,0,0	1,13,14,18,16	0,0,1	14,10,1	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.333	-0.111
177	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4007769	4007939	4007769	4007915	4008047	4008129	177	0,0,0,0,0	1042,1332,1444,1375,1552	2,0,0	734,742,669	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.001,0.0,0.0	-0.0
178	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4009825	4010019	4009825	4010009	4011101	4011272	178	1,3,0,2,0	534,658,655,647,584	0,0,0	671,1040,629	-2	-1	1	1.0	0.001,0.002,0.0,0.002,0.0	0.0,0.0,0.0	0.001
183	"ENSMUSG00000022538"	"Lsg1"	chr16	-	30582055	30582160	30582055	30582142	30582530	30582651	183	1,2,0,2,1	2,10,9,5,4	3,8,1	9,24,10	-2	-1	0.0476624510812	0.549060535492	0.2,0.091,0.0,0.167,0.111	0.143,0.143,0.048	0.002
184	"ENSMUSG00000032816"	"Igdcc4"	chr9	+	65124611	65125422	65125284	65125422	65123775	65124189	184	2,3,0,4,4	0,0,1,0,0	14,13,5	0,2,0	-2	-1	1	1.0	1.0,1.0,0.0,1.0,1.0	1.0,0.765,1.0	-0.122
185	"ENSMUSG00000032816"	"Igdcc4"	chr9	+	65126754	65126928	65126757	65126928	65125284	65125422	185	2,1,2,3,0	2,2,1,4,1	0,10,1	5,17,3	-2	-1	0.470306255761	1.0	0.333,0.2,0.5,0.273,0.0	0.0,0.227,0.143	0.138
186	"ENSMUSG00000020721"	"Helz"	chr11	+	107627349	107627454	107627352	107627454	107626534	107626714	186	1,0,0,0,0	0,0,0,2,2	1,0,0	2,1,2	-2	-1	1	1.0	1.0,NA,NA,0.0,0.0	0.2,0.0,0.0	0.267
188	"ENSMUSG00000002881"	"Nab1"	chr1	-	52464784	52464947	52464784	52464944	52466889	52466979	188	24,5,19,24,14	2,3,0,3,1	11,35,22	3,5,4	-2	-1	0.151714411431	1.0	0.857,0.455,1.0,0.8,0.875	0.647,0.778,0.733	0.078
195	"ENSMUSG00000040410"	"Fbxl4"	chr4	+	22390676	22390921	22390713	22390921	22385906	22386252	195	1,6,7,5,0	0,1,1,0,0	10,9,7	1,0,0	-2	-1	1	1.0	1.0,0.75,0.778,1.0,NA	0.833,1.0,1.0	-0.062
198	"ENSMUSG00000020400"	"Tnip1"	chr11	-	54910786	54911571	54910786	54911497	54915496	54915587	198	6,8,6,9,8	17,22,16,27,23	11,10,4	21,30,26	-2	-1	0.912270051083	1.0	0.15,0.154,0.158,0.143,0.148	0.208,0.143,0.071	0.01
201	"ENSMUSG00000025494"	"Sigirr"	chr7	-	141092977	141093330	141092977	141093118	141093726	141093925	201	15,16,19,16,8	1,0,0,0,0	9,7,16	0,0,0	-2	-1	1	1.0	0.882,1.0,1.0,1.0,1.0	1.0,1.0,1.0	-0.024
204	"ENSMUSG00000025494"	"Sigirr"	chr7	-	141094781	141095317	141094781	141094945	141096054	141096123	204	0,0,1,0,0	0,1,0,0,0	0,0,0	0,0,1	-2	-1	1	1.0	NA,0.0,1.0,NA,NA	NA,NA,0.0	0.5
205	"ENSMUSG00000025494"	"Sigirr"	chr7	-	141094781	141095317	141094781	141094945	141096619	141096739	205	1,0,0,0,0	2,2,0,3,2	0,0,0	1,1,3	-2	-1	1	1.0	0.2,0.0,NA,0.0,0.0	0.0,0.0,0.0	0.05
211	"ENSMUSG00000068922"	"Msto1"	chr3	-	88912857	88912927	88912857	88912923	88913566	88913702	211	9,5,7,2,6	0,0,0,0,1	12,18,4	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,0.75	1.0,0.9,1.0	-0.017
213	"ENSMUSG00000047368"	"Abhd17b"	chr19	+	21680867	21681047	21680989	21681047	21678352	21678822	213	14,3,11,12,13	0,0,0,0,0	38,39,40	0,0,1	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.952	0.016
214	"ENSMUSG00000079557"	"March2"	chr17	-	33691514	33692203	33691514	33692153	33696036	33696246	214	23,15,22,15,24	69,81,87,84,97	12,14,15	67,65,72	-2	-1	0.401347105338	1.0	0.143,0.085,0.112,0.082,0.11	0.082,0.097,0.094	0.015
217	"ENSMUSG00000026049"	"Tex30"	chr1	-	44099847	44100001	44099847	44099935	44101899	44101957	217	0,0,0,0,2	0,0,0,0,0	1,3,0	3,0,0	-2	-1	1	1.0	NA,NA,NA,NA,1.0	0.143,1.0,NA	0.428
219	"ENSMUSG00000052949"	"Rnf157"	chr11	-	116347855	116347967	116347855	116347918	116349333	116349442	219	7,5,2,7,5	0,0,0,0,0	15,15,4	1,0,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	0.882,1.0,1.0	0.039
220	"ENSMUSG00000052013"	"Btla"	chr16	+	45244152	45244311	45244155	45244311	45242705	45242741	220	1,0,0,0,1	0,0,0,1,0	0,2,0	1,0,0	-2	-1	1	1.0	1.0,NA,NA,0.0,1.0	0.0,1.0,NA	0.167
221	"ENSMUSG00000032363"	"Adamts7"	chr9	+	90192898	90194269	90193024	90194269	90192380	90192594	221	0,0,0,1,0	0,0,3,0,1	1,0,0	0,0,1	-2	-1	1	1.0	NA,NA,0.0,1.0,0.0	1.0,NA,0.0	-0.167
