ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
67	"ENSMUSG00000031505"	"Naxd"	chr8	+	11509321	11509557	11509321	11509372	11509452	11509557	67	8,16,8,17,16	69,66,78,73,66	11,5,9	57,45,56	-2	-1	0.478057294822	1.0	0.055,0.108,0.049,0.104,0.108	0.088,0.053,0.074	0.013
69	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25466316	25466437	69	1,0,1,0,0	10,7,11,8,3	0,0,0	4,7,4	-2	-1	1	1.0	0.048,0.0,0.043,0.0,0.0	0.0,0.0,0.0	0.018
72	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109519917	109519993	72	0,0,1,2,1	454,504,538,459,566	0,0,0	213,299,595	-2	-1	1	1.0	0.0,0.0,0.001,0.002,0.001	0.0,0.0,0.0	0.001
73	"ENSMUSG00000032553"	"Srprb"	chr9	-	103197537	103198866	103197537	103197620	103198788	103198866	73	7,1,4,4,2	15,21,15,11,12	6,10,4	14,41,30	-2	-1	0.753941054611	1.0	0.189,0.023,0.118,0.154,0.077	0.176,0.109,0.063	-0.004
77	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328458	105328607	105328692	77	9,1,4,3,1	54,59,60,71,67	3,1,1	38,29,49	-2	-1	0.28318438393	1.0	0.077,0.008,0.032,0.021,0.007	0.038,0.017,0.01	0.007
78	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328484	105328607	105328692	78	9,1,4,3,1	14,6,7,10,10	3,1,2	5,2,10	-2	-1	0.69815467167	1.0	0.243,0.077,0.222,0.13,0.048	0.231,0.2,0.091	-0.03
79	"ENSMUSG00000022685"	"Parn"	chr16	-	13664655	13665981	13664655	13664737	13665901	13665981	79	0,0,0,0,0	2,0,0,0,0	0,0,1	0,0,0	-2	-1	1	1.0	0.0,NA,NA,NA,NA	NA,NA,1.0	-1.0
83	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128115024	128116169	128115024	128115085	128116060	128116169	83	0,0,0,0,0	8,5,3,3,5	0,3,3	4,14,6	-2	-1	0.0194125462404	0.303413954016	0.0,0.0,0.0,0.0,0.0	0.0,0.097,0.2	-0.099
86	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32515283	32515352	32517028	32517139	86	0,0,1,0,0	5,14,12,5,1	0,0,0	10,21,7	-2	-1	1	1.0	0.0,0.0,0.04,0.0,0.0	0.0,0.0,0.0	0.008
88	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11781154	11782655	11781154	11781239	11782524	11782655	88	0,1,1,0,0	4,6,3,1,6	0,3,1	5,17,7	-2	-1	0.297579043817	1.0	0.0,0.077,0.143,0.0,0.0	0.0,0.081,0.067	-0.005
90	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919540	73919753	73919869	90	3,12,16,9,5	0,1,4,5,3	20,10,10	3,2,0	-2	-1	0.135873993491	0.897468137265	1.0,0.857,0.667,0.474,0.455	0.769,0.714,1.0	-0.137
91	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919546	73919753	73919869	91	1,2,4,2,3	142,148,187,195,181	4,2,2	166,112,122	-2	-1	1	1.0	0.004,0.007,0.011,0.005,0.008	0.012,0.009,0.008	-0.003
94	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90726292	90727404	90726292	90726359	90727025	90727404	94	2,0,2,0,0	6,9,11,9,6	0,0,0	1,2,3	-2	-1	1	1.0	0.143,0.0,0.083,0.0,0.0	0.0,0.0,0.0	0.045
97	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55324330	55324605	55324330	55324444	55324526	55324605	97	6,3,9,2,4	115,133,187,173,199	1,0,7	115,84,105	-2	-1	0.585573435005	1.0	0.025,0.011,0.023,0.006,0.01	0.004,0.0,0.032	0.003
98	"ENSMUSG00000031232"	"Magt1"	chrX	-	105968083	105971479	105968083	105971026	105971435	105971479	98	1,0,6,3,5	2,1,3,2,2	16,22,12	6,7,5	-2	-1	0.124702150305	0.860612597845	0.2,0.0,0.5,0.429,0.556	0.571,0.611,0.545	-0.239
105	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89185647	89185361	89185464	89185537	89185647	105	2,0,0,0,0	41,41,36,40,46	0,0,0	24,23,19	-2	-1	1	1.0	0.024,0.0,0.0,0.0,0.0	0.0,0.0,0.0	0.005
106	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89186047	89185361	89185647	89185993	89186047	106	4,1,1,3,3	13,19,21,21,25	1,2,1	9,10,11	-2	-1	0.710843789117	1.0	0.133,0.026,0.023,0.067,0.057	0.053,0.091,0.043	-0.001
107	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186362	89186819	107	5,6,2,1,4	19,25,13,19,18	3,0,0	17,17,10	-2	-1	0.00639477864699	0.16133712029	0.116,0.107,0.071,0.026,0.1	0.081,0.0,0.0	0.057
108	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186753	89186819	108	2,4,2,4,4	0,1,0,0,0	0,2,1	1,0,0	-2	-1	1	1.0	1.0,0.667,1.0,1.0,1.0	0.0,1.0,1.0	0.267
109	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186362	89186427	89186753	89186819	109	6,12,1,9,4	23,26,16,18,31	0,4,2	29,11,13	-2	-1	0.0147123098196	0.274576122922	0.115,0.188,0.03,0.2,0.061	0.0,0.154,0.071	0.044
110	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89187243	89186362	89186427	89186955	89187243	110	6,8,0,5,0	0,0,0,0,1	0,2,1	0,0,0	-2	-1	1	1.0	1.0,1.0,NA,1.0,0.0	NA,1.0,1.0	-0.25
111	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89186998	89187147	89187243	111	12,12,11,15,7	0,0,0,2,1	7,10,10	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,0.789,0.778	1.0,0.833,1.0	-0.031
112	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89187050	89187147	89187243	112	2,0,0,0,0	8,8,6,4,3	0,0,0	13,16,5	-2	-1	1	1.0	0.111,0.0,0.0,0.0,0.0	0.0,0.0,0.0	0.022
122	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108080266	108080774	108080266	108080335	108080643	108080774	122	0,0,0,0,0	4,1,0,0,1	3,0,0	2,6,2	-2	-1	1	1.0	0.0,0.0,NA,NA,0.0	0.429,0.0,0.0	-0.143
123	"ENSMUSG00000022515"	"Anks3"	chr16	-	4947648	4948363	4947648	4947758	4948225	4948363	123	0,0,0,0,0	11,8,4,13,2	1,0,0	11,8,8	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.043,0.0,0.0	-0.014
126	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793	126	15,8,14,26,24	154,184,165,201,211	13,17,24	216,269,253	-2	-1	0.201807666774	1.0	0.046,0.021,0.041,0.061,0.054	0.029,0.031,0.045	0.01
128	"ENSMUSG00000053877"	"Srcap"	chr7	+	127519580	127519832	127519580	127519602	127519659	127519832	128	0,1,1,3,4	0,1,0,0,0	2,8,5	0,2,0	-2	-1	1	1.0	NA,0.333,1.0,1.0,1.0	1.0,0.667,1.0	-0.056
131	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172803	122173145	122173280	131	23,19,13,11,10	1,0,2,1,0	21,26,41	0,1,0	-2	-1	1	1.0	0.92,1.0,0.765,0.846,1.0	1.0,0.929,1.0	-0.07
132	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172955	122173145	122173280	132	0,3,1,0,0	137,135,208,172,219	0,0,0	230,373,228	-2	-1	1	1.0	0.0,0.011,0.002,0.0,0.0	0.0,0.0,0.0	0.003
139	"ENSMUSG00000034525"	"Ice1"	chr13	-	70618984	70620769	70618984	70619061	70620657	70620769	139	0,1,3,3,0	3,12,7,5,4	2,1,0	8,10,7	-2	-1	0.725438343252	1.0	0.0,0.04,0.176,0.231,0.0	0.111,0.048,0.0	0.036
141	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896	141	3,0,0,0,0	0,1,1,1,2	4,2,0	0,6,0	-2	-1	1	1.0	1.0,0.0,0.0,0.0,0.0	1.0,0.143,NA	-0.371
143	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355309	181355552	143	0,0,0,1,0	0,1,0,0,0	0,1,0	3,1,0	-2	-1	1	1.0	NA,0.0,NA,1.0,NA	0.0,0.333,NA	0.334
144	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552	144	0,0,0,1,0	1,0,0,4,0	0,1,0	4,4,0	-2	-1	1	1.0	0.0,NA,NA,0.111,NA	0.0,0.111,NA	0.0
152	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102457459	102457852	102457459	102457559	102457771	102457852	152	0,0,0,1,0	1,0,1,0,2	0,2,0	0,4,1	-2	-1	1	1.0	0.0,NA,0.0,1.0,0.0	NA,0.2,0.0	0.15
155	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40540678	40540947	40540678	40540806	40540888	40540947	155	2,0,3,4,3	53,52,36,36,58	5,2,6	80,75,90	-2	-1	0.61791840285	1.0	0.019,0.0,0.04,0.053,0.025	0.03,0.013,0.032	0.002
157	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77979752	77980547	77979752	77979771	77980500	77980547	157	1,0,1,5,0	7,1,2,2,0	0,2,0	3,5,1	-2	-1	1	1.0	0.067,0.0,0.2,0.556,NA	0.0,0.167,0.0	0.15
159	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028	159	7,8,3,9,7	112,121,124,130,95	1,1,3	57,82,39	-2	-1	0.022044820611	0.329388144858	0.03,0.032,0.012,0.033,0.036	0.009,0.006,0.037	0.011
161	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791	161	14,20,49,32,37	0,1,1,0,3	9,16,11	1,0,0	-2	-1	0.863701711172	1.0	1.0,0.909,0.961,1.0,0.86	0.818,1.0,1.0	0.007
163	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424	163	55,36,41,34,30	395,399,435,375,398	29,34,27	540,733,571	-2	-1	2.97276602002e-06	0.000675109848751	0.065,0.043,0.045,0.043,0.036	0.026,0.023,0.023	0.022
174	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7939442	7939665	7939442	7939532	7939605	7939665	174	0,0,0,2,0	4,0,0,0,0	0,0,0	3,5,1	-2	-1	1	1.0	0.0,NA,NA,1.0,NA	0.0,0.0,0.0	0.5
180	"ENSMUSG00000031783"	"Polr2c"	chr8	+	94862520	94862884	94862520	94862689	94862809	94862884	180	0,0,0,1,0	166,177,201,152,136	1,0,0	122,141,141	-2	-1	1	1.0	0.0,0.0,0.0,0.003,0.0	0.004,0.0,0.0	-0.001
182	"ENSMUSG00000027330"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148	182	0,0,1,0,0	1,2,1,4,0	1,0,0	6,2,6	-2	-1	1	1.0	0.0,0.0,0.333,0.0,NA	0.077,0.0,0.0	0.058
190	"ENSMUSG00000025188"	"Hps1"	chr19	-	42756257	42757906	42756257	42756340	42757792	42757906	190	0,0,1,0,0	2,1,5,1,0	0,1,0	0,2,2	-2	-1	1	1.0	0.0,0.0,0.091,0.0,NA	NA,0.2,0.0	-0.077
191	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053	191	1,1,5,0,0	14,15,19,9,3	3,4,2	6,8,12	-2	-1	0.0149827046972	0.274576122922	0.034,0.032,0.116,0.0,0.0	0.2,0.2,0.077	-0.123
192	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238	192	0,0,1,0,2	7,7,5,2,1	0,0,7	4,7,9	-2	-1	0.0183542833481	0.291208681162	0.0,0.0,0.091,0.0,0.5	0.0,0.0,0.28	0.025
196	"ENSMUSG00000020832"	"Eral1"	chr11	-	78074279	78074627	78074279	78074360	78074477	78074627	196	2,0,1,2,1	31,26,28,27,38	1,2,2	44,31,39	-2	-1	1	1.0	0.031,0.0,0.018,0.036,0.013	0.011,0.031,0.025	-0.003
200	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751981	105752196	105751981	105752053	105752170	105752196	200	0,0,0,0,0	0,0,1,0,0	1,4,0	1,3,5	-2	-1	1	1.0	NA,NA,0.0,NA,NA	0.333,0.4,0.0	-0.244
204	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341	204	0,0,2,2,0	2,3,5,2,0	2,2,0	1,4,1	-2	-1	1	1.0	0.0,0.0,0.167,0.333,NA	0.5,0.2,0.0	-0.108
205	"ENSMUSG00000023411"	"Nfatc4"	chr14	+	55830268	55831708	55830268	55830596	55831652	55831708	205	0,1,2,0,1	3,5,1,5,3	1,1,0	3,5,3	-2	-1	1	1.0	0.0,0.091,0.5,0.0,0.143	0.143,0.091,0.0	0.069
208	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7002821	7003080	7002821	7002946	7003030	7003080	208	0,2,0,0,0	1,4,1,0,2	0,0,0	0,1,3	-2	-1	1	1.0	0.0,0.2,0.0,NA,0.0	NA,0.0,0.0	0.05
216	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354	216	0,0,1,1,0	4,4,2,8,7	1,3,0	18,78,9	-2	-1	0.862334198419	1.0	0.0,0.0,0.2,0.059,0.0	0.027,0.019,0.0	0.036
219	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74219130	74219567	74219130	74219238	74219382	74219567	219	0,0,0,0,0	19,26,23,28,5	0,0,1	23,34,28	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.018	-0.006
224	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38033067	38034103	38033067	38033157	38034028	38034103	224	21,18,24,36,25	382,406,503,460,480	2,5,3	117,127,135	-2	-1	0.00260610912585	0.0951744281328	0.027,0.022,0.023,0.038,0.025	0.008,0.019,0.011	0.014
226	"ENSMUSG00000024871"	"Doc2g"	chr19	+	4004322	4004648	4004322	4004432	4004512	4004648	226	0,0,2,4,0	7,8,6,7,2	0,0,0	3,0,1	-2	-1	1	1.0	0.0,0.0,0.143,0.222,0.0	0.0,NA,0.0	0.073
229	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55565097	55565541	55565097	55565166	55565483	55565541	229	4,2,2,2,0	51,82,64,77,52	6,6,5	93,153,90	-2	-1	0.0591622183799	0.569066588042	0.038,0.012,0.015,0.013,0.0	0.031,0.019,0.027	-0.01
238	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411	238	0,0,1,2,5	5,1,5,6,0	1,0,0	1,1,3	-2	-1	0.0726642763084	0.628260231678	0.0,0.0,0.091,0.143,1.0	0.333,0.0,0.0	0.136
239	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520308	4519462	4519513	4520215	4520308	239	0,1,1,3,0	10,4,12,8,13	0,0,0	1,10,5	-2	-1	0.837873367228	1.0	0.0,0.111,0.04,0.158,0.0	0.0,0.0,0.0	0.062
240	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520682	4519462	4520308	4520553	4520682	240	0,0,1,0,0	2,5,8,6,3	0,2,0	6,7,6	-2	-1	1	1.0	0.0,0.0,0.059,0.0,0.0	0.0,0.125,0.0	-0.03
243	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33997157	33996826	33996859	33997037	33997157	243	15,15,20,13,20	124,69,122,150,16	4,3,5	16,90,6	-2	-1	0.205709771936	1.0	0.057,0.098,0.076,0.042,0.385	0.111,0.016,0.294	-0.009
244	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33997157	33996826	33996874	33997037	33997157	244	0,0,2,0,0	0,0,2,3,0	0,0,0	0,1,0	-2	-1	1	1.0	NA,NA,0.333,0.0,NA	NA,0.0,NA	0.167
249	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811	249	8,2,9,10,0	28,36,38,51,13	0,2,1	5,31,9	-2	-1	0.00417705489573	0.123624759318	0.125,0.027,0.106,0.089,0.0	0.0,0.031,0.053	0.041
