ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1606	"ENSMUSG00000020745"	"Pafah1b1"	chr11	-	74673948	74679614	74673948	74677742	74679457	74679614
1607	"ENSMUSG00000020745"	"Pafah1b1"	chr11	-	74684405	74686064	74684405	74684508	74685895	74686064
1612	"ENSMUSG00000032913"	"Lrig2"	chr3	-	104465486	104467363	104465486	104465768	104467042	104467363
1618	"ENSMUSG00000029017"	"Pmpcb"	chr5	+	21743378	21746090	21743378	21743458	21745977	21746090
1625	"ENSMUSG00000026213"	"Stk11ip"	chr1	+	75527057	75527466	75527057	75527184	75527362	75527466
1641	"ENSMUSG00000033191"	"Tie1"	chr4	-	118478861	118479903	118478861	118479152	118479612	118479903
1643	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79977962	79978320	79977962	79978062	79978187	79978320
1644	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79978187	79978605	79978187	79978320	79978391	79978605
1645	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79977962	79978605	79977962	79978320	79978547	79978605
1646	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79978391	79978605	79978391	79978475	79978547	79978605
1666	"ENSMUSG00000060073"	"Psma3"	chr12	+	70984492	70984745	70984492	70984594	70984671	70984745
1703	"ENSMUSG00000042272"	"Sestd1"	chr2	-	77198288	77199060	77198288	77198403	77198865	77199060
1727	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011209	135011380
1728	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011240	135011380
1729	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135011483	135012170	135011483	135011665	135011886	135012170
1750	"ENSMUSG00000025728"	"Pigq"	chr17	-	25931673	25932231	25931673	25931827	25932104	25932231
1751	"ENSMUSG00000071866"	"Ppia"	chr11	+	6418100	6418314	6418100	6418131	6418225	6418314
1765	"ENSMUSG00000041361"	"Myzap"	chr9	-	71552238	71555737	71552238	71552364	71555584	71555737
1766	"ENSMUSG00000029617"	"Ccz1"	chr5	-	143998162	143998605	143998162	143998274	143998543	143998605
1767	"ENSMUSG00000029617"	"Ccz1"	chr5	-	144011030	144011529	144011030	144011078	144011451	144011529
1797	"ENSMUSG00000034006"	"Pqlc1"	chr18	+	80256306	80257118	80256306	80256403	80256781	80257118
1809	"ENSMUSG00000006998"	"Psmd2"	chr16	+	20659678	20660102	20659678	20659780	20659956	20660102
1810	"ENSMUSG00000006998"	"Psmd2"	chr16	+	20659678	20660102	20659678	20659780	20659976	20660102
1816	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155854800	155854565	155854659	155854730	155854800
1817	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155855025	155854565	155854800	155854885	155855025
1830	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026395	34026470
1831	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026850	34027101	34026850	34026935	34027015	34027101
1872	"ENSMUSG00000020806"	"Rhbdf2"	chr11	-	116605242	116606232	116605242	116605438	116606107	116606232
1875	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469443	155469503
1876	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469461	155469503
1877	"ENSMUSG00000064307"	"Lrrc51"	chr7	-	101912988	101913583	101912988	101913212	101913434	101913583
1886	"ENSMUSG00000034485"	"Uaca"	chr9	+	60869574	60872283	60869574	60870030	60870540	60872283
1896	"ENSMUSG00000004642"	"Slbp"	chr5	-	33645499	33646069	33645499	33645637	33646009	33646069
1898	"ENSMUSG00000040048"	"Ndufb10"	chr17	-	24722059	24722520	24722059	24722220	24722380	24722520
1905	"ENSMUSG00000028898"	"Trnau1ap"	chr4	-	132325207	132326045	132325207	132325260	132325945	132326045
1906	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19088000	19088264	19088000	19088100	19088187	19088264
1907	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19088000	19088264	19088000	19088109	19088187	19088264
1908	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19091938	19092254	19091938	19092036	19092207	19092254
1920	"ENSMUSG00000025907"	"Rb1cc1"	chr1	+	6239951	6240378	6239951	6240190	6240304	6240378
1921	"ENSMUSG00000046111"	"Cep295"	chr9	-	15317458	15317767	15317458	15317528	15317673	15317767
1922	"ENSMUSG00000046111"	"Cep295"	chr9	-	15317458	15317767	15317458	15317593	15317673	15317767
1935	"ENSMUSG00000056938"	"Acbd4"	chr11	+	103104092	103104172	103104092	103104108	103104109	103104172
1952	"ENSMUSG00000028959"	"Fastk"	chr5	-	24441527	24441823	24441527	24441663	24441731	24441823
1957	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035751	161036014	161035751	161035804	161035982	161036014
1958	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035982	161036244	161035982	161036014	161036207	161036244
1961	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037164	161036819	161036852	161037123	161037164
1962	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037315	161036819	161036852	161037287	161037315
1963	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037315	161036819	161037164	161037287	161037315
1964	"ENSMUSG00000053332"	"Gas5"	chr1	+	161037287	161037547	161037287	161037315	161037504	161037547
1991	"ENSMUSG00000041215"	"Yeats2"	chr16	+	20171190	20174539	20171190	20171302	20174494	20174539
1992	"ENSMUSG00000045031"	"Cetn4"	chr3	-	37310292	37312446	37310292	37310439	37312356	37312446
2024	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	45980314	45980639	45980314	45980467	45980572	45980639
2025	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	45980314	45980639	45980314	45980492	45980572	45980639
2044	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32374341	32375572	32374341	32374466	32375484	32375572
2048	"ENSMUSG00000057335"	"Cep170"	chr1	-	176769232	176769870	176769232	176769526	176769712	176769870
2061	"ENSMUSG00000002010"	"Idh3g"	chrX	-	73780573	73781030	73780573	73780707	73780897	73781030
2072	"ENSMUSG00000030138"	"Bms1"	chr6	-	118413078	118413919	118413078	118413221	118413730	118413919
2074	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8321799	8323335	8321799	8321835	8323276	8323335
2075	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8321799	8323335	8321799	8322140	8323276	8323335
2094	"ENSMUSG00000032590"	"Apeh"	chr9	-	108092806	108093074	108092806	108092882	108092980	108093074
2142	"ENSMUSG00000053964"	"Lgals4"	chr7	+	28840580	28840952	28840580	28840610	28840863	28840952
2143	"ENSMUSG00000053964"	"Lgals4"	chr7	+	28840580	28840952	28840580	28840691	28840863	28840952
2159	"ENSMUSG00000022559"	"Fbxl6"	chr15	-	76537916	76538735	76537916	76538075	76538324	76538735
2162	"ENSMUSG00000032579"	"Hemk1"	chr9	-	107336571	107337378	107336571	107336663	107337000	107337378
2172	"ENSMUSG00000056211"	"R3hdm1"	chr1	+	128181985	128184654	128181985	128182212	128184399	128184654
2225	"ENSMUSG00000033819"	"Ppp1r16a"	chr15	+	76692836	76693138	76692836	76692940	76693013	76693138
2236	"ENSMUSG00000021488"	"Nsd1"	chr13	+	55213203	55214150	55213203	55213317	55214060	55214150
2271	"ENSMUSG00000000738"	"Spg7"	chr8	+	123079413	123080810	123079413	123079539	123080636	123080810
2297	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102195748	102196117	102195748	102195868	102195951	102196117
2298	"ENSMUSG00000008855"	"Hdac5"	chr11	-	102195748	102196117	102195748	102195894	102195951	102196117
2303	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59473687	59474712	59473687	59473817	59474531	59474712
2323	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91669384	91669729	91669384	91669461	91669651	91669729
2349	"ENSMUSG00000000732"	"Icosl"	chr10	+	78071160	78072091	78071160	78071279	78071737	78072091
2406	"ENSMUSG00000006638"	"Abhd1"	chr5	+	30954090	30954265	30954090	30954154	30954155	30954265
2409	"ENSMUSG00000007029"	"Vars"	chr17	+	35013121	35013390	35013121	35013192	35013264	35013390
2481	"ENSMUSG00000038695"	"Josd2"	chr7	+	44470858	44471307	44470858	44470987	44471233	44471307
2487	"ENSMUSG00000026469"	"Xpr1"	chr1	-	155330337	155332386	155330337	155330487	155332162	155332386
2503	"ENSMUSG00000016833"	"Mrps18c"	chr5	+	100803969	100804471	100803969	100804029	100804331	100804471
2517	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76888029	76888834	76888029	76888136	76888592	76888834
2519	"ENSMUSG00000021115"	"Vrk1"	chr12	+	106070524	106071641	106070524	106070615	106071569	106071641
2520	"ENSMUSG00000073758"	"Sh3d21"	chr4	-	126152023	126152258	126152023	126152118	126152205	126152258
2532	"ENSMUSG00000039988"	"Ankrd13c"	chr3	+	157972999	157975294	157972999	157973045	157975227	157975294
2544	"ENSMUSG00000018565"	"Elp5"	chr11	-	69979829	69980059	69979829	69979910	69979998	69980059
2566	"ENSMUSG00000038990"	"Cables2"	chr2	-	180261076	180263155	180261076	180261180	180263077	180263155
2574	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131520411	131521171
2575	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131520921	131521171
2576	"ENSMUSG00000027333"	"Smox"	chr2	+	131520411	131521171	131520411	131520646	131520921	131521171
2577	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131521054	131521171
2578	"ENSMUSG00000027333"	"Smox"	chr2	+	131520411	131521171	131520411	131520646	131521054	131521171
2593	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99309684	99310035	99309684	99309799	99309943	99310035
2594	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99314842	99315286	99314842	99314980	99315111	99315286
2595	"ENSMUSG00000023007"	"Prpf40b"	chr15	+	99314842	99315286	99314842	99314980	99315190	99315286
2605	"ENSMUSG00000008167"	"Fbxw9"	chr8	+	85064383	85064672	85064383	85064496	85064580	85064672
2618	"ENSMUSG00000061111"	"Mcrip1"	chr11	-	120544680	120544928	120544680	120544799	120544876	120544928
2633	"ENSMUSG00000033237"	"Arid2"	chr15	+	96391103	96392478	96391103	96391189	96392354	96392478
2644	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130728522	130729828	130728522	130728749	130728859	130729828
2655	"ENSMUSG00000040860"	"Crocc"	chr4	-	141019707	141020489	141019707	141019932	141020273	141020489
2659	"ENSMUSG00000000134"	"Tfe3"	chrX	+	7772448	7775201	7772448	7772596	7773493	7775201
2670	"ENSMUSG00000032299"	"Commd4"	chr9	-	57156171	57156555	57156171	57156291	57156515	57156555
2685	"ENSMUSG00000109378"	"Gm49396"	chr7	+	30566748	30567500	30566748	30566936	30567142	30567500
2688	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80318858	80319341	80318858	80319026	80319245	80319341
2689	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80320091	80321181	80320091	80320213	80320301	80321181
2698	"ENSMUSG00000045934"	"Mtmr11"	chr3	+	96164785	96165085	96164785	96164873	96164996	96165085
2727	"ENSMUSG00000024384"	"Iws1"	chr18	+	32086272	32087152	32086272	32086423	32087069	32087152
2736	"ENSMUSG00000036459"	"Wtip"	chr7	-	34118936	34119206	34118936	34118999	34119138	34119206
2740	"ENSMUSG00000024960"	"Plcb3"	chr19	-	6955206	6955906	6955206	6955357	6955713	6955906
2757	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70016818	70017191	70016818	70016923	70017072	70017191
2764	"ENSMUSG00000011658"	"Fuz"	chr7	+	44897519	44898700	44897519	44897624	44898502	44898700
2765	"ENSMUSG00000011658"	"Fuz"	chr7	+	44897519	44898700	44897519	44897624	44898515	44898700
2786	"ENSMUSG00000004815"	"Dgkq"	chr5	-	108649824	108650379	108649824	108649925	108650200	108650379
2801	"ENSMUSG00000022546"	"Gpt"	chr15	+	76697158	76697430	76697158	76697248	76697321	76697430
2811	"ENSMUSG00000052926"	"Rnaseh2a"	chr8	-	84965130	84965443	84965130	84965218	84965316	84965443
2816	"ENSMUSG00000029056"	"Pank4"	chr4	+	154978920	154979592	154978920	154979025	154979491	154979592
2833	"ENSMUSG00000033124"	"Atg9a"	chr1	-	75180864	75182737	75180864	75181931	75182591	75182737
2847	"ENSMUSG00000002546"	"Golga2"	chr2	+	32299031	32299310	32299031	32299125	32299203	32299310
2862	"ENSMUSG00000017843"	"Ppp2r5c"	chr12	+	110567727	110569055	110567727	110567855	110568953	110569055
