ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
87	"ENSMUSG00000033707"	"Lrrc24"	chr15	-	76718651	76718899	76718221	76718500	76719795	76719924
97	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919229	144919504	144918650	144918794	144923905	144924031
99	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919384	144919504	144918650	144918794	144923905	144924031
100	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919840	144920079	144918650	144918794	144923905	144924031
101	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919840	144920079	144919229	144919504	144923905	144924031
102	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919840	144920079	144919229	144919504	144927134	144927639
103	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144923905	144924031	144919229	144919504	144927134	144927639
104	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144923905	144924031	144919840	144920079	144927134	144927639
108	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75646874	75647101	75646111	75646687	75648056	75648221
110	"ENSMUSG00000057841"	"Rpl32"	chr6	-	115806985	115807167	115805504	115805688	115807801	115807902
113	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392839	67392975	67384550	67384698	67393934	67394063
114	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392891	67392975	67384550	67384698	67393934	67394063
115	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48490847	48490938	48488700	48489988	48493406	48493494
117	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38369483	38369592	38362208	38363147	38373818	38374194
118	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374236	38369483	38369592	38377654	38378216
119	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374377	38369425	38369592	38377654	38377763
127	"ENSMUSG00000002416"	"Ndufb2"	chr6	+	39598265	39598361	39596450	39596595	39599391	39599422
128	"ENSMUSG00000002416"	"Ndufb2"	chr6	+	39598265	39598365	39596450	39596595	39599391	39599471
130	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64822990	64823097	64811679	64811801	64834442	64834568
134	"ENSMUSG00000033209"	"Ttc28"	chr5	+	111281879	111281903	111280674	111280751	111282770	111282900
135	"ENSMUSG00000059743"	"Fdps"	chr3	-	89095353	89095476	89095013	89095102	89095598	89095679
138	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873479	124870775	124870958	124874218	124874348
139	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873509	124870775	124870958	124874218	124874348
140	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124883355	124883598	124880128	124880352	124884964	124885044
141	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124886852	124886946	124886682	124886779	124887757	124887819
143	"ENSMUSG00000018166"	"Erbb3"	chr10	-	128583116	128583258	128581989	128582103	128583365	128583484
148	"ENSMUSG00000036879"	"Phkb"	chr8	+	86026456	86026547	86024280	86024338	86029481	86029684
149	"ENSMUSG00000036879"	"Phkb"	chr8	+	86049689	86049819	86043709	86043844	86056447	86056555
151	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100591411	100591565	100590886	100591051	100596165	100596240
152	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100592854	100592973	100591411	100591565	100596165	100596240
154	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100598614	100598728	100596165	100596240	100599184	100599309
160	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50143718	50143784	50110382	50110454	50145773	50145892
161	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50145773	50145892	50110277	50110464	50158681	50158834
162	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50151938	50152023	50145773	50145892	50158681	50158834
164	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50178388	50178520	50176876	50176918	50180175	50180275
165	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50183709	50183871	50180590	50180659	50194525	50194728
166	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50196513	50196642	50194415	50194728	50198153	50198327
173	"ENSMUSG00000030795"	"Fus"	chr7	+	127981410	127981555	127981190	127981291	127981790	127982029
175	"ENSMUSG00000029484"	"Anxa3"	chr5	+	96811049	96811137	96797400	96797453	96812841	96812936
176	"ENSMUSG00000029484"	"Anxa3"	chr5	+	96812841	96812936	96797400	96797453	96816340	96816395
177	"ENSMUSG00000029484"	"Anxa3"	chr5	+	96834774	96834833	96830082	96830488	96845500	96845682
178	"ENSMUSG00000029484"	"Anxa3"	chr5	+	96838292	96838415	96834774	96834833	96845500	96845682
179	"ENSMUSG00000056342"	"Usp34"	chr11	+	23333438	23333859	23320660	23320748	23343319	23343370
180	"ENSMUSG00000056342"	"Usp34"	chr11	+	23362576	23362612	23361586	23361716	23363057	23363188
181	"ENSMUSG00000056342"	"Usp34"	chr11	+	23382553	23382667	23381224	23381379	23384400	23384500
182	"ENSMUSG00000056342"	"Usp34"	chr11	+	23487078	23487222	23486817	23486958	23488583	23489744
183	"ENSMUSG00000056342"	"Usp34"	chr11	+	23488208	23488368	23487078	23487222	23488583	23489744
184	"ENSMUSG00000033938"	"Ndufb7"	chr8	+	83570829	83570998	83566670	83566930	83571432	83571626
186	"ENSMUSG00000027843"	"Ptpn22"	chr3	+	103909380	103909458	103905155	103905186	103911975	103912244
187	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119344508	119344172	119344252	119346469	119346568
207	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370024	89370078	89369807	89369915	89370237	89370308
212	"ENSMUSG00000025007"	"Aldh18a1"	chr19	-	40569032	40569177	40568321	40568395	40570467	40570592
226	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70220016	70220046	70217864	70218277	70224309	70224407
227	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70220016	70220046	70217864	70218277	70235139	70235208
229	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70256359	70256471	70247573	70247719	70266629	70266754
230	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70256359	70256471	70247573	70247719	70267308	70267506
231	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70266629	70266754	70247573	70247719	70267308	70267506
232	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70266629	70266754	70256359	70256471	70267308	70267506
235	"ENSMUSG00000052812"	"Atad2b"	chr12	+	4940091	4940245	4939655	4939705	4941971	4942074
236	"ENSMUSG00000052812"	"Atad2b"	chr12	+	4940091	4941766	4939655	4939705	4941971	4942074
239	"ENSMUSG00000090145"	"Ugt1a6b"	chr1	+	88215794	88215882	88215043	88215175	88216137	88216357
247	"ENSMUSG00000030347"	"D6Wsu163e"	chr6	+	126966879	126967082	126961965	126962040	126973555	126973613
248	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75521030	75521109	75520701	75520784	75527587	75527714
249	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75528809	75528927	75527587	75527714	75533540	75533590
250	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75528809	75528927	75527587	75527714	75541159	75541378
251	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533590	75527587	75527714	75541159	75541378
252	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533590	75528809	75528927	75541159	75541378
253	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533594	75527587	75527714	75541159	75541378
254	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533594	75528809	75528927	75541159	75541378
255	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75551689	75551838	75541159	75541378	75556721	75556759
261	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126824935	126825002	126821720	126822189	126827539	126827635
262	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126834428	126834496	126832471	126832548	126840497	126840639
263	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126836218	126836321	126834428	126834496	126840497	126840639
264	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126842120	126842212	126840497	126840639	126844307	126844405
268	"ENSMUSG00000057469"	"E2f6"	chr12	+	16824569	16824717	16822092	16822207	16825364	16826429
276	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111263	23110579	23110723	23111502	23111558
277	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111502	23111592	23110579	23111263	23111816	23111896
278	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23112350	23112457	23111816	23111896	23113166	23113184
287	"ENSMUSG00000041890"	"Git2"	chr5	-	114761572	114761667	114753278	114753324	114764346	114764477
288	"ENSMUSG00000041890"	"Git2"	chr5	-	114764586	114764673	114764346	114764477	114766451	114766523
290	"ENSMUSG00000024789"	"Jak2"	chr19	+	29291166	29291301	29288673	29288801	29294855	29294943
292	"ENSMUSG00000041187"	"Prkd2"	chr7	+	16865686	16865954	16863346	16864039	16869487	16869573
294	"ENSMUSG00000026495"	"Efcab2"	chr1	+	178474881	178474961	178455815	178455888	178475684	178475727
299	"ENSMUSG00000116048"	"Sept2"	chr1	+	93495578	93495665	93491156	93491277	93497340	93497464
300	"ENSMUSG00000116048"	"Sept2"	chr1	+	93501506	93501652	93500457	93500559	93503434	93503518
301	"ENSMUSG00000002688"	"Prkd1"	chr12	-	50343053	50343139	50341230	50342220	50364511	50364779
302	"ENSMUSG00000002688"	"Prkd1"	chr12	-	50419852	50419876	50394829	50395040	50425438	50425599
307	"ENSMUSG00000022009"	"Nufip1"	chr14	+	76111923	76111997	76110890	76111326	76114174	76114273
308	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885068	95883957	95884237	95888140	95888296
309	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885071	95883953	95884237	95888140	95888296
314	"ENSMUSG00000032952"	"Ap4b1"	chr3	+	103818803	103818907	103817759	103817843	103820253	103820461
315	"ENSMUSG00000030711"	"Sult1a1"	chr7	-	126675227	126675353	126675048	126675146	126675443	126675583
318	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83729381	83729525	83733413	83733566
319	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83729381	83729525	83741106	83741169
321	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83733413	83733566	83729381	83729525	83734008	83734125
322	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734008	83734125	83729381	83729525	83741106	83741169
323	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734295	83734352	83734008	83734125	83741106	83741169
324	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734295	83734410	83734008	83734125	83741106	83741183
325	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734301	83734352	83734008	83734125	83741106	83741326
328	"ENSMUSG00000116378"	"Gcat"	chr15	+	79034959	79035061	79033930	79034061	79035256	79035403
330	"ENSMUSG00000009035"	"Tmem184b"	chr15	-	79365786	79365956	79365284	79365479	79366586	79366678
331	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660443	35660574	35660015	35660353	35660791	35660827
332	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660496	35660574	35660282	35660353	35660791	35660857
333	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660791	35660857	35660443	35660574	35662011	35662122
335	"ENSMUSG00000109061"	"Gm49320"	chr8	+	4240687	4240735	4238864	4239033	4243303	4243445
336	"ENSMUSG00000109061"	"Gm49320"	chr8	+	4244860	4245003	4244694	4244775	4245542	4245588
339	"ENSMUSG00000052395"	"Rft1"	chr14	+	30666678	30666816	30663077	30663179	30674169	30674248
341	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107746018	107746180	107745086	107745236	107749707	107749796
343	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107750007	107750092	107749707	107749799	107751718	107751791
344	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107750462	107750548	107749707	107749799	107751718	107751791
345	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107750462	107750548	107750007	107750092	107751718	107751791
349	"ENSMUSG00000027637"	"Rab5if"	chr2	+	156865256	156865360	156863127	156863417	156873042	156873563
350	"ENSMUSG00000027637"	"Rab5if"	chr2	+	156872337	156872467	156863138	156863417	156873042	156873398
351	"ENSMUSG00000027637"	"Rab5if"	chr2	+	156872337	156872467	156865256	156865360	156873042	156873398
354	"ENSMUSG00000011877"	"Git1"	chr11	+	77500646	77500741	77500347	77500565	77501071	77501114
355	"ENSMUSG00000011877"	"Git1"	chr11	+	77502828	77502855	77500987	77501114	77503017	77503066
357	"ENSMUSG00000022965"	"Ifngr2"	chr16	+	91557884	91558078	91554947	91555080	91559976	91560125
358	"ENSMUSG00000109408"	"A930037H05Rik"	chr11	-	119465092	119465230	119448787	119448867	119488901	119489000
363	"ENSMUSG00000087704"	"Gm14978"	chr2	-	121295016	121295083	121293702	121293805	121295628	121295678
368	"ENSMUSG00000025129"	"Ppp1r27"	chr11	-	120550611	120550762	120549978	120550329	120550863	120551132
369	"ENSMUSG00000070034"	"Sp110"	chr1	-	85579056	85579199	85576898	85577345	85579643	85579745
371	"ENSMUSG00000042487"	"Leo1"	chr9	+	75449356	75449502	75447101	75448396	75450487	75450572
374	"ENSMUSG00000086247"	"Gm15787"	chr5	-	110170262	110170347	110167507	110168484	110176316	110176504
375	"ENSMUSG00000086247"	"Gm15787"	chr5	-	110173279	110173424	110168194	110168484	110176316	110176466
376	"ENSMUSG00000041303"	"Gtf3c3"	chr1	-	54404979	54405170	54403510	54403635	54405836	54406074
377	"ENSMUSG00000001604"	"Tcea3"	chr4	+	136257923	136257986	136255149	136255288	136264446	136264484
378	"ENSMUSG00000001604"	"Tcea3"	chr4	+	136273643	136273715	136271232	136271379	136274779	136274898
379	"ENSMUSG00000030562"	"Nox4"	chr7	+	87323932	87323995	87323632	87323797	87338956	87339017
381	"ENSMUSG00000030562"	"Nox4"	chr7	+	87331695	87331742	87327130	87327200	87338956	87339017
382	"ENSMUSG00000020650"	"Bcap29"	chr12	-	31617074	31617180	31600643	31600744	31626725	31626876
383	"ENSMUSG00000020650"	"Bcap29"	chr12	-	31624114	31624250	31617074	31617180	31626725	31626876
386	"ENSMUSG00000020349"	"Ppp2ca"	chr11	+	52113119	52113329	52098680	52099150	52117986	52118160
388	"ENSMUSG00000059486"	"Kbtbd2"	chr6	-	56789218	56789700	56781800	56781966	56797458	56797736
404	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41612559	41612671	41528122	41528200	41612802	41613883
406	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6261615	6261721	6259546	6259620	6262456	6262546
413	"ENSMUSG00000056738"	"A730036I17Rik"	chr2	+	129231808	129233785	129225720	129225895	129234944	129235604
416	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25465467	25465520	25464848	25464880	25471797	25472073
417	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25466316	25466437	25464848	25464880	25471797	25472073
419	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25473797	25474052	25471375	25472073	25474519	25474804
422	"ENSMUSG00000006288"	"Ttc5"	chr14	-	50775290	50775382	50773276	50773333	50777261	50777412
423	"ENSMUSG00000006288"	"Ttc5"	chr14	-	50775290	50775450	50773276	50773333	50777261	50777412
433	"ENSMUSG00000097572"	"Gm26797"	chr9	-	122307194	122307335	122304827	122304893	122307956	122307999
434	"ENSMUSG00000097572"	"Gm26797"	chr9	-	122307403	122307444	122304827	122304893	122307956	122307999
438	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109520467	109520642	109519584	109519993	109521600	109521766
449	"ENSMUSG00000026827"	"Gpd2"	chr2	+	57338846	57339011	57306931	57307095	57340063	57340208
451	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89288811	89288943	89288235	89288725	89289021	89289109
455	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328607	105328692	105328321	105328484	105328771	105329055
457	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98119392	98119470	98118181	98118255	98120790	98120906
458	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125025	98125090	98123795	98123921	98125549	98125613
459	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98126303	98126453	98125549	98125613	98126852	98126923
460	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98131418	98131518	98129721	98129833	98131601	98131707
472	"ENSMUSG00000109473"	"B930025P03Rik"	chr8	-	10876196	10876279	10874362	10874450	10879002	10879087
477	"ENSMUSG00000022020"	"Naa16"	chr14	-	79344894	79345108	79343125	79343319	79350688	79350821
479	"ENSMUSG00000022020"	"Naa16"	chr14	-	79374735	79374855	79370001	79370097	79377367	79377521
480	"ENSMUSG00000024644"	"Cndp2"	chr18	-	84672073	84672158	84670752	84670913	84674976	84675177
483	"ENSMUSG00000040740"	"Slc25a34"	chr4	-	141621377	141621512	141618823	141620594	141622203	141622356
485	"ENSMUSG00000022685"	"Parn"	chr16	-	13647242	13647299	13640252	13640330	13648418	13648499
487	"ENSMUSG00000022685"	"Parn"	chr16	-	13664820	13664888	13664655	13664737	13665901	13665981
490	"ENSMUSG00000002658"	"Gtf2f1"	chr17	-	57010975	57011022	57009687	57009760	57011108	57011288
493	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010295	98010376	98009857	98009916	98011342	98011497
500	"ENSMUSG00000022964"	"Tmem50b"	chr16	-	91577973	91578031	91574502	91576158	91580201	91580294
501	"ENSMUSG00000022964"	"Tmem50b"	chr16	-	91581694	91581762	91580201	91580294	91586941	91587081
502	"ENSMUSG00000022964"	"Tmem50b"	chr16	-	91583275	91583388	91581694	91581762	91586941	91587081
505	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101922413	101922632	101919395	101919577	101922754	101922855
508	"ENSMUSG00000036151"	"Tm6sf2"	chr8	+	70075499	70075603	70075331	70075429	70076000	70076083
510	"ENSMUSG00000026782"	"Abi2"	chr1	+	60437055	60437232	60409794	60409919	60443984	60444082
512	"ENSMUSG00000026782"	"Abi2"	chr1	+	60447259	60447406	60443984	60444082	60448077	60448202
521	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104368679	104368778	104357480	104357596	104378684	104378826
522	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104378684	104378826	104357480	104357596	104423921	104425293
523	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104423921	104425293	104378684	104378826	104467638	104467752
524	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104426423	104426468	104424936	104425293	104441724	104442291
525	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104426423	104426468	104424936	104425293	104467638	104467991
527	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32514383	32514454	32512177	32513192	32515283	32515352
529	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58488572	58488674	58485679	58485881	58490609	58490755
530	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58492801	58493136	58492410	58492684	58493662	58494356
532	"ENSMUSG00000054302"	"Eapp"	chr12	-	54685859	54685971	54678509	54678623	54691999	54692095
544	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82858355	82858449	82839482	82839889	82870684	82870800
547	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82882227	82882437	82880746	82880818	82883243	82883361
551	"ENSMUSG00000039953"	"Clstn1"	chr4	+	149631988	149632174	149631727	149631877	149634670	149634919
552	"ENSMUSG00000039953"	"Clstn1"	chr4	+	149641657	149641714	149638232	149638395	149643194	149643352
556	"ENSMUSG00000031388"	"Naa10"	chrX	-	73917842	73917927	73916872	73917195	73919501	73919540
561	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115591262	115591366	115592431	115592530
564	"ENSMUSG00000028015"	"Ctso"	chr3	+	81944861	81945029	81942192	81942332	81946313	81946435
565	"ENSMUSG00000018893"	"Mb"	chr15	-	77017575	77017798	77015486	77016072	77022488	77022591
566	"ENSMUSG00000018893"	"Mb"	chr15	-	77039769	77039856	77022488	77022591	77050524	77050569
573	"ENSMUSG00000040557"	"Mettl27"	chr5	+	134933472	134933601	134932405	134932847	134934288	134934424
574	"ENSMUSG00000040557"	"Mettl27"	chr5	+	134935778	134935871	134934288	134934424	134940456	134940634
580	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55162967	55163069	55148853	55149826	55176190	55176247
581	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55162967	55163069	55150082	55150401	55176190	55176247
583	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55184903	55184964	55183101	55183186	55185669	55185760
584	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55185669	55185760	55184903	55184964	55191841	55191900
596	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96821250	96821409	96817413	96820516	96822103	96822319
612	"ENSMUSG00000031979"	"Cog2"	chr8	+	124544009	124544161	124542888	124542950	124545128	124545302
614	"ENSMUSG00000021540"	"Smad5"	chr13	+	56723428	56723996	56703009	56703131	56727403	56727655
625	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031028	67031098	67028847	67029742	67031451	67031514
626	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031451	67031514	67029919	67031098	67031950	67032026
627	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031950	67032026	67031451	67031514	67032465	67032541
630	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67032465	67032541	67031950	67032026	67032793	67032864
632	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67035994	67036128	67033777	67033993	67043577	67043709
634	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67047785	67047911	67035994	67036128	67049018	67049118
635	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67048123	67048249	67035994	67036128	67049018	67049201
638	"ENSMUSG00000025234"	"Arih1"	chr9	-	59454401	59454469	59436623	59436915	59485978	59486056
640	"ENSMUSG00000061477"	"Rps7"	chr12	-	28633767	28633832	28631623	28631774	28635415	28635487
641	"ENSMUSG00000061477"	"Rps7"	chr12	-	28634208	28634352	28633468	28633832	28635415	28635487
642	"ENSMUSG00000021549"	"Rasa1"	chr13	-	85218181	85218259	85216876	85217011	85219405	85219494
643	"ENSMUSG00000021549"	"Rasa1"	chr13	-	85228607	85228765	85228230	85228307	85229604	85229682
644	"ENSMUSG00000021549"	"Rasa1"	chr13	-	85246590	85246643	85244187	85244338	85250431	85250463
646	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186427	89186171	89186261	89186955	89187050
647	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186171	89186261	89186955	89186998
648	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186753	89186819	89186171	89186261	89186955	89187050
649	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186753	89186819	89186362	89186427	89186955	89187050
650	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89188152	89188208	89187331	89187454	89188458	89188521
651	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89188458	89188521	89187331	89187454	89188610	89188690
653	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51720635	51720722	51716941	51717150	51722979	51723048
659	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3247351	3247438	3241521	3241578	3249866	3250376
661	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135048910	135049104	135045596	135045734	135049826	135051099
662	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135048993	135049104	135045596	135045734	135049826	135051100
664	"ENSMUSG00000069049"	"Eif2s3y"	chrY	+	1016056	1017508	1014633	1014792	1028187	1028847
665	"ENSMUSG00000069049"	"Eif2s3y"	chrY	+	1019985	1020155	1016056	1017508	1023301	1023474
666	"ENSMUSG00000069049"	"Eif2s3y"	chrY	+	1023301	1023474	1016056	1017508	1028187	1028594
668	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61482335	61482482	61475800	61475889	61527059	61527209
669	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61527059	61527209	61482335	61482482	61548047	61548215
