"","ID","GeneID","geneSymbol","chr","strand","exonStart_0base","exonEnd","upstreamES","upstreamEE","downstreamES","downstreamEE","ID.1","IJC_SAMPLE_1","SJC_SAMPLE_1","IJC_SAMPLE_2","SJC_SAMPLE_2","IncFormLen","SkipFormLen","PValue","FDR","IncLevel1","IncLevel2","IncLevelDifference","IJC_total_S1","SJC_total_S1","IJC_total_S2","SJC_total_S2"
"961",1519,"ENSMUSG00000021224","Numb","chr12","-",83825258,83825291,83811285,83811360,83831921,83831996,1519,"16,11,14,18,14","24,14,32,20,10","3,1,1","4,9,12",-2,-1,0.000880499401971,0.0231430028,"0.25,0.282,0.179,0.31,0.412","0.273,0.053,0.04",0.165,73,100,5,25
"987",1560,"ENSMUSG00000038696","Mapkap1","chr2","+",34435132,34435222,34406861,34407254,34444257,34444406,1560,"39,27,41,28,30","2,0,0,0,0","18,9,10","1,4,2",-2,-1,2.90180807875e-05,0.00149587152534,"0.907,1.0,1.0,1.0,1.0","0.9,0.529,0.714",0.267,165,2,37,7
"1254",1955,"ENSMUSG00000030249","Abcc9","chr6","-",142648026,142648065,142646271,142646373,142652526,142652632,1955,"77,52,127,84,79","4,1,1,1,3","46,30,42","38,47,40",-2,-1,0,0,"0.906,0.963,0.984,0.977,0.929","0.377,0.242,0.344",0.631,419,10,118,125
"1255",1956,"ENSMUSG00000030249","Abcc9","chr6","-",142658497,142658602,142656602,142656675,142664531,142664640,1956,"157,92,214,206,139","1,0,1,0,0","149,246,162","3,7,30",-2,-1,1.60716995268e-11,3.22798568798e-09,"0.987,1.0,0.991,1.0,1.0","0.961,0.946,0.73",0.117,808,2,557,40
"1290",2011,"ENSMUSG00000031422","Morf4l2","chrX","-",136735545,136735622,136732941,136734501,136739804,136739894,2011,"127,176,241,148,122","12,19,22,15,16","54,85,83","32,49,56",-2,-1,0,0,"0.841,0.822,0.846,0.831,0.792","0.458,0.464,0.426",0.377,814,84,222,137
"1412",2177,"ENSMUSG00000061981","Flot2","chr11","+",78054784,78054875,78053362,78053453,78055756,78055880,2177,"67,77,88,60,57","2,1,2,2,0","42,79,55","4,3,8",-2,-1,0.000103680629811,0.00411821009081,"0.944,0.975,0.957,0.938,1.0","0.84,0.929,0.775",0.115,349,7,176,15
"1446",2231,"ENSMUSG00000078515","Ddi2","chr4","-",141689269,141689331,141677548,141685631,141692254,141692444,2231,"7,3,12,12,4","25,8,30,21,12","2,5,2","26,29,33",-2,-1,0.000131726768024,0.00499904258686,"0.123,0.158,0.167,0.222,0.143","0.037,0.079,0.029",0.114,38,96,9,88
"1534",2367,"ENSMUSG00000057897","Camk2b","chr11","-",5977811,5977940,5972812,5972888,5979672,5979721,2367,"8,4,7,1,1","50,30,22,26,10","0,0,2","8,13,20",-2,-1,0.00218189073885,0.0486413129111,"0.074,0.063,0.137,0.019,0.048","0.0,0.0,0.048",0.052,21,138,2,41
"1767",2767,"ENSMUSG00000025871","4833439L19Rik","chr13","-",54564184,54564272,54561570,54561871,54565181,54565356,2767,"20,20,32,24,13","15,21,21,31,27","29,24,24","45,88,90",-2,-1,8.49758023257e-05,0.00350607525487,"0.4,0.323,0.432,0.279,0.194","0.244,0.12,0.118",0.165,109,115,77,223
"1768",2768,"ENSMUSG00000025871","4833439L19Rik","chr13","-",54564509,54564621,54561707,54561871,54565181,54565325,2768,"14,15,15,26,14","15,21,21,31,27","13,21,36","45,88,90",-2,-1,0.000113126431936,0.00444365633933,"0.318,0.263,0.263,0.295,0.206","0.126,0.107,0.167",0.136,84,115,70,223
"1772",2772,"ENSMUSG00000025871","4833439L19Rik","chr13","-",54564514,54564621,54561692,54561871,54565181,54565303,2772,"15,19,17,26,15","15,21,21,31,27","13,21,39","45,88,90",-2,-1,2.63896721467e-05,0.00138677146956,"0.333,0.311,0.288,0.295,0.217","0.126,0.107,0.178",0.152,92,115,73,223
"1879",2956,"ENSMUSG00000036833","Pnpla7","chr2","+",24978125,24978221,24976100,24976313,24980033,24980102,2956,"4,2,2,1,4","10,10,16,11,6","0,0,0","5,15,26",-2,-1,0.000133990103167,0.0050758884278,"0.167,0.091,0.059,0.043,0.25","0.0,0.0,0.0",0.122,13,53,0,46
"2164",3435,"ENSMUSG00000055296","Tmem245","chr4","-",56903211,56903247,56899305,56899428,56903917,56904049,3435,"2,0,4,3,5","11,4,34,12,7","0,0,0","10,7,7",-2,-1,0.000373818487791,0.011755680362,"0.083,0.0,0.056,0.111,0.263","0.0,0.0,0.0",0.103,14,68,0,24
"2189",3466,"ENSMUSG00000037960","Card19","chr13","-",49203928,49203988,49203717,49203789,49205191,49205345,3466,"124,134,158,97,112","37,54,61,41,32","38,68,48","37,59,67",-2,-1,6.40263397855e-11,1.2119199803e-08,"0.626,0.554,0.564,0.542,0.636","0.339,0.366,0.264",0.261,625,225,154,163
"2190",3467,"ENSMUSG00000037960","Card19","chr13","-",49203928,49203988,49203717,49203789,49208003,49208146,3467,"41,50,65,37,31","1,1,2,3,1","7,11,7","4,2,2",-2,-1,0.000251730185939,0.0083608980634,"0.953,0.962,0.942,0.86,0.939","0.467,0.733,0.636",0.319,224,8,25,8
"2251",3556,"ENSMUSG00000002625","Akap8l","chr17","-",32335110,32335170,32334587,32334696,32335562,32335623,3556,"7,1,8,14,3","30,33,32,23,17","2,0,0","21,9,12",-2,-1,8.39581785547e-05,0.0034840428104,"0.104,0.015,0.111,0.233,0.081","0.045,0.0,0.0",0.094,33,135,2,42
"2591",4103,"ENSMUSG00000022770","Dlg1","chr16","+",31846833,31846937,31842769,31842839,31847635,31847669,4103,"12,12,18,10,8","3,1,0,1,0","5,6,2","1,4,1",-2,-1,0.00143354691274,0.0343696101039,"0.667,0.857,1.0,0.833,1.0","0.714,0.429,0.5",0.324,60,5,13,6
"2612",4130,"ENSMUSG00000033526","Ppip5k1","chr2","-",121327644,121327770,121321654,121321792,121331557,121331648,4130,"5,3,5,2,4","14,1,16,14,9","2,0,0","4,4,10",-2,-1,0.00147984449,0.0352414867921,"0.152,0.6,0.135,0.067,0.182","0.2,0.0,0.0",0.161,19,54,2,18
"2614",4132,"ENSMUSG00000033526","Ppip5k1","chr2","-",121332241,121332391,121331557,121331648,121334412,121334577,4132,"9,8,12,15,15","19,30,44,29,32","1,4,3","17,25,20",-2,-1,0.000678576772252,0.0190592341441,"0.191,0.118,0.12,0.205,0.19","0.029,0.074,0.07",0.107,59,154,8,62
"2710",4285,"ENSMUSG00000028772","Zcchc17","chr4","-",130349264,130349322,130338483,130338584,130359875,130359943,4285,"28,37,26,36,40","0,2,1,1,1","29,30,24","1,6,5",-2,-1,6.9641089843e-05,0.00302583429134,"1.0,0.902,0.929,0.947,0.952","0.935,0.714,0.706",0.161,167,5,83,12
"2711",4286,"ENSMUSG00000028772","Zcchc17","chr4","-",130354135,130354256,130338483,130338584,130359875,130359943,4286,"10,10,17,18,11","0,2,1,1,1","9,29,23","1,6,5",-2,-1,0.00126758528767,0.0312710205962,"1.0,0.714,0.895,0.9,0.846","0.818,0.707,0.697",0.13,66,5,61,12
"2767",4379,"ENSMUSG00000023942","Slc29a1","chr17","-",45586093,45586305,45585199,45585782,45587227,45587313,4379,"232,157,266,207,154","1,0,1,4,3","81,84,56","4,11,15",-2,-1,2.434719093e-13,5.95806545862e-11,"0.991,1.0,0.993,0.963,0.963","0.91,0.792,0.651",0.198,1016,9,221,30
"2912",4614,"ENSMUSG00000027940","Tpm3","chr3","+",90089047,90089123,90088400,90088476,90089796,90089859,4614,"5219,3739,5479,3629,4085","50,25,47,55,22","9,2,9","20,17,11",-2,-1,0,0,"0.981,0.987,0.983,0.971,0.989","0.184,0.056,0.29",0.806,22151,199,20,48
"2915",4617,"ENSMUSG00000027940","Tpm3","chr3","+",90091012,90091091,90090009,90090079,90099527,90100896,4617,"10227,7105,10006,6583,7793","37,22,60,31,29","25,11,14","10,6,6",-2,-1,0,0,"0.993,0.994,0.988,0.991,0.993","0.556,0.478,0.538",0.468,41714,179,50,22
"2929",4639,"ENSMUSG00000022629","Kif21a","chr15","-",90952710,90952818,90949005,90949044,90956294,90956509,4639,"18,20,18,9,9","2,1,3,1,3","2,9,10","3,8,7",-2,-1,1.80454359796e-05,0.000997889174041,"0.818,0.909,0.75,0.818,0.6","0.25,0.36,0.417",0.437,74,10,21,18
"3021",4780,"ENSMUSG00000040990","Sh3kbp1","chrX","+",159961764,159961893,159958212,159958322,159966213,159966482,4780,"51,56,95,103,58","4,7,6,5,2","67,59,71","19,15,13",-2,-1,7.79435682663e-07,6.45688158906e-05,"0.864,0.8,0.888,0.912,0.935","0.638,0.663,0.732",0.202,363,24,197,47
"3052",4824,"ENSMUSG00000033278","Ptprm","chr17","-",66810368,66810380,66809465,66809653,66814466,66814541,4824,"0,7,12,3,9","25,10,36,23,22","2,1,0","10,28,23",-2,-1,6.24773525848e-05,0.00275963244093,"0.0,0.259,0.143,0.061,0.17","0.091,0.018,0.0",0.09,31,116,3,61
"3102",4890,"ENSMUSG00000007570","Fance","chr17","+",28322645,28322771,28320789,28320856,28326093,28326284,4890,"22,6,12,12,8","3,1,1,5,2","1,1,0","1,2,2",-2,-1,4.922249766e-06,0.000327483429744,"0.786,0.75,0.857,0.545,0.667","0.333,0.2,0.0",0.543,60,12,2,5
"3103",4891,"ENSMUSG00000007570","Fance","chr17","+",28322645,28322771,28320789,28320856,28326151,28326566,4891,"18,10,13,10,10","4,3,5,1,2","0,2,0","4,3,1",-2,-1,1.83682285493e-07,1.83596049678e-05,"0.692,0.625,0.565,0.833,0.714","0.0,0.25,0.0",0.602,61,15,2,8
"3162",4969,"ENSMUSG00000026082","Rev1","chr1","-",38074314,38074443,38071342,38071497,38079289,38079395,4969,"17,15,15,17,15","1,0,3,0,0","8,24,12","1,7,0",-2,-1,0.000197681234909,0.00694493975448,"0.895,1.0,0.714,1.0,1.0","0.8,0.632,1.0",0.111,79,4,44,8
"3163",4970,"ENSMUSG00000026082","Rev1","chr1","-",38074314,38075023,38071342,38071497,38079289,38079398,4970,"15,12,9,17,11","1,0,3,0,0","6,19,8","1,7,0",-2,-1,0.000482903387577,0.0145623415319,"0.882,1.0,0.6,1.0,1.0","0.75,0.576,1.0",0.121,64,4,33,8
"3541",5610,"ENSMUSG00000109324","Prmt1","chr7","-",44984079,44984133,44983485,44983587,44986282,44986356,5610,"33,47,38,29,12","18,26,27,19,16","14,23,19","22,58,39",-2,-1,1.14187922551e-06,9.10509689555e-05,"0.478,0.475,0.413,0.433,0.273","0.241,0.165,0.196",0.214,159,106,56,119
"3738",5909,"ENSMUSG00000036564","Ndrg4","chr8","+",95712324,95712363,95711092,95711144,95713177,95713918,5909,"16,52,58,20,9","2,4,3,3,0","0,2,2","1,4,3",-2,-1,1.61758178963e-07,1.66368677784e-05,"0.8,0.867,0.906,0.769,1.0","0.0,0.2,0.25",0.718,155,12,4,8
"3789",5979,"ENSMUSG00000010608","Rbm25","chr12","+",83642401,83642519,83632252,83632417,83642628,83642698,5979,"0,0,6,11,1","17,16,17,18,9","1,0,0","9,32,29",-2,-1,4.98062335237e-05,0.002320294774,"0.0,0.0,0.15,0.234,0.053","0.053,0.0,0.0",0.07,18,77,1,70
"3857",6091,"ENSMUSG00000051790","Nlgn2","chr11","-",69830562,69830613,69828364,69828514,69833981,69834677,6091,"14,11,22,11,11","0,0,7,0,0","0,6,1","2,2,2",-2,-1,0.000129528512466,0.00495982379569,"1.0,1.0,0.611,1.0,1.0","0.0,0.6,0.2",0.656,69,7,7,6
"3983",6252,"ENSMUSG00000039599","Fam149b","chr14","+",20377774,20377999,20375509,20375613,20378399,20378523,6252,"11,14,13,19,14","1,0,1,0,1","5,14,20","0,3,3",-2,-1,0.00132918981491,0.0324523522471,"0.846,1.0,0.867,1.0,0.875","1.0,0.7,0.769",0.095,71,3,39,6
"4046",6361,"ENSMUSG00000024381","Bin1","chr18","+",32431670,32431742,32424819,32424967,32431982,32432093,6361,"745,564,614,607,597","345,206,252,238,201","329,407,335","242,309,296",-2,-1,4.79616346638e-14,1.24524780731e-11,"0.519,0.578,0.549,0.56,0.598","0.405,0.397,0.361",0.173,3127,1242,1071,847
"4061",6381,"ENSMUSG00000031441","Atp11a","chr8","+",12863758,12863862,12861639,12861724,12864919,12868728,6381,"6,20,20,24,8","0,0,0,3,0","22,12,17","4,3,2",-2,-1,2.2128811668e-05,0.00118970303134,"1.0,1.0,1.0,0.8,1.0","0.733,0.667,0.81",0.223,78,3,51,9
"4346",6871,"ENSMUSG00000066839","Ecsit","chr9","-",22084022,22084208,22078147,22078265,22085348,22085427,6871,"47,53,37,7,12","1,5,4,0,2","12,18,28","4,10,9",-2,-1,1.09062134808e-05,0.000643194695308,"0.959,0.841,0.822,1.0,0.75","0.6,0.474,0.609",0.313,156,12,58,23
"4347",6872,"ENSMUSG00000066839","Ecsit","chr9","-",22084022,22084208,22078147,22078265,22085356,22085438,6872,"49,54,34,9,12","0,2,4,2,0","14,17,21","5,4,9",-2,-1,3.60543554134e-06,0.000246815828537,"1.0,0.931,0.81,0.692,1.0","0.583,0.68,0.538",0.286,158,8,52,18
"4459",7054,"ENSMUSG00000022710","Usp7","chr16","-",8715744,8715919,8711993,8712192,8716514,8716619,7054,"2,8,7,5,5","7,6,14,9,3","2,5,3","15,19,22",-2,-1,0.0021206319622,0.0473748735312,"0.125,0.4,0.2,0.217,0.455","0.063,0.116,0.064",0.198,27,39,10,56
"4506",7122,"ENSMUSG00000011257","Pabpc4","chr4","+",123295749,123295836,123295201,123295273,123295929,123296057,7122,"120,102,117,129,89","6,2,4,9,5","69,105,54","11,21,4",-2,-1,3.10617208368e-05,0.00157829125684,"0.909,0.962,0.936,0.878,0.899","0.758,0.714,0.871",0.136,557,26,228,36
"4507",7123,"ENSMUSG00000011257","Pabpc4","chr4","+",123295749,123295836,123295201,123295321,123295929,123296057,7123,"205,194,210,223,166","115,73,97,106,86","126,198,150","207,234,218",-2,-1,0,0,"0.471,0.571,0.52,0.513,0.491","0.233,0.297,0.256",0.251,998,477,474,659
"4618",7307,"ENSMUSG00000033392","Clasp2","chr9","+",113875264,113875327,113870622,113870730,113876243,113876350,7307,"9,10,9,6,5","32,30,45,41,34","1,0,0","25,35,38",-2,-1,5.47821428221e-08,6.27049365958e-06,"0.123,0.143,0.091,0.068,0.068","0.02,0.0,0.0",0.092,39,182,1,98
"4812",7586,"ENSMUSG00000042476","Abcb4","chr5","+",8905974,8906032,8899567,8899718,8907207,8907399,7586,"72,38,65,49,35","9,3,1,1,4","67,67,88","7,11,25",-2,-1,0.000726817227927,0.0202009644681,"0.8,0.864,0.97,0.961,0.814","0.827,0.753,0.638",0.142,259,18,222,43
"4867",7677,"ENSMUSG00000007610","Gtpbp3","chr8","+",71489070,71489318,71488102,71488840,71489427,71489514,7677,"17,26,17,19,20","0,0,0,0,0","10,16,26","0,6,1",-2,-1,0.000722479686984,0.0201329745234,"1.0,1.0,1.0,1.0,1.0","1.0,0.571,0.929",0.167,99,0,52,7
"4893",7709,"ENSMUSG00000064302","Clasp1","chr1","+",118541674,118541698,118539265,118539369,118543101,118543346,7709,"27,11,32,18,20","20,8,34,24,15","7,2,2","11,23,22",-2,-1,1.11355966725e-06,8.91266365254e-05,"0.403,0.407,0.32,0.273,0.4","0.241,0.042,0.043",0.252,108,101,11,56
"5051",7982,"ENSMUSG00000025978","Rftn2","chr1","-",55201344,55201422,55195515,55195637,55204182,55204392,7982,"2,7,3,2,8","10,5,27,7,8","0,0,0","2,2,1",-2,-1,4.74136183711e-05,0.00221854051675,"0.091,0.412,0.053,0.125,0.333","0.0,0.0,0.0",0.203,22,57,0,5
"5081",8023,"ENSMUSG00000029759","Pon3","chr6","-",5254515,5254586,5246047,5246333,5256152,5256214,8023,"31,23,34,30,15","1,1,0,0,0","32,56,59","2,6,7",-2,-1,3.57420430697e-07,3.25589373457e-05,"0.939,0.92,1.0,1.0,1.0","0.889,0.824,0.808",0.131,133,2,147,15
"5101",8056,"ENSMUSG00000020137","Thap2","chr10","-",115376351,115376547,115368403,115372946,115384204,115384435,8056,"11,14,25,7,5","0,1,1,1,1","7,4,5","2,5,2",-2,-1,2.98064716409e-06,0.000211247640932,"1.0,0.875,0.926,0.778,0.714","0.636,0.286,0.556",0.366,62,4,16,9
"5211",8208,"ENSMUSG00000022519","Srl","chr16","-",4496404,4497715,4493778,4493877,4522992,4523075,8208,"99,112,83,80,60","13,9,17,12,4","148,336,310","27,101,72",-2,-1,0.000435810752972,0.0134469723634,"0.792,0.862,0.709,0.769,0.882","0.733,0.625,0.683",0.122,434,55,794,200
"5212",8209,"ENSMUSG00000022519","Srl","chr16","-",4496404,4497715,4493778,4493880,4522992,4523075,8209,"455,384,433,446,293","101,180,180,138,78","597,641,604","251,816,536",-2,-1,0.00012264264815,0.00473876947208,"0.693,0.516,0.546,0.618,0.653","0.543,0.282,0.36",0.21,2011,677,1842,1603
"5342",8406,"ENSMUSG00000038526","Car14","chr3","-",95901458,95901480,95901092,95901272,95902110,95902131,8406,"17,18,16,20,8","22,20,15,23,9","20,11,6","36,32,28",-2,-1,0.00120152410721,0.030059281131,"0.279,0.31,0.348,0.303,0.308","0.217,0.147,0.097",0.156,79,89,37,96
"5433",8559,"ENSMUSG00000020099","Unc5b","chr10","-",60777184,60777217,60774965,60775160,60777389,60777554,8559,"9,8,9,8,10","16,1,10,12,11","2,1,0","1,7,6",-2,-1,0.00199294182099,0.0447571006001,"0.22,0.8,0.31,0.25,0.313","0.5,0.067,0.0",0.19,44,50,3,14
"5448",8579,"ENSMUSG00000028559","Osbpl9","chr4","-",109091660,109091699,109087394,109087485,109098502,109098553,8579,"36,23,44,30,30","19,1,25,17,11","12,9,13","30,13,15",-2,-1,3.74409001478e-05,0.00182824945905,"0.486,0.92,0.468,0.469,0.577","0.167,0.257,0.302",0.342,163,73,34,58
"5475",8622,"ENSMUSG00000027466","Rbck1","chr2","-",152323171,152323332,152322159,152322271,152324266,152324364,8622,"161,160,162,154,157","1,0,2,1,1","55,92,65","3,4,4",-2,-1,3.75572639054e-05,0.0018297348937,"0.988,1.0,0.976,0.987,0.987","0.902,0.92,0.89",0.084,794,5,212,11
"5558",8742,"ENSMUSG00000043962","Thrap3","chr4","-",126194316,126194404,126186245,126186588,126202569,126202659,8742,"25,25,22,16,13","1,0,0,2,0","12,48,38","2,2,10",-2,-1,4.53292296076e-06,0.000304435109888,"0.926,1.0,1.0,0.8,1.0","0.75,0.923,0.655",0.169,101,3,98,14
"5625",8855,"ENSMUSG00000017119","Nbr1","chr11","+",101577193,101577251,101576302,101576409,101577931,101578037,8855,"142,120,203,112,137","7,9,16,9,4","49,50,49","15,22,22",-2,-1,1.7763568394e-15,5.04248494811e-13,"0.91,0.87,0.864,0.862,0.945","0.62,0.532,0.527",0.331,714,45,148,59
"5636",8871,"ENSMUSG00000022681","Ntan1","chr16","+",13826882,13827125,13819343,13819436,13827387,13827493,8871,"39,64,52,46,29","4,4,3,1,4","22,47,35","3,12,12",-2,-1,0.000134781955499,0.00509681675413,"0.83,0.889,0.897,0.958,0.784","0.786,0.662,0.593",0.191,230,16,104,27
"5637",8872,"ENSMUSG00000022681","Ntan1","chr16","+",13827059,13827125,13819298,13819436,13827387,13827496,8872,"42,65,45,43,24","4,4,3,1,4","19,39,32","3,12,12",-2,-1,6.12159664723e-05,0.00272085162045,"0.84,0.89,0.882,0.956,0.75","0.76,0.619,0.571",0.214,219,16,90,27
"5711",8996,"ENSMUSG00000024038","Ndufv3","chr17","+",31527309,31528401,31521568,31521692,31531109,31531331,8996,"128,155,211,150,141","524,826,681,523,514","13,9,17","506,475,461",-2,-1,0,0,"0.109,0.086,0.134,0.125,0.121","0.013,0.009,0.018",0.102,785,3068,39,1442
"5717",9010,"ENSMUSG00000030782","Tgfb1i1","chr7","+",128248176,128248292,128246960,128247008,128248419,128248472,9010,"19,14,15,27,8","1,1,1,0,0","9,21,13","0,6,2",-2,-1,0.000130348379599,0.00496444546117,"0.905,0.875,0.882,1.0,1.0","1.0,0.636,0.765",0.132,83,3,43,8
"5736",9039,"ENSMUSG00000032411","Tfdp2","chr9","+",96290579,96290627,96287600,96287722,96294964,96295127,9039,"68,75,69,64,44","22,16,25,17,9","43,10,12","21,11,20",-2,-1,0.000153970584623,0.005700928255,"0.607,0.701,0.58,0.653,0.71","0.506,0.313,0.231",0.3,320,89,65,52
"5743",9052,"ENSMUSG00000028693","Nasp","chr4","-",116610402,116611377,116605683,116605763,116611971,116612081,9052,"20,22,39,30,25","28,14,24,18,14","4,1,0","15,8,3",-2,-1,3.5785774255e-07,3.25589373457e-05,"0.263,0.44,0.448,0.455,0.472","0.118,0.059,0.0",0.357,136,98,5,26
"5761",9073,"ENSMUSG00000020167","Tcf3","chr10","-",80410397,80410624,80409513,80410274,80412826,80413062,9073,"35,11,35,27,17","12,3,5,15,8","5,11,6","8,6,14",-2,-1,0.00129547425002,0.0318483219202,"0.593,0.647,0.778,0.474,0.515","0.238,0.478,0.176",0.304,125,43,22,28
"5824",9179,"ENSMUSG00000024969","Mark2","chr19","-",7278041,7278086,7275395,7277450,7279110,7279278,9179,"22,18,18,15,18","0,0,0,0,0","12,12,12","0,3,3",-2,-1,0.000737078050199,0.0203797294659,"1.0,1.0,1.0,1.0,1.0","1.0,0.667,0.667",0.222,91,0,36,6
"5889",9290,"ENSMUSG00000051747","Ttn","chr2","-",76705669,76705972,76703979,76705329,76706439,76706593,9290,"3242,703,1595,979,2254","221,2,15,22,83","1159,3203,2877","484,1034,871",-2,-1,0,0,"0.88,0.994,0.982,0.957,0.931","0.545,0.608,0.623",0.357,8773,343,7239,2389
"5907",9313,"ENSMUSG00000051747","Ttn","chr2","-",76840232,76840313,76831787,76831874,76847387,76847471,9313,"17,4,1,5,8","6,3,7,7,16","4,0,0","50,2,1",-2,-1,1.2136577372e-06,9.56991600925e-05,"0.586,0.4,0.067,0.263,0.2","0.038,0.0,0.0",0.291,35,39,4,53
"5911",9317,"ENSMUSG00000051747","Ttn","chr2","-",76844204,76844279,76831787,76831874,76847387,76847471,9317,"19,6,9,11,20","6,3,7,7,16","4,0,0","50,2,1",-2,-1,8.17124146124e-14,2.04665565541e-11,"0.613,0.5,0.391,0.44,0.385","0.038,0.0,0.0",0.453,65,39,4,53
"5913",9322,"ENSMUSG00000051747","Ttn","chr2","-",76847112,76847196,76831787,76831874,76847387,76847471,9322,"28,9,12,14,17","6,3,7,7,16","2,0,0","50,2,1",-2,-1,0,0,"0.7,0.6,0.462,0.5,0.347","0.02,0.0,0.0",0.515,80,39,2,53
"5926",9336,"ENSMUSG00000051747","Ttn","chr2","-",76857609,76857690,76852056,76852137,76857903,76857987,9336,"46,11,35,30,34","0,0,1,1,0","40,3,2","19,0,2",-2,-1,3.1538452766e-06,0.00022055585043,"1.0,1.0,0.946,0.938,1.0","0.513,1.0,0.333",0.361,156,2,45,21
"5931",9342,"ENSMUSG00000051747","Ttn","chr2","-",76883909,76884197,76881557,76881839,76906253,76906532,9342,"20,11,32,21,21","0,0,0,0,0","90,21,14","4,3,6",-2,-1,4.24276790367e-08,5.04628651783e-06,"1.0,1.0,1.0,1.0,1.0","0.918,0.778,0.538",0.255,105,0,125,13
"5935",9346,"ENSMUSG00000051747","Ttn","chr2","-",76965090,76965228,76954794,76955088,76967053,76967185,9346,"71,19,61,32,61","28,8,12,7,18","46,4,8","82,17,22",-2,-1,2.22044604925e-16,6.47579402583e-14,"0.559,0.543,0.718,0.696,0.629","0.219,0.105,0.154",0.47,244,73,58,121
