ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
550	"ENSMUSG00000029068"	"Ccnl2"	chr4	+	155817922	155820428	155817922	155817987	155820328	155820428
551	"ENSMUSG00000029068"	"Ccnl2"	chr4	+	155818538	155820428	155818538	155818664	155820328	155820428
567	"ENSMUSG00000053291"	"Rab4b"	chr7	-	27175778	27176238	27175778	27175893	27176157	27176238
591	"ENSMUSG00000018566"	"Slc2a4"	chr11	-	69944058	69944888	69944058	69944262	69944786	69944888
594	"ENSMUSG00000053137"	"Mapk11"	chr15	-	89145095	89145446	89145095	89145175	89145374	89145446
595	"ENSMUSG00000053137"	"Mapk11"	chr15	-	89145095	89145446	89145095	89145232	89145374	89145446
596	"ENSMUSG00000053137"	"Mapk11"	chr15	-	89146002	89146168	89146002	89146050	89146138	89146168
602	"ENSMUSG00000038671"	"Arfrp1"	chr2	-	181364013	181364398	181364013	181364096	181364310	181364398
603	"ENSMUSG00000038671"	"Arfrp1"	chr2	-	181364013	181364398	181364013	181364195	181364310	181364398
608	"ENSMUSG00000028700"	"Pomgnt1"	chr4	+	116155728	116156014	116155728	116155801	116155885	116156014
613	"ENSMUSG00000064127"	"Med14"	chrX	-	12706298	12706692	12706298	12706445	12706531	12706692
636	"ENSMUSG00000004270"	"Lpcat3"	chr6	+	124700006	124700278	124700006	124700100	124700240	124700278
639	"ENSMUSG00000039701"	"Usp53"	chr3	-	122961154	122961432	122961154	122961237	122961318	122961432
642	"ENSMUSG00000049606"	"Zfp644"	chr5	-	106635609	106638635	106635609	106636323	106636416	106638635
652	"ENSMUSG00000026201"	"Stk16"	chr1	+	75212599	75213006	75212599	75212733	75212885	75213006
653	"ENSMUSG00000026082"	"Rev1"	chr1	-	38074314	38075023	38074314	38074443	38074898	38075023
654	"ENSMUSG00000090841"	"Myl6"	chr10	-	128490860	128492136	128490860	128491033	128492058	128492136
662	"ENSMUSG00000038766"	"Gabpb2"	chr3	-	95203730	95204808	95203730	95203925	95204640	95204808
673	"ENSMUSG00000015697"	"Setdb1"	chr3	-	95337148	95339032	95337148	95337265	95338345	95339032
690	"ENSMUSG00000043866"	"Taf10"	chr7	-	105743225	105743492	105743225	105743340	105743427	105743492
691	"ENSMUSG00000023191"	"P3h3"	chr6	-	124845201	124845658	124845201	124845319	124845507	124845658
703	"ENSMUSG00000024866"	"Acy3"	chr19	+	3988137	3988505	3988137	3988231	3988397	3988505
725	"ENSMUSG00000073434"	"Wdr90"	chr17	-	25854529	25855234	25854529	25854765	25855117	25855234
761	"ENSMUSG00000024661"	"Fth1"	chr19	+	9982703	9984327	9982703	9982983	9984252	9984327
768	"ENSMUSG00000015750"	"Aph1a"	chr3	+	95895142	95895570	95895142	95895216	95895447	95895570
771	"ENSMUSG00000010608"	"Rbm25"	chr12	+	83660594	83664259	83660594	83660678	83663978	83664259
774	"ENSMUSG00000038412"	"Higd1a"	chr9	-	121848562	121850322	121848562	121849689	121850187	121850322
799	"ENSMUSG00000001062"	"Vps9d1"	chr8	-	123248153	123248676	123248153	123248206	123248613	123248676
808	"ENSMUSG00000037720"	"Tmem33"	chr5	+	67260695	67261033	67260695	67260806	67260963	67261033
809	"ENSMUSG00000037720"	"Tmem33"	chr5	+	67286095	67291461	67286095	67286216	67287009	67291461
823	"ENSMUSG00000063870"	"Chd4"	chr6	+	125120204	125120556	125120204	125120385	125120469	125120556
826	"ENSMUSG00000039515"	"Ptpa"	chr2	+	30438228	30439764	30438228	30438353	30439663	30439764
833	"ENSMUSG00000027371"	"Fahd2a"	chr2	-	127438112	127438569	127438112	127438272	127438509	127438569
841	"ENSMUSG00000034255"	"Arhgap27"	chr11	-	103338306	103338755	103338306	103338397	103338687	103338755
846	"ENSMUSG00000005625"	"Psmd4"	chr3	-	95033632	95034026	95033632	95033764	95033908	95034026
847	"ENSMUSG00000005625"	"Psmd4"	chr3	-	95033632	95034026	95033632	95033764	95033917	95034026
852	"ENSMUSG00000026927"	"Entr1"	chr2	-	26385497	26386063	26385497	26385609	26385989	26386063
857	"ENSMUSG00000025410"	"Dctn2"	chr10	+	127277694	127278222	127277694	127277772	127277866	127278222
858	"ENSMUSG00000025410"	"Dctn2"	chr10	+	127277866	127278222	127277866	127277938	127278119	127278222
869	"ENSMUSG00000058254"	"Tspan7"	chrX	+	10590135	10595354	10590135	10590219	10595278	10595354
870	"ENSMUSG00000058254"	"Tspan7"	chrX	+	10590135	10596605	10590135	10595354	10595629	10596605
893	"ENSMUSG00000025512"	"Chid1"	chr7	-	141522608	141527705	141522608	141522701	141527598	141527705
926	"ENSMUSG00000038762"	"Abcf1"	chr17	-	35963125	35963392	35963125	35963236	35963320	35963392
930	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91387214	91388464	91387214	91387341	91388344	91388464
931	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91387214	91388464	91387214	91387341	91388354	91388464
949	"ENSMUSG00000004031"	"Brinp2"	chr1	-	158266461	158268020	158266461	158266670	158267829	158268020
950	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108080824	108081023	108080824	108080841	108080921	108081023
951	"ENSMUSG00000032942"	"Ucp3"	chr7	+	100479373	100480681	100479373	100479592	100480085	100480681
952	"ENSMUSG00000032942"	"Ucp3"	chr7	+	100480085	100480681	100480085	100480287	100480480	100480681
965	"ENSMUSG00000002395"	"Use1"	chr8	+	71367643	71367848	71367643	71367693	71367769	71367848
966	"ENSMUSG00000002395"	"Use1"	chr8	+	71368849	71369303	71368849	71368877	71369131	71369303
972	"ENSMUSG00000024193"	"Phf1"	chr17	+	26934193	26934535	26934193	26934368	26934431	26934535
973	"ENSMUSG00000024193"	"Phf1"	chr17	+	26934193	26934535	26934193	26934368	26934453	26934535
978	"ENSMUSG00000028975"	"Pex14"	chr4	-	148967523	148970635	148967523	148967626	148970549	148970635
988	"ENSMUSG00000005580"	"Adcy9"	chr16	-	4417852	4419588	4417852	4418972	4419195	4419588
1000	"ENSMUSG00000029860"	"Zyx"	chr6	+	42357851	42358392	42357851	42357985	42358168	42358392
1004	"ENSMUSG00000055024"	"Ep300"	chr15	+	81639740	81640141	81639740	81639891	81639994	81640141
1020	"ENSMUSG00000028017"	"Egf"	chr3	-	129754816	129755316	129754816	129754855	129754999	129755316
1041	"ENSMUSG00000047617"	"Paxx"	chr2	-	25460008	25460357	25460008	25460074	25460166	25460357
1048	"ENSMUSG00000001962"	"Fam50a"	chrX	+	74318814	74319098	74318814	74318869	74319049	74319098
1051	"ENSMUSG00000039456"	"Morc3"	chr16	+	93862413	93862715	93862413	93862503	93862640	93862715
1052	"ENSMUSG00000039456"	"Morc3"	chr16	+	93862413	93862715	93862413	93862536	93862640	93862715
1056	"ENSMUSG00000038975"	"Rabggtb"	chr3	-	153910260	153910888	153910260	153910326	153910690	153910888
1057	"ENSMUSG00000038975"	"Rabggtb"	chr3	-	153910260	153910888	153910260	153910366	153910690	153910888
1084	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580667	81580256	81580298	81580483	81580667
1085	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580667	81580256	81580331	81580483	81580667
1090	"ENSMUSG00000026791"	"Slc2a8"	chr2	-	32974837	32976280	32974837	32974983	32976136	32976280
1091	"ENSMUSG00000026791"	"Slc2a8"	chr2	-	32981360	32981883	32981360	32981567	32981720	32981883
1098	"ENSMUSG00000032878"	"Ccdc85a"	chr11	-	28576390	28577345	28576390	28576989	28577073	28577345
1108	"ENSMUSG00000048856"	"Slc25a47"	chr12	+	108855293	108856815	108855293	108855618	108855938	108856815
1124	"ENSMUSG00000020250"	"Txnrd1"	chr10	+	82879205	82879865	82879205	82879348	82879749	82879865
1126	"ENSMUSG00000049643"	"2310022A10Rik"	chr7	+	27580336	27582099	27580336	27580691	27581350	27582099
1129	"ENSMUSG00000039263"	"Npepl1"	chr2	+	174120543	174121124	174120543	174120667	174120947	174121124
1131	"ENSMUSG00000027465"	"Tbc1d20"	chr2	+	152307988	152308431	152307988	152308175	152308329	152308431
1143	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117694904	117696439	117694904	117695068	117696380	117696439
1153	"ENSMUSG00000021661"	"Ankra2"	chr13	+	98272771	98273918	98272771	98272852	98273377	98273918
1154	"ENSMUSG00000021661"	"Ankra2"	chr13	+	98272771	98273918	98272771	98272852	98273806	98273918
1155	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13953410	13954656	13953410	13953538	13954538	13954656
1156	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13953410	13954656	13953410	13953538	13954565	13954656
1181	"ENSMUSG00000015488"	"Cacfd1"	chr2	+	27018887	27021089	27018887	27018979	27020020	27021089
1201	"ENSMUSG00000072591"	"Fzd10os"	chr5	-	128585271	128585406	128585271	128585350	128585354	128585406
1208	"ENSMUSG00000029060"	"Mib2"	chr4	-	155655521	155656305	155655521	155655700	155656071	155656305
1212	"ENSMUSG00000025237"	"Parp6"	chr9	+	59641023	59641810	59641023	59641096	59641740	59641810
1225	"ENSMUSG00000028455"	"Stoml2"	chr4	-	43028937	43029358	43028937	43029066	43029278	43029358
1232	"ENSMUSG00000028737"	"Aldh4a1"	chr4	+	139640612	139642273	139640612	139640686	139642076	139642273
1240	"ENSMUSG00000046032"	"Snx12"	chrX	-	101211958	101213864	101211958	101212346	101213773	101213864
1242	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291430	74291734	74291430	74291468	74291694	74291734
1243	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291694	74292888	74291694	74291734	74292834	74292888
1251	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44841982	44842300	44841982	44842099	44842185	44842300
1252	"ENSMUSG00000038520"	"Tbc1d17"	chr7	-	44841982	44842300	44841982	44842099	44842202	44842300
1260	"ENSMUSG00000030763"	"Lcmt1"	chr7	+	123421537	123422798	123421537	123421639	123422706	123422798
1264	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370354	84370923	84371031
1265	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370386	84370923	84371031
1266	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371558	84370255	84371031	84371450	84371558
1274	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84695427	84696975	84695427	84695540	84696826	84696975
1277	"ENSMUSG00000098234"	"Snhg6"	chr1	-	9942024	9942391	9942024	9942149	9942322	9942391
1294	"ENSMUSG00000031835"	"Mbtps1"	chr8	-	119538843	119541694	119538843	119538960	119541584	119541694
1295	"ENSMUSG00000019194"	"Scn1b"	chr7	-	31116523	31117295	31116523	31117136	31117223	31117295
1296	"ENSMUSG00000005299"	"Letm1"	chr5	-	33745015	33746374	33745015	33745203	33746239	33746374
1302	"ENSMUSG00000034908"	"Sidt2"	chr9	-	45945143	45945359	45945143	45945210	45945285	45945359
1308	"ENSMUSG00000026958"	"Dpp7"	chr2	-	25353152	25354293	25353152	25353217	25354232	25354293
1315	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55507329	55507624	55507329	55507366	55507487	55507624
1316	"ENSMUSG00000047394"	"Odf3b"	chr15	-	89377448	89377872	89377448	89377589	89377731	89377872
1325	"ENSMUSG00000033436"	"Armcx2"	chrX	-	134807453	134807725	134807453	134807513	134807620	134807725
1352	"ENSMUSG00000031532"	"Saraf"	chr8	+	34167718	34168611	34167718	34167857	34168456	34168611
1375	"ENSMUSG00000031878"	"Nae1"	chr8	-	104527377	104530116	104527377	104527449	104530055	104530116
1382	"ENSMUSG00000054021"	"Sirt5"	chr13	+	43385497	43387656	43385497	43385613	43387049	43387656
1404	"ENSMUSG00000039637"	"Coro7"	chr16	-	4634298	4634907	4634298	4634430	4634588	4634907
1412	"ENSMUSG00000026672"	"Optn"	chr2	-	5020641	5021481	5020641	5021228	5021322	5021481
1426	"ENSMUSG00000030057"	"Cnbp"	chr6	-	87845121	87845557	87845121	87845320	87845464	87845557
1427	"ENSMUSG00000030057"	"Cnbp"	chr6	-	87845121	87845557	87845121	87845323	87845464	87845557
1443	"ENSMUSG00000074578"	"Zfas1"	chr2	+	167065158	167065480	167065158	167065217	167065312	167065480
1444	"ENSMUSG00000074578"	"Zfas1"	chr2	+	167065158	167065480	167065158	167065217	167065433	167065480
1445	"ENSMUSG00000074578"	"Zfas1"	chr2	+	167065433	167065862	167065433	167065480	167065686	167065862
1452	"ENSMUSG00000025579"	"Gaa"	chr11	+	119273974	119274311	119273974	119274140	119274214	119274311
1460	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92916710	92917746	92916710	92916946	92917146	92917746
1461	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92916710	92917746	92916710	92916946	92917633	92917746
1462	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92917146	92917746	92917146	92917260	92917633	92917746
1463	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92918017	92919103	92918017	92918126	92918872	92919103
1464	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92918017	92919103	92918017	92918126	92918905	92919103
1465	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92918017	92919103	92918017	92918126	92918937	92919103
1468	"ENSMUSG00000024948"	"Map4k2"	chr19	+	6345576	6345836	6345576	6345610	6345727	6345836
1479	"ENSMUSG00000079109"	"Pms2"	chr5	+	143928098	143929042	143928098	143928266	143928941	143929042
1495	"ENSMUSG00000003575"	"Crtc1"	chr8	-	70391860	70392163	70391860	70391911	70392019	70392163
1500	"ENSMUSG00000035629"	"Rubcn"	chr16	-	32842997	32843531	32842997	32843188	32843230	32843531
1513	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3134625	3135542	3134625	3134730	3135282	3135542
1526	"ENSMUSG00000024160"	"Spsb3"	chr17	+	24890832	24891136	24890832	24890935	24891010	24891136
1531	"ENSMUSG00000025155"	"Dus1l"	chr11	-	120793027	120793946	120793027	120793110	120793833	120793946
1533	"ENSMUSG00000022556"	"Hsf1"	chr15	+	76500130	76500336	76500130	76500196	76500266	76500336
1541	"ENSMUSG00000002831"	"Plin4"	chr17	-	56103416	56107374	56103416	56105501	56106095	56107374
1542	"ENSMUSG00000002831"	"Plin4"	chr17	-	56103416	56107374	56103416	56105522	56106116	56107374
1577	"ENSMUSG00000043716"	"Rpl7"	chr1	-	16103167	16103684	16103167	16103334	16103509	16103684
1580	"ENSMUSG00000024911"	"Fibp"	chr19	+	5463786	5464215	5463786	5463850	5464128	5464215
1592	"ENSMUSG00000026869"	"Psmd5"	chr2	-	34865526	34866095	34865526	34865655	34865981	34866095
1605	"ENSMUSG00000027284"	"Cdan1"	chr2	-	120729688	120730099	120729688	120729802	120729929	120730099
1610	"ENSMUSG00000042726"	"Trafd1"	chr5	-	121373137	121374067	121373137	121373474	121373946	121374067
1611	"ENSMUSG00000042726"	"Trafd1"	chr5	-	121375015	121375872	121375015	121375246	121375795	121375872
1612	"ENSMUSG00000020745"	"Pafah1b1"	chr11	-	74673948	74679614	74673948	74677742	74679457	74679614
1613	"ENSMUSG00000020745"	"Pafah1b1"	chr11	-	74684405	74686064	74684405	74684508	74685895	74686064
1618	"ENSMUSG00000032913"	"Lrig2"	chr3	-	104465486	104467363	104465486	104465768	104467042	104467363
1624	"ENSMUSG00000029017"	"Pmpcb"	chr5	+	21743378	21746090	21743378	21743458	21745977	21746090
1631	"ENSMUSG00000026213"	"Stk11ip"	chr1	+	75527057	75527466	75527057	75527184	75527362	75527466
1649	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79977962	79978320	79977962	79978062	79978187	79978320
1650	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79978187	79978605	79978187	79978320	79978391	79978605
1651	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79977962	79978605	79977962	79978320	79978547	79978605
1652	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79978391	79978605	79978391	79978475	79978547	79978605
1667	"ENSMUSG00000017418"	"Arl5b"	chr2	+	15076255	15082452	15076255	15076295	15081901	15082452
1672	"ENSMUSG00000060073"	"Psma3"	chr12	+	70984492	70984745	70984492	70984594	70984671	70984745
1724	"ENSMUSG00000026199"	"Ankzf1"	chr1	+	75194840	75195712	75194840	75194943	75195062	75195712
1729	"ENSMUSG00000026199"	"Ankzf1"	chr1	+	75197643	75198376	75197643	75198124	75198264	75198376
1733	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011209	135011380
1734	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011240	135011380
1735	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135011483	135012170	135011483	135011665	135011886	135012170
1749	"ENSMUSG00000025006"	"Sorbs1"	chr19	-	40376644	40377016	40376644	40376803	40376983	40377016
1756	"ENSMUSG00000025728"	"Pigq"	chr17	-	25931673	25932231	25931673	25931827	25932104	25932231
1757	"ENSMUSG00000071866"	"Ppia"	chr11	+	6418100	6418314	6418100	6418131	6418225	6418314
1771	"ENSMUSG00000041361"	"Myzap"	chr9	-	71552238	71555737	71552238	71552364	71555584	71555737
1772	"ENSMUSG00000029617"	"Ccz1"	chr5	-	143998162	143998605	143998162	143998274	143998543	143998605
1773	"ENSMUSG00000029617"	"Ccz1"	chr5	-	144011030	144011529	144011030	144011078	144011451	144011529
1803	"ENSMUSG00000034006"	"Pqlc1"	chr18	+	80256306	80257118	80256306	80256403	80256781	80257118
1815	"ENSMUSG00000006998"	"Psmd2"	chr16	+	20659678	20660102	20659678	20659780	20659956	20660102
1816	"ENSMUSG00000006998"	"Psmd2"	chr16	+	20659678	20660102	20659678	20659780	20659976	20660102
1822	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155854800	155854565	155854659	155854730	155854800
1823	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155855025	155854565	155854800	155854885	155855025
1832	"ENSMUSG00000009687"	"Fxyd5"	chr7	-	31032729	31033018	31032729	31032880	31032972	31033018
1837	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026395	34026470
1838	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026850	34027101	34026850	34026935	34027015	34027101
1839	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34027405	34027840	34027405	34027522	34027622	34027840
1840	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34027405	34028046	34027405	34027840	34028008	34028046
1882	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469443	155469503
1883	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469461	155469503
1884	"ENSMUSG00000064307"	"Lrrc51"	chr7	-	101912988	101913583	101912988	101913212	101913434	101913583
1893	"ENSMUSG00000034485"	"Uaca"	chr9	+	60869574	60872283	60869574	60870030	60870540	60872283
1903	"ENSMUSG00000004642"	"Slbp"	chr5	-	33645499	33646069	33645499	33645637	33646009	33646069
1905	"ENSMUSG00000040048"	"Ndufb10"	chr17	-	24722059	24722520	24722059	24722220	24722380	24722520
1912	"ENSMUSG00000028898"	"Trnau1ap"	chr4	-	132325207	132326045	132325207	132325260	132325945	132326045
1913	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19088000	19088264	19088000	19088100	19088187	19088264
1914	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19088000	19088264	19088000	19088109	19088187	19088264
1915	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19091938	19092254	19091938	19092036	19092207	19092254
1928	"ENSMUSG00000046111"	"Cep295"	chr9	-	15317458	15317767	15317458	15317528	15317673	15317767
1929	"ENSMUSG00000046111"	"Cep295"	chr9	-	15317458	15317767	15317458	15317593	15317673	15317767
1933	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079707	85079788	85080225
1934	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85079788	85080225	85079788	85079837	85080053	85080225
1935	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85079580	85080225	85079580	85079691	85080060	85080225
1936	"ENSMUSG00000005150"	"Wdr83"	chr8	-	85079788	85080225	85079788	85079837	85080119	85080225
1942	"ENSMUSG00000056938"	"Acbd4"	chr11	+	103104092	103104172	103104092	103104108	103104109	103104172
1944	"ENSMUSG00000030232"	"Aebp2"	chr6	+	140650755	140652826	140650755	140650782	140651315	140652826
1947	"ENSMUSG00000021832"	"Psmc6"	chr14	+	45330829	45331026	45330829	45330909	45330986	45331026
1948	"ENSMUSG00000039660"	"Spout1"	chr2	-	30175186	30175812	30175186	30175289	30175713	30175812
1958	"ENSMUSG00000028959"	"Fastk"	chr5	-	24441527	24441823	24441527	24441663	24441731	24441823
1961	"ENSMUSG00000040370"	"Etfrf1"	chr6	+	145214521	145215271	145214521	145214545	145214764	145215271
1962	"ENSMUSG00000040370"	"Etfrf1"	chr6	+	145214521	145215271	145214521	145214784	145215183	145215271
1963	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035751	161036014	161035751	161035804	161035982	161036014
1964	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035982	161036244	161035982	161036014	161036207	161036244
1965	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036207	161036579	161036207	161036244	161036548	161036579
1968	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037164	161036819	161036852	161037123	161037164
1969	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037315	161036819	161036852	161037287	161037315
1970	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037315	161036819	161037164	161037287	161037315
1971	"ENSMUSG00000053332"	"Gas5"	chr1	+	161037287	161037547	161037287	161037315	161037504	161037547
1998	"ENSMUSG00000041215"	"Yeats2"	chr16	+	20171190	20174539	20171190	20171302	20174494	20174539
1999	"ENSMUSG00000045031"	"Cetn4"	chr3	-	37310292	37312446	37310292	37310439	37312356	37312446
2010	"ENSMUSG00000037318"	"Traf3ip3"	chr1	-	193194519	193194849	193194519	193194549	193194824	193194849
