ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
18	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392839	67392975	67392891	67392975	67390977	67391022	18	6,3,9,16,4	335,328,305,367,283	14,10,12,9,3	298,332,309,327,313	-2	-1	0.245451657719	1.0	0.009,0.005,0.015,0.021,0.007	0.023,0.015,0.019,0.014,0.005	-0.004
19	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48488700	48490938	48488700	48489988	48493406	48493494	19	12,17,15,14,10	0,0,1,0,0	32,42,58,51,44	0,0,0,0,0	-2	-1	1	1.0	1.0,1.0,0.882,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.024
21	"ENSMUSG00000059743"	"Fdps"	chr3	-	89094451	89094577	89094451	89094529	89094859	89094932	21	1,2,0,0,2	67,56,88,58,69	1,0,6,0,2	48,36,52,32,44	-2	-1	0.577875839472	1.0	0.007,0.018,0.0,0.0,0.014	0.01,0.0,0.055,0.0,0.022	-0.01
25	"ENSMUSG00000030795"	"Fus"	chr7	+	127971837	127971982	127971840	127971982	127969716	127969871	25	42,64,62,54,30	34,22,23,37,18	123,88,165,115,84	72,50,65,47,52	-2	-1	0.746881425412	1.0	0.382,0.593,0.574,0.422,0.455	0.461,0.468,0.559,0.55,0.447	-0.012
26	"ENSMUSG00000022617"	"Chkb"	chr15	-	89427323	89427427	89427323	89427399	89427560	89427669	26	152,144,127,139,113	30,38,22,27,33	146,105,157,116,103	23,13,25,17,22	-2	-1	0.0323485753705	0.401782176938	0.717,0.655,0.743,0.72,0.631	0.76,0.802,0.758,0.773,0.701	-0.066
28	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428578	89428410	89428544	89428713	89428827	28	1,14,2,2,10	10,10,15,12,15	8,11,5,7,6	23,32,35,45,20	-2	-1	0.248863589615	1.0	0.048,0.412,0.063,0.077,0.25	0.148,0.147,0.067,0.072,0.13	0.057
30	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119346568	119346469	119346568	119344172	119344252	30	19,30,25,23,31	0,0,1,0,0	40,18,26,40,18	0,1,0,0,0	-2	-1	1	1.0	1.0,1.0,0.926,1.0,1.0	1.0,0.9,1.0,1.0,1.0	0.005
31	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348580	119348771	119348585	119348771	119347729	119347810	31	105,135,133,136,130	0,1,0,0,0	90,79,122,137,68	1,0,0,0,0	-2	-1	1	1.0	1.0,0.985,1.0,1.0,1.0	0.978,1.0,1.0,1.0,1.0	0.001
33	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589955	87590055	87590008	87590055	87589655	87589818	33	136,158,164,222,153	20,13,21,16,27	96,58,90,135,75	11,2,6,12,0	-2	-1	0.00703058930129	0.134433778731	0.773,0.859,0.796,0.874,0.739	0.814,0.935,0.882,0.849,1.0	-0.088
34	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370600	89370675	89370603	89370675	89370394	89370488	34	22,26,28,22,36	92,105,114,102,131	22,54,28,33,35	115,86,144,108,120	-2	-1	0.198884704661	1.0	0.107,0.11,0.109,0.097,0.121	0.087,0.239,0.089,0.133,0.127	-0.026
43	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533594	75533540	75533590	75541159	75541378	43	21,28,25,13,14	0,0,0,0,0	32,27,55,35,34	1,0,0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	0.941,1.0,1.0,0.946,1.0	0.023
46	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13946528	13946587	13946557	13946587	13944665	13944736	46	0,0,0,1,0	0,0,2,0,0	0,4,3,0,0	2,0,0,1,0	-2	-1	1	1.0	NA,NA,0.0,1.0,NA	0.0,1.0,1.0,0.0,NA	0.0
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107758	23107820	47	1,1,1,1,2	2,2,5,4,3	7,8,4,14,5	17,27,20,12,16	-2	-1	0.052894673055	0.524988625764	0.2,0.2,0.091,0.111,0.25	0.171,0.129,0.091,0.368,0.135	-0.008
48	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107770	23107880	48	1,0,0,0,0	0,0,0,0,0	2,6,1,7,1	3,0,0,0,2	-2	-1	1	1.0	1.0,NA,NA,NA,NA	0.25,1.0,1.0,1.0,0.2	0.31
50	"ENSMUSG00000041890"	"Git2"	chr5	-	114752278	114752330	114752278	114752327	114753278	114753324	50	1,4,3,4,1	7,6,3,4,2	5,7,17,7,6	10,10,12,13,7	-2	-1	0.202728849535	1.0	0.067,0.25,0.333,0.333,0.2	0.2,0.259,0.415,0.212,0.3	-0.041
51	"ENSMUSG00000116048"	"Sept2"	chr1	+	93489123	93489154	93489127	93489154	93478992	93479068	51	2,1,3,1,0	0,0,0,0,0	10,16,7,8,4	0,0,1,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,NA	1.0,1.0,0.778,0.8,1.0	0.084
52	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885071	95884969	95885068	95888140	95888296	52	20,32,36,34,31	25,20,27,27,27	21,11,8,23,8	10,8,11,10,5	-2	-1	0.373565433922	1.0	0.286,0.444,0.4,0.386,0.365	0.512,0.407,0.267,0.535,0.444	-0.057
53	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4711316	4711680	4711316	4711603	4713639	4713830	53	0,0,0,0,0	5,12,8,5,11	0,0,1,0,0	4,3,2,6,7	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.2,0.0,0.0	-0.04
55	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660282	35660353	35660282	35660344	35660443	35660574	55	5,14,13,7,14	1,0,0,0,0	12,5,12,13,13	0,0,0,1,0	-2	-1	1	1.0	0.714,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.867,1.0	-0.031
56	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107749707	107749799	107749707	107749796	107750007	107750092	56	37,40,41,48,38	1,1,0,1,0	56,44,82,40,56	1,0,2,2,1	-2	-1	1	1.0	0.949,0.952,1.0,0.96,1.0	0.966,1.0,0.953,0.909,0.966	0.013
59	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26374491	26374564	26374491	26374560	26374642	26374747	59	2,0,0,1,3	0,0,0,1,0	1,3,1,0,6	1,0,0,0,0	-2	-1	1	1.0	1.0,NA,NA,0.333,1.0	0.333,1.0,1.0,NA,1.0	-0.056
63	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6266810	6266971	6266810	6266917	6267417	6267579	63	9,8,10,14,3	0,0,0,1,2	23,32,32,27,14	2,3,3,1,1	-2	-1	0.0102378438495	0.177821597338	1.0,1.0,1.0,0.875,0.429	0.852,0.842,0.842,0.931,0.875	-0.008
64	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25471797	25472073	64	23,11,15,15,11	0,1,0,2,1	30,13,29,17,16	0,0,0,0,0	-2	-1	1	1.0	1.0,0.846,1.0,0.789,0.846	1.0,1.0,1.0,1.0,1.0	-0.104
75	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89293435	89293666	89293435	89293630	89293738	89293869	75	42,30,34,34,21	0,0,0,0,0	23,29,36,42,45	0,0,0,2,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.913,1.0	0.017
78	"ENSMUSG00000036990"	"Otud4"	chr8	+	79661037	79661135	79661040	79661135	79659397	79659462	78	3,1,0,2,0	0,1,1,0,0	24,13,29,17,11	11,12,31,11,3	-2	-1	1	1.0	1.0,0.333,0.0,1.0,NA	0.522,0.351,0.319,0.436,0.647	0.128
79	"ENSMUSG00000027206"	"Cops2"	chr2	-	125842621	125842732	125842621	125842711	125844809	125844935	79	10,9,6,9,4	19,12,19,15,16	43,23,62,44,44	102,41,102,120,60	-2	-1	0.418262930854	1.0	0.208,0.273,0.136,0.231,0.111	0.174,0.219,0.233,0.155,0.268	-0.018
83	"ENSMUSG00000023992"	"Trem2"	chr17	+	48351690	48351930	48351745	48351930	48351100	48351191	83	0,0,0,0,0	2,3,4,1,3	0,0,0,2,0	0,0,0,0,0	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	NA,NA,NA,1.0,NA	-1.0
85	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128113459	128113681	128113462	128113681	128112581	128112767	85	0,1,0,0,1	0,0,1,1,0	3,1,1,0,4	7,10,9,0,8	-2	-1	1	1.0	NA,1.0,0.0,0.0,1.0	0.176,0.048,0.053,NA,0.2	0.381
86	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101886960	101887070	101886960	101887067	101888086	101888316	86	0,0,0,1,0	0,0,0,0,0	6,6,8,8,6	0,0,0,3,0	-2	-1	1	1.0	NA,NA,NA,1.0,NA	1.0,1.0,1.0,0.571,1.0	0.086
91	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32517028	32517139	32514383	32514454	91	9,10,9,8,1	1,0,0,0,0	15,10,26,18,16	0,0,1,2,0	-2	-1	1	1.0	0.818,1.0,1.0,1.0,1.0	1.0,1.0,0.929,0.818,1.0	0.014
92	"ENSMUSG00000054302"	"Eapp"	chr12	-	54691999	54692095	54691999	54692083	54692774	54692956	92	31,21,33,42,45	0,0,0,0,0	50,60,67,52,24	0,0,1,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.971,0.963,1.0	0.013
95	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	35924012	35924123	35924036	35924123	35923307	35923425	95	0,0,0,0,0	1,0,0,4,1	0,0,3,1,0	25,37,69,24,22	-2	-1	1	1.0	0.0,NA,NA,0.0,0.0	0.0,0.0,0.021,0.02,0.0	-0.008
96	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82883180	82883361	82883243	82883361	82882227	82882437	96	16,10,12,15,14	0,2,2,1,0	30,35,56,35,26	1,0,2,4,2	-2	-1	0.277356097353	1.0	1.0,0.714,0.75,0.882,1.0	0.938,1.0,0.933,0.814,0.867	-0.041
97	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82894475	82894567	82894481	82894567	82893423	82893582	97	21,35,18,41,22	5,6,9,7,5	25,30,44,48,34	8,16,9,7,4	-2	-1	0.946718368578	1.0	0.677,0.745,0.5,0.745,0.688	0.61,0.484,0.71,0.774,0.81	-0.007
99	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919546	73919501	73919540	73919753	73919869	99	144,158,199,202,183	0,1,4,5,3	111,151,130,134,108	2,0,4,0,5	-2	-1	0.961961295846	1.0	1.0,0.988,0.961,0.953,0.968	0.965,1.0,0.942,1.0,0.915	0.01
101	"ENSMUSG00000020740"	"Gga3"	chr11	-	115586315	115586485	115586315	115586420	115586995	115587201	101	6,8,2,8,3	0,0,0,0,0	10,5,13,13,8	0,0,0,0,3	-2	-1	0.837886407942	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,0.571	0.086
104	"ENSMUSG00000024989"	"Cep55"	chr19	+	38073297	38074421	38073300	38074421	38071764	38071890	104	1,0,0,7,1	0,2,0,0,0	1,1,3,1,0	0,0,0,1,0	-2	-1	1	1.0	1.0,0.0,NA,1.0,1.0	1.0,1.0,1.0,0.333,NA	-0.083
106	"ENSMUSG00000042015"	"Wdr41"	chr13	+	94978469	94978585	94978473	94978585	94976437	94976589	106	4,6,1,11,1	0,0,0,0,0	15,21,26,15,16	0,3,0,0,1	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.778,1.0,1.0,0.889	0.067
108	"ENSMUSG00000031979"	"Cog2"	chr8	+	124528975	124529056	124528977	124529056	124527099	124527165	108	10,9,2,2,1	0,0,0,0,0	12,20,23,18,8	0,1,0,0,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.909,1.0,1.0,1.0	0.018
109	"ENSMUSG00000070733"	"Fryl"	chr5	-	73068723	73068914	73068723	73068911	73069882	73070004	109	5,1,5,1,4	0,0,0,0,0	2,3,5,9,1	3,0,0,2,1	-2	-1	0.0261807794189	0.355619203333	1.0,1.0,1.0,1.0,1.0	0.25,1.0,1.0,0.692,0.333	0.345
110	"ENSMUSG00000070733"	"Fryl"	chr5	-	73071104	73071309	73071104	73071306	73072735	73072921	110	2,0,0,2,1	0,1,0,0,0	5,3,9,2,6	1,0,4,1,2	-2	-1	1	1.0	1.0,0.0,NA,1.0,1.0	0.714,1.0,0.529,0.5,0.6	0.081
112	"ENSMUSG00000021549"	"Rasa1"	chr13	-	85230387	85230475	85230387	85230410	85233588	85233745	112	8,4,6,11,6	0,0,0,0,0	29,9,32,28,20	1,0,0,0,1	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	0.935,1.0,1.0,1.0,0.909	0.031
113	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187050	89186955	89186998	89187147	89187243	113	18,20,17,19,10	0,0,0,2,1	29,30,48,24,21	0,4,0,1,2	-2	-1	0.192830367435	1.0	1.0,1.0,1.0,0.826,0.833	1.0,0.789,1.0,0.923,0.84	0.021
114	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3238028	3238112	3238063	3238112	3237590	3237660	114	3,1,8,10,3	3,2,1,2,6	9,17,13,7,12	7,2,3,2,1	-2	-1	0.0963559320615	0.793164593102	0.333,0.2,0.8,0.714,0.2	0.391,0.81,0.684,0.636,0.857	-0.226
117	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31592462	31592496	31592465	31592496	31583154	31583260	117	2,2,2,3,3	0,0,2,0,1	12,7,17,17,9	2,5,1,1,1	-2	-1	0.00425752316148	0.0963058339938	1.0,1.0,0.333,1.0,0.6	0.75,0.412,0.895,0.895,0.818	0.033
119	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117894743	117894925	117894743	117894845	117895211	117895301	119	250,260,259,314,398	33,23,21,27,36	244,159,208,149,162	19,9,8,15,13	-2	-1	0.042922813958	0.470742819611	0.791,0.85,0.86,0.853,0.847	0.865,0.898,0.929,0.832,0.862	-0.037
120	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43008015	43008111	43008015	43008108	43010178	43010253	120	4,1,0,8,1	1,5,3,0,1	16,13,20,29,9	11,12,14,26,12	-2	-1	0.584813940563	1.0	0.667,0.091,0.0,1.0,0.333	0.421,0.351,0.417,0.358,0.273	0.054
121	"ENSMUSG00000022515"	"Anks3"	chr16	-	4942210	4942294	4942210	4942265	4942692	4942778	121	35,36,23,40,28	0,0,0,0,0	18,20,26,25,14	0,2,0,0,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.833,1.0,1.0,1.0	0.033
123	"ENSMUSG00000053877"	"Srcap"	chr7	+	127529134	127529224	127529137	127529224	127528395	127528489	123	7,6,9,6,2	2,7,3,5,8	12,9,16,25,10	12,8,10,7,9	-2	-1	0.528562802086	1.0	0.636,0.3,0.6,0.375,0.111	0.333,0.36,0.444,0.641,0.357	-0.023
125	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146432972	146433146	146432975	146433146	146432480	146432617	125	5,8,8,9,2	2,6,2,4,3	30,39,65,26,26	18,16,26,17,7	-2	-1	0.668825250568	1.0	0.556,0.4,0.667,0.529,0.25	0.455,0.549,0.556,0.433,0.65	-0.048
126	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46062140	46062290	46062143	46062290	46061402	46061576	126	1,0,0,0,0	0,1,0,0,4	0,1,1,0,0	9,9,9,8,2	-2	-1	1	1.0	1.0,0.0,NA,NA,0.0	0.0,0.053,0.053,0.0,0.0	0.312
127	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46068017	46068088	46068020	46068088	46067228	46067286	127	2,1,2,3,1	2,4,4,1,1	8,0,4,5,6	1,9,4,10,5	-2	-1	0.491638789689	1.0	0.333,0.111,0.2,0.6,0.333	0.8,0.0,0.333,0.2,0.375	-0.026
129	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101913158	101913346	101913239	101913346	101911998	101912160	129	5,4,2,8,1	24,14,16,15,8	47,17,51,13,19	78,40,88,72,62	-2	-1	0.0188018626356	0.288757027214	0.094,0.125,0.059,0.211,0.059	0.232,0.175,0.225,0.083,0.133	-0.06
135	"ENSMUSG00000020171"	"Yeats4"	chr10	-	117220332	117220455	117220332	117220427	117220531	117220598	135	0,0,0,0,0	26,30,32,31,21	1,0,0,0,0	39,28,39,30,30	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.013,0.0,0.0,0.0,0.0	-0.003
136	"ENSMUSG00000059022"	"Kcp"	chr6	-	29489032	29489153	29489032	29489150	29490065	29490148	136	1,0,0,2,0	0,2,1,3,0	5,2,0,3,0	1,2,6,2,1	-2	-1	1	1.0	1.0,0.0,0.0,0.25,NA	0.714,0.333,0.0,0.429,0.0	0.017
137	"ENSMUSG00000059022"	"Kcp"	chr6	-	29501201	29501309	29501201	29501290	29502289	29502383	137	1,0,0,0,0	1,2,0,0,0	0,0,0,0,0	1,6,7,6,2	-2	-1	1	1.0	0.333,0.0,NA,NA,NA	0.0,0.0,0.0,0.0,0.0	0.167
140	"ENSMUSG00000029505"	"Ep400"	chr5	-	110668549	110668745	110668549	110668724	110670874	110671096	140	4,7,10,10,5	1,0,1,0,0	13,5,9,14,5	0,0,2,0,0	-2	-1	1	1.0	0.667,1.0,0.833,1.0,1.0	1.0,1.0,0.692,1.0,1.0	-0.038
142	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181354352	181354442	142	0,1,0,0,0	1,0,0,4,0	1,1,1,0,0	0,0,0,2,1	-2	-1	1	1.0	0.0,1.0,NA,0.0,NA	1.0,1.0,1.0,0.0,0.0	-0.267
143	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181355008	181355125	143	2,6,2,4,0	0,0,0,2,0	3,0,2,3,3	4,1,1,0,1	-2	-1	1	1.0	1.0,1.0,1.0,0.5,NA	0.273,0.0,0.5,1.0,0.6	0.4
146	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181356345	181356616	181356357	181356616	181356157	181356258	146	0,0,0,0,2	0,6,1,2,4	0,0,0,0,0	1,0,0,2,0	-2	-1	1	1.0	NA,0.0,0.0,0.0,0.2	0.0,NA,NA,0.0,NA	0.05
148	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20509415	20509500	20509415	20509497	20515522	20515600	148	10,25,8,18,12	8,17,9,12,5	96,45,97,72,53	43,27,79,57,49	-2	-1	0.916449182311	1.0	0.385,0.424,0.308,0.429,0.545	0.527,0.455,0.38,0.387,0.351	-0.002
153	"ENSMUSG00000021792"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41005640	41005721	153	0,0,0,0,0	0,0,2,0,0	2,0,0,0,0	0,0,0,0,0	-2	-1	1	1.0	NA,NA,0.0,NA,NA	1.0,NA,NA,NA,NA	-1.0
154	"ENSMUSG00000021792"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41013625	41013771	154	1,0,2,0,0	1,0,2,1,0	1,3,1,0,0	1,8,0,1,0	-2	-1	1	1.0	0.333,NA,0.333,0.0,NA	0.333,0.158,1.0,0.0,NA	-0.151
158	"ENSMUSG00000024006"	"Stk38"	chr17	-	29000008	29000144	29000008	29000141	29007710	29007995	158	1,1,0,1,0	1,1,2,2,4	5,2,1,5,0	6,10,8,9,4	-2	-1	0.00243427166092	0.0645745882415	0.333,0.333,0.0,0.2,0.0	0.294,0.091,0.059,0.217,0.0	0.041
159	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616565	138616469	138616559	138617054	138617167	159	5,5,1,1,3	0,1,1,0,0	10,14,8,6,7	0,0,3,6,2	-2	-1	0.00020133231557	0.00897109850689	1.0,0.714,0.333,1.0,1.0	1.0,1.0,0.571,0.333,0.636	0.101
160	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616614	138616469	138616559	138617054	138617167	160	0,0,0,0,0	0,1,1,0,0	1,1,1,1,0	0,0,3,6,2	-2	-1	1	1.0	NA,0.0,0.0,NA,NA	1.0,1.0,0.143,0.077,0.0	-0.444
161	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616614	138616469	138616565	138617054	138617167	161	0,0,0,0,0	5,5,1,1,3	0,1,0,0,0	9,14,7,5,7	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.034,0.0,0.0,0.0	-0.007
163	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16831464	16831580	16831024	16831138	163	0,0,2,1,0	10,4,5,3,5	2,5,0,1,1	13,7,17,21,21	-2	-1	0.132933731678	0.995155007902	0.0,0.0,0.167,0.143,0.0	0.071,0.263,0.0,0.023,0.023	-0.014
164	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16831485	16831580	16831024	16831138	164	0,0,2,1,0	1,9,18,17,11	2,5,0,1,1	13,13,23,13,13	-2	-1	0.0899356528246	0.760818873287	0.0,0.0,0.053,0.029,0.0	0.071,0.161,0.0,0.037,0.037	-0.045
165	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831464	16831580	16831485	16831580	16831024	16831138	165	10,4,5,3,5	1,9,18,17,11	13,7,17,21,21	13,13,23,13,13	-2	-1	0.14397449504	1.0	0.833,0.182,0.122,0.081,0.185	0.333,0.212,0.27,0.447,0.447	-0.061
168	"ENSMUSG00000023826"	"Prkn"	chr17	+	11303589	11303711	11303592	11303711	11237461	11237702	168	2,1,5,0,2	0,1,3,3,4	17,4,22,16,5	6,0,11,2,5	-2	-1	0.025485784638	0.35338324858	1.0,0.333,0.455,0.0,0.2	0.586,1.0,0.5,0.8,0.333	-0.246
169	"ENSMUSG00000023826"	"Prkn"	chr17	+	11556647	11557234	11556914	11557234	11492678	11492794	169	2,1,3,2,0	0,0,0,0,0	1,2,0,1,6	0,0,0,0,1	-2	-1	1	1.0	1.0,1.0,1.0,1.0,NA	1.0,1.0,NA,1.0,0.75	0.063
170	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148617705	148612381	148617635	148618664	148618791	170	32,31,58,48,55	0,1,1,0,3	24,21,40,29,26	0,2,0,1,1	-2	-1	1	1.0	1.0,0.939,0.967,1.0,0.902	1.0,0.84,1.0,0.935,0.929	0.021
171	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617737	148617565	148617635	148618664	148618791	171	14,20,49,32,37	0,1,1,0,3	17,12,24,24,15	0,2,0,1,1	-2	-1	0.86339976192	1.0	1.0,0.909,0.961,1.0,0.86	1.0,0.75,1.0,0.923,0.882	0.035
172	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617635	148618664	148618791	172	19,20,49,36,41	0,1,1,0,3	17,12,28,24,18	0,2,0,1,1	-2	-1	0.738186358879	1.0	1.0,0.909,0.961,1.0,0.872	1.0,0.75,1.0,0.923,0.9	0.034
173	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617737	148617565	148617705	148618664	148618791	173	0,0,0,0,0	18,11,9,16,18	2,0,0,1,0	9,9,16,6,11	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.1,0.0,0.0,0.077,0.0	-0.035
174	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617705	148618664	148618791	174	5,0,0,4,4	18,11,9,16,18	2,0,4,1,3	9,9,16,6,11	-2	-1	0.585057186512	1.0	0.122,0.0,0.0,0.111,0.1	0.1,0.0,0.111,0.077,0.12	-0.015
175	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617737	148618664	148618791	175	5,0,0,4,4	0,0,0,0,0	2,0,4,1,3	2,0,0,1,0	-2	-1	1	1.0	1.0,NA,NA,1.0,1.0	0.333,NA,1.0,0.333,1.0	0.334
