ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
38	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740032	59734452	59737868	59750577	59750638	38	1,1,1,0,1	0,0,0,0,0	2,4,3,7,5	0,2,0,0,0	92	-1	1	nan	1.0,1.0,1.0,NA,1.0	1.0,-0.022,1.0,1.0,1.0	0.204
39	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740051	59737261	59737868	59750261	59750371	39	1,1,1,0,1	0,0,0,0,0	2,3,2,7,5	0,0,0,1,0	111	-1	1	nan	1.0,1.0,1.0,NA,1.0	1.0,1.0,1.0,-0.067,1.0	0.213
40	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740051	59737261	59737868	59750577	59750622	40	1,1,1,0,1	0,0,0,0,0	2,3,2,7,5	0,2,0,0,0	111	-1	1	nan	1.0,1.0,1.0,NA,1.0	1.0,-0.014,1.0,1.0,1.0	0.203
46	"ENSMUSG00000031451"	"Gas6"	chr8	-	13479006	13479129	13478251	13478374	13483673	13483736	46	77,82,93,113,79	0,0,0,0,0	224,214,288,259,216	0,0,0,2,0	122	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,17.267,1.0	-3.253
47	"ENSMUSG00000079362"	"Gm43302"	chr5	-	105288926	105289054	105280454	105280564	105290836	105291026	47	5,7,4,3,0	0,0,0,0,0	39,60,27,22,77	2,0,0,0,0	127	-1	1	nan	1.0,1.0,1.0,1.0,NA	-0.181,1.0,1.0,1.0,1.0	0.236
48	"ENSMUSG00000079362"	"Gm43302"	chr5	-	105290836	105291026	105288926	105289054	105293625	105293695	48	5,7,5,2,0	0,0,0,0,0	45,59,31,23,71	0,0,1,0,0	189	-1	1	nan	1.0,1.0,1.0,1.0,NA	1.0,1.0,-0.196,1.0,1.0	0.239
49	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100809083	100809279	100806533	100806760	100811305	100811435	49	10,18,27,13,20	0,0,0,0,0	47,38,56,33,35	0,0,1,0,0	195	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,1.0,-0.403,1.0,1.0	0.281
51	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100824915	100825001	100821118	100821206	100826451	100826518	51	2,0,1,4,2	0,0,0,0,0	27,22,42,29,14	0,0,1,0,0	85	-1	1	nan	1.0,NA,1.0,1.0,1.0	1.0,1.0,-0.977,1.0,1.0	0.395
52	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100824915	100825001	100821118	100821206	100828899	100829022	52	0,0,0,0,1	0,0,0,0,0	12,11,28,14,3	0,0,1,0,0	85	-1	1	nan	NA,NA,NA,NA,1.0	1.0,1.0,-0.491,1.0,1.0	0.298
53	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100826451	100826518	100821118	100821206	100828899	100829022	53	1,1,0,1,0	0,0,0,0,0	11,9,12,5,7	0,0,1,0,0	66	-1	1	nan	1.0,1.0,NA,1.0,NA	1.0,1.0,-0.222,1.0,1.0	0.244
54	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100826451	100826518	100824915	100825001	100828899	100829022	54	2,1,0,5,1	0,0,0,0,0	26,20,28,23,18	1,0,1,0,0	66	-1	1	nan	1.0,1.0,NA,1.0,1.0	-0.65,1.0,-0.737,1.0,1.0	0.677
55	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100828899	100829022	100821118	100821206	100833100	100833340	55	2,7,5,2,2	0,1,0,0,0	24,33,26,23,21	0,0,0,0,0	122	-1	nan	nan	1.0,-0.061,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.212
59	"ENSMUSG00000060275"	"Nrg2"	chr18	-	36032335	36032412	36024305	36024408	36038230	36038351	59	0,0,0,0,0	0,2,0,0,0	2,1,2,0,0	0,0,0,0,0	76	-1	1	nan	NA,-0.0,NA,NA,NA	1.0,1.0,1.0,NA,NA	-1.0
62	"ENSMUSG00000047714"	"Ppp1r2"	chr16	-	31258336	31258504	31251536	31254733	31260573	31260668	62	173,216,222,211,195	1,1,0,0,0	364,276,417,378,264	0,2,0,2,1	167	-1	nan	nan	28.833,4.408,1.0,1.0,1.0	1.0,-4.759,1.0,8.591,2.722	5.537
63	"ENSMUSG00000047714"	"Ppp1r2"	chr16	-	31265304	31265412	31261229	31261307	31274845	31274992	63	108,100,114,138,123	2,0,0,0,0	214,266,319,295,199	0,0,0,0,0	107	-1	nan	nan	-1.019,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.404
64	"ENSMUSG00000052934"	"Fbxo31"	chr8	-	121564637	121564724	121560385	121560462	121566274	121566346	64	23,21,23,21,25	7,8,5,12,8	143,264,238,136,142	43,56,54,53,29	86	-1	nan	nan	-0.04,-0.031,-0.057,-0.021,-0.038	-0.04,-0.058,-0.054,-0.031,-0.06	0.011
65	"ENSMUSG00000052934"	"Fbxo31"	chr8	-	121566274	121566346	121560385	121560462	121578457	121578747	65	21,29,21,23,17	0,1,0,0,0	97,134,127,112,85	1,1,6,0,0	71	-1	nan	nan	1.0,-0.69,1.0,1.0,1.0	3.731,2.127,-0.425,1.0,1.0	-0.825
66	"ENSMUSG00000022247"	"Brix1"	chr15	-	10478892	10478943	10478668	10478770	10479072	10479146	66	42,41,43,41,30	0,0,0,0,0	61,25,107,68,40	0,0,0,0,2	50	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,-0.667	0.333
70	"ENSMUSG00000018697"	"Aatf"	chr11	-	84511482	84511578	84510198	84510417	84512140	84512329	70	19,27,28,22,14	0,0,0,0,0	37,38,48,41,40	1,0,0,0,0	95	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	-0.638,1.0,1.0,1.0,1.0	0.328
71	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518229	43518299	43514710	43516003	43518401	43518464	71	50271,52044,49892,60806,53169	15,7,9,12,11	43838,33761,42048,34059,33150	4,14,11,7,7	69	-1	1	nan	1.021,1.009,1.013,1.014,1.014	1.006,1.029,1.018,1.014,1.015	-0.002
72	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518401	43518464	43514710	43516003	43519226	43519297	72	20,7,7,8,5	0,0,0,0,0	5,6,3,4,6	1,0,0,0,0	62	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	-0.088,1.0,1.0,1.0,1.0	0.218
73	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518401	43518464	43518229	43518299	43518643	43518719	73	44938,46530,43276,52387,45370	0,1,0,0,1	38673,33157,38706,31127,30412	0,0,0,0,0	62	-1	nan	nan	1.0,1.001,1.0,1.0,1.001	1.0,1.0,1.0,1.0,1.0	0.0
74	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518643	43518719	43518401	43518464	43519002	43519078	74	18849,19117,17506,21530,18733	94,154,250,115,130	16265,13616,16183,13097,12680	29,34,82,58,59	75	-1	nan	nan	1.598,2.526,-14.072,1.668,2.085	1.154,1.23,1.613,1.497,1.536	-2.645
75	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518643	43518719	43518401	43518464	43519226	43519297	75	47062,49065,44482,54477,46878	7,4,2,2,0	44897,37352,45528,36474,36186	3,1,0,1,0	75	-1	nan	nan	1.011,1.006,1.003,1.003,1.0	1.005,1.002,1.0,1.002,1.0	0.003
76	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43519002	43519078	43518401	43518464	43519226	43519297	76	200,291,465,239,269	7,4,2,2,0	87,77,167,124,115	3,1,0,1,0	75	-1	nan	nan	-0.615,-32.333,1.476,2.685,1.0	-0.63,38.5,1.0,2.531,1.0	-14.038
77	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43519002	43519078	43518643	43518719	43519226	43519297	77	115,145,230,127,143	28322,30048,27067,33076,28247	64,45,87,68,58	28795,23835,29480,23499,23622	75	-1	nan	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
78	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43519388	43519506	43519226	43519297	43519610	43519669	78	47366,48465,45259,52833,44354	1,0,0,1,0	51223,45155,53846,42945,42119	0,0,0,0,0	117	-1	1	nan	1.002,1.0,1.0,1.002,1.0	1.0,1.0,1.0,1.0,1.0	0.001
79	"ENSMUSG00000049580"	"Tsku"	chr7	-	98353476	98353616	98350667	98353130	98359357	98359467	79	1,0,0,0,0	0,0,0,0,0	0,0,0,0,0	0,0,2,0,0	139	-1	1	nan	1.0,NA,NA,NA,NA	NA,NA,-0.0,NA,NA	1.0
80	"ENSMUSG00000049580"	"Tsku"	chr7	-	98359357	98359467	98350667	98353130	98360020	98360079	80	0,0,0,0,0	1,0,0,0,0	0,0,2,0,0	0,0,0,1,0	109	-1	1	nan	-0.0,NA,NA,NA,NA	NA,NA,1.0,-0.0,NA	-0.5
81	"ENSMUSG00000049580"	"Tsku"	chr7	-	98359357	98359467	98350667	98353130	98361241	98361288	81	0,0,0,0,0	0,0,1,1,0	0,0,2,0,0	0,0,0,0,1	109	-1	1	nan	NA,NA,-0.0,-0.0,NA	NA,NA,1.0,NA,-0.0	-0.5
86	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72304665	72304861	72303326	72303462	72306563	72306652	86	19,17,25,24,11	1,4,2,6,3	12,4,6,13,25	0,0,3,4,3	195	-1	nan	nan	-0.108,-0.022,-0.068,-0.021,-0.019	1.0,1.0,-0.01,-0.017,-0.045	-0.433
87	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72304665	72304861	72303326	72303462	72308606	72308924	87	12,11,12,17,5	6,6,6,4,1	5,2,4,11,14	2,1,6,1,8	195	-1	1	nan	-0.01,-0.009,-0.01,-0.022,-0.026	-0.013,-0.01,-0.003,-0.06,-0.009	0.004
88	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72306563	72306652	72303326	72303462	72308606	72308749	88	14,20,29,32,30	6,6,6,4,1	15,10,23,18,40	2,1,6,1,8	88	-1	nan	nan	-0.027,-0.039,-0.058,-0.1,-0.517	-0.093,-0.128,-0.046,-0.257,-0.06	-0.031
89	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72306563	72306652	72304665	72304861	72308606	72308749	89	20,22,41,33,33	0,0,1,0,0	22,12,22,18,47	0,0,0,2,0	88	-1	nan	nan	1.0,1.0,-0.872,1.0,1.0	1.0,1.0,1.0,-0.114,1.0	-0.152
90	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72308606	72308924	72303326	72303462	72311955	72312081	90	26,52,50,41,23	1,2,4,0,2	20,7,18,17,41	0,0,2,0,0	317	-1	nan	nan	-0.089,-0.089,-0.041,1.0,-0.038	1.0,1.0,-0.029,1.0,1.0	-0.646
91	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120711389	120711478	120710941	120711306	120711702	120711756	91	116,116,146,136,135	1,0,0,0,0	82,81,62,48,45	0,0,0,0,0	88	-1	nan	nan	4.143,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.629
92	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120711389	120711501	120710941	120711306	120711702	120711983	92	80,77,87,88,89	1,0,0,0,0	45,43,40,24,25	0,0,0,0,0	111	-1	nan	nan	-2.581,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.716
93	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120711843	120711895	120711702	120711756	120713692	120713738	93	22,10,30,22,25	0,0,3,0,1	13,18,5,6,6	0,1,2,2,1	51	-1	nan	nan	1.0,1.0,-0.244,1.0,-0.962	1.0,-0.545,-0.052,-0.063,-0.133	0.317
94	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120712439	120712539	120711843	120711895	120713692	120713732	94	16,24,11,21,13	2,2,1,5,9	22,16,5,3,1	1,3,1,1,0	99	-1	nan	nan	-0.088,-0.138,-0.125,-0.044,-0.015	-0.286,-0.057,-0.053,-0.031,1.0	-0.197
95	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120712439	120712712	120711843	120711895	120713692	120713732	95	18,24,11,21,13	2,2,1,5,9	22,16,5,3,1	1,3,1,1,0	272	-1	nan	nan	-0.034,-0.046,-0.042,-0.016,-0.005	-0.088,-0.02,-0.019,-0.011,1.0	-0.201
97	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56691744	56691882	56686005	56686061	56692520	56692721	97	0,0,1,0,0	0,0,1,0,0	0,0,0,0,0	2,0,2,0,2	137	-1	1	nan	NA,NA,-0.007,NA,NA	-0.0,NA,-0.0,NA,-0.0	-0.007
98	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56692520	56692721	56686005	56686061	56696601	56696638	98	0,5,3,0,2	5,9,8,6,1	6,4,13,3,5	9,13,20,15,10	200	-1	1	nan	-0.0,-0.003,-0.002,-0.0,-0.01	-0.003,-0.002,-0.003,-0.001,-0.003	-0.001
99	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701022	56701088	56696717	56696789	56702762	56702890	99	8,3,12,7,5	1,0,0,2,0	24,20,27,25,11	0,3,1,0,0	65	-1	nan	nan	-0.14,1.0,1.0,-0.057,1.0	1.0,-0.114,-0.711,1.0,1.0	0.126
100	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701448	56701541	56701022	56701088	56702762	56702890	100	33,24,32,37,21	0,1,3,0,0	82,82,101,93,65	1,1,0,6,0	92	-1	nan	nan	1.0,-0.353,-0.131,1.0,1.0	-8.2,-8.2,1.0,-0.203,1.0	3.424
102	"ENSMUSG00000033707"	"Lrrc24"	chr15	-	76718651	76718899	76718221	76718500	76719795	76719924	102	0,1,0,0,3	0,0,0,0,0	4,0,3,2,0	3,0,2,0,1	247	-1	1	nan	NA,1.0,NA,NA,1.0	-0.005,NA,-0.006,1.0,-0.0	0.753
103	"ENSMUSG00000022838"	"Eaf2"	chr16	-	36810471	36810608	36808014	36808160	36874627	36874811	103	0,0,1,0,0	0,0,0,0,0	0,0,1,1,0	0,0,0,0,2	136	-1	1	nan	NA,NA,1.0,NA,NA	NA,NA,1.0,1.0,-0.0	0.333
112	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144893584	144893709	144893136	144893375	144918650	144918794	112	42,43,61,53,24	0,0,0,0,0	87,68,105,63,68	0,0,2,2,0	124	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,1.0,-0.734,-0.341,1.0	0.615
113	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919229	144919504	144918650	144918794	144919840	144919972	113	57,73,66,70,30	0,1,1,0,1	78,81,130,91,87	1,0,2,0,0	274	-1	nan	nan	1.0,-0.363,-0.317,1.0,-0.123	-0.398,1.0,-0.311,1.0,1.0	-0.219
114	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919384	144919504	144918650	144918794	144919840	144919898	114	100,125,124,104,57	0,1,1,0,1	135,153,218,180,149	1,0,2,0,0	119	-1	nan	nan	1.0,20.833,24.8,1.0,-0.919	8.438,1.0,-10.9,1.0,1.0	9.235
115	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919840	144920079	144919229	144919504	144923905	144924031	115	151,177,183,170,87	0,0,0,0,1	185,171,253,200,184	0,0,0,1,0	238	-1	nan	nan	1.0,1.0,1.0,1.0,-0.576	1.0,1.0,1.0,-5.263,1.0	0.937
116	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144923905	144924031	144919840	144920079	144927134	144927639	116	227,291,387,261,161	0,0,0,0,4	276,283,313,292,301	0,0,0,1,0	125	-1	nan	nan	1.0,1.0,1.0,1.0,-0.475	1.0,1.0,1.0,1.749,1.0	-0.445
120	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75646874	75647101	75646111	75646687	75648056	75648221	120	61,58,63,56,46	1,0,0,0,0	39,18,35,20,33	0,0,0,0,0	226	-1	nan	nan	-0.37,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.274
122	"ENSMUSG00000057841"	"Rpl32"	chr6	-	115806985	115807167	115805504	115805688	115807801	115807902	122	2330,2729,2968,2867,3226	0,0,0,1,0	1478,1803,1624,1363,1174	0,1,0,0,0	181	-1	1	nan	1.0,1.0,1.0,1.067,1.0	1.0,1.112,1.0,1.0,1.0	-0.009
123	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67390977	67391022	67384550	67384698	67392839	67392975	123	62,63,54,85,55	0,0,0,0,0	41,59,61,52,52	0,0,0,3,0	44	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,-0.65,1.0	0.33
124	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67390977	67391022	67384550	67384698	67392891	67392975	124	387,388,354,439,329	8,22,13,25,22	331,382,364,372,359	50,33,24,33,37	44	-1	nan	nan	11.057,-0.669,-1.624,-0.664,-0.515	-0.177,-0.357,-0.526,-0.344,-0.283	1.854
125	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392839	67392975	67384550	67384698	67393934	67394063	125	260,285,262,413,310	1,0,0,0,0	294,207,284,375,295	0,0,0,0,0	135	-1	nan	nan	2.08,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.216
126	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67392891	67392975	67384550	67384698	67393934	67394063	126	260,301,263,421,322	1,0,0,0,0	325,222,288,390,322	0,0,0,0,0	83	-1	1	nan	1.469,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.094
128	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48490847	48490938	48488700	48489988	48493406	48493494	128	19,31,27,30,19	0,0,1,0,0	56,66,99,81,45	0,0,0,0,0	90	-1	nan	nan	1.0,1.0,-0.429,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.286
129	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48494282	48494387	48494018	48494181	48495154	48495294	129	3,6,3,6,5	7,6,3,5,8	11,7,27,11,13	13,26,25,17,9	104	-1	1	nan	-0.004,-0.01,-0.01,-0.012,-0.006	-0.008,-0.003,-0.01,-0.006,-0.014	-0.0
130	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38369483	38369592	38362208	38363147	38373818	38374194	130	56,32,42,39,62	3,0,0,1,0	110,48,48,102,68	0,0,0,2,1	108	-1	nan	nan	-0.209,1.0,1.0,-0.565,1.0	1.0,1.0,1.0,-0.895,-1.7	0.364
