ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38369483	38369592	38373818	38374236	38362244	38363147	38377654	38378216	11	35,19,29,25,41	3,1,2,2,0	58,20,27,59,35	2,0,0,2,1	-2	-2	1	1.0	0.921,0.95,0.935,0.926,1.0	0.967,1.0,1.0,0.967,0.972	-0.035
12	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64749031	64749172	64749694	64749823	64739847	64743098	64751728	64751830	12	11,9,8,16,4	18,11,18,15,15	8,13,20,14,2	16,36,21,6,14	-2	-2	0.986645503108	1.0	0.379,0.45,0.308,0.516,0.211	0.333,0.265,0.488,0.7,0.125	-0.009
13	"ENSMUSG00000056342"	"Usp34"	chr11	+	23420039	23420144	23421097	23421153	23418978	23419131	23421245	23421366	13	2,2,3,2,1	0,0,1,2,0	43,13,40,21,13	7,7,8,11,8	-2	-2	0.000181745972817	0.00154402704743	1.0,1.0,0.75,0.5,1.0	0.86,0.65,0.833,0.656,0.619	0.126
14	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119344508	119346469	119346568	119344172	119344252	119347729	119347810	14	3,4,3,1,5	89,102,93,93,93	5,1,4,6,3	87,68,91,108,70	-2	-2	0.408864397652	0.801082912777	0.033,0.038,0.031,0.011,0.051	0.054,0.014,0.042,0.053,0.041	-0.008
15	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348920	119349100	119349353	119349409	119348580	119348771	119349491	119349637	15	9,9,17,8,10	59,80,64,81,57	10,8,18,11,6	47,24,41,54,25	-2	-2	0.016024303117	0.0674490007991	0.132,0.101,0.21,0.09,0.149	0.175,0.25,0.305,0.169,0.194	-0.082
16	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70256359	70256471	70266629	70266754	70247573	70247719	70267308	70267506	16	18,16,5,8,4	16,10,13,12,3	37,20,33,34,30	40,38,48,31,20	-2	-2	0.916258878638	1.0	0.529,0.615,0.278,0.4,0.571	0.481,0.345,0.407,0.523,0.6	0.007
17	"ENSMUSG00000030347"	"D6Wsu163e"	chr6	+	126966879	126967082	126973555	126973613	126961965	126962040	126974486	126974554	17	8,13,7,12,2	9,3,12,8,0	10,10,11,6,5	5,10,8,8,4	-2	-2	0.585512722176	0.998396040484	0.471,0.813,0.368,0.6,1.0	0.667,0.5,0.579,0.429,0.556	0.104
18	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126824935	126825002	126827539	126827635	126821720	126822189	126832471	126832548	18	995,1078,1241,1254,1145	1060,1121,1168,1316,1267	953,809,1069,836,766	579,523,630,551,537	-2	-2	4.18165502225e-12	2.61397924582e-10	0.484,0.49,0.515,0.488,0.475	0.622,0.607,0.629,0.603,0.588	-0.119
19	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23111502	23111592	23110233	23110343	23111816	23112409	19	182,179,190,166,132	196,176,228,245,187	535,479,745,523,414	439,388,508,352,353	-2	-2	1.67316399291e-07	3.36695603505e-06	0.481,0.504,0.455,0.404,0.414	0.549,0.552,0.595,0.598,0.54	-0.115
20	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111263	23111502	23111592	23110579	23110723	23111816	23111896	20	199,181,194,239,131	196,177,228,245,188	504,369,641,506,412	439,388,507,353,353	-2	-2	0.00249893610732	0.0148085649179	0.504,0.506,0.46,0.494,0.411	0.534,0.487,0.558,0.589,0.539	-0.066
21	"ENSMUSG00000041890"	"Git2"	chr5	-	114739032	114739281	114743775	114743880	114733860	114733943	114745428	114745571	21	8,5,4,10,9	3,5,5,8,4	14,10,29,32,16	9,7,16,5,5	-2	-2	0.2161192943	0.508780838665	0.727,0.5,0.444,0.556,0.692	0.609,0.588,0.644,0.865,0.762	-0.11
23	"ENSMUSG00000041890"	"Git2"	chr5	-	114766451	114766557	114769616	114769750	114764346	114764477	114773313	114773495	23	3,3,5,2,3	0,0,0,1,0	10,7,13,17,3	0,0,0,0,1	-2	-2	1	1.0	1.0,1.0,1.0,0.667,1.0	1.0,1.0,1.0,1.0,0.75	-0.017
24	"ENSMUSG00000026495"	"Efcab2"	chr1	+	178455815	178455888	178474881	178474961	178437401	178437486	178475684	178475727	24	2,4,9,2,5	8,9,14,11,11	11,15,10,11,6	6,15,12,12,7	-2	-2	0.00388679808415	0.0213846681109	0.2,0.308,0.391,0.154,0.313	0.647,0.5,0.455,0.478,0.462	-0.235
25	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44161809	44161953	44163876	44164084	44160976	44161037	44166808	44166998	25	5,5,4,3,2	0,1,7,0,0	7,7,26,8,6	21,13,16,10,7	-2	-2	0.000369972819624	0.0029298656174	1.0,0.833,0.364,1.0,1.0	0.25,0.35,0.619,0.444,0.462	0.414
26	"ENSMUSG00000032952"	"Ap4b1"	chr3	+	103817759	103817843	103818803	103818907	103814824	103815321	103820253	103820461	26	6,8,4,8,2	9,12,7,15,16	20,14,25,14,22	21,46,35,29,35	-2	-2	0.4065636223	0.799912166071	0.4,0.4,0.364,0.348,0.111	0.488,0.233,0.417,0.326,0.386	-0.045
27	"ENSMUSG00000028100"	"Nudt17"	chr3	-	96707783	96707809	96707809	96707886	96707557	96707650	96707991	96708175	27	0,0,1,0,0	1,0,0,3,0	0,0,0,0,0	2,1,2,2,1	-2	-2	1	1.0	0.0,NA,1.0,0.0,NA	0.0,0.0,0.0,0.0,0.0	0.333
28	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83733413	83733566	83729381	83729525	83734008	83734125	28	13,12,15,14,9	15,10,17,15,14	50,66,105,66,51	45,29,50,40,36	-2	-2	0.00475643250158	0.0252245463712	0.464,0.545,0.469,0.483,0.391	0.526,0.695,0.677,0.623,0.586	-0.151
29	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660443	35660574	35660791	35660857	35660282	35660353	35662011	35662131	29	1,1,6,3,2	5,10,11,7,14	2,3,3,3,1	11,5,10,13,13	-2	-2	0.73299056667	1.0	0.167,0.091,0.353,0.3,0.125	0.154,0.375,0.231,0.188,0.071	0.003
30	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107750007	107750092	107750462	107750548	107749707	107749799	107751718	107751791	30	43,33,26,35,17	24,37,34,39,32	60,41,64,59,47	47,32,64,25,34	-2	-2	0.0611445017025	0.196976475879	0.642,0.471,0.433,0.473,0.347	0.561,0.562,0.5,0.702,0.58	-0.108
31	"ENSMUSG00000034621"	"Gpatch8"	chr11	-	102531312	102531330	102537111	102537146	102528093	102528166	102538281	102538356	31	0,0,0,0,0	0,1,0,0,0	0,0,0,0,1	0,0,0,0,1	-2	-2	1	1.0	NA,0.0,NA,NA,NA	NA,NA,NA,NA,0.5	-0.5
32	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25471797	25472073	25463328	25463900	25476343	25476703	32	7,1,13,6,0	1,0,1,0,0	5,17,10,22,18	3,1,0,0,0	-2	-2	1	1.0	0.875,1.0,0.929,1.0,NA	0.625,0.944,1.0,1.0,1.0	0.037
33	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25465467	25465520	25466316	25466437	25464848	25464880	25471797	25472073	33	32,18,25,23,14	1,1,0,0,0	42,24,41,26,22	2,0,0,0,0	-2	-2	1	1.0	0.97,0.947,1.0,1.0,1.0	0.955,1.0,1.0,1.0,1.0	-0.008
34	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25466316	25466437	25471797	25472073	25464848	25464880	25476343	25476703	34	7,2,13,8,1	10,7,11,8,3	5,17,10,21,18	15,12,12,9,7	-2	-2	0.203693728611	0.485362672067	0.412,0.222,0.542,0.5,0.25	0.25,0.586,0.455,0.7,0.72	-0.157
35	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25466316	25466437	25471797	25472073	25465467	25465520	25476343	25476703	35	8,2,13,6,0	3,1,2,3,0	7,17,10,21,18	2,3,0,1,4	-2	-2	1	1.0	0.727,0.667,0.867,0.667,NA	0.778,0.85,1.0,0.955,0.818	-0.148
39	"ENSMUSG00000063145"	"Bbs5"	chr2	+	69661035	69661098	69663025	69663160	69656896	69656992	69665025	69665109	39	2,2,0,0,0	5,3,3,3,4	6,2,7,1,5	8,1,3,6,2	-2	-2	1.84175910566e-05	0.000211370634861	0.286,0.4,0.0,0.0,0.0	0.429,0.667,0.7,0.143,0.714	-0.393
40	"ENSMUSG00000068250"	"Amn1"	chr6	-	149169302	149169404	149169447	149169504	149166805	149166917	149170832	149171050	40	13,20,16,21,17	0,0,0,0,1	18,10,23,12,13	0,0,0,0,0	-2	-2	1	1.0	1.0,1.0,1.0,1.0,0.944	1.0,1.0,1.0,1.0,1.0	-0.011
41	"ENSMUSG00000022020"	"Naa16"	chr14	-	79344894	79345108	79350688	79350830	79343125	79343319	79351372	79351501	41	2,5,1,4,2	5,15,12,5,24	0,0,3,0,0	23,3,12,10,10	-2	-2	1.08676811897e-05	0.000130857571046	0.286,0.25,0.077,0.444,0.077	0.0,0.0,0.2,0.0,0.0	0.187
42	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010003	98010376	98011342	98011497	98009857	98009916	98011865	98011942	42	77,135,112,162,160	0,4,1,2,3	252,229,266,247,237	2,2,0,2,1	-2	-2	0.921373299394	1.0	1.0,0.971,0.991,0.988,0.982	0.992,0.991,1.0,0.992,0.996	-0.008
43	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010295	98010376	98011342	98011497	98009857	98009916	98011865	98011942	43	77,135,112,162,160	66,97,71,97,109	252,229,266,247,237	111,105,137,109,130	-2	-2	0.000520527309809	0.00385961242735	0.538,0.582,0.612,0.625,0.595	0.694,0.686,0.66,0.694,0.646	-0.086
44	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010626	98010646	98011342	98011497	98010295	98010376	98011865	98011942	44	169,263,224,294,285	0,5,2,0,2	490,416,506,467,384	2,1,0,1,0	-2	-2	1	1.0	1.0,0.981,0.991,1.0,0.993	0.996,0.998,1.0,0.998,1.0	-0.005
45	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101981378	101981589	102009788	102009887	101968868	101968992	102041654	102041743	45	1,0,0,0,1	0,0,0,1,0	11,7,7,6,3	6,6,13,10,4	-2	-2	1	1.0	1.0,NA,NA,0.0,1.0	0.647,0.538,0.35,0.375,0.429	0.199
46	"ENSMUSG00000054302"	"Eapp"	chr12	-	54685859	54685971	54691999	54692095	54678509	54678623	54692774	54692956	46	28,19,25,34,39	52,60,39,39,43	48,51,50,42,21	37,28,48,56,42	-2	-2	0.0477528864173	0.160564656407	0.35,0.241,0.391,0.466,0.476	0.565,0.646,0.51,0.429,0.333	-0.112
47	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880007	82880127	82880746	82880818	82876170	82876324	82882227	82882437	47	9,8,11,10,5	2,3,1,4,2	37,18,48,42,23	14,3,19,20,22	-2	-2	0.0601153823585	0.194848169878	0.818,0.727,0.917,0.714,0.714	0.725,0.857,0.716,0.677,0.511	0.081
48	"ENSMUSG00000031388"	"Naa10"	chrX	-	73917842	73917927	73919501	73919546	73916872	73917195	73919753	73919869	48	57,49,56,79,62	31,52,69,52,52	27,34,33,30,25	33,27,26,33,28	-2	-2	0.382357717223	0.769956801372	0.648,0.485,0.448,0.603,0.544	0.45,0.557,0.559,0.476,0.472	0.043
49	"ENSMUSG00000031388"	"Naa10"	chrX	-	73917842	73917927	73919501	73919540	73916919	73917195	73919753	73919869	49	0,0,1,2,0	31,52,69,52,52	0,0,2,0,1	33,27,26,33,28	-2	-2	1	1.0	0.0,0.0,0.014,0.037,0.0	0.0,0.0,0.071,0.0,0.034	-0.011
50	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591262	115591366	115591629	115591753	115590886	115590967	115592431	115592530	50	2,3,1,1,0	5,1,0,4,1	11,9,12,9,8	10,3,23,19,10	-2	-2	0.368878111875	0.751403931323	0.286,0.75,1.0,0.2,0.0	0.524,0.75,0.343,0.321,0.444	-0.029
51	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115592431	115592530	115591262	115591366	115594705	115594781	51	4,1,4,2,0	2,1,0,2,2	6,5,7,6,10	7,10,11,7,9	-2	-2	0.253535665471	0.573431705276	0.667,0.5,1.0,0.5,0.0	0.462,0.333,0.389,0.462,0.526	0.099
52	"ENSMUSG00000018893"	"Mb"	chr15	-	77017575	77017798	77022488	77022591	77015816	77016072	77039769	77039856	52	0,1,1,0,0	17022,17491,20640,20944,22149	0,1,1,1,0	16155,21058,24223,18959,15424	-2	-2	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.0,0.0,0.0	0.0
53	"ENSMUSG00000040557"	"Mettl27"	chr5	+	134933472	134933601	134934288	134934424	134932621	134932847	134940456	134941723	53	2,4,1,2,4	0,0,0,0,2	6,5,5,3,3	0,0,1,4,0	-2	-2	0.357898486335	0.738512667378	1.0,1.0,1.0,1.0,0.667	1.0,1.0,0.833,0.429,1.0	0.081
54	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55184903	55184964	55185669	55185760	55183101	55183186	55191841	55191900	54	1,0,3,4,2	2,6,4,9,6	2,1,2,4,4	20,6,31,13,18	-2	-2	0.26885150826	0.596590431471	0.333,0.0,0.429,0.308,0.25	0.091,0.143,0.061,0.235,0.182	0.122
55	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96821250	96821409	96822103	96822319	96817413	96820516	96827197	96828223	55	119,116,53,87,79	121,114,69,126,78	418,409,468,375,318	485,397,525,354,306	-2	-2	0.401216806504	0.793787863642	0.496,0.504,0.434,0.408,0.503	0.463,0.507,0.471,0.514,0.51	-0.024
56	"ENSMUSG00000042015"	"Wdr41"	chr13	+	94995249	94995298	95005730	95005842	94978469	94978585	95008807	95008870	56	5,3,3,1,2	10,5,16,5,9	11,13,17,9,14	33,18,33,34,25	-2	-2	0.128301796608	0.345192928969	0.333,0.375,0.158,0.167,0.182	0.25,0.419,0.34,0.209,0.359	-0.072
57	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67029663	67029742	67031028	67031098	67022621	67023441	67031451	67031514	57	16827,15107,20149,20961,21459	2,2,1,2,5	19008,14221,14471,14816,12423	3,0,4,0,0	-2	-2	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	0.0
58	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031028	67031098	67031451	67031514	67028847	67029742	67031950	67032026	58	14696,13508,17688,18604,19415	12597,11039,15013,16208,16187	18392,13534,14800,14279,12355	14476,8333,10525,10187,8596	-2	-2	0.0037529075189	0.0208431801333	0.538,0.55,0.541,0.534,0.545	0.56,0.619,0.584,0.584,0.59	-0.046
59	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031451	67031514	67032793	67032864	67031028	67031098	67033875	67033993	59	12816,11444,14834,16149,15085	11705,10478,14088,14795,15015	18451,12502,14399,14438,11612	13219,10743,9974,10202,8451	-2	-2	0.000181835724442	0.00154402704743	0.523,0.522,0.513,0.522,0.501	0.583,0.538,0.591,0.586,0.579	-0.059
60	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031950	67032026	67032465	67032541	67031451	67031514	67032793	67032864	60	18,31,18,25,21	31752,28710,37942,39596,40313	9,10,20,7,12	38089,27071,29608,29447,25216	-2	-2	1	1.0	0.001,0.001,0.0,0.001,0.001	0.0,0.0,0.001,0.0,0.0	0.001
61	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186427	89186753	89186819	89186171	89186261	89186955	89187243	61	12,14,11,19,8	12,9,7,12,13	13,12,27,13,14	16,8,25,15,9	-2	-2	0.730301485797	1.0	0.5,0.609,0.611,0.613,0.381	0.448,0.6,0.519,0.464,0.609	0.015
62	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61482335	61482482	61527059	61527209	61475800	61475889	61548047	61548215	62	3,1,1,3,0	11,13,8,13,8	17,20,33,21,10	89,99,138,119,60	-2	-2	0.03462563067	0.125903592708	0.214,0.071,0.111,0.188,0.0	0.16,0.168,0.193,0.15,0.143	-0.046
63	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61527059	61527209	61548047	61548215	61482335	61482482	61580129	61582791	63	7,6,1,6,4	8,8,5,19,5	38,49,64,40,44	117,64,113,73,59	-2	-2	0.693466401181	1.0	0.467,0.429,0.167,0.24,0.444	0.245,0.434,0.362,0.354,0.427	-0.015
64	"ENSMUSG00000033382"	"Trappc8"	chr18	-	20854944	20855076	20860432	20860538	20852629	20852854	20862894	20862995	64	7,4,0,6,2	2,1,2,1,3	13,17,37,23,20	11,4,17,13,4	-2	-2	0.985364156057	1.0	0.778,0.8,0.0,0.857,0.4	0.542,0.81,0.685,0.639,0.833	-0.135
65	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31618971	31619073	31619844	31619928	31616359	31616514	31621002	31621108	65	3,8,5,7,11	7,1,2,7,7	5,18,13,18,4	18,4,12,5,14	-2	-2	0.494129312751	0.909049418198	0.3,0.889,0.714,0.5,0.611	0.217,0.818,0.52,0.783,0.222	0.091
66	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31619844	31619928	31621002	31621108	31618971	31619073	31622838	31622974	66	4,4,3,5,2	4,6,3,2,2	11,11,10,11,15	7,16,24,13,12	-2	-2	0.553677766662	0.963117393992	0.5,0.4,0.5,0.714,0.5	0.611,0.407,0.294,0.458,0.556	0.058
67	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31630960	31631038	31632895	31632968	31630032	31630127	31634198	31634279	67	6,2,0,0,3	2,0,1,0,0	4,15,14,7,7	28,8,14,7,14	-2	-2	1	1.0	0.75,1.0,0.0,NA,1.0	0.125,0.652,0.5,0.5,0.333	0.265
68	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31632895	31632968	31634198	31634279	31630960	31631038	31635743	31635784	68	1,0,2,2,0	1,2,0,7,3	5,3,5,5,5	6,11,10,13,8	-2	-2	0.041015729926	0.142946873692	0.5,0.0,1.0,0.222,0.0	0.455,0.214,0.333,0.278,0.385	0.011
69	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117894743	117894925	117895211	117895301	117894485	117894657	117895419	117895478	69	272,307,295,313,395	737,688,706,804,932	335,199,305,221,261	528,306,378,312,388	-2	-2	2.3334445487e-11	1.16197628544e-09	0.27,0.309,0.295,0.28,0.298	0.388,0.394,0.447,0.415,0.402	-0.119
70	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88161877	88161966	88164887	88165031	88158128	88158265	88166995	88167172	70	14,23,13,18,19	9,20,19,21,19	36,46,56,49,55	26,38,44,41,30	-2	-2	0.140563827556	0.371048091069	0.609,0.535,0.406,0.462,0.5	0.581,0.548,0.56,0.544,0.647	-0.074
71	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81204891	81205016	81314259	81316104	71	2,1,0,5,5	3,1,1,0,5	2,1,1,0,3	19,5,1,23,11	-2	-2	0.000653328229384	0.00468784905608	0.4,0.5,0.0,1.0,0.5	0.095,0.167,0.5,0.0,0.214	0.285
72	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81209453	81209471	81314259	81316104	72	2,1,0,4,5	3,1,1,0,5	7,1,5,0,5	27,11,3,21,9	-2	-2	0.0532213083	0.175690116613	0.4,0.5,0.0,1.0,0.5	0.206,0.083,0.625,0.0,0.357	0.226
73	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43027196	43027295	43040539	43040596	43026179	43026229	43042590	43042676	73	6,8,5,4,5	30,24,19,22,35	13,10,24,10,9	40,45,78,73,31	-2	-2	0.419504538493	0.816228035823	0.167,0.25,0.208,0.154,0.125	0.245,0.182,0.235,0.12,0.225	-0.021
75	"ENSMUSG00000053877"	"Srcap"	chr7	+	127538948	127539236	127539756	127539921	127538502	127538768	127540655	127540922	75	6,4,1,3,0	1,1,0,2,0	9,14,21,24,10	6,11,4,17,1	-2	-2	1	1.0	0.857,0.8,1.0,0.6,NA	0.6,0.56,0.84,0.585,0.909	0.115
76	"ENSMUSG00000038954"	"Supt3"	chr17	+	45041215	45041386	45048281	45048392	45038075	45038183	45119142	45119290	76	39,29,30,59,31	51,58,48,51,29	17,37,23,17,12	31,17,31,29,13	-2	-2	0.725969919669	1.0	0.433,0.333,0.385,0.536,0.517	0.354,0.685,0.426,0.37,0.48	-0.022
77	"ENSMUSG00000021794"	"Glud1"	chr14	+	34338759	34338883	34339926	34340018	34336495	34336576	34342118	34342181	77	92,73,90,91,66	66,78,70,92,77	175,146,231,182,142	164,181,232,176,125	-2	-2	0.533553891841	0.943027612364	0.582,0.483,0.563,0.497,0.462	0.516,0.446,0.499,0.508,0.532	0.017
78	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887656	101884161	101884414	101888676	101888706	78	1,4,0,3,0	7,8,7,8,6	47,13,84,32,54	63,35,93,41,48	-2	-2	0.000141335284194	0.00123584245524	0.125,0.333,0.0,0.273,0.0	0.427,0.271,0.475,0.438,0.529	-0.282
79	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887891	101884161	101884414	101888676	101888706	79	1,4,0,3,0	0,0,0,0,0	47,13,84,32,54	0,0,1,0,0	-2	-2	1	1.0	1.0,1.0,NA,1.0,NA	1.0,1.0,0.988,1.0,1.0	0.002
80	"ENSMUSG00000063564"	"Col23a1"	chr11	+	51557470	51557587	51558428	51558464	51551975	51552002	51560006	51560033	80	0,0,0,4,3	0,3,3,1,0	1,4,3,3,7	2,6,12,8,2	-2	-2	1	1.0	NA,0.0,0.0,0.8,1.0	0.333,0.4,0.2,0.273,0.778	0.053
81	"ENSMUSG00000027809"	"Etfdh"	chr3	-	79614999	79615146	79615923	79616001	79613621	79613762	79618306	79618425	81	43,45,37,31,34	143,189,174,177,125	199,206,315,241,116	599,618,862,596,462	-2	-2	0.00047810686016	0.00360173834654	0.231,0.192,0.175,0.149,0.214	0.249,0.25,0.268,0.288,0.201	-0.059
82	"ENSMUSG00000041143"	"Tmco4"	chr4	+	139019572	139019642	139020045	139020189	139010468	139010601	139020858	139020978	82	1,3,3,2,1	3,2,4,1,3	10,5,10,12,13	11,7,8,21,7	-2	-2	0.539265215809	0.949160374966	0.25,0.6,0.429,0.667,0.25	0.476,0.417,0.556,0.364,0.65	-0.053
83	"ENSMUSG00000001285"	"Myg1"	chr15	+	102336831	102336984	102337100	102337223	102334201	102334361	102337328	102337510	83	17,27,29,23,16	28,32,28,56,33	24,19,42,22,19	31,36,26,24,11	-2	-2	0.0844160205031	0.250266668252	0.378,0.458,0.509,0.291,0.327	0.436,0.345,0.618,0.478,0.633	-0.109
85	"ENSMUSG00000020739"	"Nup85"	chr11	+	115580503	115580587	115580729	115580795	115578789	115578896	115580920	115581072	85	25,21,31,25,23	23,23,26,26,21	29,25,32,36,28	25,15,30,31,16	-2	-2	0.277270266859	0.609289486935	0.521,0.477,0.544,0.49,0.523	0.537,0.625,0.516,0.537,0.636	-0.059
86	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355309	181355552	181354352	181354442	181355650	181355812	86	1,0,2,2,0	3,12,3,12,7	1,0,2,2,0	13,7,7,1,9	-2	-2	0.677740479208	1.0	0.25,0.0,0.4,0.143,0.0	0.071,0.0,0.222,0.667,0.0	-0.033
