ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
32	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370752	89370993	89370752	89370808	89370891	89370993	32	5,11,13,15,13	50,62,64,52,87	8,12,16,15,7	62,76,81,63,54	82	-1	nan	nan	-0.001,-0.002,-0.002,-0.004,-0.002	-0.002,-0.002,-0.002,-0.003,-0.002	0.0
34	"ENSMUSG00000062006"	"Rpl34"	chr3	-	130729050	130729302	130729050	130729150	130729228	130729302	34	0,1,0,0,0	218,148,318,247,237	0,0,3,1,0	155,197,130,148,78	77	-1	nan	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
35	"ENSMUSG00000027776"	"Il12a"	chr3	+	68695189	68695346	68695189	68695231	68695304	68695346	35	0,0,0,0,0	0,1,0,0,0	1,0,1,0,0	0,6,0,1,2	72	-1	1	nan	NA,-0.0,NA,NA,NA	1.0,-0.0,1.0,-0.0,-0.0	-0.4
39	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35670656	35670962	35670656	35670745	35670865	35670962	39	2,3,1,0,0	3,3,2,10,1	2,5,0,0,0	15,10,15,13,11	119	-1	1	nan	-0.006,-0.008,-0.004,-0.0,-0.0	-0.001,-0.004,-0.0,-0.0,-0.0	-0.003
41	"ENSMUSG00000027610"	"Gss"	chr2	-	155566802	155567887	155566802	155566884	155567692	155567887	41	9,6,7,11,8	10,9,10,13,16	14,5,8,8,14	9,5,10,9,14	807	-1	1	nan	-0.001,-0.001,-0.001,-0.001,-0.001	-0.002,-0.001,-0.001,-0.001,-0.001	0.0
42	"ENSMUSG00000027610"	"Gss"	chr2	-	155566802	155567887	155566802	155566884	155567782	155567887	42	9,6,7,11,8	0,0,0,0,0	14,5,8,8,14	0,1,0,0,0	897	-1	1	nan	1.0,1.0,1.0,1.0,1.0	1.0,-0.006,1.0,1.0,1.0	0.201
43	"ENSMUSG00000027610"	"Gss"	chr2	-	155578288	155578787	155578288	155578428	155578711	155578787	43	2,0,0,0,0	6,2,9,5,1	1,0,1,0,1	9,8,10,16,7	282	-1	1	nan	-0.001,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.001	0.0
44	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108587	23108851	23108587	23108633	23108718	23108851	44	0,0,1,1,0	27,15,26,19,18	3,3,0,1,3	104,132,162,109,79	84	-1	1	nan	-0.0,-0.0,-0.0,-0.001,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0
45	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23109984	23110343	23109984	23110153	23110233	23110343	45	0,0,0,0,0	139,132,114,140,83	0,0,0,0,1	546,541,776,525,433	79	-1	nan	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
46	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111125	23111263	46	0,0,0,0,0	199,181,193,239,131	0,0,0,0,1	504,369,640,504,412	401	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111592	23111125	23111263	23111502	23111592	47	22,23,27,29,19	336,378,342,401,323	42,65,47,39,37	857,814,1182,771,672	238	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
50	"ENSMUSG00000079553"	"Kifc1"	chr17	-	33884588	33885218	33884588	33884986	33885167	33885218	50	0,0,0,0,0	1,2,0,1,0	0,0,2,0,0	0,0,1,0,2	180	-1	1	nan	-0.0,-0.0,NA,-0.0,NA	NA,NA,-0.011,NA,-0.0	0.005
53	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107751718	107751953	107751718	107751791	107751875	107751953	53	3,5,1,3,0	42,17,18,27,10	5,5,1,7,6	40,28,57,60,38	83	-1	nan	nan	-0.001,-0.004,-0.001,-0.001,-0.0	-0.002,-0.002,-0.0,-0.001,-0.002	0.0
54	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107756908	107760391	107756908	107756992	107760321	107760391	54	2,0,1,3,0	0,5,1,2,0	3,0,5,12,2	2,0,4,0,3	3328	-1	1	nan	1.0,-0.0,-0.0,-0.0,NA	-0.0,NA,-0.0,1.0,-0.0	0.0
55	"ENSMUSG00000011877"	"Git1"	chr11	+	77503355	77504018	77503355	77503428	77503920	77504018	55	0,0,2,0,0	23,26,29,19,17	7,2,5,1,0	72,69,79,61,59	491	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
56	"ENSMUSG00000011877"	"Git1"	chr11	+	77505503	77505753	77505503	77505590	77505679	77505753	56	1,7,8,3,6	44,55,50,50,40	6,5,6,4,6	89,61,83,76,48	88	-1	nan	nan	-0.0,-0.001,-0.002,-0.001,-0.002	-0.001,-0.001,-0.001,-0.001,-0.001	-0.0
57	"ENSMUSG00000079197"	"Psme2"	chr14	-	55587653	55588094	55587653	55587740	55588039	55588094	57	2,2,5,6,1	152,203,171,228,223	1,2,0,0,3	99,60,122,86,108	298	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
58	"ENSMUSG00000079197"	"Psme2"	chr14	-	55589480	55589705	55589480	55589511	55589618	55589705	58	0,0,0,1,2	129,214,173,180,167	0,0,1,0,0	103,92,117,98,150	106	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
60	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72436994	72437448	72436994	72437117	72437370	72437448	60	0,0,0,2,0	46,35,17,51,24	0,0,1,2,1	141,117,231,177,99	252	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
64	"ENSMUSG00000070034"	"Sp110"	chr1	-	85584902	85586295	85584902	85585052	85586214	85586295	64	0,2,0,0,2	0,1,6,2,5	1,0,1,0,0	3,0,6,5,8	1161	-1	1	nan	NA,-0.002,-0.0,-0.0,-0.0	-0.0,NA,-0.0,-0.0,-0.0	-0.001
67	"ENSMUSG00000078762"	"Haus5"	chr7	-	30659062	30659413	30659062	30659126	30659288	30659413	67	0,1,0,2,1	3,4,3,6,6	2,0,0,0,0	14,1,3,1,5	161	-1	1	nan	-0.0,-0.002,-0.0,-0.002,-0.001	-0.001,-0.0,-0.0,-0.0,-0.0	-0.001
68	"ENSMUSG00000031505"	"Naxd"	chr8	+	11509321	11509557	11509321	11509372	11509452	11509557	68	8,16,8,17,16	69,66,78,73,66	15,2,17,20,9	52,69,89,69,43	79	-1	nan	nan	-0.001,-0.003,-0.001,-0.003,-0.003	-0.004,-0.0,-0.002,-0.004,-0.003	0.0
70	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25466316	25466437	70	1,0,1,0,0	10,7,11,8,3	1,1,0,0,1	15,12,12,9,7	1435	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
73	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109519917	109519993	73	0,0,1,2,1	454,504,538,459,566	2,1,0,0,2	353,547,360,359,232	268	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
74	"ENSMUSG00000032553"	"Srprb"	chr9	-	103197537	103198866	103197537	103197620	103198788	103198866	74	7,1,4,4,2	15,21,15,11,12	6,9,14,12,8	31,33,26,46,22	1167	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
77	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89301842	89302377	89301842	89301970	89302181	89302377	77	0,0,0,0,0	2,17,8,27,10	0,0,0,1,0	46,37,57,36,32	210	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
78	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328458	105328607	105328692	78	9,1,4,3,1	54,59,60,71,67	1,2,5,1,1	37,40,63,28,33	148	-1	1	nan	-0.001,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.001,-0.0,-0.0	0.0
79	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328484	105328607	105328692	79	9,1,4,3,1	14,6,7,10,10	1,0,5,1,1	6,5,5,5,9	122	-1	1	nan	-0.005,-0.001,-0.005,-0.002,-0.001	-0.001,-0.0,-0.008,-0.002,-0.001	-0.0
80	"ENSMUSG00000022685"	"Parn"	chr16	-	13664655	13665981	13664655	13664737	13665901	13665981	80	0,0,0,0,0	2,0,0,0,0	0,0,0,1,0	0,0,0,0,0	1163	-1	1	nan	-0.0,NA,NA,NA,NA	NA,NA,NA,1.0,NA	-1.0
84	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128115024	128116169	128115024	128115085	128116060	128116169	84	0,0,0,0,0	8,5,3,3,5	3,2,1,2,0	11,7,8,17,9	974	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
87	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32515283	32515352	32517028	32517139	87	0,0,1,0,0	5,14,12,5,1	0,1,0,0,0	20,8,29,15,20	1675	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
89	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11781154	11782655	11781154	11781239	11782524	11782655	89	0,1,1,0,0	4,6,3,1,6	4,4,5,5,3	13,15,24,19,14	1284	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
90	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	35927909	35928329	35927909	35928010	35928181	35928329	90	0,0,0,0,0	7,6,9,7,14	0,0,0,1,0	30,28,52,21,19	170	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
91	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919540	73919753	73919869	91	3,12,16,9,5	0,1,4,5,3	3,7,15,11,11	2,0,4,0,5	212	-1	nan	nan	1.0,-0.06,-0.019,-0.009,-0.008	-0.007,1.0,-0.018,1.0,-0.01	-0.212
92	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919546	73919753	73919869	92	1,2,4,2,3	142,148,187,195,181	1,0,2,1,2	109,144,117,124,99	206	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
94	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90719311	90720750	90719311	90719978	90720653	90720750	94	0,0,0,0,0	5,2,4,2,0	0,1,0,0,0	3,2,4,4,4	674	-1	1	nan	-0.0,-0.0,-0.0,-0.0,NA	-0.0,-0.001,-0.0,-0.0,-0.0	0.0
95	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90726292	90727404	90726292	90726359	90727025	90727404	95	2,0,2,0,0	6,9,11,9,6	0,1,0,1,0	3,6,7,7,5	665	-1	1	nan	-0.001,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0
98	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55324330	55324605	55324330	55324444	55324526	55324605	98	6,3,9,2,4	115,133,187,173,199	1,3,5,2,3	129,93,157,140,104	81	-1	nan	nan	-0.001,-0.0,-0.001,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0
99	"ENSMUSG00000031232"	"Magt1"	chrX	-	105968083	105971479	105968083	105971026	105971435	105971479	99	1,0,6,3,5	2,1,3,2,2	7,6,15,25,7	16,7,20,17,9	408	-1	1	nan	-0.001,-0.0,-0.005,-0.004,-0.006	-0.001,-0.002,-0.002,-0.004,-0.002	-0.001
106	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89185647	89185361	89185464	89185537	89185647	106	2,0,0,0,0	41,41,36,40,46	0,0,0,0,0	38,47,37,36,32	72	-1	nan	nan	-0.001,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0
107	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89186047	89185361	89185647	89185993	89186047	107	4,1,1,3,3	13,19,21,21,25	0,2,2,2,1	20,9,37,19,11	345	-1	1	nan	-0.001,-0.0,-0.0,-0.0,-0.0	-0.0,-0.001,-0.0,-0.0,-0.0	0.0
108	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186362	89186819	108	5,6,2,1,4	19,25,13,19,18	2,0,5,1,4	27,14,39,27,13	100	-1	1	nan	-0.003,-0.002,-0.002,-0.001,-0.002	-0.001,-0.0,-0.001,-0.0,-0.003	-0.001
109	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186753	89186819	109	2,4,2,4,4	0,1,0,0,0	3,1,3,0,3	0,0,0,0,1	491	-1	1	nan	1.0,-0.008,1.0,1.0,1.0	1.0,1.0,1.0,NA,-0.006	0.05
110	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186362	89186427	89186753	89186819	110	6,12,1,9,4	23,26,16,18,31	8,1,11,1,4	41,25,42,46,20	325	-1	1	nan	-0.001,-0.001,-0.0,-0.002,-0.0	-0.001,-0.0,-0.001,-0.0,-0.001	-0.0
111	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89187243	89186362	89186427	89186955	89187243	111	6,8,0,5,0	0,0,0,0,1	5,0,8,1,2	0,0,0,0,0	527	-1	1	nan	1.0,1.0,NA,1.0,-0.0	1.0,NA,1.0,1.0,1.0	-0.25
112	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89186998	89187147	89187243	112	12,12,11,15,7	0,0,0,2,1	12,8,24,13,10	0,4,0,1,2	148	-1	nan	nan	1.0,1.0,1.0,-0.053,-0.05	1.0,-0.014,1.0,-0.096,-0.035	0.208
113	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89187050	89187147	89187243	113	2,0,0,0,0	8,8,6,4,3	0,0,0,0,0	17,22,24,11,11	96	-1	nan	nan	-0.003,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	-0.001
123	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108080266	108080774	108080266	108080335	108080643	108080774	123	0,0,0,0,0	4,1,0,0,1	1,0,1,0,3	2,2,15,6,6	307	-1	1	nan	-0.0,-0.0,NA,NA,-0.0	-0.002,-0.0,-0.0,-0.0,-0.002	0.001
127	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793	127	15,8,14,26,24	154,184,165,201,211	22,7,25,22,9	209,253,349,270,185	92	-1	nan	nan	-0.001,-0.0,-0.001,-0.001,-0.001	-0.001,-0.0,-0.001,-0.001,-0.001	0.0
129	"ENSMUSG00000053877"	"Srcap"	chr7	+	127519580	127519832	127519580	127519602	127519659	127519832	129	0,1,1,3,4	0,1,0,0,0	4,19,14,9,7	0,2,0,0,0	56	-1	1	nan	NA,-0.018,1.0,1.0,1.0	1.0,-0.204,1.0,1.0,1.0	-0.014
132	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172803	122173145	122173280	132	23,19,13,11,10	1,0,2,1,0	28,31,40,21,35	1,0,0,2,1	341	-1	nan	nan	-0.072,1.0,-0.019,-0.033,1.0	-0.089,1.0,1.0,-0.032,-0.114	0.022
133	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172955	122173145	122173280	133	0,3,1,0,0	137,135,208,172,219	0,0,0,0,1	300,277,338,251,248	189	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
140	"ENSMUSG00000034525"	"Ice1"	chr13	-	70618984	70620769	70618984	70619061	70620657	70620769	140	0,1,3,3,0	3,12,7,5,4	2,0,3,2,0	18,6,23,10,15	1595	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
142	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896	142	3,0,0,0,0	0,1,1,1,2	0,0,1,0,0	1,1,2,3,4	108	-1	nan	nan	1.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.005,-0.0,-0.0	0.201
144	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355309	181355552	144	0,0,0,1,0	0,1,0,0,0	0,0,1,1,1	1,1,1,0,0	866	-1	1	nan	NA,-0.0,NA,1.0,NA	-0.0,-0.0,-0.001,1.0,1.0	0.1
145	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552	145	0,0,0,1,0	1,0,0,4,0	0,0,1,1,1	0,0,0,2,1	884	-1	1	nan	-0.0,NA,NA,-0.0,NA	NA,NA,1.0,-0.001,-0.001	-0.333
153	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102457459	102457852	102457459	102457559	102457771	102457852	153	0,0,0,1,0	1,0,1,0,2	0,0,1,0,1	3,0,4,2,3	211	-1	1	nan	-0.0,NA,-0.0,1.0,-0.0	-0.0,NA,-0.001,-0.0,-0.002	0.251
156	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40540678	40540947	40540678	40540806	40540888	40540947	156	2,0,3,4,3	53,52,36,36,58	2,0,9,5,4	100,27,86,75,70	81	-1	nan	nan	-0.0,-0.0,-0.001,-0.001,-0.001	-0.0,-0.0,-0.001,-0.001,-0.001	0.0
158	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77979752	77980547	77979752	77979771	77980500	77980547	158	1,0,1,5,0	7,1,2,2,0	1,0,1,1,0	1,6,5,5,4	728	-1	1	nan	-0.0,-0.0,-0.001,-0.003,NA	-0.001,-0.0,-0.0,-0.0,-0.0	-0.001
160	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028	160	7,8,3,9,7	112,121,124,130,95	4,6,1,5,1	71,65,62,70,81	77	-1	nan	nan	-0.001,-0.001,-0.0,-0.001,-0.001	-0.001,-0.001,-0.0,-0.001,-0.0	-0.0
162	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791	162	14,20,49,32,37	0,1,1,0,3	15,12,24,23,15	0,2,0,1,1	1028	-1	nan	nan	1.0,-0.02,-0.05,1.0,-0.012	1.0,-0.006,1.0,-0.023,-0.015	-0.008
164	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424	164	55,36,41,34,30	395,399,435,375,398	44,92,66,44,54	568,930,908,562,568	72	-1	nan	nan	-0.002,-0.001,-0.001,-0.001,-0.001	-0.001,-0.001,-0.001,-0.001,-0.001	-0.0
175	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7939442	7939665	7939442	7939532	7939605	7939665	175	0,0,0,2,0	4,0,0,0,0	3,0,0,2,0	4,2,9,1,5	72	-1	1	nan	-0.0,NA,NA,1.0,NA	-0.011,-0.0,-0.0,-0.029,-0.0	0.508
181	"ENSMUSG00000031783"	"Polr2c"	chr8	+	94862520	94862884	94862520	94862689	94862809	94862884	181	0,0,0,1,0	166,177,201,152,136	0,0,0,0,0	139,154,181,156,138	119	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0,-0.0,-0.0	0.0
183	"ENSMUSG00000027330"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148	183	0,0,1,0,0	1,2,1,4,0	0,1,0,0,0	5,5,15,4,9	378	-1	1	nan	-0.0,-0.0,-0.003,-0.0,NA	-0.0,-0.001,-0.0,-0.0,-0.0	-0.001
191	"ENSMUSG00000025188"	"Hps1"	chr19	-	42756257	42757906	42756257	42756340	42757792	42757906	191	0,0,1,0,0	2,1,5,1,0	1,0,0,0,0	4,0,4,1,0	1451	-1	1	nan	-0.0,-0.0,-0.0,-0.0,NA	-0.0,NA,-0.0,-0.0,NA	0.0
192	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053	192	1,1,5,0,0	14,15,19,9,3	1,7,4,2,0	10,28,37,42,7	109	-1	1	nan	-0.001,-0.001,-0.002,-0.0,-0.0	-0.001,-0.002,-0.001,-0.0,-0.0	0.0
193	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238	193	0,0,1,0,2	7,7,5,2,1	3,0,1,2,1	10,8,12,12,9	94	-1	nan	nan	-0.0,-0.0,-0.002,-0.0,-0.022	-0.003,-0.0,-0.001,-0.002,-0.001	-0.003
