ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
98	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69880766	69880948	69881296	69881411	69873883	69873935	69885248	69885597
99	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69880766	69880948	69881296	69881411	69877747	69879184	69885248	69885604
101	"ENSMUSG00000002881"	"Nab1"	chr1	-	52464784	52464947	52466889	52466979	52462087	52462204	52479237	52479289
102	"ENSMUSG00000028035"	"Dnajb4"	chr3	-	152186414	152186983	152193376	152193618	152183981	152185380	152209834	152210083
103	"ENSMUSG00000028035"	"Dnajb4"	chr3	-	152195049	152195100	152208883	152208946	152193376	152193618	152209834	152210057
107	"ENSMUSG00000037669"	"Ldah"	chr12	+	8268363	8268598	8275807	8275890	8238442	8238615	8283899	8285759
108	"ENSMUSG00000028416"	"Bag1"	chr4	-	40937131	40937194	40939076	40939184	40936397	40936676	40941524	40941638
109	"ENSMUSG00000028416"	"Bag1"	chr4	-	40939076	40939184	40941524	40941638	40937131	40937194	40943624	40943707
110	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34543972	34544417	34552176	34552322	34542426	34542607	34566856	34566893
113	"ENSMUSG00000040174"	"Alkbh3"	chr2	-	93981515	93981614	93996182	93996392	93980549	93980977	94001424	94001513
115	"ENSMUSG00000026489"	"Coq8a"	chr1	-	180174250	180174325	180178576	180178643	180171563	180171686	180178882	180179284
117	"ENSMUSG00000079557"	"March2"	chr17	-	33692018	33692153	33696036	33696246	33687227	33688242	33709744	33709972
118	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692153	33709744	33709972
119	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692203	33709744	33709972
120	"ENSMUSG00000071347"	"C1qtnf9"	chr14	+	60772275	60772462	60777024	60777087	60768133	60768168	60779251	60780869
123	"ENSMUSG00000032047"	"Acat1"	chr9	-	53584839	53584904	53587452	53587566	53583436	53583594	53589177	53589273
124	"ENSMUSG00000032047"	"Acat1"	chr9	-	53591306	53591457	53591967	53592111	53589177	53589273	53594405	53594506
125	"ENSMUSG00000029804"	"Herc3"	chr6	+	58868641	58868766	58874210	58874400	58862972	58863049	58876488	58876652
126	"ENSMUSG00000053617"	"Sh3pxd2a"	chr19	-	47314034	47314166	47320275	47320320	47286604	47286718	47343439	47343468
128	"ENSMUSG00000091512"	"Lamtor3"	chr3	+	137919920	137919955	137925111	137925170	137918872	137918918	137926808	137926942
131	"ENSMUSG00000032350"	"Gclc"	chr9	+	77791714	77791796	77791879	77791983	77788187	77788292	77792052	77792173
132	"ENSMUSG00000027010"	"Slc25a12"	chr2	-	71276640	71276799	71279515	71279654	71276431	71276522	71282469	71282610
133	"ENSMUSG00000038206"	"Fbxo8"	chr8	+	56569283	56569410	56588006	56588125	56564557	56564894	56590057	56590254
134	"ENSMUSG00000038696"	"Mapkap1"	chr2	+	34597422	34597560	34619844	34619942	34581191	34581332	34623422	34623475
136	"ENSMUSG00000022032"	"Scara5"	chr14	+	65689767	65689896	65730520	65731195	65670556	65670674	65738423	65738504
137	"ENSMUSG00000029207"	"Apbb2"	chr5	-	66462097	66462166	66492057	66492172	66451467	66452283	66543461	66543617
138	"ENSMUSG00000057113"	"Npm1"	chr11	-	33156002	33156104	33156663	33156747	33153985	33154060	33156990	33157048
140	"ENSMUSG00000022237"	"Ankrd33b"	chr15	-	31304991	31305132	31325085	31325215	31291477	31297984	31367038	31367726
141	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56594461	56594536	56606118	56606193	56592603	56592681	56611042	56611084
142	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56594461	56594536	56606118	56606193	56592603	56592681	56642488	56642560
143	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56604034	56604109	56642488	56642560	56602768	56602831	56647024	56647099
146	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56606118	56606193	56642488	56642560	56604624	56604699	56647024	56647099
147	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56611042	56611084	56647024	56647099	56606118	56606193	56650710	56650770
148	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56614689	56614752	56615564	56615612	56613672	56613720	56617374	56617434
149	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56626666	56626747	56627559	56627673	56624502	56624562	56629095	56629155
150	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56626666	56626747	56629095	56629155	56624502	56624562	56629855	56629939
151	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56627559	56627673	56629095	56629155	56624502	56624562	56629855	56629939
152	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56627559	56627673	56629095	56629155	56626666	56626747	56629855	56629939
153	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56637067	56637124	56642488	56642560	56634458	56634539	56647024	56647099
155	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996615	33996654	33996826	33996859	33996016	33996476	33997037	33997157
157	"ENSMUSG00000029767"	"Calu"	chr6	+	29361559	29361753	29366039	29366206	29356470	29356697	29366916	29366977
160	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116637975	116638048	116638960	116639160	116636509	116636669	116639809	116640005
161	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116641857	116641977	116645503	116645593	116640990	116641142	116651338	116651396
163	"ENSMUSG00000027288"	"Zfp106"	chr2	-	120513616	120513688	120514142	120514262	120512702	120512774	120515441	120515504
164	"ENSMUSG00000030996"	"Art1"	chr7	+	102106666	102107432	102108726	102108768	102106259	102106365	102110694	102111106
165	"ENSMUSG00000030996"	"Art1"	chr7	+	102107338	102107432	102108726	102108768	102106259	102106365	102110694	102111106
166	"ENSMUSG00000022771"	"Ppil2"	chr16	-	17093010	17093086	17094882	17095043	17091855	17091889	17096004	17096080
167	"ENSMUSG00000035248"	"Tut7"	chr13	-	59778751	59778815	59779136	59779201	59772633	59772859	59782017	59782343
168	"ENSMUSG00000035248"	"Tut7"	chr13	-	59811514	59811566	59814865	59814954	59810570	59810640	59815545	59815723
171	"ENSMUSG00000029769"	"Ccdc136"	chr6	+	29412363	29412534	29412901	29413087	29411247	29411385	29414785	29414980
175	"ENSMUSG00000030970"	"Ctbp2"	chr7	-	133081756	133081860	133123140	133123356	133025712	133025872	133123657	133123770
176	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86589163	86589341	86592290	86592366	86582903	86583096	86596750	86596839
177	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86592290	86592366	86596750	86596839	86582903	86583096	86599002	86599205
182	"ENSMUSG00000020361"	"Hspa4"	chr11	-	53262879	53262999	53265033	53265141	53262263	53262425	53265923	53266049
190	"ENSMUSG00000035139"	"Secisbp2"	chr13	+	51652606	51652755	51655098	51655240	51651696	51651820	51656880	51657110
194	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717572	88717658	88725994	88726068	88717325	88717470	88726279	88726471
195	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717572	88717658	88725994	88726179	88717325	88717470	88726279	88726471
196	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717601	88717658	88725994	88726068	88717325	88717470	88726279	88726369
197	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717601	88717658	88725994	88726179	88717325	88717470	88726279	88726471
198	"ENSMUSG00000030007"	"Cct7"	chr6	+	85459941	85460048	85461044	85461170	85459114	85459268	85461507	85461560
201	"ENSMUSG00000098789"	"Jmjd7"	chr2	+	120030815	120030872	120031574	120031651	120030288	120030542	120031840	120032000
202	"ENSMUSG00000098789"	"Jmjd7"	chr2	+	120031306	120031402	120031574	120031651	120030815	120030872	120031840	120032000
203	"ENSMUSG00000071064"	"Zfp827"	chr8	+	79091832	79092066	79120482	79120540	79076057	79076538	79136559	79136663
204	"ENSMUSG00000042121"	"Ssh1"	chr5	-	113966708	113966773	113970370	113970474	113966179	113966301	113989645	113989686
206	"ENSMUSG00000041921"	"Metap1d"	chr2	+	71515636	71515800	71524716	71524795	71512125	71512168	71524882	71525191
208	"ENSMUSG00000034832"	"Tet3"	chr6	-	83441216	83441273	83454749	83455480	83402666	83404824	83456288	83456392
209	"ENSMUSG00000100410"	"2310020H05Rik"	chr13	-	99078708	99078850	99078932	99079038	99076525	99076800	99083643	99083675
210	"ENSMUSG00000100410"	"2310020H05Rik"	chr13	-	99078708	99078850	99083643	99083675	99076525	99076800	99083827	99083924
211	"ENSMUSG00000100410"	"2310020H05Rik"	chr13	-	99078932	99079038	99083643	99083675	99076525	99076800	99083827	99083924
212	"ENSMUSG00000100410"	"2310020H05Rik"	chr13	-	99078932	99079038	99083643	99083675	99078708	99078850	99083827	99083924
213	"ENSMUSG00000100410"	"2310020H05Rik"	chr13	-	99078932	99079038	99083827	99083924	99078708	99078850	99087853	99087921
214	"ENSMUSG00000024135"	"Srbd1"	chr17	-	86102842	86103000	86109226	86109334	86099204	86099295	86115192	86115296
215	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5976764	5976893	5977811	5977940	5972812	5972888	5979672	5979721
217	"ENSMUSG00000033257"	"Ttll4"	chr1	+	74672843	74673010	74678897	74678931	74661749	74661889	74680353	74680463
219	"ENSMUSG00000002963"	"Pnkp"	chr7	+	44858452	44858749	44859722	44859802	44858101	44858209	44859887	44859945
220	"ENSMUSG00000002963"	"Pnkp"	chr7	+	44860359	44860431	44860862	44860911	44859887	44859945	44860988	44861059
221	"ENSMUSG00000002963"	"Pnkp"	chr7	+	44861146	44861239	44861317	44861414	44860988	44861059	44861499	44861561
223	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20674227	20674314	20675343	20675520	20672822	20672876	20675729	20675829
225	"ENSMUSG00000045128"	"Rpl18a"	chr8	-	70895915	70896045	70896132	70896312	70895378	70895709	70897358	70897396
226	"ENSMUSG00000045128"	"Rpl18a"	chr8	-	70895915	70896045	70896132	70896180	70895599	70895709	70897358	70897399
229	"ENSMUSG00000031696"	"Vps35"	chr8	-	85264143	85264323	85270692	85270815	85263310	85263550	85273471	85273627
230	"ENSMUSG00000063801"	"Ap3s2"	chr7	-	79882465	79882573	79909834	79909906	79875324	79880612	79915146	79915258
233	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185263630	185263859	185266900	185267014	185262678	185262839	185267172	185267279
234	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185263630	185263859	185266900	185267074	185262678	185262839	185267172	185267279
236	"ENSMUSG00000032998"	"Foxj3"	chr4	+	119585749	119585824	119602408	119602492	119573475	119573800	119616507	119616636
239	"ENSMUSG00000034295"	"Fhod3"	chr18	+	25022621	25022978	25028064	25028169	25020661	25020757	25056259	25056394
240	"ENSMUSG00000000708"	"Kat2b"	chr17	+	53644613	53644736	53648746	53648883	53641192	53641299	53653021	53653230
241	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3459360	3459480	3464544	3464695	3454927	3457051	3466492	3466599
242	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3507241	3507355	3511928	3512041	3496521	3496651	3514653	3514719
243	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	107009678	107009768	107028192	107028252	106915644	106915729	107030861	107030928
245	"ENSMUSG00000039001"	"Rps21"	chr2	+	180257985	180258057	180258229	180258285	180257787	180257851	180258377	180258445
247	"ENSMUSG00000026189"	"Pecr"	chr1	-	72274885	72274967	72276165	72276331	72270276	72270373	72277286	72277420
251	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54556526	54556651	54561692	54561871	54553197	54553304	54564514	54564621
252	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54559197	54559324	54561692	54561871	54556193	54556651	54565181	54565291
253	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54559197	54559324	54561692	54561871	54556367	54556651	54564514	54564621
254	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54559197	54559324	54564514	54564621	54556367	54556651	54565181	54565338
255	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54559197	54559324	54561692	54561871	54556526	54556651	54564184	54564272
256	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54561692	54561871	54564184	54564272	54559197	54559324	54564514	54564621
260	"ENSMUSG00000029675"	"Eln"	chr5	-	134705287	134705317	134705740	134705785	134704529	134704580	134706364	134706415
261	"ENSMUSG00000029675"	"Eln"	chr5	-	134722463	134722505	134724918	134724990	134722034	134722079	134725768	134725798
262	"ENSMUSG00000029675"	"Eln"	chr5	-	134724918	134724990	134725768	134725798	134722463	134722505	134726467	134726539
264	"ENSMUSG00000028834"	"Trim63"	chr4	+	134319631	134319800	134321182	134321278	134316386	134316559	134323003	134323237
269	"ENSMUSG00000028826"	"Maco1"	chr4	-	134828006	134828508	134830548	134830727	134812539	134812698	134833197	134833321
271	"ENSMUSG00000036833"	"Pnpla7"	chr2	+	25021941	25022011	25029506	25029656	25019403	25019517	25038836	25038900
272	"ENSMUSG00000036833"	"Pnpla7"	chr2	+	25029506	25029656	25038836	25038900	25021941	25022011	25039602	25039771
279	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44699555	44699696	44700945	44701086	44699346	44699449	44701502	44701670
280	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44699555	44699696	44700945	44701086	44699346	44699449	44703802	44703892
281	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44700945	44701086	44701502	44701670	44699555	44699696	44703802	44703892
282	"ENSMUSG00000052139"	"Babam2"	chr5	+	31820477	31820672	31831084	31831159	31785577	31785672	31901054	31901164
283	"ENSMUSG00000052139"	"Babam2"	chr5	+	31831084	31831159	31901054	31901164	31785577	31785672	32001360	32001460
284	"ENSMUSG00000052139"	"Babam2"	chr5	+	31901054	31901164	32001360	32001460	31831084	31831159	32004709	32004780
285	"ENSMUSG00000027668"	"Mfn1"	chr3	+	32569487	32569684	32574233	32574368	32568256	32568409	32577062	32577353
287	"ENSMUSG00000057110"	"Cntrl"	chr2	+	35160520	35160661	35160790	35160917	35160247	35160378	35161928	35162093
288	"ENSMUSG00000026457"	"Adipor1"	chr1	+	134428081	134428269	134431056	134431250	134425908	134426095	134431529	134433348
290	"ENSMUSG00000039648"	"Kyat1"	chr2	-	30187186	30187307	30187688	30187817	30186832	30186909	30188052	30188139
291	"ENSMUSG00000042105"	"Inpp5f"	chr7	+	128690626	128690698	128691751	128691825	128685085	128685284	128692253	128692382
292	"ENSMUSG00000035236"	"Scai"	chr2	-	39102320	39102399	39103202	39103304	39099375	39099475	39103663	39103765
293	"ENSMUSG00000042670"	"Immp1l"	chr2	+	105936991	105937118	105964179	105964290	105908323	105908429	105965263	105965558
294	"ENSMUSG00000024132"	"Eci1"	chr17	+	24426852	24426939	24433132	24433260	24426640	24426742	24436177	24436324
295	"ENSMUSG00000024132"	"Eci1"	chr17	+	24433132	24433260	24436177	24436324	24426703	24426939	24437219	24437341
296	"ENSMUSG00000024132"	"Eci1"	chr17	+	24433141	24433260	24436177	24436324	24426852	24426939	24437219	24437341
308	"ENSMUSG00000053279"	"Aldh1a1"	chr19	+	20553098	20553200	20601997	20602077	20493394	20493524	20610912	20611017
310	"ENSMUSG00000022186"	"Oxct1"	chr15	+	4128833	4128923	4142791	4142872	4059935	4059996	4153727	4153963
311	"ENSMUSG00000022186"	"Oxct1"	chr15	+	4128833	4128923	4142791	4142872	4101803	4101879	4153727	4153963
314	"ENSMUSG00000032534"	"Cep63"	chr9	-	102607325	102607439	102613294	102613417	102602841	102603075	102615274	102615370
315	"ENSMUSG00000032534"	"Cep63"	chr9	-	102615274	102615370	102618810	102618988	102607325	102607439	102619691	102619760
316	"ENSMUSG00000003421"	"Nosip"	chr7	+	45076309	45076428	45076551	45076739	45076068	45076228	45076820	45076929
317	"ENSMUSG00000021140"	"Pcnx"	chr12	+	81928241	81928374	81933530	81933715	81917664	81919380	81946930	81947021
318	"ENSMUSG00000035297"	"Cops4"	chr5	+	100541536	100541652	100543838	100543923	100537297	100537468	100547303	100547780
319	"ENSMUSG00000028291"	"Akirin2"	chr4	+	34562311	34562455	34565127	34565277	34550936	34551273	34565933	34566005
320	"ENSMUSG00000063273"	"Naa15"	chr3	+	51465593	51465692	51470085	51470229	51463263	51463372	51471484	51471570
321	"ENSMUSG00000005373"	"Mlxipl"	chr5	+	135122069	135122114	135123649	135123851	135121735	135121825	135123936	135124017
322	"ENSMUSG00000037876"	"Jmjd1c"	chr10	+	67157906	67158071	67189735	67189849	67096491	67096718	67215269	67215375
324	"ENSMUSG00000037960"	"Card19"	chr13	-	49203717	49203789	49205191	49205345	49202949	49203235	49208003	49208146
325	"ENSMUSG00000037960"	"Card19"	chr13	-	49203928	49203988	49205191	49205345	49203717	49203789	49208003	49208146
326	"ENSMUSG00000032405"	"Pias1"	chr9	-	62902758	62902832	62912749	62912855	62895830	62895991	62919350	62919485
327	"ENSMUSG00000050608"	"Micos10"	chr4	-	139104989	139105099	139105855	139105903	139101813	139104012	139130921	139131113
328	"ENSMUSG00000085653"	"Gm15179"	chr1	-	75369739	75369948	75373380	75373496	75368211	75368431	75374886	75375012
331	"ENSMUSG00000022095"	"Fam160b2"	chr14	-	70590339	70590444	70591574	70591747	70590128	70590251	70593968	70594047
332	"ENSMUSG00000054452"	"Tle5"	chr10	+	81564672	81564717	81564847	81564910	81564094	81564158	81565291	81565366
333	"ENSMUSG00000005656"	"Snx6"	chr12	-	54751781	54751867	54751940	54752100	54746348	54747059	54754289	54754376
334	"ENSMUSG00000005656"	"Snx6"	chr12	-	54757035	54757075	54760398	54760474	54754289	54754376	54763619	54763725
335	"ENSMUSG00000005656"	"Snx6"	chr12	-	54760398	54760474	54763619	54763725	54757035	54757075	54765583	54765679
336	"ENSMUSG00000005656"	"Snx6"	chr12	-	54763619	54763725	54765583	54765679	54760398	54760474	54768018	54768142
338	"ENSMUSG00000004567"	"Mcoln1"	chr8	+	3507148	3507316	3511687	3511810	3505737	3505943	3512649	3512865
340	"ENSMUSG00000039824"	"Myl6b"	chr10	-	128494589	128494667	128495053	128495227	128494156	128494483	128496252	128496396
341	"ENSMUSG00000039824"	"Myl6b"	chr10	-	128495053	128495227	128496252	128496396	128494589	128494667	128496613	128496641
343	"ENSMUSG00000022253"	"Nadk2"	chr15	+	9100105	9100202	9102982	9103038	9098808	9098874	9103325	9103379
344	"ENSMUSG00000040760"	"Appl1"	chr14	-	26960950	26961038	26962805	26962877	26959424	26959466	26963646	26963706
345	"ENSMUSG00000038290"	"Smg6"	chr11	+	74946006	74946219	74981851	74981913	74945521	74945632	74990069	74990215
346	"ENSMUSG00000034858"	"Fam214a"	chr9	+	75012940	75013054	75015843	75015923	75008650	75010466	75017037	75017146
347	"ENSMUSG00000034858"	"Fam214a"	chr9	+	75023584	75023653	75025650	75025847	75018996	75019155	75031514	75032085
348	"ENSMUSG00000040481"	"Bptf"	chr11	-	107086711	107086897	107095001	107095190	107082512	107082700	107095715	107095925
350	"ENSMUSG00000025495"	"Ptdss2"	chr7	+	141147080	141147148	141151649	141151784	141135308	141135410	141152191	141152242
351	"ENSMUSG00000025495"	"Ptdss2"	chr7	+	141147080	141147148	141154352	141154467	141143092	141143175	141154556	141154702
352	"ENSMUSG00000059119"	"Nap1l4"	chr7	-	143521400	143521430	143524160	143524280	143520383	143520440	143524693	143524716
353	"ENSMUSG00000059119"	"Nap1l4"	chr7	-	143524693	143524716	143527165	143527311	143521400	143521430	143529417	143529557
354	"ENSMUSG00000059119"	"Nap1l4"	chr7	-	143527165	143527311	143529417	143529557	143521400	143521430	143532308	143532380
355	"ENSMUSG00000059119"	"Nap1l4"	chr7	-	143527165	143527311	143532308	143532380	143521400	143521430	143534285	143534417
356	"ENSMUSG00000059119"	"Nap1l4"	chr7	-	143527165	143527311	143529417	143529557	143524693	143524716	143532308	143532380
358	"ENSMUSG00000029407"	"Uso1"	chr5	+	92195347	92195434	92198335	92198434	92194011	92194175	92199816	92199924
