ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
61	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31630960	31631038	31632895	31632968	31630032	31630127	31634198	31634279
62	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31632895	31632968	31634198	31634279	31630960	31631038	31635743	31635784
63	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88161877	88161966	88164887	88165031	88158128	88158265	88166995	88167172
64	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81204891	81205016	81314259	81316104
65	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81209453	81209471	81314259	81316104
66	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43027196	43027295	43040539	43040596	43026179	43026229	43042590	43042676
67	"ENSMUSG00000101177"	"Gm29586"	chrY	-	65751298	65751482	65752879	65753010	65750713	65750783	65754863	65754911
68	"ENSMUSG00000053877"	"Srcap"	chr7	+	127538948	127539236	127539756	127539921	127538502	127538768	127540655	127540922
69	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887656	101884161	101884414	101888676	101888706
70	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887891	101884161	101884414	101888676	101888706
71	"ENSMUSG00000063564"	"Col23a1"	chr11	+	51557470	51557587	51558428	51558464	51551975	51552002	51560006	51560033
72	"ENSMUSG00000027809"	"Etfdh"	chr3	-	79614999	79615146	79615923	79616001	79613621	79613762	79618306	79618425
73	"ENSMUSG00000041143"	"Tmco4"	chr4	+	139019572	139019642	139020045	139020189	139010468	139010601	139020858	139020978
74	"ENSMUSG00000001285"	"Myg1"	chr15	+	102336831	102336984	102337100	102337223	102334201	102334361	102337328	102337510
75	"ENSMUSG00000062209"	"Erbb4"	chr1	-	68290242	68290317	68290438	68290483	68259180	68259313	68298286	68298441
76	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355309	181355552	181354352	181354442	181355650	181355812
77	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355327	181355552	181354352	181354442	181355650	181355812
78	"ENSMUSG00000027474"	"Ccm2l"	chr2	+	153074771	153074907	153076400	153076464	153071757	153072212	153078481	153078611
79	"ENSMUSG00000020459"	"Mtif2"	chr11	+	29533831	29533992	29535089	29535266	29533225	29533397	29536832	29536972
80	"ENSMUSG00000063558"	"Aox1"	chr1	+	58059034	58059186	58059378	58059472	58058131	58058224	58061195	58061305
81	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55555982	55556225	55564519	55564580	55554216	55554448	55569704	55571120
82	"ENSMUSG00000035310"	"Lin54"	chr5	-	100459585	100459802	100475688	100475831	100454434	100454508	100485139	100485855
83	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70706940	70707086	70708441	70708611	70706680	70706759	70708778	70708858
84	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69873883	69873935	69880766	69880948	69871731	69871781	69881296	69881411
85	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69879101	69879184	69881296	69881411	69873883	69873935	69885248	69885615
86	"ENSMUSG00000039703"	"Nploc4"	chr11	-	120408772	120408899	120411657	120411744	120404205	120404366	120413559	120413739
87	"ENSMUSG00000002881"	"Nab1"	chr1	-	52464784	52464947	52466889	52466979	52462087	52462204	52479237	52479289
88	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611170	32611375	32651656	32651755
89	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611183	32611837	32651656	32651755
90	"ENSMUSG00000028035"	"Dnajb4"	chr3	-	152186414	152186983	152193376	152193618	152183981	152185380	152209834	152210083
91	"ENSMUSG00000028035"	"Dnajb4"	chr3	-	152195049	152195100	152208883	152208946	152193376	152193618	152209834	152210057
92	"ENSMUSG00000022960"	"Donson"	chr16	-	91683632	91683811	91684301	91684480	91682742	91682821	91686166	91686370
93	"ENSMUSG00000037669"	"Ldah"	chr12	+	8227219	8227363	8238442	8238615	8220599	8220755	8268363	8268598
94	"ENSMUSG00000037669"	"Ldah"	chr12	+	8238442	8238615	8268363	8268598	8220599	8220755	8275807	8275890
95	"ENSMUSG00000037669"	"Ldah"	chr12	+	8268363	8268598	8275807	8275890	8238442	8238615	8283899	8285759
96	"ENSMUSG00000028416"	"Bag1"	chr4	-	40937131	40937194	40939076	40939184	40936397	40936676	40941524	40941638
97	"ENSMUSG00000028416"	"Bag1"	chr4	-	40939076	40939184	40941524	40941638	40937131	40937194	40943624	40943707
98	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34543972	34544417	34552176	34552322	34542426	34542607	34566856	34566893
99	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34569712	34569727	34571717	34571921	34567397	34567567	34572989	34573012
100	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34572989	34573012	34576985	34577344	34567397	34567567	34578594	34578670
101	"ENSMUSG00000039530"	"Tusc3"	chr8	+	39071375	39071516	39096924	39097014	39067621	39067762	39126528	39126592
102	"ENSMUSG00000026489"	"Coq8a"	chr1	-	180174250	180174325	180178576	180178643	180171563	180171686	180178882	180179284
103	"ENSMUSG00000079557"	"March2"	chr17	-	33692018	33692153	33696036	33696246	33687227	33688242	33703012	33703208
104	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692153	33709744	33709972
105	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692203	33709744	33709972
106	"ENSMUSG00000071347"	"C1qtnf9"	chr14	+	60772275	60772462	60777024	60777087	60768133	60768168	60779251	60780869
107	"ENSMUSG00000099550"	"Gm28079"	chrY	-	70011119	70011303	70012700	70012830	70010534	70010604	70014707	70014755
108	"ENSMUSG00000063600"	"Egfem1"	chr3	+	29357144	29357195	29513887	29514010	29153496	29153601	29582906	29583029
109	"ENSMUSG00000029804"	"Herc3"	chr6	+	58868641	58868766	58874210	58874400	58862972	58863049	58876488	58876652
110	"ENSMUSG00000053617"	"Sh3pxd2a"	chr19	-	47314034	47314166	47320275	47320320	47286604	47286718	47343439	47343468
111	"ENSMUSG00000020311"	"Erlec1"	chr11	-	30935367	30935445	30939496	30939621	30934981	30935059	30943038	30943098
112	"ENSMUSG00000037605"	"Adgrl3"	chr5	+	81787435	81787564	81792360	81792412	81771583	81771680	81794263	81795347
113	"ENSMUSG00000027010"	"Slc25a12"	chr2	-	71333604	71333720	71343889	71344032	71323975	71324115	71366526	71366580
114	"ENSMUSG00000038206"	"Fbxo8"	chr8	+	56569283	56569410	56588006	56588125	56564557	56564894	56590057	56590254
115	"ENSMUSG00000038696"	"Mapkap1"	chr2	+	34597422	34597560	34619844	34619942	34581191	34581332	34623422	34623475
116	"ENSMUSG00000041670"	"Rims1"	chr1	-	22593032	22593044	22594092	22594104	22538285	22538623	22596370	22596584
117	"ENSMUSG00000022032"	"Scara5"	chr14	+	65689767	65689896	65730520	65731195	65670556	65670674	65738423	65738504
118	"ENSMUSG00000029207"	"Apbb2"	chr5	-	66462097	66462166	66492057	66492172	66451467	66452283	66543461	66543617
119	"ENSMUSG00000057113"	"Npm1"	chr11	-	33156002	33156104	33156663	33156747	33153985	33154060	33156990	33157048
120	"ENSMUSG00000024921"	"Smarca2"	chr19	+	26759877	26759931	26770937	26771043	26751823	26752041	26771507	26771609
121	"ENSMUSG00000022237"	"Ankrd33b"	chr15	-	31304991	31305132	31325085	31325215	31291477	31297984	31367038	31367726
122	"ENSMUSG00000021234"	"Fam161b"	chr12	-	84348276	84348376	84348605	84348770	84345316	84346935	84353799	84353927
123	"ENSMUSG00000022265"	"Ank"	chr15	+	27562723	27562894	27564901	27565036	27557163	27557247	27567514	27567607
124	"ENSMUSG00000022265"	"Ank"	chr15	+	27564901	27565036	27567514	27567607	27562723	27562894	27571558	27571654
125	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56594461	56594536	56606118	56606193	56592603	56592681	56611042	56611084
126	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56594461	56594536	56606118	56606193	56592603	56592681	56642488	56642560
127	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56604034	56604109	56642488	56642560	56602768	56602831	56647024	56647099
128	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56606118	56606193	56642488	56642560	56592603	56592681	56647024	56647099
129	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56606118	56606193	56642488	56642560	56594461	56594536	56647024	56647099
130	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56606118	56606193	56642488	56642560	56604624	56604699	56647024	56647099
131	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56611042	56611084	56647024	56647099	56606118	56606193	56650710	56650770
132	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56614689	56614752	56615564	56615612	56613672	56613720	56617374	56617434
133	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56626666	56626747	56627559	56627673	56624502	56624562	56629095	56629155
134	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56626666	56626747	56629095	56629155	56624502	56624562	56629855	56629939
135	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56627559	56627673	56629095	56629155	56624502	56624562	56629855	56629939
136	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56627559	56627673	56629095	56629155	56626666	56626747	56629855	56629939
137	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56637067	56637124	56642488	56642560	56634458	56634539	56647024	56647099
138	"ENSMUSG00000089837"	"Npcd"	chr15	-	79828687	79828978	79833511	79833578	79794255	79794475	79833701	79833767
139	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996615	33996654	33996826	33996859	33996016	33996476	33997037	33997157
140	"ENSMUSG00000029767"	"Calu"	chr6	+	29361293	29361487	29361559	29361753	29356470	29356697	29366039	29366206
141	"ENSMUSG00000029767"	"Calu"	chr6	+	29361559	29361753	29366039	29366206	29356470	29356697	29366916	29366977
142	"ENSMUSG00000029767"	"Calu"	chr6	+	29361559	29361753	29366039	29366206	29361293	29361487	29366916	29366977
143	"ENSMUSG00000023345"	"Poc1a"	chr9	+	106325388	106325516	106326283	106326326	106307940	106308033	106329872	106330016
144	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116640990	116641142	116641857	116641977	116639809	116640005	116645503	116645593
145	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116641857	116641977	116645503	116645593	116640990	116641142	116651338	116651396
146	"ENSMUSG00000019916"	"P4ha1"	chr10	+	59354339	59354410	59355349	59355420	59352082	59352259	59361860	59361960
147	"ENSMUSG00000027288"	"Zfp106"	chr2	-	120513616	120513688	120514142	120514262	120512702	120512774	120515441	120515504
148	"ENSMUSG00000030996"	"Art1"	chr7	+	102106666	102107432	102108726	102108768	102106259	102106365	102110694	102111106
149	"ENSMUSG00000030996"	"Art1"	chr7	+	102107338	102107432	102108726	102108768	102106259	102106365	102110694	102111106
150	"ENSMUSG00000022771"	"Ppil2"	chr16	-	17093010	17093086	17094882	17095043	17091855	17091889	17096004	17096080
151	"ENSMUSG00000035248"	"Tut7"	chr13	-	59778751	59778815	59779136	59779201	59772633	59772859	59782017	59782343
152	"ENSMUSG00000035248"	"Tut7"	chr13	-	59811514	59811566	59814865	59814954	59810570	59810640	59815545	59815723
153	"ENSMUSG00000029781"	"Fkbp9"	chr6	+	56860655	56860801	56873366	56873512	56856232	56856422	56875668	56875832
154	"ENSMUSG00000039217"	"Il18"	chr9	+	50576693	50576705	50577536	50577548	50575272	50575348	50577760	50577892
155	"ENSMUSG00000032625"	"Thsd7a"	chr6	-	12349709	12349715	12351611	12351617	12348196	12348330	12351984	12352163
156	"ENSMUSG00000029769"	"Ccdc136"	chr6	+	29412363	29412534	29412901	29413087	29411247	29411385	29414785	29414980
157	"ENSMUSG00000029769"	"Ccdc136"	chr6	+	29412363	29412534	29421990	29422097	29411247	29411385	29426624	29426948
158	"ENSMUSG00000029769"	"Ccdc136"	chr6	+	29412901	29413087	29421990	29422097	29411247	29411385	29426624	29426948
159	"ENSMUSG00000063889"	"Crem"	chr18	-	3276693	3276729	3287903	3288092	3273421	3273578	3295039	3295182
160	"ENSMUSG00000030970"	"Ctbp2"	chr7	-	133081756	133081860	133123140	133123356	133025712	133025872	133123657	133123770
161	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86589163	86589341	86592290	86592366	86582903	86583096	86596750	86596839
162	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86592290	86592366	86596750	86596839	86582903	86583096	86599002	86599205
163	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86592290	86592366	86596750	86596839	86589163	86589341	86599002	86599205
164	"ENSMUSG00000020716"	"Nf1"	chr11	+	79463232	79463295	79468113	79468154	79458770	79458906	79468716	79468875
165	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38297465	38297575	38298308	38298395	38296819	38297205	38299753	38299926
166	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38297499	38297575	38313211	38313384	38296677	38296798	38314672	38314803
167	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38301655	38301807	38307864	38308395	38300428	38300590	38309484	38309713
168	"ENSMUSG00000020361"	"Hspa4"	chr11	-	53262879	53262999	53265033	53265141	53262263	53262425	53265923	53266049
169	"ENSMUSG00000061981"	"Flot2"	chr11	+	78053362	78053453	78054784	78054875	78049477	78049559	78055756	78055880
170	"ENSMUSG00000031133"	"Arhgef6"	chrX	-	57241805	57241826	57243389	57243515	57240593	57240687	57244604	57244750
171	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	66996464	66996590	67082535	67082709	66994516	66994712	67180828	67180865
172	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	67082535	67082709	67180828	67180865	66996464	66996590	67206425	67206477
173	"ENSMUSG00000020836"	"Coro6"	chr11	+	77467223	77467343	77467749	77467869	77466417	77466599	77468265	77468370
174	"ENSMUSG00000040112"	"Mrps35"	chr6	+	147055851	147055991	147060141	147060251	147048133	147048301	147061422	147061492
175	"ENSMUSG00000035139"	"Secisbp2"	chr13	+	51652606	51652755	51655098	51655240	51651696	51651820	51656880	51657110
176	"ENSMUSG00000040387"	"Klhl32"	chr4	-	24632642	24632701	24682054	24682270	24629159	24629352	24708952	24709051
177	"ENSMUSG00000040387"	"Klhl32"	chr4	-	24682054	24682270	24708952	24709051	24632642	24632701	24743857	24743965
178	"ENSMUSG00000024436"	"Mrps18b"	chr17	-	35912337	35912404	35914333	35914402	35911418	35911478	35914491	35914589
179	"ENSMUSG00000030007"	"Cct7"	chr6	+	85459941	85460048	85461086	85461170	85459114	85459268	85461507	85461560
180	"ENSMUSG00000047502"	"Mroh7"	chr4	-	106700126	106700265	106702482	106702637	106699721	106699912	106703014	106703191
181	"ENSMUSG00000098789"	"Jmjd7"	chr2	+	120030815	120030872	120031574	120031651	120030288	120030542	120031840	120032000
182	"ENSMUSG00000098789"	"Jmjd7"	chr2	+	120031306	120031402	120031574	120031651	120030815	120030872	120031840	120032000
183	"ENSMUSG00000042121"	"Ssh1"	chr5	-	113966708	113966773	113970370	113970474	113966179	113966301	113989645	113989686
184	"ENSMUSG00000041921"	"Metap1d"	chr2	+	71515636	71515800	71522532	71522630	71512125	71512168	71523801	71523849
185	"ENSMUSG00000034832"	"Tet3"	chr6	-	83441216	83441273	83454749	83455480	83402666	83404824	83456288	83456392
186	"ENSMUSG00000100410"	"2310020H05Rik"	chr13	-	99078708	99078850	99078932	99079038	99076525	99076800	99083643	99083675
187	"ENSMUSG00000100410"	"2310020H05Rik"	chr13	-	99078932	99079038	99083643	99083675	99078708	99078850	99083827	99083924
188	"ENSMUSG00000024135"	"Srbd1"	chr17	-	86102842	86103000	86109226	86109334	86099204	86099295	86115192	86115296
189	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5976764	5976893	5977811	5977940	5972812	5972888	5979672	5979721
190	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5981069	5981114	5982500	5982572	5979672	5979721	5982720	5982758
191	"ENSMUSG00000033257"	"Ttll4"	chr1	+	74672843	74673010	74678897	74678931	74661749	74661889	74680353	74680463
192	"ENSMUSG00000033257"	"Ttll4"	chr1	+	74687203	74687395	74687477	74687560	74686316	74686393	74687722	74687851
193	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20673598	20673655	20673867	20673961	20672748	20672876	20674227	20674314
194	"ENSMUSG00000045983"	"Eif4g1"	chr16	+	20674227	20674314	20675343	20675520	20672822	20672876	20675729	20675829
195	"ENSMUSG00000020366"	"Mapk9"	chr11	+	49873835	49873907	49874263	49874335	49872733	49872899	49878230	49878413
196	"ENSMUSG00000045128"	"Rpl18a"	chr8	-	70895915	70896045	70896132	70896312	70895378	70895709	70897358	70897396
197	"ENSMUSG00000045128"	"Rpl18a"	chr8	-	70895915	70896045	70896132	70896180	70895599	70895709	70897358	70897399
198	"ENSMUSG00000021144"	"Mta1"	chr12	+	113133540	113133576	113135796	113135828	113133184	113133337	113136280	113136432
199	"ENSMUSG00000031696"	"Vps35"	chr8	-	85264143	85264323	85270692	85270815	85263310	85263550	85273471	85273627
200	"ENSMUSG00000063801"	"Ap3s2"	chr7	-	79882465	79882573	79909834	79909906	79875324	79880612	79915146	79915258
201	"ENSMUSG00000026222"	"Sp100"	chr1	+	85670001	85670082	85673624	85673771	85666913	85667003	85675194	85675266
202	"ENSMUSG00000026222"	"Sp100"	chr1	+	85681085	85681139	85691974	85692049	85679058	85679109	85694258	85694309
203	"ENSMUSG00000000296"	"Tpd52l1"	chr10	-	31338184	31338245	31341139	31341178	31332626	31332969	31346610	31346712
204	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185263630	185263859	185266900	185267014	185262678	185262839	185267172	185267279
205	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185263630	185263859	185266900	185267074	185262678	185262839	185267172	185267279
206	"ENSMUSG00000005610"	"Eif4g2"	chr7	-	111076279	111076393	111076695	111076856	111075586	111075712	111076937	111077076
207	"ENSMUSG00000032998"	"Foxj3"	chr4	+	119585749	119585824	119602408	119602492	119573475	119573800	119616507	119616636
208	"ENSMUSG00000034295"	"Fhod3"	chr18	+	25022621	25022978	25028064	25028169	25001790	25002032	25056259	25056394
209	"ENSMUSG00000034295"	"Fhod3"	chr18	+	25028064	25028169	25056259	25056394	25022621	25022978	25060325	25060376
210	"ENSMUSG00000000708"	"Kat2b"	chr17	+	53644613	53644736	53648746	53648883	53641192	53641299	53653021	53653230
211	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3459360	3459480	3464544	3464695	3454927	3457051	3466492	3466599
212	"ENSMUSG00000024908"	"Ppp6r3"	chr19	-	3507241	3507355	3511928	3512041	3496521	3496651	3514653	3514719
213	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	107009678	107009768	107028192	107028252	106915644	106915729	107030861	107030928
214	"ENSMUSG00000061887"	"Ssbp3"	chr4	+	107027216	107027297	107028192	107028252	107009678	107009768	107030861	107030928
215	"ENSMUSG00000040434"	"Large2"	chr2	-	92367753	92367866	92369267	92369372	92367538	92367664	92369489	92369661
216	"ENSMUSG00000026189"	"Pecr"	chr1	-	72274885	72274967	72276165	72276331	72270276	72270373	72277286	72277420
217	"ENSMUSG00000026189"	"Pecr"	chr1	-	72275652	72275802	72276165	72276331	72274885	72274967	72277286	72277420
218	"ENSMUSG00000053110"	"Yap1"	chr9	-	7939139	7939152	7950491	7950539	7938407	7938538	7952952	7953134
219	"ENSMUSG00000053110"	"Yap1"	chr9	-	7939139	7939164	7950491	7950539	7938407	7938538	7952952	7953134
220	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54559197	54559324	54561692	54561871	54556193	54556651	54565181	54565291
221	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54559197	54559324	54561692	54561871	54556367	54556651	54564514	54564621
