ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64749031	64749172	64749694	64749823	64739847	64743098	64751728	64751830	11	8,13,20,14,2	16,36,21,6,14	1,6,8	12,11,12	-2	-2	0.358349556989	0.722876695503	0.333,0.265,0.488,0.7,0.125	0.077,0.353,0.4	0.106
12	"ENSMUSG00000023143"	"Nagpa"	chr16	-	5199615	5199744	5199942	5200051	5198730	5198936	5201373	5201513	12	6,6,9,14,12	4,2,15,5,7	5,9,6	3,8,11	-2	-2	0.271109155151	0.595611624389	0.6,0.75,0.375,0.737,0.632	0.625,0.529,0.353	0.116
13	"ENSMUSG00000056342"	"Usp34"	chr11	+	23420039	23420144	23421097	23421153	23418978	23419131	23421245	23421366	13	43,13,40,21,13	7,7,8,11,8	12,18,19	4,10,14	-2	-2	0.141778126198	0.39284988287	0.86,0.65,0.833,0.656,0.619	0.75,0.643,0.576	0.067
14	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119344508	119346469	119346568	119344172	119344252	119347729	119347810	14	5,1,4,6,3	87,68,91,108,70	3,3,6	76,77,83	-2	-2	0.743727317186	1.0	0.054,0.014,0.042,0.053,0.041	0.038,0.037,0.067	-0.007
15	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348920	119349100	119349353	119349409	119348580	119348771	119349491	119349637	15	10,8,18,11,6	47,24,41,54,25	7,6,7	39,14,16	-2	-2	0.927173778992	1.0	0.175,0.25,0.305,0.169,0.194	0.152,0.3,0.304	-0.033
16	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70247573	70247719	70266629	70266754	70245852	70245992	70267308	70267506	16	36,20,33,34,29	30,33,33,10,17	32,22,18	5,6,8	-2	-2	0.00136957207214	0.0116593832983	0.545,0.377,0.5,0.773,0.63	0.865,0.786,0.692	-0.216
17	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70256359	70256471	70266629	70266754	70247573	70247719	70267308	70267506	17	37,20,33,34,30	40,38,48,31,20	32,22,19	14,25,24	-2	-2	0.374174001275	0.739772586172	0.481,0.345,0.407,0.523,0.6	0.696,0.468,0.442	-0.064
18	"ENSMUSG00000030347"	"D6Wsu163e"	chr6	+	126966879	126967082	126973555	126973613	126961965	126962040	126974486	126974554	18	10,10,11,6,5	5,10,8,8,4	6,8,4	1,4,6	-2	-2	0.436064576915	0.80840625004	0.667,0.5,0.579,0.429,0.556	0.857,0.667,0.4	-0.095
19	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23111502	23111592	23110233	23110343	23111816	23112409	19	535,479,745,523,414	439,388,508,352,353	450,347,312	296,311,287	-2	-2	0.511181689111	0.892068922063	0.549,0.552,0.595,0.598,0.54	0.603,0.527,0.521	0.016
20	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111263	23111502	23111592	23110579	23110723	23111816	23111896	20	504,369,641,506,412	439,388,507,353,353	421,188,197	297,311,287	-2	-2	0.0641920398241	0.224498647385	0.534,0.487,0.558,0.589,0.539	0.586,0.377,0.407	0.085
21	"ENSMUSG00000041890"	"Git2"	chr5	-	114739032	114739281	114743775	114743880	114733860	114733943	114745428	114745571	21	14,10,29,32,16	9,7,16,5,5	4,9,4	9,4,2	-2	-2	0.204530383776	0.495622315742	0.609,0.588,0.644,0.865,0.762	0.308,0.692,0.667	0.138
23	"ENSMUSG00000041890"	"Git2"	chr5	-	114766451	114766557	114769616	114769750	114764346	114764477	114773313	114773495	23	10,7,13,17,3	0,0,0,0,1	4,7,13	0,0,0	-2	-2	1	1.0	1.0,1.0,1.0,1.0,0.75	1.0,1.0,1.0	-0.05
24	"ENSMUSG00000024789"	"Jak2"	chr19	+	29288673	29288801	29291166	29291301	29287900	29288087	29294855	29294943	24	40,15,38,38,23	32,13,38,27,22	34,25,28	31,19,16	-2	-2	0.549938496681	0.925810967998	0.556,0.536,0.5,0.585,0.511	0.523,0.568,0.636	-0.038
25	"ENSMUSG00000026495"	"Efcab2"	chr1	+	178455815	178455888	178474881	178474961	178437401	178437486	178475684	178475727	25	11,15,10,11,6	6,15,12,12,7	7,16,21	18,9,8	-2	-2	0.676432615018	1.0	0.647,0.5,0.455,0.478,0.462	0.28,0.64,0.724	-0.04
26	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44161809	44161953	44163876	44164084	44160976	44161037	44166808	44166998	26	7,7,26,8,6	21,13,16,10,7	7,6,2	12,9,3	-2	-2	0.608435596426	0.976818438927	0.25,0.35,0.619,0.444,0.462	0.368,0.4,0.4	0.036
27	"ENSMUSG00000032952"	"Ap4b1"	chr3	+	103817759	103817843	103818803	103818907	103814824	103815321	103820253	103820461	27	20,14,25,14,22	21,46,35,29,35	18,16,20	16,17,7	-2	-2	0.00794924687526	0.0472934503751	0.488,0.233,0.417,0.326,0.386	0.529,0.485,0.741	-0.215
29	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83733413	83733566	83729381	83729525	83734008	83734125	29	50,66,105,66,51	45,29,50,40,36	25,46,31	17,22,19	-2	-2	0.803520652186	1.0	0.526,0.695,0.677,0.623,0.586	0.595,0.676,0.62	-0.009
30	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83734295	83734352	83729381	83729525	83741106	83741169	30	2,1,3,0,2	44,31,48,43,35	0,6,8	17,22,19	-2	-2	0.000120170281228	0.00161979524905	0.043,0.031,0.059,0.0,0.054	0.0,0.214,0.296	-0.133
31	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734008	83734125	83734295	83734352	83729381	83729525	83741106	83741169	31	2,1,3,0,2	0,0,3,0,0	0,6,8	0,2,3	-2	-2	1	1.0	1.0,1.0,0.5,NA,1.0	NA,0.75,0.727	0.137
32	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107750007	107750092	107750462	107750548	107749707	107749799	107751718	107751791	32	60,41,64,59,47	47,32,64,25,34	27,38,28	17,35,21	-2	-2	0.783132051043	1.0	0.561,0.562,0.5,0.702,0.58	0.614,0.521,0.571	0.012
33	"ENSMUSG00000034621"	"Gpatch8"	chr11	-	102531312	102531330	102537111	102537146	102528093	102528166	102538281	102538356	33	0,0,0,0,1	0,0,0,0,1	0,1,1	4,5,4	-2	-2	1	1.0	NA,NA,NA,NA,0.5	0.0,0.167,0.2	0.378
34	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25471797	25472073	25463328	25463900	25476343	25476703	34	5,17,10,22,18	3,1,0,0,0	5,3,7	0,1,0	-2	-2	1	1.0	0.625,0.944,1.0,1.0,1.0	1.0,0.75,1.0	-0.003
35	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25465467	25465520	25466316	25466437	25464848	25464880	25471797	25472073	35	42,24,41,26,22	2,0,0,0,0	6,13,16	1,0,0	-2	-2	1	1.0	0.955,1.0,1.0,1.0,1.0	0.857,1.0,1.0	0.039
36	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25466316	25466437	25471797	25472073	25465467	25465520	25476343	25476703	36	7,17,10,21,18	2,3,0,1,4	5,3,7	0,1,0	-2	-2	0.00804730507262	0.0474406048472	0.778,0.85,1.0,0.955,0.818	1.0,0.75,1.0	-0.036
38	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519917	109519993	109520467	109520642	109519584	109519648	109521600	109522367	38	269,455,277,265,172	0,0,0,0,0	156,319,263	1,0,0	-2	-2	1	1.0	1.0,1.0,1.0,1.0,1.0	0.994,1.0,1.0	0.002
40	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125549	98125613	98126303	98126453	98125025	98125090	98126852	98126923	40	936,668,1112,851,781	2214,1556,2498,1797,1776	1472,1526,1750	3315,3968,4508	-2	-2	0.258690909119	0.580149109879	0.297,0.3,0.308,0.321,0.305	0.307,0.278,0.28	0.018
41	"ENSMUSG00000063145"	"Bbs5"	chr2	+	69661035	69661098	69663025	69663160	69656896	69656992	69665025	69665109	41	6,2,7,1,5	8,1,3,6,2	1,0,0	1,4,2	-2	-2	2.51776134663e-05	0.000397315022261	0.429,0.667,0.7,0.143,0.714	0.5,0.0,0.0	0.364
42	"ENSMUSG00000068250"	"Amn1"	chr6	-	149169302	149169404	149169447	149169504	149166805	149166917	149170832	149171050	42	18,10,23,12,13	0,0,0,0,0	5,6,14	0,1,0	-2	-2	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.857,1.0	0.048
43	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010003	98010376	98011342	98011497	98009857	98009916	98011865	98011942	43	252,229,266,247,237	2,2,0,2,1	231,335,305	1,1,0	-2	-2	1	1.0	0.992,0.991,1.0,0.992,0.996	0.996,0.997,1.0	-0.003
44	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010295	98010376	98011342	98011497	98009857	98009916	98011865	98011942	44	252,229,266,247,237	111,105,137,109,130	231,335,305	111,170,120	-2	-2	0.683535627697	1.0	0.694,0.686,0.66,0.694,0.646	0.675,0.663,0.718	-0.009
45	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010626	98010646	98011342	98011497	98010295	98010376	98011865	98011942	45	490,416,506,467,384	2,1,0,1,0	404,568,517	3,0,2	-2	-2	1	1.0	0.996,0.998,1.0,0.998,1.0	0.993,1.0,0.996	0.002
46	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101981378	101981589	102009788	102009887	101968868	101968992	102041654	102041743	46	11,7,7,6,3	6,6,13,10,4	7,1,0	2,5,2	-2	-2	0.344604216489	0.702786219286	0.647,0.538,0.35,0.375,0.429	0.778,0.167,0.0	0.153
47	"ENSMUSG00000054302"	"Eapp"	chr12	-	54685859	54685971	54691999	54692095	54678509	54678623	54692774	54692956	47	48,51,50,42,21	37,28,48,56,42	18,31,6	29,10,15	-2	-2	0.906357740436	1.0	0.565,0.646,0.51,0.429,0.333	0.383,0.756,0.286	0.022
48	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880007	82880127	82880746	82880818	82876170	82876324	82882227	82882437	48	37,18,48,42,23	14,3,19,20,22	13,12,14	16,8,6	-2	-2	0.183873051841	0.462003357441	0.725,0.857,0.716,0.677,0.511	0.448,0.6,0.7	0.115
49	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591262	115591366	115591629	115591753	115590886	115590967	115592431	115592530	49	11,9,12,9,8	10,3,23,19,10	8,6,6	5,7,13	-2	-2	0.969373992301	1.0	0.524,0.75,0.343,0.321,0.444	0.615,0.462,0.316	0.012
50	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115592431	115592530	115591262	115591366	115594705	115594781	50	6,5,7,6,10	7,10,11,7,9	4,7,12	10,5,4	-2	-2	0.358365842477	0.722876695503	0.462,0.333,0.389,0.462,0.526	0.286,0.583,0.75	-0.105
51	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96821250	96821409	96822103	96822319	96817413	96820516	96827197	96828223	51	418,409,468,375,318	485,397,525,354,306	328,183,220	268,353,318	-2	-2	0.169338974412	0.440037090089	0.463,0.507,0.471,0.514,0.51	0.55,0.341,0.409	0.06
52	"ENSMUSG00000042015"	"Wdr41"	chr13	+	94995249	94995298	95005730	95005842	94978469	94978585	95008807	95008870	52	11,13,17,9,14	33,18,33,34,25	9,10,11	11,28,10	-2	-2	0.314532236255	0.659116945286	0.25,0.419,0.34,0.209,0.359	0.45,0.263,0.524	-0.097
53	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67029663	67029742	67031028	67031098	67022621	67023441	67031451	67031514	53	19008,14221,14471,14816,12423	3,0,4,0,0	29757,23184,20573	3,4,2	-2	-2	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0	0.0
54	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031028	67031098	67031451	67031514	67028847	67029742	67031950	67032026	54	18392,13534,14800,14279,12355	14476,8333,10525,10187,8596	28844,20219,18419	21032,17372,15614	-2	-2	0.0541301446127	0.199841389811	0.56,0.619,0.584,0.584,0.59	0.578,0.538,0.541	0.035
55	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031451	67031514	67032793	67032864	67031028	67031098	67033875	67033993	55	18451,12502,14399,14438,11612	13219,10743,9974,10202,8451	27741,19072,17163	20566,16677,14529	-2	-2	0.16128328677	0.427917070946	0.583,0.538,0.591,0.586,0.579	0.574,0.533,0.542	0.026
56	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031950	67032026	67032465	67032541	67031451	67031514	67032793	67032864	56	9,10,20,7,12	38089,27071,29608,29447,25216	10,5,10	59042,46735,41782	-2	-2	1	1.0	0.0,0.0,0.001,0.0,0.0	0.0,0.0,0.0	0.0
57	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51720635	51720722	51722979	51723048	51716941	51717150	51730887	51730899	57	117,104,105,131,93	74,34,57,57,45	90,79,104	46,24,30	-2	-2	0.110665443884	0.325827268227	0.613,0.754,0.648,0.697,0.674	0.662,0.767,0.776	-0.058
58	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61482335	61482482	61527059	61527209	61475800	61475889	61548047	61548215	58	17,20,33,21,10	89,99,138,119,60	28,109,141	112,145,147	-2	-2	3.96766401992e-05	0.000604018499033	0.16,0.168,0.193,0.15,0.143	0.2,0.429,0.49	-0.21
59	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61527059	61527209	61548047	61548215	61482335	61482482	61580129	61582791	59	38,49,64,40,44	117,64,113,73,59	70,140,183	107,150,162	-2	-2	0.00654512084355	0.0410139775862	0.245,0.434,0.362,0.354,0.427	0.395,0.483,0.53	-0.105
60	"ENSMUSG00000033382"	"Trappc8"	chr18	-	20854944	20855076	20860432	20860538	20852629	20852854	20862894	20862995	60	13,17,37,23,20	11,4,17,13,4	18,9,17	9,8,12	-2	-2	0.220122967264	0.523601322867	0.542,0.81,0.685,0.639,0.833	0.667,0.529,0.586	0.108
61	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31630960	31631038	31632895	31632968	31630032	31630127	31634198	31634279	61	4,15,14,7,7	28,8,14,7,14	8,0,0	8,4,7	-2	-2	0.0546941153265	0.201635855363	0.125,0.652,0.5,0.5,0.333	0.5,0.0,0.0	0.255
62	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31632895	31632968	31634198	31634279	31630960	31631038	31635743	31635784	62	5,3,5,5,5	6,11,10,13,8	2,3,1	3,2,1	-2	-2	0.333405439793	0.686438566575	0.455,0.214,0.333,0.278,0.385	0.4,0.6,0.5	-0.167
63	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88161877	88161966	88164887	88165031	88158128	88158265	88166995	88167172	63	36,46,56,49,55	26,38,44,41,30	42,14,23	33,51,35	-2	-2	0.0136388747935	0.0724580461262	0.581,0.548,0.56,0.544,0.647	0.56,0.215,0.397	0.185
64	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81204891	81205016	81314259	81316104	64	2,1,1,0,3	19,5,1,23,11	26,13,25	17,5,6	-2	-2	2.29577468147e-11	7.61726266108e-10	0.095,0.167,0.5,0.0,0.214	0.605,0.722,0.806	-0.516
65	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81209453	81209471	81314259	81316104	65	7,1,5,0,5	27,11,3,21,9	32,21,37	16,5,8	-2	-2	1.87404450847e-08	4.75492861561e-07	0.206,0.083,0.625,0.0,0.357	0.667,0.808,0.822	-0.511
66	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43027196	43027295	43040539	43040596	43026179	43026229	43042590	43042676	66	13,10,24,10,9	40,45,78,73,31	10,4,8	20,24,41	-2	-2	0.964430941259	1.0	0.245,0.182,0.235,0.12,0.225	0.333,0.143,0.163	-0.012
68	"ENSMUSG00000053877"	"Srcap"	chr7	+	127538948	127539236	127539756	127539921	127538502	127538768	127540655	127540922	68	9,14,21,24,10	6,11,4,17,1	18,28,10	5,17,8	-2	-2	0.66884847107	1.0	0.6,0.56,0.84,0.585,0.909	0.783,0.622,0.556	0.045
69	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887656	101884161	101884414	101888676	101888706	69	47,13,84,32,54	63,35,93,41,48	24,24,11	34,24,20	-2	-2	0.865420531894	1.0	0.427,0.271,0.475,0.438,0.529	0.414,0.5,0.355	0.005
70	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887891	101884161	101884414	101888676	101888706	70	47,13,84,32,54	0,0,1,0,0	24,24,11	0,0,0	-2	-2	1	1.0	1.0,1.0,0.988,1.0,1.0	1.0,1.0,1.0	-0.002
71	"ENSMUSG00000063564"	"Col23a1"	chr11	+	51557470	51557587	51558428	51558464	51551975	51552002	51560006	51560033	71	1,4,3,3,7	2,6,12,8,2	2,1,1	0,0,0	-2	-2	1.13219914555e-08	2.93013138868e-07	0.333,0.4,0.2,0.273,0.778	1.0,1.0,1.0	-0.603
72	"ENSMUSG00000027809"	"Etfdh"	chr3	-	79614999	79615146	79615923	79616001	79613621	79613762	79618306	79618425	72	199,206,315,241,116	599,618,862,596,462	84,60,60	243,180,137	-2	-2	0.532655714702	0.917023683808	0.249,0.25,0.268,0.288,0.201	0.257,0.25,0.305	-0.019
73	"ENSMUSG00000041143"	"Tmco4"	chr4	+	139019572	139019642	139020045	139020189	139010468	139010601	139020858	139020978	73	10,5,10,12,13	11,7,8,21,7	13,3,5	8,8,5	-2	-2	0.975848088817	1.0	0.476,0.417,0.556,0.364,0.65	0.619,0.273,0.5	0.029
74	"ENSMUSG00000001285"	"Myg1"	chr15	+	102336831	102336984	102337100	102337223	102334201	102334361	102337328	102337510	74	24,19,42,22,19	31,36,26,24,11	17,25,13	18,20,19	-2	-2	0.903342342154	1.0	0.436,0.345,0.618,0.478,0.633	0.486,0.556,0.406	0.019
76	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355309	181355552	181354352	181354442	181355650	181355812	76	1,0,2,2,0	13,7,7,1,9	0,0,1	7,15,6	-2	-2	0.465209278428	0.839600685635	0.071,0.0,0.222,0.667,0.0	0.0,0.0,0.143	0.144
77	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355327	181355552	181354352	181354442	181355650	181355812	77	1,0,2,2,0	12,6,6,3,10	0,0,1	6,16,6	-2	-2	0.55213157713	0.926664410903	0.077,0.0,0.25,0.4,0.0	0.0,0.0,0.143	0.098
78	"ENSMUSG00000027474"	"Ccm2l"	chr2	+	153074771	153074907	153076400	153076464	153071757	153072212	153078481	153078611	78	8,5,3,8,7	22,4,13,22,13	0,2,5	3,2,2	-2	-2	0.678108211663	1.0	0.267,0.556,0.188,0.267,0.35	0.0,0.5,0.714	-0.079
79	"ENSMUSG00000020459"	"Mtif2"	chr11	+	29533831	29533992	29535089	29535266	29533225	29533397	29536832	29536972	79	37,14,48,43,28	40,15,56,28,32	9,10,8	15,18,14	-2	-2	0.0371223464851	0.148949818145	0.481,0.483,0.462,0.606,0.467	0.375,0.357,0.364	0.134
80	"ENSMUSG00000063558"	"Aox1"	chr1	+	58059034	58059186	58059378	58059472	58058131	58058224	58061195	58061305	80	39,20,54,20,10	29,30,52,41,17	5,3,1	9,6,5	-2	-2	0.10467037963	0.313526553799	0.574,0.4,0.509,0.328,0.37	0.357,0.333,0.167	0.151
81	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55555982	55556225	55564519	55564580	55554216	55554448	55569704	55571120	81	9,4,2,12,4	5,12,14,19,6	4,8,4	9,19,8	-2	-2	0.765299981884	1.0	0.643,0.25,0.125,0.387,0.4	0.308,0.296,0.333	0.049
83	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70706940	70707086	70708441	70708611	70706680	70706759	70708778	70708858	83	608,498,702,508,431	604,537,645,545,452	641,1036,950	567,576,572	-2	-2	8.23359566342e-05	0.00117726771143	0.502,0.481,0.521,0.482,0.488	0.531,0.643,0.624	-0.105
84	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69873883	69873935	69880766	69880948	69871731	69871781	69881296	69881411	84	18,14,24,18,19	10,3,9,16,9	23,27,11	10,1,3	-2	-2	0.0352655615658	0.143052152558	0.643,0.824,0.727,0.529,0.679	0.697,0.964,0.786	-0.135
85	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69879101	69879184	69881296	69881411	69873883	69873935	69885248	69885615	85	21,9,24,24,16	20,11,12,16,17	18,9,6	18,6,8	-2	-2	0.614438536483	0.982190816812	0.512,0.45,0.667,0.6,0.485	0.5,0.6,0.429	0.033
86	"ENSMUSG00000039703"	"Nploc4"	chr11	-	120408772	120408899	120411657	120411744	120404205	120404366	120413559	120413739	86	70,61,104,63,51	54,53,91,66,55	76,56,53	46,67,44	-2	-2	0.669733812838	1.0	0.565,0.535,0.533,0.488,0.481	0.623,0.455,0.546	-0.021
87	"ENSMUSG00000002881"	"Nab1"	chr1	-	52464784	52464947	52466889	52466979	52462087	52462204	52479237	52479289	87	22,13,27,17,9	17,24,25,22,20	16,10,5	15,10,16	-2	-2	0.804747716558	1.0	0.564,0.351,0.519,0.436,0.31	0.516,0.5,0.238	0.018
88	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611170	32611375	32651656	32651755	88	10,11,4,3,11	16,9,17,39,25	2,5,0	19,1,2	-2	-2	0.574364983994	0.946787629667	0.385,0.55,0.19,0.071,0.306	0.095,0.833,0.0	-0.009
89	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611183	32611837	32651656	32651755	89	4,1,2,8,2	16,10,16,39,25	1,2,0	19,1,2	-2	-2	0.161378308054	0.427917070946	0.2,0.091,0.111,0.17,0.074	0.05,0.667,0.0	-0.11
90	"ENSMUSG00000028035"	"Dnajb4"	chr3	-	152186414	152186983	152193376	152193618	152183981	152185380	152209834	152210083	90	1,2,3,2,0	629,483,1043,545,482	3,2,1	149,64,61	-2	-2	0.578461931431	0.948875810351	0.002,0.004,0.003,0.004,0.0	0.02,0.03,0.016	-0.019
92	"ENSMUSG00000022960"	"Donson"	chr16	-	91683632	91683811	91684301	91684480	91682742	91682821	91686166	91686370	92	0,4,4,1,0	0,0,4,0,1	1,0,0	2,2,1	-2	-2	1	1.0	NA,1.0,0.5,1.0,0.0	0.333,0.0,0.0	0.514
93	"ENSMUSG00000037669"	"Ldah"	chr12	+	8227219	8227363	8238442	8238615	8220599	8220755	8268363	8268598	93	17,16,26,13,12	12,10,15,17,10	11,8,12	7,2,5	-2	-2	0.11853365291	0.342371756396	0.586,0.615,0.634,0.433,0.545	0.611,0.8,0.706	-0.143
94	"ENSMUSG00000037669"	"Ldah"	chr12	+	8238442	8238615	8268363	8268598	8220599	8220755	8275807	8275890	94	1,1,0,0,1	31,19,30,33,13	1,0,0	11,10,9	-2	-2	1	1.0	0.031,0.05,0.0,0.0,0.071	0.083,0.0,0.0	0.003
95	"ENSMUSG00000037669"	"Ldah"	chr12	+	8268363	8268598	8275807	8275890	8238442	8238615	8283899	8285759	95	11,10,15,17,9	5,8,15,16,12	6,2,5	4,4,6	-2	-2	0.663621949895	1.0	0.688,0.556,0.5,0.515,0.429	0.6,0.333,0.455	0.075
96	"ENSMUSG00000028416"	"Bag1"	chr4	-	40937131	40937194	40939076	40939184	40936397	40936676	40941524	40941638	96	387,394,390,289,317	450,277,363,321,304	285,80,94	217,139,145	-2	-2	0.17331465183	0.443691217115	0.462,0.587,0.518,0.474,0.51	0.568,0.365,0.393	0.068
