ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14	"ENSMUSG00000038708"	"Golga4"	chr9	+	118572917	118573021	118568963	118569039	118577141	118577228	14	368,243,316,181,286	0,0,0,0,1	238,329,290	3,0,2	103	-1	nan	nan	1.0,1.0,1.0,1.0,1.563	-3.352,1.0,3.452	0.746
15	"ENSMUSG00000038708"	"Golga4"	chr9	+	118576222	118576356	118572917	118573021	118577141	118577228	15	2,1,2,6,1	217,151,172,108,164	4,0,1	130,202,178	133	-1	1	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
16	"ENSMUSG00000038708"	"Golga4"	chr9	+	118577141	118577228	118572771	118573021	118581848	118581873	16	452,307,363,242,328	2,5,0,2,0	275,385,389	1,0,0	86	-1	nan	nan	1.614,-2.496,1.0,3.457,1.0	1.455,1.0,1.0	-0.237
17	"ENSMUSG00000038708"	"Golga4"	chr9	+	118579541	118579606	118577141	118577228	118581848	118582519	17	0,0,0,2,1	251,162,211,154,178	0,1,2	151,204,226	64	-1	nan	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
19	"ENSMUSG00000038174"	"Fam126b"	chr1	-	58534484	58534652	58527020	58530259	58535389	58535549	19	6,7,9,14,2	6,0,8,3,1	3,2,2	0,0,2	167	-1	nan	nan	-0.006,1.0,-0.007,-0.029,-0.012	1.0,1.0,-0.006	-0.475
20	"ENSMUSG00000038174"	"Fam126b"	chr1	-	58556508	58556564	58552149	58552329	58557271	58557373	20	0,0,1,2,0	5,6,4,4,1	0,0,0	0,1,2	55	-1	1	nan	-0.0,-0.0,-0.005,-0.009,-0.0	NA,-0.0,-0.0	-0.003
21	"ENSMUSG00000038174"	"Fam126b"	chr1	-	58562639	58562787	58557976	58558057	58565856	58565954	21	0,0,1,0,0	2,3,6,2,0	0,0,0	1,2,4	147	-1	1	nan	-0.0,-0.0,-0.001,-0.0,NA	-0.0,-0.0,-0.0	-0.0
24	"ENSMUSG00000079018"	"Ly6c1"	chr15	-	75048441	75048524	75047352	75047469	75048784	75048803	24	198,275,180,240,266	0,3,0,1,0	78,217,210	0,0,0	82	-1	nan	nan	1.0,9.483,1.0,1.519,1.0	1.0,1.0,1.0	1.8
25	"ENSMUSG00000079018"	"Ly6c1"	chr15	-	75048441	75048539	75047352	75047469	75048784	75048813	25	196,280,179,239,263	0,3,0,1,0	82,213,207	0,0,0	97	-1	nan	nan	1.0,-25.455,1.0,1.683,1.0	1.0,1.0,1.0	-5.154
26	"ENSMUSG00000037348"	"Paqr7"	chr4	+	134500599	134500683	134496974	134497036	134506802	134507546	26	0,0,0,1,0	2,0,1,0,0	0,2,4	0,3,0	83	-1	1	nan	-0.0,NA,-0.0,1.0,NA	NA,-0.008,1.0	-0.163
30	"ENSMUSG00000022940"	"Pigp"	chr16	-	94365354	94365473	94364446	94364787	94370088	94370192	30	287,151,263,215,180	1,2,0,0,0	133,67,85	0,0,0	118	-1	nan	nan	1.698,-1.776,1.0,1.0,1.0	1.0,1.0,1.0	-0.416
31	"ENSMUSG00000022940"	"Pigp"	chr16	-	94367560	94367633	94365354	94365473	94370088	94370192	31	202,197,275,162,193	7,2,1,2,1	115,75,94	0,0,0	72	-1	nan	nan	-0.669,3.717,1.355,9.0,1.595	1.0,1.0,1.0	2.0
32	"ENSMUSG00000020627"	"Klhl29"	chr12	-	5090918	5091101	5090535	5090716	5091241	5091440	32	4,0,6,2,0	0,1,0,0,0	6,3,3	0,0,0	182	-1	1	nan	1.0,-0.0,1.0,1.0,NA	1.0,1.0,1.0	-0.25
33	"ENSMUSG00000020627"	"Klhl29"	chr12	-	5102688	5102827	5094816	5095019	5137422	5137935	33	5,0,10,3,3	5,0,1,0,1	1,1,6	2,3,0	138	-1	1	nan	-0.007,NA,-0.078,1.0,-0.022	-0.004,-0.002,1.0	-0.108
34	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740032	59734452	59737868	59750261	59750371	34	3,5,2,8,6	0,0,0,1,0	3,2,13	0,0,0	92	-1	nan	nan	1.0,1.0,1.0,-0.095,1.0	1.0,1.0,1.0	-0.219
35	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740032	59734452	59737868	59750577	59750638	35	2,4,3,7,5	0,2,0,0,0	2,2,13	0,1,3	92	-1	nan	nan	1.0,-0.022,1.0,1.0,1.0	1.0,-0.022,-0.049	0.486
36	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740051	59737261	59737868	59750261	59750371	36	2,3,2,7,5	0,0,0,1,0	2,2,13	0,0,0	111	-1	nan	nan	1.0,1.0,1.0,-0.067,1.0	1.0,1.0,1.0	-0.213
37	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740051	59737261	59737868	59750577	59750622	37	2,3,2,7,5	0,2,0,0,0	2,2,13	0,1,3	111	-1	nan	nan	1.0,-0.014,1.0,1.0,1.0	1.0,-0.018,-0.041	0.484
38	"ENSMUSG00000051705"	"Senp8"	chr9	-	59750261	59750371	59734258	59737868	59750577	59750627	38	0,0,0,1,0	0,2,0,0,0	0,0,0	0,1,3	109	-1	1	nan	NA,-0.0,NA,1.0,NA	NA,-0.0,-0.0	0.5
39	"ENSMUSG00000051705"	"Senp8"	chr9	-	59750261	59750371	59739939	59740032	59750577	59750627	39	1,2,0,1,1	0,1,1,0,0	1,0,0	0,0,0	109	-1	1	nan	1.0,-0.019,-0.0,1.0,1.0	1.0,NA,NA	-0.404
43	"ENSMUSG00000031451"	"Gas6"	chr8	-	13479006	13479129	13478251	13478374	13483673	13483736	43	224,214,288,259,216	0,0,0,2,0	118,135,134	0,0,0	122	-1	nan	nan	1.0,1.0,1.0,17.267,1.0	1.0,1.0,1.0	3.253
44	"ENSMUSG00000079362"	"Gm43302"	chr5	-	105288926	105289054	105280454	105280564	105290836	105291026	44	39,60,27,22,77	2,0,0,0,0	4,3,0	0,0,0	127	-1	1	nan	-0.181,1.0,1.0,1.0,1.0	1.0,1.0,NA	-0.236
45	"ENSMUSG00000079362"	"Gm43302"	chr5	-	105290836	105291026	105288926	105289054	105293625	105293695	45	45,59,31,23,71	0,0,1,0,0	4,5,0	0,0,0	189	-1	1	nan	1.0,1.0,-0.196,1.0,1.0	1.0,1.0,NA	-0.239
46	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100809083	100809279	100806533	100806760	100811305	100811435	46	47,38,56,33,35	0,0,1,0,0	17,28,21	0,0,0	195	-1	nan	nan	1.0,1.0,-0.403,1.0,1.0	1.0,1.0,1.0	-0.281
48	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100824915	100825001	100821118	100821206	100826451	100826518	48	27,22,42,29,14	0,0,1,0,0	7,4,5	0,0,0	85	-1	nan	nan	1.0,1.0,-0.977,1.0,1.0	1.0,1.0,1.0	-0.395
49	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100824915	100825001	100821118	100821206	100828899	100829022	49	12,11,28,14,3	0,0,1,0,0	3,3,5	0,0,0	85	-1	nan	nan	1.0,1.0,-0.491,1.0,1.0	1.0,1.0,1.0	-0.298
50	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100826451	100826518	100821118	100821206	100828899	100829022	50	11,9,12,5,7	0,0,1,0,0	2,0,0	0,0,0	66	-1	1	nan	1.0,1.0,-0.222,1.0,1.0	1.0,NA,NA	-0.244
51	"ENSMUSG00000021629"	"Slc30a5"	chr13	-	100826451	100826518	100824915	100825001	100828899	100829022	51	26,20,28,23,18	1,0,1,0,0	10,1,0	0,0,0	66	-1	1	nan	-0.65,1.0,-0.737,1.0,1.0	1.0,1.0,NA	-0.677
52	"ENSMUSG00000026147"	"Col9a1"	chr1	+	24232184	24232229	24231450	24231486	24233570	24233603	52	1,0,0,0,0	0,0,0,0,0	4,0,0	0,1,0	44	-1	1	nan	1.0,NA,NA,NA,NA	1.0,-0.0,NA	0.5
54	"ENSMUSG00000060275"	"Nrg2"	chr18	-	36031882	36031941	36024305	36024408	36032335	36032412	54	0,0,0,0,0	1,0,2,0,0	0,1,0	0,0,0	58	-1	1	nan	-0.0,NA,-0.0,NA,NA	NA,1.0,NA	-1.0
59	"ENSMUSG00000047714"	"Ppp1r2"	chr16	-	31258336	31258504	31251536	31254733	31260573	31260668	59	364,276,417,378,264	0,2,0,2,1	209,86,96	0,0,0	167	-1	nan	nan	1.0,-4.759,1.0,8.591,2.722	1.0,1.0,1.0	0.711
60	"ENSMUSG00000052934"	"Fbxo31"	chr8	-	121564637	121564724	121560385	121560462	121566274	121566346	60	143,264,238,136,142	43,56,54,53,29	167,93,140	9,9,13	86	-1	nan	nan	-0.04,-0.058,-0.054,-0.031,-0.06	-0.275,-0.137,-0.143	0.136
61	"ENSMUSG00000052934"	"Fbxo31"	chr8	-	121566274	121566346	121560385	121560462	121578457	121578747	61	97,134,127,112,85	1,1,6,0,0	40,38,38	0,0,0	71	-1	nan	nan	3.731,2.127,-0.425,1.0,1.0	1.0,1.0,1.0	0.487
62	"ENSMUSG00000022247"	"Brix1"	chr15	-	10478892	10478943	10478668	10478770	10479072	10479146	62	61,25,107,68,40	0,0,0,0,2	35,10,14	0,0,0	50	-1	nan	nan	1.0,1.0,1.0,1.0,-0.667	1.0,1.0,1.0	-0.333
66	"ENSMUSG00000018697"	"Aatf"	chr11	-	84511482	84511578	84510198	84510417	84512140	84512329	66	37,38,48,41,40	1,0,0,0,0	35,22,19	0,0,0	95	-1	nan	nan	-0.638,1.0,1.0,1.0,1.0	1.0,1.0,1.0	-0.328
67	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518229	43518299	43514710	43516003	43518401	43518464	67	43838,33761,42048,34059,33150	4,14,11,7,7	25557,18114,13654	1,0,0	69	-1	nan	nan	1.006,1.029,1.018,1.014,1.015	1.003,1.0,1.0	0.015
68	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518401	43518464	43514710	43516003	43519226	43519297	68	5,6,3,4,6	1,0,0,0,0	12,3,2	0,0,0	62	-1	nan	nan	-0.088,1.0,1.0,1.0,1.0	1.0,1.0,1.0	-0.218
69	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518643	43518719	43518401	43518464	43519002	43519078	69	16265,13616,16183,13097,12680	29,34,82,58,59	9691,5195,4082	35,35,26	75	-1	nan	nan	1.154,1.23,1.613,1.497,1.536	1.371,2.021,1.915	-0.363
70	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518643	43518719	43518401	43518464	43519226	43519297	70	44897,37352,45528,36474,36186	3,1,0,1,0	27159,17255,13412	11,4,4	75	-1	nan	nan	1.005,1.002,1.0,1.002,1.0	1.031,1.018,1.023	-0.022
71	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43519002	43519078	43518401	43518464	43519226	43519297	71	87,77,167,124,115	3,1,0,1,0	66,73,59	11,4,4	75	-1	nan	nan	-0.63,38.5,1.0,2.531,1.0	-0.087,-0.322,-0.245	8.698
72	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43519002	43519078	43518643	43518719	43519226	43519297	72	64,45,87,68,58	28795,23835,29480,23499,23622	33,40,36	17565,12111,9356	75	-1	nan	nan	-0.0,-0.0,-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
80	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72304665	72304861	72303326	72303462	72306563	72306652	80	12,4,6,13,25	0,0,3,4,3	3,19,5	0,2,3	195	-1	nan	nan	1.0,1.0,-0.01,-0.017,-0.045	1.0,-0.051,-0.009	0.072
81	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72304665	72304861	72303326	72303462	72308606	72308924	81	5,2,4,11,14	2,1,6,1,8	2,8,4	0,0,3	195	-1	nan	nan	-0.013,-0.01,-0.003,-0.06,-0.009	1.0,1.0,-0.007	-0.683
82	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72306563	72306652	72303326	72303462	72308606	72308749	82	15,10,23,18,40	2,1,6,1,8	7,8,7	0,0,3	88	-1	nan	nan	-0.093,-0.128,-0.046,-0.257,-0.06	1.0,1.0,-0.027	-0.774
83	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72306563	72306652	72304665	72304861	72308606	72308749	83	22,12,22,18,47	0,0,0,2,0	8,17,5	0,0,0	88	-1	nan	nan	1.0,1.0,1.0,-0.114,1.0	1.0,1.0,1.0	-0.223
84	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72308606	72308924	72303326	72303462	72311955	72312081	84	20,7,18,17,41	0,0,2,0,0	16,2,4	0,1,0	317	-1	nan	nan	1.0,1.0,-0.029,1.0,1.0	1.0,-0.006,1.0	0.13
85	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120711843	120711895	120711702	120711756	120713692	120713738	85	13,18,5,6,6	0,1,2,2,1	4,35,22	3,0,0	51	-1	nan	nan	1.0,-0.545,-0.052,-0.063,-0.133	-0.027,1.0,1.0	-0.616
86	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120712439	120712539	120711843	120711895	120713692	120713732	86	22,16,5,3,1	1,3,1,1,0	6,19,17	1,5,5	99	-1	nan	nan	-0.286,-0.057,-0.053,-0.031,1.0	-0.065,-0.04,-0.036	0.162
87	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120712439	120712712	120711843	120711895	120713692	120713732	87	22,16,5,3,1	1,3,1,1,0	6,21,22	1,5,5	272	-1	nan	nan	-0.088,-0.02,-0.019,-0.011,1.0	-0.023,-0.016,-0.016	0.191
90	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56692520	56692721	56686005	56686061	56696601	56696638	90	6,4,13,3,5	9,13,20,15,10	4,8,7	5,32,29	200	-1	1	nan	-0.003,-0.002,-0.003,-0.001,-0.003	-0.004,-0.001,-0.001	-0.0
91	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701022	56701088	56696717	56696789	56702762	56702890	91	24,20,27,25,11	0,3,1,0,0	19,15,18	0,1,1	65	-1	nan	nan	1.0,-0.114,-0.711,1.0,1.0	1.0,-0.3,-0.383	0.329
92	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701448	56701541	56701022	56701088	56702762	56702890	92	82,82,101,93,65	1,1,0,6,0	49,70,54	2,2,0	92	-1	nan	nan	-8.2,-8.2,1.0,-0.203,1.0	-0.363,-0.614,1.0	-2.928
94	"ENSMUSG00000033707"	"Lrrc24"	chr15	-	76718221	76718500	76717922	76718091	76719795	76719924	94	5,2,3,0,2	0,0,0,0,0	2,3,2	0,0,1	278	-1	1	nan	1.0,1.0,1.0,NA,1.0	1.0,1.0,-0.007	0.336
95	"ENSMUSG00000033707"	"Lrrc24"	chr15	-	76718651	76718899	76718221	76718500	76719795	76719924	95	4,0,3,2,0	3,0,2,0,1	2,1,0	1,3,1	247	-1	1	nan	-0.005,NA,-0.006,1.0,-0.0	-0.008,-0.001,-0.0	0.25
97	"ENSMUSG00000022838"	"Eaf2"	chr16	-	36824657	36824752	36810471	36810608	36874627	36874811	97	0,0,0,0,0	0,0,1,0,0	1,1,0	0,0,0	94	-1	1	nan	NA,NA,-0.0,NA,NA	1.0,1.0,NA	-1.0
105	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144893584	144893709	144893136	144893375	144918650	144918794	105	87,68,105,63,68	0,0,2,2,0	16,15,28	1,0,0	124	-1	nan	nan	1.0,1.0,-0.734,-0.341,1.0	-0.148,1.0,1.0	-0.232
106	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919229	144919504	144918650	144918794	144919840	144919972	106	78,81,130,91,87	1,0,2,0,0	25,29,21	0,0,0	274	-1	nan	nan	-0.398,1.0,-0.311,1.0,1.0	1.0,1.0,1.0	-0.542
107	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919229	144919504	144918650	144918794	144923905	144924031	107	2,2,1,5,7	0,0,0,0,0	0,1,0	1,0,0	274	-1	1	nan	1.0,1.0,1.0,1.0,1.0	-0.0,1.0,NA	0.5
108	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919384	144919504	144918650	144918794	144919840	144919898	108	135,153,218,180,149	1,0,2,0,0	43,47,48	0,0,0	119	-1	nan	nan	8.438,1.0,-10.9,1.0,1.0	1.0,1.0,1.0	-0.892
109	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919384	144919504	144918650	144918794	144923905	144924031	109	59,74,89,94,69	0,0,0,0,0	18,19,27	1,0,0	119	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	-0.178,1.0,1.0	0.393
110	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919840	144920079	144918650	144918794	144923905	144924031	110	110,92,126,113,104	0,0,0,0,0	13,13,33	1,0,0	238	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	-0.058,1.0,1.0	0.353
111	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919840	144920079	144919229	144919504	144923905	144924031	111	185,171,253,200,184	0,0,0,1,0	38,41,54	0,0,0	238	-1	nan	nan	1.0,1.0,1.0,-5.263,1.0	1.0,1.0,1.0	-1.253
112	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144923905	144924031	144919840	144920079	144927134	144927639	112	276,283,313,292,301	0,0,0,1,0	51,43,56	0,0,0	125	-1	1	nan	1.0,1.0,1.0,1.749,1.0	1.0,1.0,1.0	0.15
116	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75729025	75729135	75726857	75727019	75732399	75732411	116	0,0,0,0,0	1,2,8,1,0	0,0,1	2,0,0	109	-1	1	nan	-0.0,-0.0,-0.0,-0.0,NA	-0.0,NA,1.0	-0.5
117	"ENSMUSG00000057841"	"Rpl32"	chr6	-	115806985	115807167	115805504	115805688	115807801	115807902	117	1478,1803,1624,1363,1174	0,1,0,0,0	910,988,891	0,0,0	181	-1	1	nan	1.0,1.112,1.0,1.0,1.0	1.0,1.0,1.0	0.022
118	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67390977	67391022	67384550	67384698	67392891	67392975	118	331,382,364,372,359	50,33,24,33,37	478,548,671	74,73,24	44	-1	nan	nan	-0.177,-0.357,-0.526,-0.344,-0.283	-0.172,-0.206,-1.743	0.37
120	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48494282	48494387	48494018	48494181	48495154	48495294	120	11,7,27,11,13	13,26,25,17,9	5,5,6	4,22,11	104	-1	1	nan	-0.008,-0.003,-0.01,-0.006,-0.014	-0.012,-0.002,-0.005	-0.002
121	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38369483	38369592	38362208	38363147	38373818	38374194	121	110,48,48,102,68	0,0,0,2,1	122,180,174	0,0,0	108	-1	nan	nan	1.0,1.0,1.0,-0.895,-1.7	1.0,1.0,1.0	-0.919
122	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374236	38369483	38369592	38377654	38378216	122	54,28,21,43,33	0,0,0,0,0	52,83,78	0,1,1	417	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,-0.249,-0.23	0.826
123	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374377	38369425	38369592	38377654	38377763	123	86,54,52,94,66	0,0,0,0,0	101,138,133	0,1,1	558	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,-0.329,-0.313	0.881
124	"ENSMUSG00000025474"	"Tubgcp2"	chr7	-	139997971	139998100	139996781	139996945	139998768	139998912	124	51,36,44,45,52	0,1,0,0,0	30,58,47	0,0,0	128	-1	nan	nan	1.0,-0.391,1.0,1.0,1.0	1.0,1.0,1.0	-0.278
125	"ENSMUSG00000025474"	"Tubgcp2"	chr7	-	140029826	140029986	140007886	140008094	140031010	140031187	125	40,32,48,38,37	0,0,2,0,0	34,31,16	0,0,0	159	-1	nan	nan	1.0,1.0,-0.178,1.0,1.0	1.0,1.0,1.0	-0.236
127	"ENSMUSG00000037098"	"Rab11fip3"	chr17	-	26011996	26012131	26008854	26008890	26013773	26013917	127	115,100,147,105,89	3,3,8,2,3	84,125,122	1,1,4	134	-1	1	nan	-0.401,-0.331,-0.159,-0.644,-0.284	-1.68,-13.889,-0.295	4.924
128	"ENSMUSG00000037098"	"Rab11fip3"	chr17	-	26024374	26024466	26015943	26016155	26036588	26036682	128	142,123,135,93,63	0,0,1,0,0	90,65,95	0,0,0	91	-1	nan	nan	1.0,1.0,3.068,1.0,1.0	1.0,1.0,1.0	0.414
129	"ENSMUSG00000037098"	"Rab11fip3"	chr17	-	26036588	26036682	26015943	26016155	26067581	26069235	129	70,67,89,62,60	0,0,0,0,0	46,39,32	0,1,0	93	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,-0.722,1.0	0.574
130	"ENSMUSG00000057181"	"5730455P16Rik"	chr11	-	80375506	80375632	80374073	80374217	80376802	80376883	130	62,31,62,70,51	0,0,0,0,0	74,48,41	1,0,0	125	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	-1.451,1.0,1.0	0.817
132	"ENSMUSG00000079334"	"Naa80"	chr9	+	107579099	107579385	107578886	107578970	107582816	107583519	132	5,11,21,15,9	0,2,1,2,0	6,2,4	0,0,0	285	-1	nan	nan	1.0,-0.02,-0.08,-0.027,1.0	1.0,1.0,1.0	-0.625
133	"ENSMUSG00000079334"	"Naa80"	chr9	+	107579099	107580935	107578886	107578970	107582816	107583519	133	17,23,33,30,11	0,2,1,2,0	15,34,20	0,0,0	1835	-1	nan	nan	1.0,-0.006,-0.018,-0.008,1.0	1.0,1.0,1.0	-0.606
134	"ENSMUSG00000079334"	"Naa80"	chr9	+	107580456	107580935	107579099	107579385	107582816	107583519	134	14,12,18,17,2	0,0,3,0,0	9,33,16	0,0,0	478	-1	nan	nan	1.0,1.0,-0.013,1.0,1.0	1.0,1.0,1.0	-0.203
135	"ENSMUSG00000002416"	"Ndufb2"	chr6	+	39598265	39598361	39596450	39596595	39599391	39599422	135	1438,1890,1521,1226,1178	0,1,0,0,0	1133,805,682	0,0,0	95	-1	1	nan	1.0,1.053,1.0,1.0,1.0	1.0,1.0,1.0	0.011
136	"ENSMUSG00000002416"	"Ndufb2"	chr6	+	39598265	39598365	39596450	39596595	39599391	39599471	136	1126,1497,1245,961,906	0,1,0,0,0	976,691,587	0,0,0	99	-1	1	nan	1.0,1.071,1.0,1.0,1.0	1.0,1.0,1.0	0.014
137	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64742954	64743098	64739674	64740974	64749694	64749823	137	9,8,17,15,11	1,0,0,0,0	8,6,9	0,0,0	143	-1	nan	nan	-0.067,1.0,1.0,1.0,1.0	1.0,1.0,1.0	-0.213
138	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64749031	64749172	64739847	64743098	64749694	64749823	138	28,47,35,13,17	0,0,3,0,0	19,18,22	0,0,0	140	-1	nan	nan	1.0,1.0,-0.091,1.0,1.0	1.0,1.0,1.0	-0.218
139	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64749694	64749823	64739674	64740974	64751728	64751830	139	9,13,17,14,2	0,0,0,0,0	1,6,8	0,1,0	128	-1	nan	nan	1.0,1.0,1.0,1.0,1.0	1.0,-0.049,1.0	0.35
140	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64749694	64749823	64749031	64749172	64751728	64751830	140	20,27,31,21,5	0,3,0,0,0	8,13,18	0,0,0	128	-1	nan	nan	1.0,-0.076,1.0,1.0,1.0	1.0,1.0,1.0	-0.215
141	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64798360	64798459	64779697	64779860	64811679	64811801	141	1,0,0,0,0	3,4,7,8,6	0,3,0	0,7,4	98	-1	1	nan	-0.003,-0.0,-0.0,-0.0,-0.0	NA,-0.004,-0.0	0.001
144	"ENSMUSG00000033209"	"Ttc28"	chr5	+	110892831	110893110	110879802	110879988	111085021	111085169	144	6,1,1,0,1	1,0,0,0,0	2,4,3	0,0,0	278	-1	1	nan	-0.022,1.0,1.0,NA,1.0	1.0,1.0,1.0	-0.256
146	"ENSMUSG00000033209"	"Ttc28"	chr5	+	111281879	111281903	111280674	111280751	111282770	111282900	146	9,0,13,6,8	1,0,9,10,3	7,7,9	1,3,2	23	-1	1	nan	-0.643,NA,-0.067,-0.027,-0.131	-0.438,-0.113,-0.243	0.048
