ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64749031	64749172	64749694	64749823	64739847	64743098	64751728	64751830	11	8,13,20,14,2	16,36,21,6,14	1,6,8	12,11,12	128	140	0.365574473794	0.740882332168	0.354,0.283,0.51,0.718,0.135	0.084,0.374,0.422	0.107
12	"ENSMUSG00000023143"	"Nagpa"	chr16	-	5199615	5199744	5199942	5200051	5198730	5198936	5201373	5201513	12	6,6,9,14,12	4,2,15,5,7	5,9,6	3,8,11	108	128	0.275080342869	0.613507830229	0.64,0.78,0.416,0.768,0.67	0.664,0.571,0.393	0.112
13	"ENSMUSG00000056342"	"Usp34"	chr11	+	23420039	23420144	23421097	23421153	23418978	23419131	23421245	23421366	13	43,13,40,21,13	7,7,8,11,8	12,18,19	4,10,14	104	55	0.17412797364	0.450193002778	0.765,0.495,0.726,0.502,0.462	0.613,0.488,0.418	0.084
14	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119344508	119346469	119346568	119344172	119344252	119347729	119347810	14	5,1,4,6,3	87,68,91,108,70	3,3,6	76,77,83	42	98	0.740811106352	1.0	0.118,0.033,0.093,0.115,0.091	0.084,0.083,0.144	-0.014
15	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348920	119349100	119349353	119349409	119348580	119348771	119349491	119349637	15	10,8,18,11,6	47,24,41,54,25	7,6,7	39,14,16	179	55	0.831147658338	1.0	0.061,0.093,0.119,0.059,0.069	0.052,0.116,0.118	-0.015
16	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70247573	70247719	70266629	70266754	70245852	70245992	70267308	70267506	16	36,20,33,34,29	30,33,33,10,17	32,22,18	5,6,8	124	145	0.00103026399534	0.0089473933555	0.584,0.415,0.539,0.799,0.666	0.882,0.811,0.725	-0.205
17	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70256359	70256471	70266629	70266754	70247573	70247719	70267308	70267506	17	37,20,33,34,30	40,38,48,31,20	32,22,19	14,25,24	124	111	0.378717595421	0.756920348562	0.453,0.32,0.381,0.495,0.573	0.672,0.441,0.415	-0.065
18	"ENSMUSG00000030347"	"D6Wsu163e"	chr6	+	126966879	126967082	126973555	126973613	126961965	126962040	126974486	126974554	18	10,10,11,6,5	5,10,8,8,4	6,8,4	1,4,6	202	57	0.616439166391	0.983543592797	0.361,0.22,0.28,0.175,0.261	0.629,0.361,0.158	-0.123
19	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23111502	23111592	23110233	23110343	23111816	23112409	19	535,479,745,523,414	439,388,508,352,353	450,347,312	296,311,287	683	89	0.478144250092	0.868377066132	0.137,0.139,0.16,0.162,0.133	0.165,0.127,0.124	0.008
20	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111263	23111502	23111592	23110579	23110723	23111816	23111896	20	504,369,641,506,412	439,388,507,353,353	421,188,197	297,311,287	137	89	0.0524300505412	0.192194009633	0.427,0.382,0.451,0.482,0.431	0.479,0.282,0.308	0.078
21	"ENSMUSG00000041890"	"Git2"	chr5	-	114739032	114739281	114743775	114743880	114733860	114733943	114745428	114745571	21	14,10,29,32,16	9,7,16,5,5	4,9,4	9,4,2	104	248	0.246405778628	0.57039190974	0.788,0.773,0.812,0.939,0.884	0.515,0.843,0.827	0.111
23	"ENSMUSG00000041890"	"Git2"	chr5	-	114766451	114766557	114769616	114769750	114764346	114764477	114773313	114773495	23	10,7,13,17,3	0,0,0,0,1	4,7,13	0,0,0	133	105	1	1.0	1.0,1.0,1.0,1.0,0.703	1.0,1.0,1.0	-0.059
24	"ENSMUSG00000024789"	"Jak2"	chr19	+	29288673	29288801	29291166	29291301	29287900	29288087	29294855	29294943	24	40,15,38,38,23	32,13,38,27,22	34,25,28	31,19,16	127	134	0.548418979014	0.926492176421	0.569,0.549,0.513,0.598,0.525	0.536,0.581,0.649	-0.038
25	"ENSMUSG00000026495"	"Efcab2"	chr1	+	178455815	178455888	178474881	178474961	178437401	178437486	178475684	178475727	25	11,15,10,11,6	6,15,12,12,7	7,16,21	18,9,8	72	79	0.677610900981	1.0	0.668,0.523,0.478,0.501,0.485	0.299,0.661,0.742	-0.036
26	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44161809	44161953	44163876	44164084	44160976	44161037	44166808	44166998	26	7,7,26,8,6	21,13,16,10,7	7,6,2	12,9,3	143	207	0.571763728575	0.950572373774	0.325,0.438,0.702,0.537,0.554	0.458,0.491,0.491	0.031
27	"ENSMUSG00000032952"	"Ap4b1"	chr3	+	103817759	103817843	103818803	103818907	103814824	103815321	103820253	103820461	27	20,14,25,14,22	21,46,35,29,35	18,16,20	16,17,7	83	103	0.00690692099254	0.0414960229765	0.542,0.274,0.47,0.375,0.438	0.583,0.539,0.78	-0.214
29	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83733413	83733566	83729381	83729525	83734008	83734125	29	50,66,105,66,51	45,29,50,40,36	25,46,31	17,22,19	152	146	0.804848307515	1.0	0.516,0.686,0.669,0.613,0.576	0.585,0.668,0.61	-0.009
30	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83734295	83734352	83729381	83729525	83741106	83741169	30	2,1,3,0,2	44,31,48,43,35	0,6,8	17,22,19	56	146	0.00201626946241	0.0153473687315	0.106,0.078,0.14,0.0,0.13	0.0,0.416,0.523	-0.222
31	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734008	83734125	83734295	83734352	83729381	83729525	83741106	83741169	31	2,1,3,0,2	0,0,3,0,0	0,6,8	0,2,3	56	116	1	1.0	1.0,1.0,0.674,NA,1.0	NA,0.861,0.847	0.065
32	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107750007	107750092	107750462	107750548	107749707	107749799	107751718	107751791	32	60,41,64,59,47	47,32,64,25,34	27,38,28	17,35,21	85	84	0.782634468064	1.0	0.558,0.559,0.497,0.7,0.577	0.611,0.518,0.569	0.012
33	"ENSMUSG00000034621"	"Gpatch8"	chr11	-	102531312	102531330	102537111	102537146	102528093	102528166	102538281	102538356	33	0,0,0,0,1	0,0,0,0,1	0,1,1	4,5,4	34	17	1	1.0	NA,NA,NA,NA,0.333	0.0,0.091,0.111	0.266
34	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25471797	25472073	25463328	25463900	25476343	25476703	34	5,17,10,22,18	3,1,0,0,0	5,3,7	0,1,0	275	1588	1	1.0	0.906,0.99,1.0,1.0,1.0	1.0,0.945,1.0	-0.002
35	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25465467	25465520	25466316	25466437	25464848	25464880	25471797	25472073	35	42,24,41,26,22	2,0,0,0,0	6,13,16	1,0,0	120	52	1	1.0	0.901,1.0,1.0,1.0,1.0	0.722,1.0,1.0	0.073
36	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25466316	25466437	25471797	25472073	25465467	25465520	25476343	25476703	36	7,17,10,21,18	2,3,0,1,4	5,3,7	0,1,0	275	120	0.00196116940443	0.0149719953353	0.604,0.712,1.0,0.902,0.663	1.0,0.567,1.0	-0.079
38	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519917	109519993	109520467	109520642	109519584	109519648	109521600	109522367	38	269,455,277,265,172	0,0,0,0,0	156,319,263	1,0,0	75	174	1	1.0	1.0,1.0,1.0,1.0,1.0	0.997,1.0,1.0	0.001
40	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125549	98125613	98126303	98126453	98125025	98125090	98126852	98126923	40	936,668,1112,851,781	2214,1556,2498,1797,1776	1472,1526,1750	3315,3968,4508	63	149	0.256438832418	0.5870010939	0.5,0.504,0.513,0.528,0.51	0.512,0.476,0.479	0.022
41	"ENSMUSG00000063145"	"Bbs5"	chr2	+	69661035	69661098	69663025	69663160	69656896	69656992	69665025	69665109	41	6,2,7,1,5	8,1,3,6,2	1,0,0	1,4,2	62	134	3.86313096692e-05	0.000577906528462	0.618,0.812,0.835,0.265,0.844	0.684,0.0,0.0	0.447
42	"ENSMUSG00000068250"	"Amn1"	chr6	-	149169302	149169404	149169447	149169504	149166805	149166917	149170832	149171050	42	18,10,23,12,13	0,0,0,0,0	5,6,14	0,1,0	56	101	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.915,1.0	0.028
43	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010003	98010376	98011342	98011497	98009857	98009916	98011865	98011942	43	252,229,266,247,237	2,2,0,2,1	231,335,305	1,1,0	154	372	1	1.0	0.997,0.996,1.0,0.997,0.998	0.998,0.999,1.0	-0.001
44	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010295	98010376	98011342	98011497	98009857	98009916	98011865	98011942	44	252,229,266,247,237	111,105,137,109,130	231,335,305	111,170,120	154	80	0.679689298125	1.0	0.541,0.531,0.502,0.541,0.486	0.519,0.506,0.569	-0.011
45	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010626	98010646	98011342	98011497	98010295	98010376	98011865	98011942	45	490,416,506,467,384	2,1,0,1,0	404,568,517	3,0,2	154	19	0.540258778114	0.921277800832	0.968,0.981,1.0,0.983,1.0	0.943,1.0,0.97	0.015
46	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101981378	101981589	102009788	102009887	101968868	101968992	102041654	102041743	46	11,7,7,6,3	6,6,13,10,4	7,1,0	2,5,2	98	210	0.574648666858	0.951304035172	0.797,0.714,0.536,0.563,0.616	0.882,0.3,0.0	0.251
47	"ENSMUSG00000054302"	"Eapp"	chr12	-	54685859	54685971	54691999	54692095	54678509	54678623	54692774	54692956	47	48,51,50,42,21	37,28,48,56,42	18,31,6	29,10,15	95	111	0.917424129756	1.0	0.603,0.68,0.549,0.467,0.369	0.42,0.784,0.319	0.026
48	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880007	82880127	82880746	82880818	82876170	82876324	82882227	82882437	48	37,18,48,42,23	14,3,19,20,22	13,12,14	16,8,6	119	71	0.168403499009	0.440226521997	0.612,0.782,0.601,0.556,0.384	0.326,0.472,0.582	0.127
49	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591262	115591366	115591629	115591753	115590886	115590967	115592431	115592530	49	11,9,12,9,8	10,3,23,19,10	8,6,6	5,7,13	123	103	0.95351537272	1.0	0.479,0.715,0.304,0.284,0.401	0.573,0.418,0.279	0.013
50	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115592431	115592530	115591262	115591366	115594705	115594781	50	6,5,7,6,10	7,10,11,7,9	4,7,12	10,5,4	98	123	0.353297959265	0.724512772249	0.518,0.386,0.444,0.518,0.582	0.334,0.637,0.79	-0.097
51	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96821250	96821409	96822103	96822319	96817413	96820516	96827197	96828223	51	418,409,468,375,318	485,397,525,354,306	328,183,220	268,353,318	215	158	0.151494653788	0.413672671838	0.388,0.431,0.396,0.438,0.433	0.474,0.276,0.337	0.055
52	"ENSMUSG00000042015"	"Wdr41"	chr13	+	94995249	94995298	95005730	95005842	94978469	94978585	95008807	95008870	52	11,13,17,9,14	33,18,33,34,25	9,10,11	11,28,10	48	111	0.290464130165	0.636512420717	0.435,0.625,0.544,0.38,0.564	0.654,0.452,0.718	-0.098
53	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67029663	67029742	67031028	67031098	67022621	67023441	67031451	67031514	53	19008,14221,14471,14816,12423	3,0,4,0,0	29757,23184,20573	3,4,2	69	78	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,1.0	0.0
54	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031028	67031098	67031451	67031514	67028847	67029742	67031950	67032026	54	18392,13534,14800,14279,12355	14476,8333,10525,10187,8596	28844,20219,18419	21032,17372,15614	62	69	0.0541377181197	0.196781481031	0.586,0.644,0.61,0.609,0.615	0.604,0.564,0.568	0.034
55	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031451	67031514	67032793	67032864	67031028	67031098	67033875	67033993	55	18451,12502,14399,14438,11612	13219,10743,9974,10202,8451	27741,19072,17163	20566,16677,14529	70	62	0.161277483954	0.43080994701	0.553,0.508,0.561,0.556,0.549	0.544,0.503,0.511	0.026
56	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031950	67032026	67032465	67032541	67031451	67031514	67032793	67032864	56	9,10,20,7,12	38089,27071,29608,29447,25216	10,5,10	59042,46735,41782	75	75	1	1.0	0.0,0.0,0.001,0.0,0.0	0.0,0.0,0.0	0.0
57	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51720635	51720722	51722979	51723048	51716941	51717150	51730887	51730899	57	117,104,105,131,93	74,34,57,57,45	90,79,104	46,24,30	86	68	0.125107156939	0.359353298733	0.556,0.707,0.593,0.645,0.62	0.607,0.722,0.733	-0.063
58	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61482335	61482482	61527059	61527209	61475800	61475889	61548047	61548215	58	17,20,33,21,10	89,99,138,119,60	28,109,141	112,145,147	146	149	4.35053281641e-05	0.000639744803331	0.163,0.171,0.196,0.153,0.145	0.203,0.434,0.495	-0.212
59	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61527059	61527209	61548047	61548215	61482335	61482482	61580129	61582791	59	38,49,64,40,44	117,64,113,73,59	70,140,183	107,150,162	149	167	0.00739610634944	0.0439016587898	0.267,0.462,0.388,0.38,0.455	0.423,0.511,0.559	-0.107
60	"ENSMUSG00000033382"	"Trappc8"	chr18	-	20854944	20855076	20860432	20860538	20852629	20852854	20862894	20862995	60	13,17,37,23,20	11,4,17,13,4	18,9,17	9,8,12	105	131	0.221081893343	0.530565097054	0.596,0.841,0.731,0.688,0.862	0.714,0.584,0.639	0.098
61	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31630960	31631038	31632895	31632968	31630032	31630127	31634198	31634279	61	4,15,14,7,7	28,8,14,7,14	8,0,0	8,4,7	72	77	0.0520567260748	0.191639839376	0.133,0.667,0.517,0.517,0.348	0.517,0.0,0.0	0.264
62	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31632895	31632968	31634198	31634279	31630960	31631038	31635743	31635784	62	5,3,5,5,5	6,11,10,13,8	2,3,1	3,2,1	80	72	0.385210230826	0.76101074609	0.429,0.197,0.31,0.257,0.36	0.375,0.574,0.474	-0.164
63	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88161877	88161966	88164887	88165031	88158128	88158265	88166995	88167172	63	36,46,56,49,55	26,38,44,41,30	42,14,23	33,51,35	88	143	0.0178262225708	0.0858640301238	0.692,0.663,0.674,0.66,0.749	0.674,0.308,0.516	0.188
64	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81204891	81205016	81314259	81316104	64	2,1,1,0,3	19,5,1,23,11	26,13,25	17,5,6	106	103	1.90554239055e-11	6.94583620668e-10	0.093,0.163,0.493,0.0,0.209	0.598,0.716,0.802	-0.514
65	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81209453	81209471	81314259	81316104	65	7,1,5,0,5	27,11,3,21,9	32,21,37	16,5,8	106	103	1.61378329588e-08	4.21865774721e-07	0.201,0.081,0.618,0.0,0.351	0.66,0.803,0.818	-0.51
66	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43027196	43027295	43040539	43040596	43026179	43026229	43042590	43042676	66	13,10,24,10,9	40,45,78,73,31	10,4,8	20,24,41	56	98	0.951193902773	1.0	0.363,0.28,0.35,0.193,0.337	0.467,0.226,0.255	-0.011
68	"ENSMUSG00000053877"	"Srcap"	chr7	+	127538948	127539236	127539756	127539921	127538502	127538768	127540655	127540922	68	9,14,21,24,10	6,11,4,17,1	18,28,10	5,17,8	287	164	0.67214622963	1.0	0.462,0.421,0.75,0.447,0.851	0.673,0.485,0.417	0.061
69	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887656	101884161	101884414	101888676	101888706	69	47,13,84,32,54	63,35,93,41,48	24,24,11	34,24,20	281	719	0.951558554047	1.0	0.656,0.487,0.698,0.666,0.742	0.644,0.719,0.585	0.0
70	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101885290	101885572	101886936	101887891	101884161	101884414	101888676	101888706	70	47,13,84,32,54	0,0,1,0,0	24,24,11	0,0,0	281	954	1	1.0	1.0,1.0,0.997,1.0,1.0	1.0,1.0,1.0	-0.001
71	"ENSMUSG00000063564"	"Col23a1"	chr11	+	51557470	51557587	51558428	51558464	51551975	51552002	51560006	51560033	71	1,4,3,3,7	2,6,12,8,2	2,1,1	0,0,0	116	35	5.4542584893e-09	1.51780870648e-07	0.131,0.167,0.07,0.102,0.514	1.0,1.0,1.0	-0.803
72	"ENSMUSG00000027809"	"Etfdh"	chr3	-	79614999	79615146	79615923	79616001	79613621	79613762	79618306	79618425	72	199,206,315,241,116	599,618,862,596,462	84,60,60	243,180,137	77	146	0.508282168111	0.896683197731	0.386,0.387,0.409,0.434,0.323	0.396,0.387,0.454	-0.025
73	"ENSMUSG00000041143"	"Tmco4"	chr4	+	139019572	139019642	139020045	139020189	139010468	139010601	139020858	139020978	73	10,5,10,12,13	11,7,8,21,7	13,3,5	8,8,5	69	143	0.965698049166	1.0	0.653,0.597,0.721,0.542,0.794	0.771,0.437,0.675	0.034
74	"ENSMUSG00000001285"	"Myg1"	chr15	+	102336831	102336984	102337100	102337223	102334201	102334361	102337328	102337510	74	24,19,42,22,19	31,36,26,24,11	17,25,13	18,20,19	152	122	0.892890988492	1.0	0.383,0.298,0.565,0.424,0.581	0.431,0.501,0.354	0.022
76	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355309	181355552	181354352	181354442	181355650	181355812	76	1,0,2,2,0	13,7,7,1,9	0,0,1	7,15,6	116	242	0.257855322915	0.587665509407	0.138,0.0,0.373,0.807,0.0	0.0,0.0,0.258	0.178
77	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355327	181355552	181354352	181354442	181355650	181355812	77	1,0,2,2,0	12,6,6,3,10	0,0,1	6,16,6	116	224	0.481665561644	0.871104453903	0.139,0.0,0.392,0.563,0.0	0.0,0.0,0.243	0.138
78	"ENSMUSG00000027474"	"Ccm2l"	chr2	+	153074771	153074907	153076400	153076464	153071757	153072212	153078481	153078611	78	8,5,3,8,7	22,4,13,22,13	0,2,5	3,2,2	135	63	0.79692035581	1.0	0.145,0.368,0.097,0.145,0.201	0.0,0.318,0.538	-0.094
79	"ENSMUSG00000020459"	"Mtif2"	chr11	+	29533831	29533992	29535089	29535266	29533225	29533397	29536832	29536972	79	37,14,48,43,28	40,15,56,28,32	9,10,8	15,18,14	160	176	0.038584284523	0.154337138092	0.504,0.507,0.485,0.628,0.49	0.398,0.379,0.386	0.135
80	"ENSMUSG00000063558"	"Aox1"	chr1	+	58059034	58059186	58059378	58059472	58058131	58058224	58061195	58061305	80	39,20,54,20,10	29,30,52,41,17	5,3,1	9,6,5	151	93	0.0633610132014	0.219515799418	0.453,0.291,0.39,0.231,0.266	0.255,0.235,0.11	0.126
81	"ENSMUSG00000021495"	"Fam193b"	chr13	-	55555982	55556225	55564519	55564580	55554216	55554448	55569704	55571120	81	9,4,2,12,4	5,12,14,19,6	4,8,4	9,19,8	60	242	0.589938569037	0.966304440929	0.879,0.573,0.366,0.718,0.729	0.642,0.629,0.669	0.006
83	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70706940	70707086	70708441	70708611	70706680	70706759	70708778	70708858	83	608,498,702,508,431	604,537,645,545,452	641,1036,950	567,576,572	145	169	5.77105294812e-05	0.000816146722936	0.54,0.519,0.559,0.521,0.526	0.569,0.677,0.659	-0.102
84	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69873883	69873935	69880766	69880948	69871731	69871781	69881296	69881411	84	18,14,24,18,19	10,3,9,16,9	23,27,11	10,1,3	181	51	0.0836105337724	0.268800076277	0.337,0.568,0.429,0.241,0.373	0.393,0.884,0.508	-0.205
85	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69879101	69879184	69881296	69881411	69873883	69873935	69885248	69885615	85	21,9,24,24,16	20,11,12,16,17	18,9,6	18,6,8	114	82	0.589853506383	0.966304440929	0.43,0.37,0.59,0.519,0.404	0.418,0.519,0.35	0.034
86	"ENSMUSG00000039703"	"Nploc4"	chr11	-	120408772	120408899	120411657	120411744	120404205	120404366	120413559	120413739	86	70,61,104,63,51	54,53,91,66,55	76,56,53	46,67,44	86	126	0.661227800943	1.0	0.655,0.628,0.626,0.583,0.576	0.708,0.55,0.638	-0.018
87	"ENSMUSG00000002881"	"Nab1"	chr1	-	52464784	52464947	52466889	52466979	52462087	52462204	52479237	52479289	87	22,13,27,17,9	17,24,25,22,20	16,10,5	15,10,16	89	162	0.847421464995	1.0	0.702,0.496,0.663,0.584,0.45	0.66,0.645,0.363	0.023
88	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611170	32611375	32651656	32651755	88	10,11,4,3,11	16,9,17,39,25	2,5,0	19,1,2	272	99	0.511591539295	0.899455776967	0.185,0.308,0.079,0.027,0.138	0.037,0.645,0.0	-0.08
89	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611183	32611837	32651656	32651755	89	4,1,2,8,2	16,10,16,39,25	1,2,0	19,1,2	272	99	0.157652718565	0.424132582771	0.083,0.035,0.044,0.069,0.028	0.019,0.421,0.0	-0.095
90	"ENSMUSG00000028035"	"Dnajb4"	chr3	-	152186414	152186983	152193376	152193618	152183981	152185380	152209834	152210083	90	1,2,3,2,0	629,483,1043,545,482	3,2,1	149,64,61	241	568	0.191776195243	0.4781471997	0.004,0.01,0.007,0.009,0.0	0.045,0.069,0.037	-0.044
92	"ENSMUSG00000022960"	"Donson"	chr16	-	91683632	91683811	91684301	91684480	91682742	91682821	91686166	91686370	92	0,4,4,1,0	0,0,4,0,1	1,0,0	2,2,1	178	178	1	1.0	NA,1.0,0.5,1.0,0.0	0.333,0.0,0.0	0.514
93	"ENSMUSG00000037669"	"Ldah"	chr12	+	8227219	8227363	8238442	8238615	8220599	8220755	8268363	8268598	93	17,16,26,13,12	12,10,15,17,10	11,8,12	7,2,5	143	172	0.107580686301	0.32224400017	0.63,0.658,0.676,0.479,0.591	0.654,0.828,0.743	-0.135
94	"ENSMUSG00000037669"	"Ldah"	chr12	+	8238442	8238615	8268363	8268598	8220599	8220755	8275807	8275890	94	1,1,0,0,1	31,19,30,33,13	1,0,0	11,10,9	172	234	1	1.0	0.042,0.067,0.0,0.0,0.095	0.11,0.0,0.0	0.004
95	"ENSMUSG00000037669"	"Ldah"	chr12	+	8268363	8268598	8275807	8275890	8238442	8238615	8283899	8285759	95	11,10,15,17,9	5,8,15,16,12	6,2,5	4,4,6	234	82	0.444113043687	0.826880976304	0.435,0.305,0.259,0.271,0.208	0.345,0.149,0.226	0.056
96	"ENSMUSG00000028416"	"Bag1"	chr4	-	40937131	40937194	40939076	40939184	40936397	40936676	40941524	40941638	96	387,394,390,289,317	450,277,363,321,304	285,80,94	217,139,145	107	62	0.144095346206	0.400987909657	0.333,0.452,0.384,0.343,0.377	0.432,0.25,0.273	0.059
97	"ENSMUSG00000028416"	"Bag1"	chr4	-	40939076	40939184	40941524	40941638	40937131	40937194	40943624	40943707	97	504,487,526,448,464	653,627,709,585,508	321,148,136	382,166,199	113	107	0.871073787223	1.0	0.422,0.424,0.413,0.42,0.464	0.443,0.458,0.393	-0.003
98	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34543972	34544417	34552176	34552322	34542426	34542607	34566856	34566893	98	287,193,332,269,202	352,201,351,287,224	240,259,230	229,232,184	145	444	0.0255995805126	0.113098322576	0.714,0.746,0.743,0.742,0.734	0.762,0.774,0.793	-0.041
