ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
19	"ENSMUSG00000059743"	"Fdps"	chr3	-	89094451	89094577	89094451	89094529	89094859	89094932	19	1,0,6,0,2	48,36,52,32,44	0,0,2	49,55,26	-2	-1	0.569803082801	1.0	0.01,0.0,0.055,0.0,0.022	0.0,0.0,0.037	0.005
23	"ENSMUSG00000030795"	"Fus"	chr7	+	127971837	127971982	127971840	127971982	127969716	127969871	23	123,88,165,115,84	72,50,65,47,52	44,60,60	29,31,39	-2	-1	0.276067983035	1.0	0.461,0.468,0.559,0.55,0.447	0.431,0.492,0.435	0.044
24	"ENSMUSG00000022617"	"Chkb"	chr15	-	89427323	89427427	89427323	89427399	89427560	89427669	24	146,105,157,116,103	23,13,25,17,22	39,24,18	8,3,3	-2	-1	0.917566569728	1.0	0.76,0.802,0.758,0.773,0.701	0.709,0.8,0.75	0.006
26	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428578	89428410	89428544	89428713	89428827	26	8,11,5,7,6	23,32,35,45,20	4,0,1	10,6,5	-2	-1	0.26334292199	1.0	0.148,0.147,0.067,0.072,0.13	0.167,0.0,0.091	0.027
28	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119346568	119346469	119346568	119344172	119344252	28	40,18,26,40,18	0,1,0,0,0	23,37,36	0,0,0	-2	-1	1	1.0	1.0,0.9,1.0,1.0,1.0	1.0,1.0,1.0	-0.02
29	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348580	119348771	119348585	119348771	119347729	119347810	29	90,79,122,137,68	1,0,0,0,0	106,117,104	1,1,0	-2	-1	1	1.0	0.978,1.0,1.0,1.0,1.0	0.981,0.983,1.0	0.008
31	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589955	87590055	87590008	87590055	87589655	87589818	31	96,58,90,135,75	11,2,6,12,0	41,38,41	4,7,3	-2	-1	0.186327895371	0.998828080073	0.814,0.935,0.882,0.849,1.0	0.837,0.731,0.872	0.083
32	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370600	89370675	89370603	89370675	89370394	89370488	32	22,54,28,33,35	115,86,144,108,120	23,18,11	85,56,62	-2	-1	0.363006840687	1.0	0.087,0.239,0.089,0.133,0.127	0.119,0.138,0.081	0.022
37	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12817857	12818284	12817857	12818127	12821403	12821553	37	19,15,39,22,25	0,0,0,0,0	16,26,19	0,2,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.867,1.0	0.044
40	"ENSMUSG00000085795"	"Zfp703"	chr8	+	26978234	26978395	26978261	26978395	26977324	26977611	40	0,0,3,1,0	0,0,1,0,1	0,0,0	0,1,0	-2	-1	1	1.0	NA,NA,0.6,1.0,0.0	NA,0.0,NA	0.533
41	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533594	75533540	75533590	75541159	75541378	41	32,27,55,35,34	1,0,0,1,0	26,8,14	0,0,0	-2	-1	1	1.0	0.941,1.0,1.0,0.946,1.0	1.0,1.0,1.0	-0.023
44	"ENSMUSG00000022679"	"Mpv17l"	chr16	+	13946528	13946587	13946557	13946587	13944665	13944736	44	0,4,3,0,0	2,0,0,1,0	0,0,1	0,0,1	-2	-1	1	1.0	0.0,1.0,1.0,0.0,NA	NA,NA,0.333	0.167
45	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107758	23107820	45	7,8,4,14,5	17,27,20,12,16	7,19,17	13,59,45	-2	-1	0.872433244096	1.0	0.171,0.129,0.091,0.368,0.135	0.212,0.139,0.159	0.009
46	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108584	23108633	23108587	23108633	23107770	23107880	46	2,6,1,7,1	3,0,0,0,2	3,5,9	2,1,1	-2	-1	0.311411720971	1.0	0.25,1.0,1.0,1.0,0.2	0.429,0.714,0.818	0.036
48	"ENSMUSG00000041890"	"Git2"	chr5	-	114752278	114752330	114752278	114752327	114753278	114753324	48	5,7,17,7,6	10,10,12,13,7	4,2,7	10,6,7	-2	-1	0.315654242313	1.0	0.2,0.259,0.415,0.212,0.3	0.167,0.143,0.333	0.063
49	"ENSMUSG00000116048"	"Sept2"	chr1	+	93489123	93489154	93489127	93489154	93478992	93479068	49	10,16,7,8,4	0,0,1,1,0	3,18,15	0,0,3	-2	-1	0.570250691688	1.0	1.0,1.0,0.778,0.8,1.0	1.0,1.0,0.714	0.011
50	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885071	95884969	95885068	95888140	95888296	50	21,11,8,23,8	10,8,11,10,5	11,7,2	6,0,3	-2	-1	0.464763574717	1.0	0.512,0.407,0.267,0.535,0.444	0.478,1.0,0.25	-0.143
51	"ENSMUSG00000063445"	"Nmral1"	chr16	-	4711316	4711680	4711316	4711603	4713639	4713830	51	0,0,1,0,0	4,3,2,6,7	0,0,0	0,7,4	-2	-1	1	1.0	0.0,0.0,0.2,0.0,0.0	NA,0.0,0.0	0.04
53	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660282	35660353	35660282	35660344	35660443	35660574	53	12,5,12,13,13	0,0,0,1,0	1,1,1	0,0,0	-2	-1	1	1.0	1.0,1.0,1.0,0.867,1.0	1.0,1.0,1.0	-0.027
54	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107749707	107749799	107749707	107749796	107750007	107750092	54	56,44,82,40,56	1,0,2,2,1	29,50,29	0,2,2	-2	-1	0.850727321231	1.0	0.966,1.0,0.953,0.909,0.966	1.0,0.926,0.879	0.024
55	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107756908	107760391	107756908	107756992	107765494	107765650	55	37,21,70,42,31	0,0,0,0,0	14,25,19	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.926,1.0	0.025
58	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26374491	26374564	26374491	26374560	26374642	26374747	58	1,3,1,0,6	1,0,0,0,0	1,1,2	0,0,0	-2	-1	1	1.0	0.333,1.0,1.0,NA,1.0	1.0,1.0,1.0	-0.167
60	"ENSMUSG00000030562"	"Nox4"	chr7	+	87295783	87295894	87295787	87295894	87247487	87247583	60	1,2,1,3,0	0,0,3,1,0	0,2,0	1,0,0	-2	-1	1	1.0	1.0,1.0,0.143,0.6,NA	0.0,1.0,NA	0.186
62	"ENSMUSG00000004393"	"Ddx56"	chr11	-	6266810	6266971	6266810	6266917	6267417	6267579	62	23,32,32,27,14	2,3,3,1,1	16,21,8	0,1,1	-2	-1	0.0163690059906	0.231948814887	0.852,0.842,0.842,0.931,0.875	1.0,0.913,0.8	-0.036
64	"ENSMUSG00000006288"	"Ttc5"	chr14	-	50775290	50775450	50775290	50775382	50777261	50777412	64	0,0,0,0,0	14,5,13,16,14	0,0,1	14,14,7	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.067	-0.022
66	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3436988	3437090	3437029	3437090	3436437	3436493	66	4,0,4,4,0	0,1,0,0,0	0,1,0	1,0,0	-2	-1	1	1.0	1.0,0.0,1.0,1.0,NA	0.0,1.0,NA	0.25
67	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3437001	3437090	3437029	3437090	3436437	3436493	67	0,0,0,2,0	0,1,0,0,0	0,0,0	1,0,0	-2	-1	1	1.0	NA,0.0,NA,1.0,NA	0.0,NA,NA	0.5
73	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89293435	89293666	89293435	89293630	89293738	89293869	73	23,29,36,42,45	0,0,0,2,0	36,30,31	1,0,0	-2	-1	1	1.0	1.0,1.0,1.0,0.913,1.0	0.947,1.0,1.0	0.0
75	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89305343	89305472	89305343	89305468	89305543	89305657	75	24,16,39,20,13	0,0,0,0,0	19,17,18	0,2,1	-2	-1	0.812991306277	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.81,0.9	0.097
76	"ENSMUSG00000036990"	"Otud4"	chr8	+	79661037	79661135	79661040	79661135	79659397	79659462	76	24,13,29,17,11	11,12,31,11,3	17,8,12	10,7,6	-2	-1	0.856885375107	1.0	0.522,0.351,0.319,0.436,0.647	0.459,0.364,0.5	0.014
77	"ENSMUSG00000027206"	"Cops2"	chr2	-	125842621	125842732	125842621	125842711	125844809	125844935	77	43,23,62,44,44	102,41,102,120,60	51,22,7	91,38,44	-2	-1	0.389478435719	1.0	0.174,0.219,0.233,0.155,0.268	0.219,0.224,0.074	0.037
81	"ENSMUSG00000023992"	"Trem2"	chr17	+	48351690	48351930	48351745	48351930	48351100	48351191	81	0,0,0,2,0	0,0,0,0,0	0,0,0	0,1,2	-2	-1	1	1.0	NA,NA,NA,1.0,NA	NA,0.0,0.0	1.0
82	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128096379	128096523	128096438	128096523	128091634	128091776	82	0,2,1,2,1	0,0,0,0,0	1,1,0	0,2,0	-2	-1	1	1.0	NA,1.0,1.0,1.0,1.0	1.0,0.2,NA	0.4
83	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128113459	128113681	128113462	128113681	128112581	128112767	83	3,1,1,0,4	7,10,9,0,8	6,0,1	10,5,8	-2	-1	1	1.0	0.176,0.048,0.053,NA,0.2	0.231,0.0,0.059	0.023
84	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101886960	101887070	101886960	101887067	101888086	101888316	84	6,6,8,8,6	0,0,0,3,0	7,8,11	0,2,0	-2	-1	0.838036908179	1.0	1.0,1.0,1.0,0.571,1.0	1.0,0.667,1.0	0.025
89	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32517028	32517139	32514383	32514454	89	15,10,26,18,16	0,0,1,2,0	9,2,1	1,0,0	-2	-1	1	1.0	1.0,1.0,0.929,0.818,1.0	0.818,1.0,1.0	0.01
90	"ENSMUSG00000054302"	"Eapp"	chr12	-	54691999	54692095	54691999	54692083	54692774	54692956	90	50,60,67,52,24	0,0,1,1,0	24,35,9	0,0,0	-2	-1	1	1.0	1.0,1.0,0.971,0.963,1.0	1.0,1.0,1.0	-0.013
93	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	35924012	35924123	35924036	35924123	35923307	35923425	93	0,0,3,1,0	25,37,69,24,22	0,1,0	12,15,9	-2	-1	1	1.0	0.0,0.0,0.021,0.02,0.0	0.0,0.032,0.0	-0.002
94	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82883180	82883361	82883243	82883361	82882227	82882437	94	30,35,56,35,26	1,0,2,4,2	21,19,28	4,4,2	-2	-1	0.0148688185437	0.219230388999	0.938,1.0,0.933,0.814,0.867	0.724,0.704,0.875	0.143
95	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82894475	82894567	82894481	82894567	82893423	82893582	95	25,30,44,48,34	8,16,9,7,4	17,22,28	8,5,4	-2	-1	0.93498282027	1.0	0.61,0.484,0.71,0.774,0.81	0.515,0.688,0.778	0.017
96	"ENSMUSG00000031388"	"Naa10"	chrX	-	73916872	73917195	73916872	73917190	73917842	73917927	96	35,27,29,33,32	0,0,0,0,0	22,13,14	1,0,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	0.917,1.0,1.0	0.028
97	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919546	73919501	73919540	73919753	73919869	97	111,151,130,134,108	2,0,4,0,5	76,71,69	1,1,2	-2	-1	0.792852813805	1.0	0.965,1.0,0.942,1.0,0.915	0.974,0.973,0.945	0.0
99	"ENSMUSG00000020740"	"Gga3"	chr11	-	115586315	115586485	115586315	115586420	115586995	115587201	99	10,5,13,13,8	0,0,0,0,3	7,9,6	0,0,1	-2	-1	0.837978800259	1.0	1.0,1.0,1.0,1.0,0.571	1.0,1.0,0.75	-0.002
102	"ENSMUSG00000024989"	"Cep55"	chr19	+	38073297	38074421	38073300	38074421	38071764	38071890	102	1,1,3,1,0	0,0,0,1,0	0,0,2	0,0,0	-2	-1	1	1.0	1.0,1.0,1.0,0.333,NA	NA,NA,1.0	-0.167
104	"ENSMUSG00000042015"	"Wdr41"	chr13	+	94978469	94978585	94978473	94978585	94976437	94976589	104	15,21,26,15,16	0,3,0,0,1	20,8,6	0,0,0	-2	-1	1	1.0	1.0,0.778,1.0,1.0,0.889	1.0,1.0,1.0	-0.067
106	"ENSMUSG00000031979"	"Cog2"	chr8	+	124528975	124529056	124528977	124529056	124527099	124527165	106	12,20,23,18,8	0,1,0,0,0	8,18,12	0,0,0	-2	-1	1	1.0	1.0,0.909,1.0,1.0,1.0	1.0,1.0,1.0	-0.018
107	"ENSMUSG00000070733"	"Fryl"	chr5	-	73068723	73068914	73068723	73068911	73069882	73070004	107	2,3,5,9,1	3,0,0,2,1	2,6,3	0,2,0	-2	-1	0.11112864105	0.746299925914	0.25,1.0,1.0,0.692,0.333	1.0,0.6,1.0	-0.212
108	"ENSMUSG00000070733"	"Fryl"	chr5	-	73071104	73071309	73071104	73071306	73072735	73072921	108	5,3,9,2,6	1,0,4,1,2	6,6,7	1,1,0	-2	-1	0.00530086623493	0.104474958106	0.714,1.0,0.529,0.5,0.6	0.75,0.75,1.0	-0.165
110	"ENSMUSG00000021549"	"Rasa1"	chr13	-	85230387	85230475	85230387	85230410	85233588	85233745	110	29,9,32,28,20	1,0,0,0,1	20,19,8	0,0,0	-2	-1	1	1.0	0.935,1.0,1.0,1.0,0.909	1.0,1.0,1.0	-0.031
111	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187050	89186955	89186998	89187147	89187243	111	29,30,48,24,21	0,4,0,1,2	12,15,10	0,0,1	-2	-1	0.192690260383	1.0	1.0,0.789,1.0,0.923,0.84	1.0,1.0,0.833	-0.034
112	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3238028	3238112	3238063	3238112	3237590	3237660	112	9,17,13,7,12	7,2,3,2,1	3,5,13	1,4,0	-2	-1	0.669570256335	1.0	0.391,0.81,0.684,0.636,0.857	0.6,0.385,1.0	0.014
115	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31592462	31592496	31592465	31592496	31583154	31583260	115	12,7,17,17,9	2,5,1,1,1	5,11,10	1,0,2	-2	-1	0.13530577032	0.839073420321	0.75,0.412,0.895,0.895,0.818	0.714,1.0,0.714	-0.055
116	"ENSMUSG00000026843"	"Fubp3"	chr2	+	31594842	31594892	31594847	31594892	31592462	31592496	116	19,21,25,16,19	0,0,0,0,0	7,9,6	1,0,0	-2	-1	1	1.0	1.0,1.0,1.0,1.0,1.0	0.778,1.0,1.0	0.074
117	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117894743	117894925	117894743	117894845	117895211	117895301	117	244,159,208,149,162	19,9,8,15,13	156,147,149	9,8,5	-2	-1	0.131636619721	0.827180000641	0.865,0.898,0.929,0.832,0.862	0.897,0.902,0.937	-0.035
118	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43008015	43008111	43008015	43008108	43010178	43010253	118	16,13,20,29,9	11,12,14,26,12	10,15,7	8,16,10	-2	-1	0.469384342978	1.0	0.421,0.351,0.417,0.358,0.273	0.385,0.319,0.259	0.043
119	"ENSMUSG00000022515"	"Anks3"	chr16	-	4942210	4942294	4942210	4942265	4942692	4942778	119	18,20,26,25,14	0,2,0,0,0	12,15,14	0,0,1	-2	-1	1	1.0	1.0,0.833,1.0,1.0,1.0	1.0,1.0,0.875	0.008
121	"ENSMUSG00000053877"	"Srcap"	chr7	+	127529134	127529224	127529137	127529224	127528395	127528489	121	12,9,16,25,10	12,8,10,7,9	12,8,9	6,9,7	-2	-1	0.691885491808	1.0	0.333,0.36,0.444,0.641,0.357	0.5,0.308,0.391	0.027
123	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146432972	146433146	146432975	146433146	146432480	146432617	123	30,39,65,26,26	18,16,26,17,7	18,24,21	11,18,12	-2	-1	0.171337661315	0.952030793048	0.455,0.549,0.556,0.433,0.65	0.45,0.4,0.467	0.09
124	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46062140	46062290	46062143	46062290	46061402	46061576	124	0,1,1,0,0	9,9,9,8,2	1,1,0	1,5,5	-2	-1	1	1.0	0.0,0.053,0.053,0.0,0.0	0.333,0.091,0.0	-0.12
125	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46068017	46068088	46068020	46068088	46067228	46067286	125	8,0,4,5,6	1,9,4,10,5	1,1,4	3,2,5	-2	-1	0.434768079297	1.0	0.8,0.0,0.333,0.2,0.375	0.143,0.2,0.286	0.132
127	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101913158	101913346	101913239	101913346	101911998	101912160	127	47,17,51,13,19	78,40,88,72,62	16,13,8	52,22,19	-2	-1	0.792828776555	1.0	0.232,0.175,0.225,0.083,0.133	0.133,0.228,0.174	-0.009
128	"ENSMUSG00000019854"	"Reps1"	chr10	+	18107667	18107748	18107670	18107748	18104153	18104275	128	0,3,1,0,5	0,0,0,0,0	2,2,8	0,1,0	-2	-1	1	1.0	NA,1.0,1.0,NA,1.0	1.0,0.5,1.0	0.167
133	"ENSMUSG00000020171"	"Yeats4"	chr10	-	117220332	117220455	117220332	117220427	117220531	117220598	133	1,0,0,0,0	39,28,39,30,30	0,0,0	19,10,11	-2	-1	1	1.0	0.013,0.0,0.0,0.0,0.0	0.0,0.0,0.0	0.003
134	"ENSMUSG00000059022"	"Kcp"	chr6	-	29489032	29489153	29489032	29489150	29490065	29490148	134	5,2,0,3,0	1,2,6,2,1	3,0,0	1,0,1	-2	-1	1	1.0	0.714,0.333,0.0,0.429,0.0	0.6,NA,0.0	-0.005
138	"ENSMUSG00000029505"	"Ep400"	chr5	-	110668549	110668745	110668549	110668724	110670874	110671096	138	13,5,9,14,5	0,0,2,0,0	1,12,7	1,0,2	-2	-1	0.422584190516	1.0	1.0,1.0,0.692,1.0,1.0	0.333,1.0,0.636	0.282
140	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181354352	181354442	140	1,1,1,0,0	0,0,0,2,1	1,0,0	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0,0.0,0.0	1.0,0.0,NA	0.1
141	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355309	181355552	181355327	181355552	181355008	181355125	141	3,0,2,3,3	4,1,1,0,1	0,6,1	1,2,0	-2	-1	0.531516203858	1.0	0.273,0.0,0.5,1.0,0.6	0.0,0.6,1.0	-0.059
146	"ENSMUSG00000021816"	"Ppp3cb"	chr14	-	20509415	20509500	20509415	20509497	20515522	20515600	146	96,45,97,72,53	43,27,79,57,49	42,26,42	28,27,24	-2	-1	0.85272288693	1.0	0.527,0.455,0.38,0.387,0.351	0.429,0.325,0.467	0.013
152	"ENSMUSG00000021792"	"Prxl2a"	chr14	-	41004040	41004220	41004040	41004203	41013625	41013771	152	1,3,1,0,0	1,8,0,1,0	0,3,0	2,2,0	-2	-1	1	1.0	0.333,0.158,1.0,0.0,NA	0.0,0.429,NA	0.158
154	"ENSMUSG00000027655"	"Dhx35"	chr2	+	158815409	158815534	158815429	158815534	158806922	158807000	154	0,0,0,0,0	6,8,26,5,8	0,0,1	6,5,9	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.053	-0.018
156	"ENSMUSG00000024006"	"Stk38"	chr17	-	29000008	29000144	29000008	29000141	29007710	29007995	156	5,2,1,5,0	6,10,8,9,4	1,4,3	6,5,11	-2	-1	0.866865830525	1.0	0.294,0.091,0.059,0.217,0.0	0.077,0.286,0.12	-0.029
157	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616565	138616469	138616559	138617054	138617167	157	10,14,8,6,7	0,0,3,6,2	4,6,9	2,2,2	-2	-1	0.540889658527	1.0	1.0,1.0,0.571,0.333,0.636	0.5,0.6,0.692	0.111
158	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616614	138616469	138616559	138617054	138617167	158	1,1,1,1,0	0,0,3,6,2	0,0,0	2,2,2	-2	-1	1	1.0	1.0,1.0,0.143,0.077,0.0	0.0,0.0,0.0	0.444
159	"ENSMUSG00000058291"	"Zfp68"	chr5	-	138616469	138616614	138616469	138616565	138617054	138617167	159	0,1,0,0,0	9,14,7,5,7	0,0,0	4,6,9	-2	-1	1	1.0	0.0,0.034,0.0,0.0,0.0	0.0,0.0,0.0	0.007
161	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16831464	16831580	16831024	16831138	161	2,5,0,1,1	13,7,17,21,21	0,0,0	4,8,4	-2	-1	0.110681621893	0.746299925914	0.071,0.263,0.0,0.023,0.023	0.0,0.0,0.0	0.076
162	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16831485	16831580	16831024	16831138	162	2,5,0,1,1	13,13,23,13,13	0,0,0	6,13,4	-2	-1	0.107865718631	0.736359832137	0.071,0.161,0.0,0.037,0.037	0.0,0.0,0.0	0.061
163	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831464	16831580	16831485	16831580	16831024	16831138	163	13,7,17,21,21	13,13,23,13,13	4,8,4	6,13,4	-2	-1	0.212476684552	1.0	0.333,0.212,0.27,0.447,0.447	0.25,0.235,0.333	0.069
166	"ENSMUSG00000023826"	"Prkn"	chr17	+	11303589	11303711	11303592	11303711	11237461	11237702	166	17,4,22,16,5	6,0,11,2,5	4,6,2	3,1,1	-2	-1	0.827125248276	1.0	0.586,1.0,0.5,0.8,0.333	0.4,0.75,0.5	0.094
167	"ENSMUSG00000023826"	"Prkn"	chr17	+	11556647	11557234	11556914	11557234	11492678	11492794	167	1,2,0,1,6	0,0,0,0,1	1,0,0	0,0,0	-2	-1	1	1.0	1.0,1.0,NA,1.0,0.75	1.0,NA,NA	-0.063
168	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148617705	148612381	148617635	148618664	148618791	168	24,21,40,29,26	0,2,0,1,1	30,30,15	1,0,0	-2	-1	1	1.0	1.0,0.84,1.0,0.935,0.929	0.938,1.0,1.0	-0.039
169	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617737	148617565	148617635	148618664	148618791	169	17,12,24,24,15	0,2,0,1,1	16,18,13	1,0,0	-2	-1	1	1.0	1.0,0.75,1.0,0.923,0.882	0.889,1.0,1.0	-0.052
170	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617635	148618664	148618791	170	17,12,28,24,18	0,2,0,1,1	18,19,12	1,0,0	-2	-1	1	1.0	1.0,0.75,1.0,0.923,0.9	0.9,1.0,1.0	-0.052
171	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617737	148617565	148617705	148618664	148618791	171	2,0,0,1,0	9,9,16,6,11	0,0,1	14,12,3	-2	-1	1	1.0	0.1,0.0,0.0,0.077,0.0	0.0,0.0,0.143	-0.012
172	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617705	148618664	148618791	172	2,0,4,1,3	9,9,16,6,11	2,1,0	14,12,3	-2	-1	0.148676134269	0.88964755449	0.1,0.0,0.111,0.077,0.12	0.067,0.04,0.0	0.046
173	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617737	148618664	148618791	173	2,0,4,1,3	2,0,0,1,0	2,1,0	0,0,1	-2	-1	1	1.0	0.333,NA,1.0,0.333,1.0	1.0,1.0,0.0	-0.0
174	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617705	148617565	148617635	148618673	148618791	174	30,18,29,35,19	0,1,0,0,0	21,21,17	0,0,0	-2	-1	1	1.0	1.0,0.9,1.0,1.0,1.0	1.0,1.0,1.0	-0.02
175	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617635	148618673	148618791	175	16,12,26,24,15	0,1,0,0,0	16,18,13	0,0,0	-2	-1	1	1.0	1.0,0.857,1.0,1.0,1.0	1.0,1.0,1.0	-0.029
176	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148617565	148617825	148617565	148617705	148618673	148618791	176	1,0,2,1,0	15,6,5,12,4	0,0,1	5,3,5	-2	-1	1	1.0	0.032,0.0,0.167,0.04,0.0	0.0,0.0,0.091	0.017
