ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
21	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428544	89428713	89428827	21	0,0,1,0,0	23,32,35,45,20	0,0,0	10,6,5	-2	-1	1	1.0	0.0,0.0,0.014,0.0,0.0	0.0,0.0,0.0	0.003
22	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428578	89428713	89428827	22	0,0,1,0,0	8,11,5,7,6	0,0,0	4,0,1	-2	-1	1	1.0	0.0,0.0,0.091,0.0,0.0	0.0,NA,0.0	0.018
23	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119346568	119344465	119344508	119346469	119346568	23	1,0,0,0,0	69,48,56,86,44	0,0,1	62,75,73	-2	-1	1	1.0	0.007,0.0,0.0,0.0,0.0	0.0,0.0,0.007	-0.001
24	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	98095132	98097059	98095132	98095193	98096928	98097059	24	8,0,5,3,0	43,18,54,32,24	2,1,2	22,4,7	-2	-1	0.51268632256	1.0	0.085,0.0,0.044,0.045,0.0	0.043,0.111,0.125	-0.058
28	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589655	87590055	87589655	87589818	87590008	87590055	28	42,26,37,71,33	11,2,6,12,0	13,25,20	4,7,3	-2	-1	0.201472669583	1.0	0.656,0.867,0.755,0.747,1.0	0.619,0.641,0.769	0.129
29	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89363604	89363834	89363604	89363689	89363765	89363834	29	1,7,4,5,2	93,113,116,92,67	0,8,0	45,34,34	-2	-1	0.504258522708	1.0	0.005,0.03,0.017,0.026,0.015	0.0,0.105,0.0	-0.016
30	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370600	89370675	30	1,0,6,3,2	16,42,27,27,31	1,0,0	18,11,8	-2	-1	0.0561579272871	0.576261083926	0.03,0.0,0.1,0.053,0.031	0.027,0.0,0.0	0.034
31	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370603	89370675	31	7,12,7,9,6	115,86,144,108,120	6,7,3	85,56,62	-2	-1	0.970681027643	1.0	0.03,0.065,0.024,0.04,0.024	0.034,0.059,0.024	-0.002
32	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370752	89370993	89370752	89370808	89370891	89370993	32	8,12,16,15,7	62,76,81,63,54	3,5,6	23,27,29	-2	-1	0.865481922934	1.0	0.061,0.073,0.09,0.106,0.061	0.061,0.085,0.094	-0.002
34	"ENSMUSG00000062006"	"Rpl34"	chr3	-	130729050	130729302	130729050	130729150	130729228	130729302	34	0,0,3,1,0	155,197,130,148,78	0,0,1	97,221,194	-2	-1	1	1.0	0.0,0.0,0.011,0.003,0.0	0.0,0.0,0.003	0.002
35	"ENSMUSG00000027776"	"Il12a"	chr3	+	68695189	68695346	68695189	68695231	68695304	68695346	35	1,0,1,0,0	0,6,0,1,2	1,0,0	4,1,5	-2	-1	1	1.0	1.0,0.0,1.0,0.0,0.0	0.111,0.0,0.0	0.363
36	"ENSMUSG00000027776"	"Il12a"	chr3	+	68695189	68695580	68695189	68695346	68695436	68695580	36	0,0,0,0,0	2,6,1,0,4	1,0,0	5,3,4	-2	-1	1	1.0	0.0,0.0,0.0,NA,0.0	0.091,0.0,0.0	-0.03
38	"ENSMUSG00000075232"	"Amd1"	chr10	-	40290117	40290615	40290117	40290273	40290377	40290615	38	0,0,0,0,0	100,71,78,56,77	1,1,1	364,602,1013	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.001,0.001,0.0	-0.001
39	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35670656	35670962	35670656	35670745	35670865	35670962	39	2,5,0,0,0	15,10,15,13,11	0,1,0	4,4,5	-2	-1	0.507423802626	1.0	0.063,0.2,0.0,0.0,0.0	0.0,0.111,0.0	0.016
41	"ENSMUSG00000027610"	"Gss"	chr2	-	155566802	155567887	155566802	155566884	155567692	155567887	41	14,5,8,8,14	9,5,10,9,14	2,1,3	12,8,6	-2	-1	0.000177478836475	0.0278641773266	0.438,0.333,0.286,0.308,0.333	0.077,0.059,0.2	0.228
42	"ENSMUSG00000027610"	"Gss"	chr2	-	155566802	155567887	155566802	155566884	155567782	155567887	42	14,5,8,8,14	0,1,0,0,0	2,1,3	0,0,0	-2	-1	1	1.0	1.0,0.714,1.0,1.0,1.0	1.0,1.0,1.0	-0.057
43	"ENSMUSG00000027610"	"Gss"	chr2	-	155578288	155578787	155578288	155578428	155578711	155578787	43	1,0,1,0,1	9,8,10,16,7	0,0,0	2,0,6	-2	-1	1	1.0	0.053,0.0,0.048,0.0,0.067	0.0,NA,0.0	0.034
44	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108587	23108851	23108587	23108633	23108718	23108851	44	3,3,0,1,3	104,132,162,109,79	0,1,1	110,252,258	-2	-1	1	1.0	0.014,0.011,0.0,0.005,0.019	0.0,0.002,0.002	0.008
45	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23109984	23110343	23109984	23110153	23110233	23110343	45	0,0,0,0,1	546,541,776,525,433	0,0,0	472,339,354	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.001	0.0,0.0,0.0	0.0
46	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111125	23111263	46	0,0,0,0,1	504,369,640,504,412	0,0,0	421,188,197	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.001	0.0,0.0,0.0	0.0
47	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111592	23111125	23111263	23111502	23111592	47	42,65,47,39,37	857,814,1182,771,672	32,22,31	666,405,369	-2	-1	0.582589797941	1.0	0.024,0.038,0.019,0.025,0.027	0.023,0.026,0.04	-0.003
50	"ENSMUSG00000079553"	"Kifc1"	chr17	-	33884588	33885218	33884588	33884986	33885167	33885218	50	0,0,2,0,0	0,0,1,0,2	0,0,0	2,0,0	-2	-1	1	1.0	NA,NA,0.5,NA,0.0	0.0,NA,NA	0.25
53	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107751718	107751953	107751718	107751791	107751875	107751953	53	5,5,1,7,6	40,28,57,60,38	2,6,1	16,33,22	-2	-1	0.914415929524	1.0	0.059,0.082,0.009,0.055,0.073	0.059,0.083,0.022	0.001
54	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107756908	107760391	107756908	107756992	107760321	107760391	54	3,0,5,12,2	2,0,4,0,3	0,0,1	3,0,1	-2	-1	1	1.0	0.429,NA,0.385,1.0,0.25	0.0,NA,0.333	0.35
55	"ENSMUSG00000011877"	"Git1"	chr11	+	77503355	77504018	77503355	77503428	77503920	77504018	55	7,2,5,1,0	72,69,79,61,59	0,1,0	28,18,32	-2	-1	0.286966355287	1.0	0.046,0.014,0.031,0.008,0.0	0.0,0.027,0.0	0.011
56	"ENSMUSG00000011877"	"Git1"	chr11	+	77505503	77505753	77505503	77505590	77505679	77505753	56	6,5,6,4,6	89,61,83,76,48	5,2,1	38,56,54	-2	-1	0.223863639626	1.0	0.033,0.039,0.035,0.026,0.059	0.062,0.018,0.009	0.009
57	"ENSMUSG00000079197"	"Psme2"	chr14	-	55587653	55588094	55587653	55587740	55588039	55588094	57	1,2,0,0,3	99,60,122,86,108	0,0,1	29,25,30	-2	-1	1	1.0	0.005,0.016,0.0,0.0,0.014	0.0,0.0,0.016	0.002
58	"ENSMUSG00000079197"	"Psme2"	chr14	-	55589480	55589705	55589480	55589511	55589618	55589705	58	0,0,1,0,0	103,92,117,98,150	0,0,0	52,56,51	-2	-1	1	1.0	0.0,0.0,0.004,0.0,0.0	0.0,0.0,0.0	0.001
59	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72432798	72435114	72432798	72434395	72434980	72435114	59	0,0,0,0,0	108,94,172,141,101	0,1,1	140,63,54	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.008,0.009	-0.006
60	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72436994	72437448	72436994	72437117	72437370	72437448	60	0,0,1,2,1	141,117,231,177,99	0,1,1	113,261,220	-2	-1	1	1.0	0.0,0.0,0.002,0.006,0.005	0.0,0.002,0.002	0.001
64	"ENSMUSG00000070034"	"Sp110"	chr1	-	85584902	85586295	85584902	85585052	85586214	85586295	64	1,0,1,0,0	3,0,6,5,8	0,0,0	1,0,0	-2	-1	1	1.0	0.143,NA,0.077,0.0,0.0	0.0,NA,NA	0.055
67	"ENSMUSG00000078762"	"Haus5"	chr7	-	30659062	30659413	30659062	30659126	30659288	30659413	67	2,0,0,0,0	14,1,3,1,5	0,0,3	3,0,5	-2	-1	1	1.0	0.067,0.0,0.0,0.0,0.0	0.0,NA,0.231	-0.102
68	"ENSMUSG00000031505"	"Naxd"	chr8	+	11509321	11509557	11509321	11509372	11509452	11509557	68	15,2,17,20,9	52,69,89,69,43	9,11,9	40,54,33	-2	-1	0.676279663783	1.0	0.126,0.014,0.087,0.127,0.095	0.101,0.092,0.12	-0.015
70	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25466316	25466437	70	1,1,0,0,1	15,12,12,9,7	0,1,0	3,4,5	-2	-1	1	1.0	0.032,0.04,0.0,0.0,0.067	0.0,0.111,0.0	-0.009
73	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109519917	109519993	73	2,1,0,0,2	353,547,360,359,232	0,0,0	210,453,360	-2	-1	1	1.0	0.003,0.001,0.0,0.0,0.004	0.0,0.0,0.0	0.002
74	"ENSMUSG00000032553"	"Srprb"	chr9	-	103197537	103198866	103197537	103197620	103198788	103198866	74	6,9,14,12,8	31,33,26,46,22	8,3,6	29,37,29	-2	-1	0.0581289745549	0.581289745549	0.088,0.12,0.212,0.115,0.154	0.121,0.039,0.094	0.053
77	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89301842	89302377	89301842	89301970	89302181	89302377	77	0,0,0,1,0	46,37,57,36,32	0,0,0	34,36,65	-2	-1	1	1.0	0.0,0.0,0.0,0.014,0.0	0.0,0.0,0.0	0.003
78	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328458	105328607	105328692	78	1,2,5,1,1	37,40,63,28,33	0,3,0	35,6,14	-2	-1	0.43167626603	1.0	0.013,0.024,0.038,0.018,0.015	0.0,0.2,0.0	-0.045
79	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328484	105328607	105328692	79	1,0,5,1,1	6,5,5,5,9	0,3,0	4,4,1	-2	-1	0.317842881074	1.0	0.077,0.0,0.333,0.091,0.053	0.0,0.273,0.0	0.02
80	"ENSMUSG00000022685"	"Parn"	chr16	-	13664655	13665981	13664655	13664737	13665901	13665981	80	0,0,0,1,0	0,0,0,0,0	0,0,0	1,0,0	-2	-1	1	1.0	NA,NA,NA,1.0,NA	0.0,NA,NA	1.0
84	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128115024	128116169	128115024	128115085	128116060	128116169	84	3,2,1,2,0	11,7,8,17,9	0,0,0	8,12,10	-2	-1	0.146988738745	0.969631595923	0.12,0.125,0.059,0.056,0.0	0.0,0.0,0.0	0.072
87	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32515283	32515352	32517028	32517139	87	0,1,0,0,0	20,8,29,15,20	0,0,1	21,13,2	-2	-1	1	1.0	0.0,0.059,0.0,0.0,0.0	0.0,0.0,0.2	-0.055
89	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11781154	11782655	11781154	11781239	11782524	11782655	89	4,4,5,5,3	13,15,24,19,14	3,5,3	12,18,13	-2	-1	0.965106096933	1.0	0.133,0.118,0.094,0.116,0.097	0.111,0.122,0.103	-0.0
90	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	35927909	35928329	35927909	35928010	35928181	35928329	90	0,0,0,1,0	30,28,52,21,19	0,0,0	5,6,7	-2	-1	1	1.0	0.0,0.0,0.0,0.023,0.0	0.0,0.0,0.0	0.005
91	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919540	73919753	73919869	91	3,7,15,11,11	2,0,4,0,5	5,13,4	1,1,2	-2	-1	0.709405202804	1.0	0.429,1.0,0.652,1.0,0.524	0.714,0.867,0.5	0.027
92	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919546	73919753	73919869	92	1,0,2,1,2	109,144,117,124,99	1,2,1	72,60,66	-2	-1	1	1.0	0.005,0.0,0.008,0.004,0.01	0.007,0.016,0.008	-0.005
95	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90726292	90727404	90726292	90726359	90727025	90727404	95	0,1,0,1,0	3,6,7,7,5	0,0,0	0,1,4	-2	-1	1	1.0	0.0,0.077,0.0,0.067,0.0	NA,0.0,0.0	0.029
98	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55324330	55324605	55324330	55324444	55324526	55324605	98	1,3,5,2,3	129,93,157,140,104	1,2,0	59,52,46	-2	-1	1	1.0	0.004,0.016,0.016,0.007,0.014	0.008,0.019,0.0	0.002
99	"ENSMUSG00000031232"	"Magt1"	chrX	-	105968083	105971479	105968083	105971026	105971435	105971479	99	7,6,15,25,7	16,7,20,17,9	16,13,8	9,6,2	-2	-1	0.00986641157573	0.23264980234	0.179,0.3,0.273,0.424,0.28	0.471,0.52,0.667	-0.261
107	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89186047	89185361	89185647	89185993	89186047	107	0,2,2,2,1	20,9,37,19,11	2,0,4	4,12,10	-2	-1	0.142455566395	0.957840892135	0.0,0.1,0.026,0.05,0.043	0.2,0.0,0.167	-0.079
108	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186362	89186819	108	2,0,5,1,4	27,14,39,27,13	0,1,0	7,16,6	-2	-1	0.0335230590106	0.411248085342	0.036,0.0,0.06,0.018,0.133	0.0,0.03,0.0	0.039
109	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186753	89186819	109	3,1,3,0,3	0,0,0,0,1	0,1,1	0,0,0	-2	-1	1	1.0	1.0,1.0,1.0,NA,0.6	NA,1.0,1.0	-0.1
110	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186362	89186427	89186753	89186819	110	8,1,11,1,4	41,25,42,46,20	0,3,1	10,12,4	-2	-1	0.306201190806	1.0	0.089,0.02,0.116,0.011,0.091	0.0,0.111,0.111	-0.009
111	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89186998	89187147	89187243	111	12,8,24,13,10	0,4,0,1,2	4,7,6	0,0,1	-2	-1	0.0887492921156	0.733349413797	1.0,0.5,1.0,0.867,0.714	1.0,1.0,0.75	-0.1
122	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108080266	108080774	108080266	108080335	108080643	108080774	122	1,0,1,0,3	2,2,15,6,6	0,1,0	5,3,0	-2	-1	1	1.0	0.2,0.0,0.032,0.0,0.2	0.0,0.143,NA	0.015
126	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793	126	22,7,25,22,9	209,253,349,270,185	18,17,9	170,190,235	-2	-1	0.694534276263	1.0	0.05,0.014,0.035,0.039,0.024	0.05,0.043,0.019	-0.005
128	"ENSMUSG00000053877"	"Srcap"	chr7	+	127519580	127519832	127519580	127519602	127519659	127519832	128	4,19,14,9,7	0,2,0,0,0	10,4,8	0,0,0	-2	-1	1	1.0	1.0,0.826,1.0,1.0,1.0	1.0,1.0,1.0	-0.035
131	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172803	122173145	122173280	131	28,31,40,21,35	1,0,0,2,1	27,15,37	0,1,1	-2	-1	1	1.0	0.933,1.0,1.0,0.84,0.946	1.0,0.882,0.949	0.0
132	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172955	122173145	122173280	132	0,0,0,0,1	300,277,338,251,248	0,0,0	279,158,247	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.002	0.0,0.0,0.0	0.0
139	"ENSMUSG00000034525"	"Ice1"	chr13	-	70618984	70620769	70618984	70619061	70620657	70620769	139	2,0,3,2,0	18,6,23,10,15	0,2,0	7,7,9	-2	-1	0.560317694979	1.0	0.053,0.0,0.061,0.091,0.0	0.0,0.125,0.0	-0.001
141	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896	141	0,0,1,0,0	1,1,2,3,4	0,0,2	2,0,1	-2	-1	1	1.0	0.0,0.0,0.2,0.0,0.0	0.0,NA,0.5	-0.21
143	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355309	181355552	143	0,0,1,1,1	1,1,1,0,0	0,0,0	1,0,0	-2	-1	1	1.0	0.0,0.0,0.333,1.0,1.0	0.0,NA,NA	0.467
144	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552	144	0,0,1,1,1	0,0,0,2,1	0,0,0	0,1,0	-2	-1	1	1.0	NA,NA,1.0,0.2,0.333	NA,0.0,NA	0.511
155	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40540678	40540947	40540678	40540806	40540888	40540947	155	2,0,9,5,4	100,27,86,75,70	5,0,2	78,39,29	-2	-1	0.552182940077	1.0	0.01,0.0,0.05,0.032,0.028	0.031,0.0,0.033	0.003
157	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77979752	77980547	77979752	77979771	77980500	77980547	157	1,0,1,1,0	1,6,5,5,4	0,0,1	3,10,5	-2	-1	1	1.0	0.333,0.0,0.091,0.091,0.0	0.0,0.0,0.091	0.073
159	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028	159	4,6,1,5,1	71,65,62,70,81	1,6,2	25,46,44	-2	-1	0.43597675211	1.0	0.027,0.044,0.008,0.034,0.006	0.02,0.061,0.022	-0.011
160	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618646	148618791	160	0,0,0,0,0	3,0,5,1,3	1,2,0	7,2,1	-2	-1	1	1.0	0.0,NA,0.0,0.0,0.0	0.067,0.333,0.0	-0.133
161	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791	161	15,12,24,23,15	0,2,0,1,1	17,20,12	1,0,0	-2	-1	1	1.0	1.0,0.75,1.0,0.92,0.882	0.895,1.0,1.0	-0.055
162	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618664	148618791	162	0,0,0,0,0	9,9,16,6,11	1,2,0	14,12,3	-2	-1	0.27765205356	1.0	0.0,0.0,0.0,0.0,0.0	0.034,0.077,0.0	-0.037
163	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424	163	44,92,66,44,54	568,930,908,562,568	36,92,92	403,807,796	-2	-1	0.0380336843578	0.448969055953	0.037,0.047,0.035,0.038,0.045	0.043,0.054,0.055	-0.01
174	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7939442	7939665	7939442	7939532	7939605	7939665	174	3,0,0,2,0	4,2,9,1,5	0,0,0	1,2,3	-2	-1	0.416003591211	1.0	0.273,0.0,0.0,0.5,0.0	0.0,0.0,0.0	0.155
182	"ENSMUSG00000027330"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148	182	0,1,0,0,0	5,5,15,4,9	0,0,0	2,3,2	-2	-1	1	1.0	0.0,0.091,0.0,0.0,0.0	0.0,0.0,0.0	0.018
190	"ENSMUSG00000025188"	"Hps1"	chr19	-	42756257	42757906	42756257	42756340	42757792	42757906	190	1,0,0,0,0	4,0,4,1,0	0,0,0	0,0,2	-2	-1	1	1.0	0.111,NA,0.0,0.0,NA	NA,NA,0.0	0.037
191	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053	191	1,7,4,2,0	10,28,37,42,7	0,1,0	8,5,10	-2	-1	0.0153452611294	0.28455611809	0.048,0.111,0.051,0.023,0.0	0.0,0.091,0.0	0.016
192	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238	192	3,0,1,2,1	10,8,12,12,9	1,0,0	4,8,2	-2	-1	0.139366964955	0.943129892152	0.13,0.0,0.04,0.077,0.053	0.111,0.0,0.0	0.023
196	"ENSMUSG00000020832"	"Eral1"	chr11	-	78074279	78074627	78074279	78074360	78074477	78074627	196	0,3,1,1,0	43,56,42,40,29	0,0,1	28,31,22	-2	-1	1	1.0	0.0,0.026,0.012,0.012,0.0	0.0,0.0,0.022	0.003
200	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751981	105752196	105751981	105752053	105752170	105752196	200	0,1,5,5,0	0,1,2,2,1	0,7,4	1,6,2	-2	-1	1	1.0	NA,0.333,0.556,0.556,0.0	0.0,0.368,0.5	0.072
204	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341	204	2,1,2,0,4	1,10,11,2,7	2,1,3	0,1,1	-2	-1	0.000387218881602	0.0434238317225	0.5,0.048,0.083,0.0,0.222	1.0,0.333,0.6	-0.474
205	"ENSMUSG00000023411"	"Nfatc4"	chr14	+	55830268	55831708	55830268	55830596	55831652	55831708	205	6,0,8,1,3	6,6,15,15,2	1,0,1	6,1,1	-2	-1	0.00626092258456	0.190537894863	0.333,0.0,0.211,0.032,0.429	0.077,0.0,0.333	0.064
208	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7002821	7003080	7002821	7002946	7003030	7003080	208	0,1,0,0,1	7,6,4,2,1	0,0,1	0,0,1	-2	-1	1	1.0	0.0,0.077,0.0,0.0,0.333	NA,NA,0.333	-0.251
216	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354	216	3,2,6,5,1	73,69,105,53,55	3,2,4	38,56,73	-2	-1	0.935190383474	1.0	0.02,0.014,0.028,0.045,0.009	0.038,0.018,0.027	-0.004
219	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74219130	74219567	74219130	74219238	74219382	74219567	219	0,0,0,0,0	35,22,55,34,18	0,0,1	19,28,16	-2	-1	1	1.0	0.0,0.0,0.0,0.0,0.0	0.0,0.0,0.03	-0.01
224	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38033067	38034103	38033067	38033157	38034028	38034103	224	7,0,1,6,6	114,93,116,94,91	3,0,3	58,21,29	-2	-1	0.73573713947	1.0	0.03,0.0,0.004,0.031,0.032	0.025,0.0,0.049	-0.005
225	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38050186	38051284	38050186	38050325	38051122	38051284	225	0,0,0,2,0	121,72,131,87,104	0,0,0	58,62,44	-2	-1	1	1.0	0.0,0.0,0.0,0.011,0.0	0.0,0.0,0.0	0.002
226	"ENSMUSG00000024871"	"Doc2g"	chr19	+	4004322	4004648	4004322	4004432	4004512	4004648	226	0,0,2,0,2	2,2,3,4,1	0,0,0	2,2,1	-2	-1	0.717002297315	1.0	0.0,0.0,0.25,0.0,0.5	0.0,0.0,0.0	0.15
229	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55565097	55565541	55565097	55565166	55565483	55565541	229	4,1,5,0,3	181,169,249,189,171	0,4,9	120,139,119	-2	-1	0.475005241741	1.0	0.011,0.003,0.01,0.0,0.009	0.0,0.014,0.036	-0.01
238	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411	238	0,0,2,1,1	9,6,13,4,5	0,2,0	0,0,2	-2	-1	1	1.0	0.0,0.0,0.071,0.111,0.091	NA,1.0,0.0	-0.445
239	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520308	4519462	4519513	4520215	4520308	239	2,2,1,8,2	9,1,17,17,20	0,1,2	1,8,1	-2	-1	0.170246583422	1.0	0.1,0.5,0.029,0.19,0.048	0.0,0.059,0.5	-0.013
