ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
18	"ENSMUSG00000028100"	"Nudt17"	chr3	-	96707783	96707809	96707809	96707886	96707557	96707650	96707991	96708175	18	0,1,0	0,0,1	0,0,0	1,1,2	76	25	1	1.0	NA,1.0,0.0	0.0,0.0,0.0	0.5
19	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83734295	83734352	83729381	83729525	83741106	83741169	19	1,6,2	15,19,10	0,6,8	17,22,19	56	146	0.907796132677	1.0	0.148,0.452,0.343	0.0,0.416,0.523	0.001
20	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734008	83734125	83734295	83734352	83729381	83729525	83741106	83741169	20	1,6,2	1,0,1	0,6,8	0,2,3	56	116	1	1.0	0.674,1.0,0.806	NA,0.861,0.847	-0.027
21	"ENSMUSG00000034621"	"Gpatch8"	chr11	-	102531312	102531330	102537111	102537146	102528093	102528166	102538281	102538356	21	1,0,1	0,1,0	0,1,1	4,5,4	34	17	0.0176763774721	0.142008771672	1.0,0.0,1.0	0.0,0.091,0.111	0.599
22	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25465467	25465520	25466316	25466437	25464848	25464880	25471797	25472073	22	19,20,15	0,0,0	6,13,16	1,0,0	120	52	1	1.0	1.0,1.0,1.0	0.722,1.0,1.0	0.093
24	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519917	109519993	109520467	109520642	109519584	109519648	109521600	109522367	24	157,218,438	0,0,0	156,319,263	1,0,0	75	174	1	1.0	1.0,1.0,1.0	0.997,1.0,1.0	0.001
26	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125025	98125090	98125549	98125613	98123795	98123921	98126303	98126453	26	2243,4122,1879	1250,1861,1023	2887,4672,5008	1404,1268,1587	64	63	0.000330190520045	0.008447797459	0.639,0.686,0.644	0.669,0.784,0.756	-0.08
27	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125549	98125613	98126303	98126453	98125025	98125090	98126852	98126923	27	1128,2137,905	3178,5165,2390	1472,1526,1750	3315,3968,4508	63	149	0.509903962051	0.924589918511	0.456,0.495,0.472	0.512,0.476,0.479	-0.015
28	"ENSMUSG00000063145"	"Bbs5"	chr2	+	69661035	69661098	69663025	69663160	69656896	69656992	69665025	69665109	28	3,1,1	1,7,6	1,0,0	1,4,2	62	134	0.00117806016594	0.020003876688	0.866,0.236,0.265	0.684,0.0,0.0	0.228
29	"ENSMUSG00000068250"	"Amn1"	chr6	-	149169302	149169404	149169447	149169504	149166805	149166917	149170832	149171050	29	11,8,11	0,0,0	5,6,14	0,1,0	56	101	1	1.0	1.0,1.0,1.0	1.0,0.915,1.0	0.028
30	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010003	98010376	98011342	98011497	98009857	98009916	98011865	98011942	30	258,346,238	0,2,1	231,335,305	1,1,0	154	372	1	1.0	1.0,0.998,0.998	0.998,0.999,1.0	-0.0
31	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010295	98010376	98011342	98011497	98009857	98009916	98011865	98011942	31	258,346,238	137,176,128	231,335,305	111,170,120	154	80	0.256296206285	0.671925954327	0.495,0.505,0.491	0.519,0.506,0.569	-0.034
32	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010626	98010646	98011342	98011497	98010295	98010376	98011865	98011942	32	464,620,457	0,0,0	404,568,517	3,0,2	154	19	0.508349258793	0.924589918511	1.0,1.0,1.0	0.943,1.0,0.97	0.029
33	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104378684	104378826	104423921	104425293	104357480	104357596	104441724	104442291	33	3,3,4	1,10,3	4,1,0	4,2,3	1371	141	0.415063089978	0.849343488394	0.236,0.03,0.121	0.093,0.049,0.0	0.082
34	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104378684	104378826	104423921	104425293	104357480	104357596	104467638	104467752	34	0,0,1	1,13,3	0,1,1	4,1,3	1371	141	1	1.0	0.0,0.0,0.033	0.0,0.093,0.033	-0.031
35	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32514383	32514454	32515283	32515352	32513000	32513192	32517028	32517139	35	17,18,16	11,21,7	18,10,17	21,13,1	70	68	0.687748000649	1.0	0.6,0.454,0.689	0.454,0.428,0.943	-0.027
36	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880007	82880127	82880746	82880818	82876170	82876324	82882227	82882437	36	14,15,17	9,13,6	13,12,14	16,8,6	119	71	0.594806584897	1.0	0.481,0.408,0.628	0.326,0.472,0.582	0.046
37	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880746	82880818	82882227	82882437	82880007	82880127	82883243	82883361	37	1,7,1	5,5,9	6,5,5	11,7,7	71	209	0.491633002941	0.913658738606	0.371,0.805,0.246	0.616,0.678,0.678	-0.183
38	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591262	115591366	115591629	115591753	115590886	115590967	115592431	115592530	38	9,9,4	11,26,7	8,6,6	5,7,13	123	103	0.312246285192	0.729840922031	0.407,0.225,0.324	0.573,0.418,0.279	-0.105
39	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115592431	115592530	115591262	115591366	115594705	115594781	39	10,4,9	8,16,4	4,7,12	10,5,4	98	123	0.604276167636	1.0	0.611,0.239,0.738	0.334,0.637,0.79	-0.058
40	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96821250	96821409	96822103	96822319	96817413	96820516	96827197	96828223	40	167,359,147	187,377,189	328,183,220	268,353,318	215	158	0.415895177277	0.849461081848	0.396,0.412,0.364	0.474,0.276,0.337	0.028
41	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67029663	67029742	67031028	67031098	67022621	67023441	67031451	67031514	41	41712,39895,49558	17,11,11	29757,23184,20573	3,4,2	69	78	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
42	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031028	67031098	67031451	67031514	67028847	67029742	67031950	67032026	42	36665,36137,43986	33403,27650,38760	28844,20219,18419	21032,17372,15614	62	69	0.556288195424	0.976882015829	0.55,0.593,0.558	0.604,0.564,0.568	-0.012
43	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031950	67032026	67032465	67032541	67031451	67031514	67032793	67032864	43	9,11,8	80491,79223,96098	10,5,10	59042,46735,41782	75	75	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
44	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51720635	51720722	51722979	51723048	51716941	51717150	51730887	51730899	44	98,108,103	64,59,54	90,79,104	46,24,30	86	68	0.0150409324674	0.125718202213	0.548,0.591,0.601	0.607,0.722,0.733	-0.107
45	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61482335	61482482	61527059	61527209	61475800	61475889	61548047	61548215	45	6,61,26	72,204,73	28,109,141	112,145,147	146	149	0.00439468738893	0.0497167695768	0.078,0.234,0.267	0.203,0.434,0.495	-0.184
46	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61527059	61527209	61548047	61548215	61482335	61482482	61580129	61582791	46	43,134,47	70,153,60	70,140,183	107,150,162	149	167	0.36555095564	0.792594962062	0.408,0.495,0.468	0.423,0.511,0.559	-0.041
47	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31630960	31631038	31632895	31632968	31630032	31630127	31634198	31634279	47	5,11,2	3,9,7	8,0,0	8,4,7	72	77	0.0366275610573	0.22113281807	0.641,0.567,0.234	0.517,0.0,0.0	0.308
48	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31632895	31632968	31634198	31634279	31630960	31631038	31635743	31635784	48	2,10,5	1,2,1	2,3,1	3,2,1	80	72	0.0281758579267	0.189702233733	0.643,0.818,0.818	0.375,0.574,0.474	0.285
49	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117895211	117895301	117895419	117895478	117894743	117894925	117895562	117895629	49	163,187,185	197,158,145	163,145,124	150,142,141	58	89	0.577168299404	0.991560828418	0.559,0.645,0.662	0.625,0.61,0.574	0.019
50	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88161877	88161966	88164887	88165031	88158128	88158265	88166995	88167172	50	45,62,28	41,64,38	42,14,23	33,51,35	88	143	0.233078313543	0.63505200757	0.641,0.612,0.545	0.674,0.308,0.516	0.1
51	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88164887	88165031	88166995	88167172	88161517	88161966	88170858	88172027	51	42,59,29	71,73,68	34,38,30	50,35,49	143	176	0.307756311723	0.724927402826	0.421,0.499,0.344	0.456,0.572,0.43	-0.065
52	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81204891	81205016	81314259	81316104	52	6,16,14	3,4,0	26,13,25	17,5,6	106	103	0.0566918301224	0.285692465132	0.66,0.795,1.0	0.598,0.716,0.802	0.113
53	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81209453	81209471	81314259	81316104	53	11,28,27	5,6,4	32,21,37	16,5,8	106	103	0.341490959141	0.765363160447	0.681,0.819,0.868	0.66,0.803,0.818	0.029
54	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81216720	81216827	81314259	81316104	81204891	81205016	81332640	81333180	54	2,21,2	0,1,0	26,4,7	2,1,0	1844	106	0.0415666994581	0.235854880734	1.0,0.547,1.0	0.428,0.187,1.0	0.311
56	"ENSMUSG00000021794"	"Glud1"	chr14	+	34338759	34338883	34339926	34340018	34336495	34336576	34342118	34342181	56	132,151,102	115,137,119	114,106,100	100,74,82	123	91	0.163364925785	0.519456733423	0.459,0.449,0.388	0.458,0.515,0.474	-0.05
57	"ENSMUSG00000001285"	"Myg1"	chr15	+	102336831	102336984	102337100	102337223	102334201	102334361	102337328	102337510	57	17,28,26	20,31,23	17,25,13	18,20,19	152	122	0.975009029364	1.0	0.406,0.42,0.476	0.431,0.501,0.354	0.005
59	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355309	181355552	181354352	181354442	181355650	181355812	59	2,0,1	11,3,5	0,0,1	7,15,6	116	242	0.8642039896	1.0	0.275,0.0,0.294	0.0,0.0,0.258	0.104
60	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355327	181355552	181354352	181354442	181355650	181355812	60	2,0,1	12,6,5	0,0,1	6,16,6	116	224	0.841190204803	1.0	0.243,0.0,0.279	0.0,0.0,0.243	0.093
62	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123152163	123152185	123162493	123162877	123143749	123143837	123169535	123172118	62	0,1,0	7,15,4	0,0,0	2,8,4	21	383	1	1.0	0.0,0.549,0.0	0.0,0.0,0.0	0.183
64	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16832925	16833101	16831024	16831138	16833177	16833225	64	0,3,0	16,24,9	0,3,0	9,17,13	234	175	0.608667213675	1.0	0.0,0.085,0.0	0.0,0.117,0.0	-0.011
65	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831464	16831580	16832925	16833101	16831024	16831138	16833177	16833225	65	4,7,1	16,24,9	4,11,4	9,17,13	115	175	0.101662035692	0.40785240262	0.276,0.307,0.145	0.403,0.496,0.319	-0.163
66	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831485	16831580	16832925	16833101	16831024	16831138	16833177	16833225	66	9,10,8	16,24,9	6,16,4	9,17,13	94	175	0.779478433792	1.0	0.512,0.437,0.623	0.554,0.637,0.364	0.006
67	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69879101	69879184	69881296	69881411	69873883	69873935	69885248	69885615	67	17,15,26	17,28,29	18,9,6	18,6,8	114	82	0.452228672736	0.884772097365	0.418,0.278,0.392	0.418,0.519,0.35	-0.066
68	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69880766	69880948	69881296	69881411	69873883	69873935	69885248	69885597	68	17,15,26	6,2,2	18,9,6	1,0,1	114	181	1	1.0	0.818,0.923,0.954	0.966,1.0,0.905	-0.059
69	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611170	32611375	32651656	32651755	69	1,3,3	10,10,8	2,5,0	19,1,2	272	99	0.571084781336	0.986521790889	0.035,0.098,0.12	0.037,0.645,0.0	-0.143
71	"ENSMUSG00000022960"	"Donson"	chr16	-	91683632	91683811	91684301	91684480	91682742	91682821	91686166	91686370	71	2,0,2	1,2,1	1,0,0	2,2,1	178	178	0.017227237389	0.140086203996	0.667,0.0,0.667	0.333,0.0,0.0	0.334
72	"ENSMUSG00000037669"	"Ldah"	chr12	+	8227219	8227363	8238442	8238615	8220599	8220755	8268363	8268598	72	8,8,12	6,8,5	11,8,12	7,2,5	143	172	0.332233367065	0.755755816299	0.616,0.546,0.743	0.654,0.828,0.743	-0.107
73	"ENSMUSG00000028416"	"Bag1"	chr4	-	40937131	40937194	40939076	40939184	40936397	40936676	40941524	40941638	73	322,278,313	335,263,331	285,80,94	217,139,145	107	62	0.258439617273	0.672590115063	0.358,0.38,0.354	0.432,0.25,0.273	0.046
74	"ENSMUSG00000028416"	"Bag1"	chr4	-	40939076	40939184	40941524	40941638	40937131	40937194	40943624	40943707	74	441,362,476	476,443,490	321,148,136	382,166,199	113	107	0.270074927789	0.690901855389	0.467,0.436,0.479	0.443,0.458,0.393	0.029
75	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34569712	34569727	34571717	34571921	34567397	34567567	34572989	34573012	75	3041,3676,2487	212,415,239	2774,3582,2835	206,364,261	203	14	0.822447755934	1.0	0.497,0.379,0.418	0.482,0.404,0.428	-0.007
76	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34572989	34573012	34576985	34577344	34567397	34567567	34578594	34578670	76	10,23,17	942,1232,856	19,23,12	1002,1152,893	358	22	1	1.0	0.001,0.001,0.001	0.001,0.001,0.001	0.0
77	"ENSMUSG00000039530"	"Tusc3"	chr8	+	39071375	39071516	39096924	39097014	39067621	39067762	39126528	39126592	77	11,8,23	6,11,10	13,12,14	7,9,4	140	89	0.524629346406	0.941163541611	0.538,0.316,0.594	0.541,0.459,0.69	-0.081
78	"ENSMUSG00000079557"	"March2"	chr17	-	33692018	33692153	33696036	33696246	33687227	33688242	33703012	33703208	78	103,164,127	1,2,3	108,132,91	0,0,0	209	134	0.607768796415	1.0	0.985,0.981,0.964	1.0,1.0,1.0	-0.023
79	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692153	33709744	33709972	79	83,113,96	68,70,74	87,157,121	87,66,51	195	209	0.243784417223	0.654949088597	0.567,0.634,0.582	0.517,0.718,0.718	-0.057
80	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692203	33709744	33709972	80	82,111,93	13,19,17	87,158,121	19,18,18	195	209	0.609885163173	1.0	0.871,0.862,0.854	0.831,0.904,0.878	-0.009
81	"ENSMUSG00000071347"	"C1qtnf9"	chr14	+	60772275	60772462	60777024	60777087	60768133	60768168	60779251	60780869	81	5,6,14	32,26,40	0,13,7	16,26,14	186	62	0.48826089674	0.911310742176	0.05,0.071,0.104	0.0,0.143,0.143	-0.02
88	"ENSMUSG00000020311"	"Erlec1"	chr11	-	30935367	30935445	30939496	30939621	30934981	30935059	30943038	30943098	88	181,179,184	0,0,0	120,118,115	4,0,0	124	77	0.921382301482	1.0	1.0,1.0,1.0	0.949,1.0,1.0	0.017
89	"ENSMUSG00000020311"	"Erlec1"	chr11	-	30939496	30939621	30943038	30943098	30935367	30935445	30943698	30943860	89	29,33,31	0,3,2	22,27,21	0,0,1	59	124	0.49073391005	0.913658738606	1.0,0.959,0.97	1.0,1.0,0.978	-0.016
90	"ENSMUSG00000090626"	"Tex9"	chr9	-	72473657	72473792	72477736	72477910	72461855	72461990	72478339	72478422	90	0,7,1	2,4,1	0,1,1	0,0,0	173	134	1	1.0	0.0,0.575,0.436	NA,1.0,1.0	-0.663
92	"ENSMUSG00000026447"	"Pik3c2b"	chr1	+	133070317	133070418	133071173	133071328	133066211	133067229	133071601	133071722	92	4,4,1	5,12,3	0,1,4	11,19,6	100	154	0.050487222102	0.268698788874	0.552,0.339,0.339	0.0,0.075,0.507	0.216
93	"ENSMUSG00000027010"	"Slc25a12"	chr2	-	71333604	71333720	71343889	71344032	71323975	71324115	71366526	71366580	93	152,259,167	309,597,213	231,796,672	598,382,385	142	115	0.033347531235	0.209271488467	0.285,0.26,0.388	0.238,0.628,0.586	-0.173
95	"ENSMUSG00000019188"	"H13"	chr2	+	152688836	152688962	152689843	152689901	152688662	152688748	152691792	152691876	95	28,50,52	34,46,38	40,38,33	20,29,25	125	57	0.168899945582	0.527971070494	0.273,0.331,0.384	0.477,0.374,0.376	-0.08
96	"ENSMUSG00000024921"	"Smarca2"	chr19	+	26759877	26759931	26770937	26771043	26751823	26752041	26771507	26771609	96	6,8,5	49,70,54	1,4,2	71,20,35	53	105	0.091038299279	0.37933731041	0.195,0.185,0.155	0.027,0.284,0.102	0.041
97	"ENSMUSG00000021234"	"Fam161b"	chr12	-	84348276	84348376	84348605	84348770	84345316	84346935	84353799	84353927	97	0,0,2	0,1,2	0,3,1	2,0,0	164	99	1	1.0	NA,0.0,0.376	0.0,1.0,1.0	-0.479
98	"ENSMUSG00000038670"	"Mybpc2"	chr7	-	44509533	44509638	44509730	44509890	44508968	44509157	44511808	44511948	98	2645,4618,2905	4072,5987,4374	2965,4220,3483	4659,3906,3536	159	104	0.0368688047103	0.22113281807	0.298,0.335,0.303	0.294,0.414,0.392	-0.055
99	"ENSMUSG00000022265"	"Ank"	chr15	+	27562723	27562894	27564901	27565036	27557163	27557247	27567514	27567607	99	55,104,44	55,107,32	85,75,89	107,77,78	170	134	0.521954666572	0.938129210991	0.441,0.434,0.52	0.385,0.434,0.474	0.034
100	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56594461	56594536	56642488	56642560	56592603	56592681	56647024	56647099	100	2,21,4	0,24,3	7,10,1	3,11,3	74	71	0.619643064151	1.0	1.0,0.456,0.561	0.691,0.466,0.242	0.206
101	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56647024	56647099	56650710	56650770	56594461	56594536	56652136	56652217	101	5,9,0	1,4,0	3,6,0	0,2,3	74	59	1	1.0	0.799,0.642,NA	1.0,0.705,0.0	0.152
102	"ENSMUSG00000029767"	"Calu"	chr6	+	29361293	29361487	29361559	29361753	29356470	29356697	29366039	29366206	102	48,119,50	70,192,92	57,58,49	129,113,112	193	193	0.0655810407304	0.314297610186	0.407,0.383,0.352	0.306,0.339,0.304	0.064
104	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116640990	116641142	116641857	116641977	116639809	116640005	116645503	116645593	104	196,256,215	265,329,332	251,231,215	217,226,235	119	151	0.00123958830044	0.020410250927	0.484,0.497,0.451	0.595,0.565,0.537	-0.088
105	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116641857	116641977	116645503	116645593	116640990	116641142	116651338	116651396	105	158,237,155	138,151,163	174,153,158	122,139,140	89	119	0.963834843602	1.0	0.605,0.677,0.56	0.656,0.595,0.601	-0.003
106	"ENSMUSG00000019916"	"P4ha1"	chr10	+	59354339	59354410	59355349	59355420	59352082	59352259	59361860	59361960	106	47,45,33	38,77,50	18,28,11	19,42,32	70	70	0.415223244777	0.849343488394	0.553,0.369,0.398	0.486,0.4,0.256	0.059
107	"ENSMUSG00000046280"	"She"	chr3	+	89849367	89849673	89851608	89851750	89834143	89834270	89852366	89852486	107	5,10,6	3,12,4	1,5,8	3,5,3	305	141	0.928549291383	1.0	0.435,0.278,0.409	0.134,0.316,0.552	0.04
108	"ENSMUSG00000035248"	"Tut7"	chr13	-	59778751	59778815	59779136	59779201	59772633	59772859	59782017	59782343	108	5,3,2	7,11,10	0,0,6	5,2,3	64	63	0.379161970348	0.807357691023	0.413,0.212,0.164	0.0,0.0,0.663	0.042
109	"ENSMUSG00000020634"	"Ubxn2a"	chr12	-	4885720	4885858	4891314	4891421	4883822	4883981	4894537	4894679	109	14,37,17	63,183,60	44,25,32	130,81,86	106	137	0.0302787353035	0.197464850234	0.223,0.207,0.268	0.304,0.285,0.325	-0.072
112	"ENSMUSG00000063889"	"Crem"	chr18	-	3276693	3276729	3287903	3288092	3273421	3273578	3295039	3295182	112	1,0,5	2,3,3	1,2,1	0,3,3	188	35	0.542713122288	0.965274783278	0.085,0.0,0.237	1.0,0.11,0.058	-0.282
113	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86589163	86589341	86592290	86592366	86582903	86583096	86596750	86596839	113	2,0,0	5,9,5	0,1,0	8,11,9	177	75	1	1.0	0.145,0.0,0.0	0.0,0.037,0.0	0.036
114	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86592290	86592366	86596750	86596839	86589163	86589341	86599002	86599205	114	8,14,4	8,22,11	8,1,5	10,9,9	75	88	0.489109404709	0.911871009003	0.54,0.427,0.299	0.484,0.115,0.395	0.091
116	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38297465	38297575	38298308	38298395	38296819	38297205	38299753	38299926	116	0,1,0	9,15,6	1,3,0	19,26,17	109	86	0.296970920556	0.715742957804	0.0,0.05,0.0	0.04,0.083,0.0	-0.024
117	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38313211	38313384	38314672	38314803	38309484	38309713	38316524	38317186	117	52,117,45	108,172,90	83,45,58	108,114,95	172	130	0.923620843696	1.0	0.267,0.34,0.274	0.367,0.23,0.316	-0.011
118	"ENSMUSG00000061981"	"Flot2"	chr11	+	78053362	78053453	78054784	78054875	78049477	78049559	78055756	78055880	118	7,11,2	63,146,60	7,5,18	66,124,87	90	90	0.187579117538	0.563106614583	0.1,0.07,0.032	0.096,0.039,0.171	-0.035
119	"ENSMUSG00000031133"	"Arhgef6"	chrX	-	57241805	57241826	57243389	57243515	57240593	57240687	57244604	57244750	119	42,53,26	15,13,5	37,37,28	31,5,12	125	20	0.32856305319	0.755047983556	0.309,0.395,0.454	0.16,0.542,0.272	0.061
120	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	66996464	66996590	67082535	67082709	66994516	66994712	67180828	67180865	120	16,15,18	18,17,17	13,1,11	13,16,5	125	173	0.497192829336	0.9167394847	0.552,0.55,0.594	0.581,0.08,0.753	0.094
121	"ENSMUSG00000020836"	"Coro6"	chr11	+	77467223	77467343	77467749	77467869	77466417	77466599	77468265	77468370	121	0,0,0	148,248,150	0,0,1	226,392,350	119	119	1	1.0	0.0,0.0,0.0	0.0,0.0,0.003	-0.001
122	"ENSMUSG00000020836"	"Coro6"	chr11	+	77467749	77467869	77468265	77468370	77466417	77466599	77468460	77468606	122	65,85,55	145,230,173	77,205,162	225,199,248	119	104	0.0188890129336	0.147871951804	0.281,0.244,0.217	0.23,0.474,0.363	-0.108
