ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
40	"ENSMUSG00000001604"	"Tcea3"	chr4	+	136254464	136254642	136254464	136254570	136255149	136255288	40	13,11,4	347,437,317	3,15,3	295,185,213	-2	-1	0.687039206057	1.0	0.018,0.012,0.006	0.005,0.039,0.007	-0.005
48	"ENSMUSG00000026648"	"Dclre1c"	chr2	+	3437029	3437090	3437029	3437086	3437675	3437748	48	3,1,1	0,0,0	1,0,0	2,1,0	-2	-1	1	1.0	1.0,1.0,1.0	0.2,0.0,NA	0.9
49	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109520467	109520642	49	508,515,977	0,0,0	469,613,534	1,0,0	-2	-1	1	1.0	1.0,1.0,1.0	0.996,1.0,1.0	0.001
51	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328484	105328321	105328458	105328607	105328692	51	5,2,10	38,29,49	4,4,1	35,6,14	-2	-1	0.829311696464	1.0	0.062,0.033,0.093	0.054,0.25,0.034	-0.05
54	"ENSMUSG00000036632"	"Alg5"	chr3	+	54738781	54738953	54738781	54738951	54739261	54739308	54	16,18,15	1,0,1	11,12,14	1,0,1	-2	-1	1	1.0	0.889,1.0,0.882	0.846,1.0,0.875	0.017
57	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010003	98010376	98010295	98010376	98009857	98009916	57	26,64,36	192,238,180	39,32,23	144,234,181	-2	-1	0.255507176731	1.0	0.063,0.119,0.091	0.119,0.064,0.06	0.01
59	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101900013	101900249	101900058	101900249	101898426	101898561	59	0,0,0	1,4,3	1,3,1	7,3,5	-2	-1	0.0487780650945	0.559767634109	0.0,0.0,0.0	0.067,0.333,0.091	-0.164
65	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5880084	5880160	5880084	5880156	5880439	5880625	65	0,0,0	4,1,0	0,0,1	0,5,3	-2	-1	1	1.0	0.0,0.0,NA	NA,0.0,0.143	-0.071
68	"ENSMUSG00000031627"	"Irf2"	chr8	+	46739760	46739936	46739760	46739796	46793492	46793585	68	19,28,18	0,3,0	21,20,18	0,0,0	-2	-1	0.801543024669	1.0	1.0,0.824,1.0	1.0,1.0,1.0	-0.059
70	"ENSMUSG00000036120"	"Rfxank"	chr8	-	70135535	70135631	70135565	70135631	70135290	70135391	70	3,6,3	14,10,24	3,3,2	5,6,8	-2	-1	0.693186448565	1.0	0.097,0.231,0.059	0.231,0.2,0.111	-0.052
71	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186753	89186819	89186171	89186261	71	17,19,11	1,0,0	7,17,7	0,0,0	-2	-1	1	1.0	0.895,1.0,1.0	1.0,1.0,1.0	-0.035
72	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89187243	89186955	89187243	89186171	89186261	72	17,17,10	0,0,3	7,16,6	0,0,0	-2	-1	0.509365913299	1.0	1.0,1.0,0.625	1.0,1.0,1.0	-0.125
74	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43022810	43022872	43022814	43022872	43020604	43020783	74	0,2,1	3,17,6	8,1,3	20,13,18	-2	-1	0.0338780574963	0.430432819797	0.0,0.056,0.077	0.167,0.037,0.077	-0.049
78	"ENSMUSG00000062190"	"Lancl2"	chr6	+	57737655	57737958	57737655	57737754	57739024	57739438	78	0,1,0	1,0,0	0,0,0	1,0,1	-2	-1	1	1.0	0.0,1.0,NA	0.0,NA,0.0	0.5
81	"ENSMUSG00000038954"	"Supt3"	chr17	+	45041215	45041386	45041215	45041306	45048281	45048392	81	5,8,6	0,0,1	4,4,4	0,0,0	-2	-1	1	1.0	1.0,1.0,0.75	1.0,1.0,1.0	-0.083
82	"ENSMUSG00000036825"	"Ssx2ip"	chr3	+	146404641	146404935	146404641	146404784	146417606	146417790	82	0,16,2	2,2,0	9,20,10	5,10,6	-2	-1	0.502646188086	1.0	0.0,0.8,1.0	0.474,0.5,0.455	0.124
85	"ENSMUSG00000055491"	"Pprc1"	chr19	+	46062401	46062503	46062401	46062494	46062611	46065480	85	5,7,2	0,3,1	6,3,4	0,0,2	-2	-1	0.116667618224	0.912840005697	1.0,0.538,0.5	1.0,1.0,0.5	-0.154
87	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122172955	122172731	122172803	122173145	122173280	87	251,399,269	0,1,0	306,173,284	0,1,1	-2	-1	1	1.0	1.0,0.995,1.0	1.0,0.989,0.993	0.004
89	"ENSMUSG00000019854"	"Reps1"	chr10	+	18093778	18093903	18093778	18093840	18094409	18094572	89	9,12,14	11,12,18	6,19,17	11,9,15	-2	-1	0.452977296913	1.0	0.29,0.333,0.28	0.214,0.514,0.362	-0.062
92	"ENSMUSG00000059022"	"Kcp"	chr6	-	29489028	29489150	29489032	29489150	29487496	29487576	92	0,0,1	1,4,3	3,0,0	4,0,0	-2	-1	1	1.0	0.0,0.0,0.143	0.273,NA,NA	-0.225
97	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76660707	76660852	76660707	76660765	76661005	76661087	97	0,1,0	3,0,1	0,0,0	0,3,3	-2	-1	1	1.0	0.0,1.0,0.0	NA,0.0,0.0	0.333
99	"ENSMUSG00000069520"	"Tmem19"	chr10	-	115361808	115361959	115361906	115361959	115359653	115359767	99	8,11,11	1,0,0	16,11,9	2,0,0	-2	-1	1	1.0	0.8,1.0,1.0	0.8,1.0,1.0	0.0
100	"ENSMUSG00000029544"	"Cabp1"	chr5	-	115180787	115180971	115180791	115180971	115176239	115176270	100	0,0,6	2,2,2	0,1,1	1,0,1	-2	-1	0.241148874356	1.0	0.0,0.0,0.6	0.0,1.0,0.333	-0.244
113	"ENSMUSG00000028646"	"Rragc"	chr4	+	123919848	123920441	123919848	123920052	123920950	123921150	113	1,0,0	29,26,20	0,0,2	30,39,39	-2	-1	1	1.0	0.017,0.0,0.0	0.0,0.0,0.025	-0.003
115	"ENSMUSG00000035310"	"Lin54"	chr5	-	100485139	100485855	100485802	100485855	100480197	100480321	115	0,6,2	0,1,0	4,4,6	0,0,0	-2	-1	1	1.0	NA,0.75,1.0	1.0,1.0,1.0	-0.125
116	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618646	148618791	148618664	148618791	148612381	148617705	116	3,1,0	12,8,15	7,2,1	14,12,3	-2	-1	0.0252179071205	0.369949297242	0.111,0.059,0.0	0.2,0.077,0.143	-0.083
117	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618646	148618791	148618664	148618791	148617565	148617635	117	1,0,0	1,0,0	0,0,0	1,0,0	-2	-1	1	1.0	0.333,NA,NA	0.0,NA,NA	0.333
119	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617635	119	1,0,0	0,0,1	1,0,0	0,0,0	-2	-1	1	1.0	1.0,NA,0.0	1.0,NA,NA	-0.5
120	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617705	120	12,8,15	14,10,1	14,12,3	5,3,5	-2	-1	0.840804881702	1.0	0.3,0.286,0.882	0.583,0.667,0.231	-0.004
121	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148618664	148618791	148618673	148618791	148617565	148617825	121	1,2,1	0,0,1	2,1,0	0,0,1	-2	-1	1	1.0	1.0,1.0,0.333	1.0,1.0,0.0	0.111
122	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011428	4011345	4011428	4009825	4010009	122	700,1074,656	0,0,1	770,820,859	0,2,0	-2	-1	1	1.0	1.0,1.0,0.997	1.0,0.995,1.0	0.001
123	"ENSMUSG00000020821"	"Kif1c"	chr11	+	70725103	70725212	70725103	70725176	70725887	70726502	123	31,44,27	292,428,273	33,44,40	315,277,288	-2	-1	0.116751146196	0.912840005697	0.05,0.049,0.047	0.05,0.074,0.065	-0.014
126	"ENSMUSG00000013736"	"Trnt1"	chr6	+	106769165	106769256	106769165	106769191	106769829	106770003	126	0,0,1	0,0,2	0,4,3	0,0,0	-2	-1	1	1.0	NA,NA,0.2	NA,1.0,1.0	-0.8
132	"ENSMUSG00000040410"	"Fbxl4"	chr4	+	22422716	22423927	22422716	22422788	22427149	22427462	132	0,0,0	17,35,12	0,0,1	17,18,18	-2	-1	1	1.0	0.0,0.0,0.0	0.0,0.0,0.027	-0.009
134	"ENSMUSG00000027746"	"Ufm1"	chr3	-	53860198	53860273	53860233	53860273	53859241	53859274	134	0,5,0	44,52,37	1,3,2	30,29,24	-2	-1	0.352379587347	1.0	0.0,0.046,0.0	0.016,0.049,0.04	-0.02
135	"ENSMUSG00000040174"	"Alkbh3"	chr2	-	94010262	94010752	94010682	94010752	94008423	94008592	135	18,12,11	2,2,11	17,16,20	0,7,8	-2	-1	0.678851586719	1.0	0.818,0.75,0.333	1.0,0.533,0.556	-0.063
136	"ENSMUSG00000068922"	"Msto1"	chr3	-	88912623	88912778	88912702	88912778	88912236	88912300	136	0,2,0	9,16,6	0,0,0	9,1,3	-2	-1	1	1.0	0.0,0.059,0.0	0.0,0.0,0.0	0.02
137	"ENSMUSG00000045795"	"Whamm"	chr7	+	81574545	81574719	81574545	81574702	81578150	81578301	137	4,13,2	1,0,0	4,5,5	0,0,2	-2	-1	0.876031680333	1.0	0.667,1.0,1.0	1.0,1.0,0.556	0.037
140	"ENSMUSG00000040124"	"Gorab"	chr1	-	163396807	163397169	163396811	163397169	163394590	163394692	140	1,0,0	0,4,0	0,1,0	2,1,2	-2	-1	1	1.0	1.0,0.0,NA	0.0,0.333,0.0	0.389
142	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751981	105752196	105752170	105752196	105751589	105751729	142	9,52,16	0,0,0	19,67,68	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0	1.0,0.971,1.0	0.01
144	"ENSMUSG00000050891"	"Tatdn1"	chr15	-	58923828	58923968	58923904	58923968	58921273	58921417	144	27,21,22	11,15,14	21,16,14	11,11,15	-2	-1	0.45433613295	1.0	0.551,0.412,0.44	0.488,0.421,0.318	0.059
145	"ENSMUSG00000050891"	"Tatdn1"	chr15	-	58928543	58928749	58928683	58928749	58926435	58926485	145	13,9,13	13,10,18	4,5,8	16,24,14	-2	-1	0.00455444667688	0.110642301861	0.333,0.31,0.265	0.111,0.094,0.222	0.16
146	"ENSMUSG00000031429"	"Psmd10"	chrX	-	140952146	140952313	140952225	140952313	140948428	140949309	146	29,19,26	3,1,2	20,21,12	3,0,0	-2	-1	0.110710282826	0.890060635375	0.829,0.905,0.867	0.769,1.0,1.0	-0.056
152	"ENSMUSG00000042557"	"Sin3a"	chr9	+	57118069	57118171	57118069	57118162	57119092	57119187	152	2,0,2	11,16,15	2,0,1	16,10,12	-2	-1	0.644238655956	1.0	0.083,0.0,0.063	0.059,0.0,0.04	0.016
155	"ENSMUSG00000042354"	"Gnl3"	chr14	-	31016812	31016907	31016826	31016907	31016321	31016454	155	2,2,3	28,26,27	2,3,0	32,14,9	-2	-1	0.734249992188	1.0	0.034,0.037,0.053	0.03,0.097,0.0	-0.001
156	"ENSMUSG00000051154"	"Commd3"	chr2	+	18674280	18674361	18674280	18674315	18674655	18674716	156	0,4,3	111,131,127	1,0,3	110,52,58	-2	-1	1	1.0	0.0,0.015,0.012	0.005,0.0,0.025	-0.001
161	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55561074	55561442	55561074	55561419	55562891	55563019	161	57,86,46	17,26,11	79,51,62	26,16,14	-2	-1	0.927104059239	1.0	0.626,0.623,0.676	0.603,0.614,0.689	0.006
164	"ENSMUSG00000044465"	"Fam160a2"	chr7	-	105381375	105381577	105381398	105381577	105381079	105381242	164	1,1,2	9,14,6	0,0,0	9,6,14	-2	-1	0.804985329527	1.0	0.053,0.034,0.143	0.0,0.0,0.0	0.077
165	"ENSMUSG00000044465"	"Fam160a2"	chr7	-	105383780	105384572	105384374	105384572	105381398	105381577	165	15,10,9	0,1,0	14,6,4	0,0,0	-2	-1	1	1.0	1.0,0.833,1.0	1.0,1.0,1.0	-0.056
166	"ENSMUSG00000044465"	"Fam160a2"	chr7	-	105384945	105385151	105384987	105385151	105383780	105384572	166	2,1,2	3,11,2	1,2,0	5,6,5	-2	-1	0.318151188028	1.0	0.25,0.043,0.333	0.091,0.143,0.0	0.131
177	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756938	41756995	177	18,63,19	5,1,5	28,17,8	4,0,4	-2	-1	0.95942509398	1.0	0.643,0.969,0.655	0.778,1.0,0.5	-0.004
183	"ENSMUSG00000085396"	"Firre"	chrX	-	50580580	50580949	50580812	50580949	50577870	50578024	183	3,7,0	0,2,2	3,1,1	0,1,3	-2	-1	0.602743623347	1.0	1.0,0.636,0.0	1.0,0.333,0.143	0.053
187	"ENSMUSG00000029673"	"Auts2"	chr5	-	131472237	131472479	131472258	131472479	131470413	131470458	187	4,3,2	6,13,3	4,7,5	5,21,8	-2	-1	0.573722648577	1.0	0.25,0.103,0.25	0.286,0.143,0.238	-0.021
189	"ENSMUSG00000035762"	"Tmem161b"	chr13	+	84283984	84284185	84283984	84284125	84286684	84286798	189	0,0,3	5,9,9	1,1,0	10,1,7	-2	-1	0.819304594575	1.0	0.0,0.0,0.143	0.048,0.333,0.0	-0.079
191	"ENSMUSG00000020009"	"Ifngr1"	chr10	+	19597415	19597530	19597415	19597516	19601319	19601483	191	20,35,34	0,0,1	28,23,30	0,1,0	-2	-1	1	1.0	1.0,1.0,0.944	1.0,0.92,1.0	0.008
194	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38300428	38300590	38300428	38300484	38301655	38301807	194	37,85,23	0,0,0	70,53,39	1,1,0	-2	-1	1	1.0	1.0,1.0,1.0	0.972,0.964,1.0	0.021
195	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38300428	38300590	38300428	38300583	38307864	38308395	195	20,22,15	0,0,0	17,10,14	0,0,1	-2	-1	1	1.0	1.0,1.0,1.0	1.0,1.0,0.875	0.042
196	"ENSMUSG00000028057"	"Rit1"	chr3	+	88725994	88726179	88725994	88726068	88726279	88726471	196	2,0,9	23,24,31	0,0,3	22,32,34	-2	-1	0.00525134308936	0.119018019434	0.042,0.0,0.127	0.0,0.0,0.042	0.042
200	"ENSMUSG00000032192"	"Gnb5"	chr9	+	75334168	75334360	75334168	75334301	75335650	75335794	200	0,1,0	31,32,24	1,0,0	26,45,36	-2	-1	1	1.0	0.0,0.015,0.0	0.019,0.0,0.0	-0.001
201	"ENSMUSG00000071064"	"Zfp827"	chr8	+	79186175	79186358	79186175	79186353	79188148	79188181	201	1,0,0	0,3,2	0,0,0	0,7,1	-2	-1	1	1.0	1.0,0.0,0.0	NA,0.0,0.0	0.333
203	"ENSMUSG00000027185"	"Nat10"	chr2	-	103734865	103734990	103734917	103734990	103734374	103734525	203	6,13,5	0,0,0	13,18,14	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0	1.0,0.9,1.0	0.033
204	"ENSMUSG00000029650"	"Slc46a3"	chr5	-	147894480	147894815	147894708	147894815	147893832	147894045	204	4,11,0	0,0,0	6,3,4	0,0,2	-2	-1	1	1.0	1.0,1.0,NA	1.0,1.0,0.5	0.167
206	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5997881	5997948	5997882	5997948	5992819	5992892	206	0,0,0	29,69,29	0,0,1	45,61,78	-2	-1	1	1.0	0.0,0.0,0.0	0.0,0.0,0.006	-0.002
207	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4127056	4127132	4127056	4127121	4127549	4127639	207	40,45,33	49,57,46	25,20,24	37,32,43	-2	-1	0.253367881636	1.0	0.29,0.283,0.264	0.253,0.238,0.218	0.043
208	"ENSMUSG00000024845"	"Tmem134"	chr19	+	4127549	4127836	4127549	4127639	4131228	4131282	208	80,87,86	7,10,7	55,50,66	10,5,4	-2	-1	0.751577055585	1.0	0.851,0.813,0.86	0.733,0.833,0.892	0.022
212	"ENSMUSG00000038429"	"Usp5"	chr6	-	124818474	124818666	124818543	124818666	124817887	124818031	212	30,33,21	2,9,7	32,37,39	10,10,6	-2	-1	0.692321355893	1.0	0.882,0.647,0.6	0.615,0.649,0.765	0.033
214	"ENSMUSG00000003721"	"Insig2"	chr1	-	121319596	121319972	121319628	121319972	121306936	121306963	214	3,5,2	0,0,0	1,4,1	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0	1.0,0.667,1.0	0.111
215	"ENSMUSG00000003721"	"Insig2"	chr1	-	121319596	121319972	121319628	121319972	121312200	121312325	215	31,61,34	0,0,0	39,52,43	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0	1.0,0.963,1.0	0.012
224	"ENSMUSG00000039318"	"Rab3gap2"	chr1	+	185266900	185267074	185266900	185267014	185267172	185267279	224	9,7,4	8,2,3	17,11,13	0,3,2	-2	-1	0.00312941086208	0.0873166991518	0.36,0.636,0.4	1.0,0.647,0.765	-0.339
228	"ENSMUSG00000024581"	"Napg"	chr18	+	62984039	62984123	62984039	62984070	62986178	62986288	228	1,0,2	6,8,3	0,1,0	9,5,8	-2	-1	0.7939245042	1.0	0.077,0.0,0.25	0.0,0.091,0.0	0.079
236	"ENSMUSG00000025077"	"Dclre1a"	chr19	-	56540181	56541623	56541504	56541623	56538296	56538442	236	4,1,8	2,0,0	0,7,8	0,0,0	-2	-1	1	1.0	0.5,1.0,1.0	NA,1.0,1.0	-0.167
238	"ENSMUSG00000003528"	"Slc25a1"	chr16	-	17927153	17927292	17927245	17927292	17926655	17926740	238	4,15,8	0,0,0	10,8,11	0,1,0	-2	-1	1	1.0	1.0,1.0,1.0	1.0,0.8,1.0	0.067
242	"ENSMUSG00000026107"	"Nabp1"	chr1	-	51477824	51478399	51478300	51478399	51477477	51477616	242	7,2,1	0,0,1	3,3,1	1,2,7	-2	-1	1.55312930138e-05	0.00368350499311	1.0,1.0,0.333	0.6,0.429,0.067	0.412
247	"ENSMUSG00000035086"	"Becn1"	chr11	-	101296193	101296316	101296257	101296316	101295533	101295624	247	10,3,12	47,97,63	4,0,2	84,48,59	-2	-1	0.00024138184722	0.0154546345572	0.096,0.015,0.087	0.023,0.0,0.017	0.053
248	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8889123	8889727	8889123	8889248	8890002	8890100	248	3,0,0	37,20,32	1,1,1	12,33,16	-2	-1	1	1.0	0.039,0.0,0.0	0.04,0.015,0.03	-0.015
250	"ENSMUSG00000032637"	"Atxn2l"	chr7	-	126492757	126493001	126492811	126493001	126492443	126492608	250	0,0,5	2,2,1	0,0,0	1,3,1	-2	-1	0.0826436601432	0.768640054796	0.0,0.0,0.714	0.0,0.0,0.0	0.238
254	"ENSMUSG00000036672"	"Cenpt"	chr8	-	105846164	105846391	105846315	105846391	105845259	105845436	254	0,2,1	3,3,3	1,1,0	0,1,1	-2	-1	0.887302114008	1.0	0.0,0.25,0.143	1.0,0.333,0.0	-0.313
255	"ENSMUSG00000021990"	"Spata13"	chr14	+	60706713	60707079	60706713	60707049	60709424	60709569	255	0,3,2	0,2,0	0,1,0	0,0,0	-2	-1	1	1.0	NA,0.429,1.0	NA,1.0,NA	-0.285
256	"ENSMUSG00000053110"	"Yap1"	chr9	-	7962282	7962402	7962288	7962402	7952952	7953134	256	0,2,0	13,58,20	0,2,4	46,47,26	-2	-1	0.642288157071	1.0	0.0,0.017,0.0	0.0,0.021,0.071	-0.025
257	"ENSMUSG00000025871"	"4833439L19Rik"	chr13	-	54564509	54564621	54564514	54564621	54564184	54564272	257	0,4,0	14,33,19	1,1,3	34,7,17	-2	-1	0.496272034946	1.0	0.0,0.057,0.0	0.014,0.067,0.081	-0.035
259	"ENSMUSG00000024012"	"Mtch1"	chr17	-	29336166	29336311	29336217	29336311	29333957	29334005	259	97,84,76	103,130,95	77,58,43	59,78,58	-2	-1	0.445319120205	1.0	0.32,0.244,0.286	0.395,0.271,0.27	-0.029
265	"ENSMUSG00000001065"	"Zfp276"	chr8	+	123258310	123258389	123258310	123258357	123259430	123259514	265	4,12,3	1,2,3	2,13,6	4,0,0	-2	-1	0.131309302479	0.963160502204	0.667,0.75,0.333	0.2,1.0,1.0	-0.15
266	"ENSMUSG00000029359"	"Tesc"	chr5	+	118056376	118056443	118056376	118056438	118056536	118056644	266	1,0,0	3,3,4	0,0,2	3,1,1	-2	-1	0.823593296176	1.0	0.143,0.0,0.0	0.0,0.0,0.5	-0.119
269	"ENSMUSG00000021027"	"Ralgapa1"	chr12	-	55721405	55722941	55722773	55722941	55719583	55719708	269	9,18,7	0,0,1	25,13,12	0,1,0	-2	-1	1	1.0	1.0,1.0,0.778	1.0,0.867,1.0	-0.03
270	"ENSMUSG00000021288"	"Klc1"	chr12	+	111789324	111789486	111789324	111789459	111793648	111793699	270	17,4,21	5,0,0	4,12,4	3,3,0	-2	-1	0.203919110259	1.0	0.63,1.0,1.0	0.4,0.667,1.0	0.188
271	"ENSMUSG00000021288"	"Klc1"	chr12	+	111789324	111789486	111789324	111789459	111795547	111795678	271	39,42,30	3,5,5	8,16,27	1,1,6	-2	-1	0.891473499279	1.0	0.867,0.808,0.75	0.8,0.889,0.692	0.015
272	"ENSMUSG00000021288"	"Klc1"	chr12	+	111789324	111789486	111789324	111789459	111806007	111806074	272	6,5,14	4,1,2	2,5,2	2,0,2	-2	-1	0.74912021153	1.0	0.429,0.714,0.778	0.333,1.0,0.333	0.085
275	"ENSMUSG00000033128"	"Gga1"	chr15	+	78893166	78893352	78893166	78893336	78893538	78893649	275	0,0,0	50,55,35	1,0,0	28,46,49	-2	-1	1	1.0	0.0,0.0,0.0	0.018,0.0,0.0	-0.006
276	"ENSMUSG00000049658"	"Bdp1"	chr13	-	100049635	100050029	100049859	100050029	100046725	100046839	276	0,2,2	3,2,0	1,6,3	2,0,2	-2	-1	0.144251955219	1.0	0.0,0.333,1.0	0.2,1.0,0.429	-0.099
292	"ENSMUSG00000048537"	"Phldb1"	chr9	-	44697718	44697842	44697751	44697842	44696036	44696183	292	4,13,2	23,22,11	6,7,3	7,15,13	-2	-1	0.526660341728	1.0	0.08,0.228,0.083	0.3,0.189,0.103	-0.067
293	"ENSMUSG00000021782"	"Dlg5"	chr14	-	24164382	24164573	24164397	24164573	24164030	24164134	293	0,1,0	3,9,2	0,1,0	1,3,4	-2	-1	1	1.0	0.0,0.053,0.0	0.0,0.143,0.0	-0.03
295	"ENSMUSG00000034614"	"Pik3ip1"	chr11	+	3332108	3332249	3332108	3332228	3333208	3333412	295	0,2,0	10,34,11	1,0,1	29,27,36	-2	-1	1	1.0	0.0,0.029,0.0	0.017,0.0,0.014	-0.001
