ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
923	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91387214	91388464	91387214	91387341	91388344	91388464
924	"ENSMUSG00000026309"	"Ilkap"	chr1	-	91387214	91388464	91387214	91387341	91388354	91388464
943	"ENSMUSG00000029267"	"Mtf2"	chr5	+	108080824	108081023	108080824	108080841	108080921	108081023
958	"ENSMUSG00000002395"	"Use1"	chr8	+	71367643	71367848	71367643	71367693	71367769	71367848
959	"ENSMUSG00000002395"	"Use1"	chr8	+	71368849	71369303	71368849	71368877	71369131	71369303
960	"ENSMUSG00000021123"	"Rdh12"	chr12	+	79211387	79212757	79211387	79211543	79212652	79212757
961	"ENSMUSG00000021123"	"Rdh12"	chr12	+	79211387	79212757	79211387	79211543	79212688	79212757
974	"ENSMUSG00000024588"	"Fech"	chr18	-	64457264	64458714	64457264	64458217	64458654	64458714
981	"ENSMUSG00000005580"	"Adcy9"	chr16	-	4417852	4419588	4417852	4418972	4419195	4419588
982	"ENSMUSG00000019738"	"Polr2i"	chr7	+	30232331	30232536	30232331	30232404	30232481	30232536
987	"ENSMUSG00000007610"	"Gtpbp3"	chr8	+	71490334	71491590	71490334	71490537	71491424	71491590
996	"ENSMUSG00000055024"	"Ep300"	chr15	+	81639740	81640141	81639740	81639891	81639994	81640141
1012	"ENSMUSG00000028017"	"Egf"	chr3	-	129754816	129755316	129754816	129754855	129754999	129755316
1022	"ENSMUSG00000025159"	"Mms19"	chr19	-	41945732	41947103	41945732	41945815	41946916	41947103
1040	"ENSMUSG00000001962"	"Fam50a"	chrX	+	74318814	74319098	74318814	74318869	74319049	74319098
1062	"ENSMUSG00000030890"	"Ilk"	chr7	+	105741373	105741707	105741373	105741483	105741579	105741707
1076	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580667	81580256	81580298	81580483	81580667
1077	"ENSMUSG00000034771"	"Tle2"	chr10	+	81580256	81580667	81580256	81580331	81580483	81580667
1082	"ENSMUSG00000026791"	"Slc2a8"	chr2	-	32974837	32976280	32974837	32974983	32976136	32976280
1083	"ENSMUSG00000026791"	"Slc2a8"	chr2	-	32981360	32981883	32981360	32981567	32981720	32981883
1090	"ENSMUSG00000032878"	"Ccdc85a"	chr11	-	28576390	28577345	28576390	28576989	28577073	28577345
1110	"ENSMUSG00000024442"	"Dele1"	chr18	+	38252820	38254069	38252820	38252965	38253907	38254069
1118	"ENSMUSG00000049643"	"2310022A10Rik"	chr7	+	27580336	27582099	27580336	27580691	27581350	27582099
1135	"ENSMUSG00000020184"	"Mdm2"	chr10	-	117694904	117696439	117694904	117695068	117696380	117696439
1136	"ENSMUSG00000033105"	"Lss"	chr10	+	76535558	76536365	76535558	76535667	76536243	76536365
1147	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13953410	13954656	13953410	13953538	13954538	13954656
1148	"ENSMUSG00000053453"	"Thoc7"	chr14	-	13953410	13954656	13953410	13953538	13954565	13954656
1204	"ENSMUSG00000025237"	"Parp6"	chr9	+	59641023	59641810	59641023	59641096	59641740	59641810
1218	"ENSMUSG00000009741"	"Ubp1"	chr9	+	113955962	113956813	113955962	113956068	113956706	113956813
1234	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291430	74291734	74291430	74291468	74291694	74291734
1235	"ENSMUSG00000006301"	"Tmbim1"	chr1	-	74291694	74292888	74291694	74291734	74292834	74292888
1252	"ENSMUSG00000030763"	"Lcmt1"	chr7	+	123421537	123422798	123421537	123421639	123422706	123422798
1256	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370354	84370923	84371031
1257	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370386	84370923	84371031
1266	"ENSMUSG00000001909"	"Trmt1"	chr8	+	84695427	84696975	84695427	84695540	84696826	84696975
1286	"ENSMUSG00000031835"	"Mbtps1"	chr8	-	119538843	119541694	119538843	119538960	119541584	119541694
1295	"ENSMUSG00000004394"	"Tmed4"	chr11	-	6274397	6274870	6274397	6274498	6274673	6274870
1306	"ENSMUSG00000021493"	"Pdlim7"	chr13	-	55507329	55507624	55507329	55507366	55507487	55507624
1336	"ENSMUSG00000017747"	"Ghdc"	chr11	-	100768013	100768289	100768013	100768147	100768217	100768289
1365	"ENSMUSG00000051113"	"Fam71e1"	chr7	+	44500149	44501133	44500149	44500438	44500967	44501133
1370	"ENSMUSG00000054021"	"Sirt5"	chr13	+	43385497	43387656	43385497	43385613	43387049	43387656
1388	"ENSMUSG00000025962"	"Fastkd2"	chr1	+	63735462	63735968	63735462	63735571	63735844	63735968
1401	"ENSMUSG00000026672"	"Optn"	chr2	-	5020641	5021481	5020641	5021228	5021322	5021481
1432	"ENSMUSG00000074578"	"Zfas1"	chr2	+	167065158	167065480	167065158	167065217	167065312	167065480
1433	"ENSMUSG00000074578"	"Zfas1"	chr2	+	167065158	167065480	167065158	167065217	167065433	167065480
1434	"ENSMUSG00000074578"	"Zfas1"	chr2	+	167065433	167065862	167065433	167065480	167065686	167065862
1450	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92916710	92917746	92916710	92916946	92917146	92917746
1451	"ENSMUSG00000026269"	"Rnpepl1"	chr1	+	92916710	92917746	92916710	92916946	92917633	92917746
1491	"ENSMUSG00000035629"	"Rubcn"	chr16	-	32842997	32843531	32842997	32843188	32843230	32843531
1498	"ENSMUSG00000031641"	"Cbr4"	chr8	+	61489939	61491678	61489939	61490060	61491544	61491678
1503	"ENSMUSG00000023764"	"Sfi1"	chr11	-	3134625	3135542	3134625	3134730	3135282	3135542
1515	"ENSMUSG00000024160"	"Spsb3"	chr17	+	24890832	24891136	24890832	24890935	24891010	24891136
1520	"ENSMUSG00000025155"	"Dus1l"	chr11	-	120793027	120793946	120793027	120793110	120793833	120793946
1522	"ENSMUSG00000022556"	"Hsf1"	chr15	+	76500130	76500336	76500130	76500196	76500266	76500336
1530	"ENSMUSG00000002831"	"Plin4"	chr17	-	56103416	56107374	56103416	56105501	56106095	56107374
1531	"ENSMUSG00000002831"	"Plin4"	chr17	-	56103416	56107374	56103416	56105522	56106116	56107374
1569	"ENSMUSG00000024911"	"Fibp"	chr19	+	5463786	5464215	5463786	5463850	5464128	5464215
1580	"ENSMUSG00000022614"	"Lmf2"	chr15	-	89354426	89354817	89354426	89354455	89354563	89354817
1583	"ENSMUSG00000026869"	"Psmd5"	chr2	-	34865526	34866095	34865526	34865655	34865981	34866095
1609	"ENSMUSG00000032913"	"Lrig2"	chr3	-	104465486	104467363	104465486	104465768	104467042	104467363
1638	"ENSMUSG00000033191"	"Tie1"	chr4	-	118478861	118479903	118478861	118479152	118479612	118479903
1641	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79978187	79978605	79978187	79978320	79978391	79978605
1642	"ENSMUSG00000013858"	"Tmem259"	chr10	-	79978391	79978605	79978391	79978475	79978547	79978605
1662	"ENSMUSG00000060073"	"Psma3"	chr12	+	70984492	70984745	70984492	70984594	70984671	70984745
1697	"ENSMUSG00000042272"	"Sestd1"	chr2	-	77198288	77199060	77198288	77198403	77198865	77199060
1705	"ENSMUSG00000010110"	"Stx5a"	chr19	+	8748654	8748888	8748654	8748711	8748806	8748888
1721	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011209	135011380
1722	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135010886	135011380	135010886	135011060	135011240	135011380
1723	"ENSMUSG00000040532"	"Abhd11"	chr5	+	135011483	135012170	135011483	135011665	135011886	135012170
1740	"ENSMUSG00000029661"	"Col1a2"	chr6	+	4508939	4509639	4508939	4508954	4509603	4509639
1760	"ENSMUSG00000029617"	"Ccz1"	chr5	-	143998162	143998605	143998162	143998274	143998543	143998605
1761	"ENSMUSG00000029617"	"Ccz1"	chr5	-	144011030	144011529	144011030	144011078	144011451	144011529
1791	"ENSMUSG00000034006"	"Pqlc1"	chr18	+	80256306	80257118	80256306	80256403	80256781	80257118
1810	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155854800	155854565	155854659	155854730	155854800
1811	"ENSMUSG00000029071"	"Dvl1"	chr4	+	155854565	155855025	155854565	155854800	155854885	155855025
1821	"ENSMUSG00000046671"	"Mtfr1l"	chr4	-	134530274	134530789	134530274	134530486	134530679	134530789
1824	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026032	34026470	34026032	34026225	34026395	34026470
1825	"ENSMUSG00000073422"	"H2-Ke6"	chr17	-	34026850	34027101	34026850	34026935	34027015	34027101
1866	"ENSMUSG00000020806"	"Rhbdf2"	chr11	-	116605242	116606232	116605242	116605438	116606107	116606232
1869	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469443	155469503
1870	"ENSMUSG00000023153"	"Tmem52"	chr4	+	155469302	155469503	155469302	155469346	155469461	155469503
1880	"ENSMUSG00000034485"	"Uaca"	chr9	+	60869574	60872283	60869574	60870030	60870540	60872283
1892	"ENSMUSG00000040048"	"Ndufb10"	chr17	-	24722059	24722520	24722059	24722220	24722380	24722520
1902	"ENSMUSG00000030409"	"Dmpk"	chr7	+	19091938	19092254	19091938	19092036	19092207	19092254
1909	"ENSMUSG00000030802"	"Bckdk"	chr7	+	127905221	127905480	127905221	127905290	127905369	127905480
1914	"ENSMUSG00000025907"	"Rb1cc1"	chr1	+	6239951	6240378	6239951	6240190	6240304	6240378
1917	"ENSMUSG00000025571"	"Tnrc6c"	chr11	+	117749576	117753144	117749576	117749817	117752976	117753144
1942	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124253	89124531	89124588
1943	"ENSMUSG00000062906"	"Hdac10"	chr15	-	89124174	89124588	89124174	89124428	89124531	89124588
1946	"ENSMUSG00000028959"	"Fastk"	chr5	-	24441527	24441823	24441527	24441663	24441731	24441823
1949	"ENSMUSG00000040370"	"Etfrf1"	chr6	+	145214521	145215271	145214521	145214545	145214764	145215271
1950	"ENSMUSG00000040370"	"Etfrf1"	chr6	+	145214521	145215271	145214521	145214784	145215183	145215271
1951	"ENSMUSG00000053332"	"Gas5"	chr1	+	161035751	161036014	161035751	161035804	161035982	161036014
1955	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037164	161036819	161036852	161037123	161037164
1956	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037315	161036819	161036852	161037287	161037315
1957	"ENSMUSG00000053332"	"Gas5"	chr1	+	161036819	161037315	161036819	161037164	161037287	161037315
1958	"ENSMUSG00000053332"	"Gas5"	chr1	+	161037287	161037547	161037287	161037315	161037504	161037547
2018	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	45980314	45980639	45980314	45980467	45980572	45980639
2019	"ENSMUSG00000031634"	"Ufsp2"	chr8	+	45980314	45980639	45980314	45980492	45980572	45980639
2042	"ENSMUSG00000057335"	"Cep170"	chr1	-	176769232	176769870	176769232	176769526	176769712	176769870
2066	"ENSMUSG00000030138"	"Bms1"	chr6	-	118413078	118413919	118413078	118413221	118413730	118413919
2068	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8321799	8323335	8321799	8321835	8323276	8323335
2069	"ENSMUSG00000073468"	"Sft2d1"	chr17	+	8321799	8323335	8321799	8322140	8323276	8323335
2088	"ENSMUSG00000032590"	"Apeh"	chr9	-	108092806	108093074	108092806	108092882	108092980	108093074
2138	"ENSMUSG00000026207"	"Speg"	chr1	+	75426763	75427211	75426763	75426880	75427043	75427211
2147	"ENSMUSG00000029545"	"Acads"	chr5	-	115111856	115112391	115111856	115112027	115112239	115112391
2156	"ENSMUSG00000032579"	"Hemk1"	chr9	-	107336571	107337378	107336571	107336663	107337000	107337378
2166	"ENSMUSG00000056211"	"R3hdm1"	chr1	+	128181985	128184654	128181985	128182212	128184399	128184654
2219	"ENSMUSG00000033819"	"Ppp1r16a"	chr15	+	76692836	76693138	76692836	76692940	76693013	76693138
2230	"ENSMUSG00000021488"	"Nsd1"	chr13	+	55213203	55214150	55213203	55213317	55214060	55214150
2235	"ENSMUSG00000031508"	"Ankrd10"	chr8	-	11611582	11615910	11611582	11612947	11615814	11615910
2312	"ENSMUSG00000024666"	"Tmem138"	chr19	-	10570479	10571604	10570479	10571268	10571528	10571604
2316	"ENSMUSG00000027247"	"Arhgap1"	chr2	+	91669384	91669729	91669384	91669461	91669651	91669729
2323	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59352650	59353381	59352650	59352782	59353317	59353381
2324	"ENSMUSG00000068245"	"Phf11d"	chr14	-	59355139	59356450	59355139	59355189	59356316	59356450
2342	"ENSMUSG00000000732"	"Icosl"	chr10	+	78071160	78072091	78071160	78071279	78071737	78072091
2372	"ENSMUSG00000029290"	"Zfp326"	chr5	+	105886316	105888839	105886316	105886428	105888433	105888839
2373	"ENSMUSG00000029290"	"Zfp326"	chr5	+	105886316	105888839	105886316	105886428	105888700	105888839
2397	"ENSMUSG00000006638"	"Abhd1"	chr5	+	30954090	30954265	30954090	30954154	30954155	30954265
2400	"ENSMUSG00000007029"	"Vars"	chr17	+	35013121	35013390	35013121	35013192	35013264	35013390
2406	"ENSMUSG00000008373"	"Prpf31"	chr7	+	3634692	3636358	3634692	3634862	3636200	3636358
2469	"ENSMUSG00000039768"	"Dnajc11"	chr4	+	151977998	151979586	151977998	151978350	151979271	151979586
2471	"ENSMUSG00000038695"	"Josd2"	chr7	+	44470858	44471307	44470858	44470987	44471233	44471307
2477	"ENSMUSG00000026469"	"Xpr1"	chr1	-	155330337	155332386	155330337	155330487	155332162	155332386
2493	"ENSMUSG00000016833"	"Mrps18c"	chr5	+	100803969	100804471	100803969	100804029	100804331	100804471
2494	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279786	76279856	76279966
2495	"ENSMUSG00000020231"	"Dip2a"	chr10	-	76279705	76279966	76279705	76279816	76279856	76279966
2507	"ENSMUSG00000055923"	"Aasdh"	chr5	-	76888029	76888834	76888029	76888136	76888592	76888834
2510	"ENSMUSG00000073758"	"Sh3d21"	chr4	-	126152023	126152258	126152023	126152118	126152205	126152258
2522	"ENSMUSG00000039988"	"Ankrd13c"	chr3	+	157972999	157975294	157972999	157973045	157975227	157975294
2534	"ENSMUSG00000018565"	"Elp5"	chr11	-	69979829	69980059	69979829	69979910	69979998	69980059
2555	"ENSMUSG00000038990"	"Cables2"	chr2	-	180261076	180263155	180261076	180261180	180263077	180263155
2563	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131520411	131521171
2564	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131520921	131521171
2565	"ENSMUSG00000027333"	"Smox"	chr2	+	131520411	131521171	131520411	131520646	131520921	131521171
2566	"ENSMUSG00000027333"	"Smox"	chr2	+	131520094	131521171	131520094	131520268	131521054	131521171
2567	"ENSMUSG00000027333"	"Smox"	chr2	+	131520411	131521171	131520411	131520646	131521054	131521171
2587	"ENSMUSG00000007880"	"Arid1a"	chr4	-	133695571	133696156	133695571	133695661	133695915	133696156
2589	"ENSMUSG00000002007"	"Srpk3"	chrX	+	73778104	73778346	73778104	73778174	73778253	73778346
2596	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129181741	129182532	129181741	129181840	129181966	129182532
2597	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129181966	129182532	129181966	129182100	129182208	129182532
2598	"ENSMUSG00000040928"	"S100pbp"	chr4	-	129181966	129182532	129181966	129182100	129182331	129182532
2633	"ENSMUSG00000030852"	"Tacc2"	chr7	+	130728522	130729828	130728522	130728749	130728859	130729828
2644	"ENSMUSG00000040860"	"Crocc"	chr4	-	141019707	141020489	141019707	141019932	141020273	141020489
2674	"ENSMUSG00000109378"	"Gm49396"	chr7	+	30566748	30567500	30566748	30566936	30567142	30567500
2677	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80318858	80319341	80318858	80319026	80319245	80319341
2680	"ENSMUSG00000007850"	"Hnrnph1"	chr11	+	50379467	50379964	50379467	50379623	50379820	50379964
2681	"ENSMUSG00000007850"	"Hnrnph1"	chr11	+	50379467	50379964	50379467	50379568	50379868	50379964
2733	"ENSMUSG00000012114"	"Med15"	chr16	-	17682274	17685504	17682274	17683188	17685452	17685504
2746	"ENSMUSG00000033543"	"Gtf2a2"	chr9	+	70016818	70017191	70016818	70016923	70017072	70017191
2766	"ENSMUSG00000027615"	"Hps3"	chr3	-	20028959	20029318	20028959	20029045	20029146	20029318
2800	"ENSMUSG00000052926"	"Rnaseh2a"	chr8	-	84965130	84965443	84965130	84965218	84965316	84965443
2805	"ENSMUSG00000029056"	"Pank4"	chr4	+	154978920	154979592	154978920	154979025	154979491	154979592
2807	"ENSMUSG00000024104"	"Washc2"	chr6	+	116254089	116255168	116254089	116254218	116255048	116255168
2837	"ENSMUSG00000002546"	"Golga2"	chr2	+	32299031	32299310	32299031	32299125	32299203	32299310
2852	"ENSMUSG00000017843"	"Ppp2r5c"	chr12	+	110567727	110569055	110567727	110567855	110568953	110569055
2861	"ENSMUSG00000019792"	"Trmt11"	chr10	-	30590842	30591102	30590842	30590935	30591020	30591102
2873	"ENSMUSG00000043822"	"Adamtsl5"	chr10	-	80344832	80345416	80344832	80344941	80345042	80345416
2896	"ENSMUSG00000020741"	"Cluh"	chr11	+	74665006	74665426	74665006	74665069	74665181	74665426
2920	"ENSMUSG00000022558"	"Mroh1"	chr15	+	76432148	76433396	76432148	76432295	76433273	76433396
2944	"ENSMUSG00000013236"	"Ptprs"	chr17	-	56428851	56429157	56428851	56428966	56429098	56429157
3049	"ENSMUSG00000035242"	"Oaz1"	chr10	+	80828236	80828382	80828236	80828291	80828295	80828382
3050	"ENSMUSG00000035242"	"Oaz1"	chr10	+	80828236	80828382	80828236	80828294	80828295	80828382
3091	"ENSMUSG00000026571"	"Dcaf6"	chr1	-	165338187	165340023	165338187	165338344	165339884	165340023
3121	"ENSMUSG00000073702"	"Rpl31"	chr1	+	39367928	39368255	39367928	39368006	39368148	39368255
3122	"ENSMUSG00000073702"	"Rpl31"	chr1	+	39370953	39371366	39370953	39371066	39371301	39371366
3128	"ENSMUSG00000006014"	"Prg4"	chr1	-	150454051	150456337	150454051	150454970	150455474	150456337
3129	"ENSMUSG00000006014"	"Prg4"	chr1	-	150454051	150456337	150454051	150454120	150456250	150456337
3161	"ENSMUSG00000026116"	"Tmem131"	chr1	-	36815454	36815996	36815454	36815521	36815886	36815996
3179	"ENSMUSG00000019929"	"Dcn"	chr10	+	97509964	97513737	97509964	97510058	97513598	97513737
3205	"ENSMUSG00000025366"	"Esyt1"	chr10	-	128515685	128515936	128515685	128515772	128515864	128515936
3227	"ENSMUSG00000058070"	"Eml1"	chr12	+	108537333	108539564	108537333	108537464	108538102	108539564
3241	"ENSMUSG00000030870"	"Ubfd1"	chr7	+	122067663	122068989	122067663	122067993	122068780	122068989
3244	"ENSMUSG00000042185"	"Nfrkb"	chr9	+	31397719	31398644	31397719	31397793	31398559	31398644
3251	"ENSMUSG00000038271"	"Iffo1"	chr6	+	125149740	125151525	125149740	125149836	125151384	125151525
3264	"ENSMUSG00000026554"	"Dcaf8"	chr1	+	172186295	172187460	172186295	172186368	172187352	172187460
3266	"ENSMUSG00000020516"	"Rps6kb1"	chr11	-	86511588	86511887	86511588	86511666	86511824	86511887
3275	"ENSMUSG00000023175"	"Bsg"	chr10	+	79710637	79710920	79710637	79710724	79710839	79710920
3298	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74307671	74308261	74307671	74307870	74308129	74308261
3299	"ENSMUSG00000015291"	"Gdi1"	chrX	+	74309075	74310134	74309075	74309175	74309962	74310134
3340	"ENSMUSG00000001034"	"Mapk7"	chr11	-	61489848	61490504	61489848	61489928	61490345	61490504
3367	"ENSMUSG00000033961"	"Zfp446"	chr7	+	12981845	12983396	12981845	12981927	12982118	12983396
3428	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170612	78171298	78170612	78170794	78170872	78171298
3429	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170872	78171298	78170872	78170952	78171089	78171298
3446	"ENSMUSG00000028099"	"Polr3c"	chr3	-	96723513	96724052	96723513	96723699	96723796	96724052
3454	"ENSMUSG00000038828"	"Tmem214"	chr5	+	30874850	30875886	30874850	30874968	30875789	30875886
3488	"ENSMUSG00000019082"	"Slc25a22"	chr7	-	141434155	141434329	141434155	141434223	141434300	141434329
3491	"ENSMUSG00000032295"	"Man2c1"	chr9	+	57139499	57139964	57139499	57139708	57139869	57139964
3517	"ENSMUSG00000020134"	"Peli1"	chr11	+	21140563	21142657	21140563	21140693	21142555	21142657
3529	"ENSMUSG00000004561"	"Mettl17"	chr14	+	51885150	51885522	51885150	51885304	51885387	51885522
3530	"ENSMUSG00000004561"	"Mettl17"	chr14	+	51885150	51885522	51885150	51885304	51885403	51885522
3532	"ENSMUSG00000034807"	"Colgalt1"	chr8	+	71621763	71622830	71621763	71621896	71622702	71622830
3533	"ENSMUSG00000021500"	"Ddx46"	chr13	+	55659019	55660799	55659019	55659098	55660716	55660799
3576	"ENSMUSG00000031555"	"Adam9"	chr8	-	24962859	24963088	24962859	24962885	24962938	24963088
3597	"ENSMUSG00000023456"	"Tpi1"	chr6	-	124812620	124812913	124812620	124812705	124812789	124812913
3607	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18584641	18586625	18584641	18584743	18586546	18586625
3609	"ENSMUSG00000036678"	"Aaas"	chr15	-	102339185	102339418	102339185	102339253	102339324	102339418
3625	"ENSMUSG00000043733"	"Ptpn11"	chr5	-	121152474	121154526	121152474	121152554	121154429	121154526
3637	"ENSMUSG00000024941"	"Scyl1"	chr19	-	5770202	5770552	5770202	5770352	5770492	5770552
3641	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125477	26125564
3642	"ENSMUSG00000024181"	"Mrpl28"	chr17	+	26125256	26125564	26125256	26125391	26125499	26125564
3694	"ENSMUSG00000051007"	"Gatd1"	chr7	-	141409845	141410885	141409845	141409940	141410777	141410885
3717	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023606	70023697
3718	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023610	70023697
3719	"ENSMUSG00000031858"	"Mau2"	chr8	-	70022619	70023697	70022619	70022669	70023613	70023697
3721	"ENSMUSG00000025979"	"Mob4"	chr1	+	55150145	55151082	55150145	55150225	55150970	55151082
