ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
116	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873479	124870775	124870958	124874218	124874348
117	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873509	124870775	124870958	124874218	124874348
119	"ENSMUSG00000018166"	"Erbb3"	chr10	-	128583116	128583258	128581989	128582103	128583365	128583484
123	"ENSMUSG00000036879"	"Phkb"	chr8	+	85896668	85896757	85896429	85896537	85901876	85901957
124	"ENSMUSG00000036879"	"Phkb"	chr8	+	85922126	85922242	85901876	85901957	85935407	85935471
125	"ENSMUSG00000036879"	"Phkb"	chr8	+	85935407	85935471	85901876	85901957	85940840	85940936
126	"ENSMUSG00000036879"	"Phkb"	chr8	+	86017391	86017496	86016858	86016942	86018468	86018551
127	"ENSMUSG00000036879"	"Phkb"	chr8	+	86026456	86026547	86024280	86024338	86029481	86029684
128	"ENSMUSG00000036879"	"Phkb"	chr8	+	86049689	86049819	86043709	86043844	86056447	86056555
129	"ENSMUSG00000023143"	"Nagpa"	chr16	-	5199942	5200051	5199615	5199744	5201373	5201513
131	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100591411	100591565	100590886	100591051	100596165	100596240
132	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100592854	100592973	100591411	100591565	100596165	100596240
134	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100598614	100598728	100596165	100596240	100599184	100599309
140	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50143718	50143784	50110382	50110454	50145773	50145892
141	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50145773	50145892	50110277	50110464	50158681	50158834
142	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50151938	50152023	50145773	50145892	50158681	50158834
144	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50178388	50178520	50176876	50176918	50180175	50180275
145	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50183709	50183871	50180590	50180659	50194525	50194728
146	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50194525	50194728	50183709	50183871	50196513	50196558
149	"ENSMUSG00000021277"	"Traf3"	chr12	+	111239028	111239080	111237561	111237820	111242442	111242547
155	"ENSMUSG00000029484"	"Anxa3"	chr5	+	96811049	96811137	96797400	96797453	96812841	96812936
156	"ENSMUSG00000056342"	"Usp34"	chr11	+	23333438	23333859	23320660	23320748	23343319	23343370
157	"ENSMUSG00000056342"	"Usp34"	chr11	+	23362576	23362612	23361586	23361716	23363057	23363188
158	"ENSMUSG00000056342"	"Usp34"	chr11	+	23382553	23382667	23381224	23381379	23384400	23384500
159	"ENSMUSG00000056342"	"Usp34"	chr11	+	23420039	23420144	23418978	23419131	23421097	23421153
161	"ENSMUSG00000056342"	"Usp34"	chr11	+	23474265	23474389	23473169	23473294	23484101	23484181
162	"ENSMUSG00000056342"	"Usp34"	chr11	+	23488208	23488368	23487078	23487222	23488583	23489744
163	"ENSMUSG00000033938"	"Ndufb7"	chr8	+	83570829	83570998	83566670	83566930	83571432	83571626
165	"ENSMUSG00000027843"	"Ptpn22"	chr3	+	103902113	103902191	103890255	103890283	103903369	103903385
166	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119344508	119344172	119344252	119346469	119346568
180	"ENSMUSG00000021113"	"Snapc1"	chr12	+	73969526	73969631	73968238	73968379	73970180	73970339
187	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370024	89370078	89369807	89369915	89370237	89370308
202	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12811932	12812072	12808176	12810844	12814190	12814257
206	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70220016	70220046	70217864	70218277	70235139	70235208
208	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70235139	70235208	70224966	70225048	70236477	70236603
209	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70247573	70247719	70245852	70245992	70266629	70266754
210	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70256359	70256471	70247573	70247719	70266629	70266754
211	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70256359	70256471	70247573	70247719	70267308	70267506
212	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70266629	70266754	70247573	70247719	70267308	70267506
213	"ENSMUSG00000022092"	"Ppp3cc"	chr14	-	70266629	70266754	70256359	70256471	70267308	70267506
215	"ENSMUSG00000070564"	"Ntn5"	chr7	+	45692340	45692421	45691883	45691937	45693995	45694553
219	"ENSMUSG00000090145"	"Ugt1a6b"	chr1	+	88215794	88215882	88215043	88215175	88216137	88216357
227	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533590	75528809	75528927	75541159	75541378
228	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75533540	75533594	75528809	75528927	75541159	75541378
229	"ENSMUSG00000027835"	"Pdcd10"	chr3	-	75551689	75551838	75541159	75541378	75556721	75556759
235	"ENSMUSG00000000399"	"Ndufa9"	chr6	-	126836218	126836321	126834428	126834496	126840497	126840639
239	"ENSMUSG00000057469"	"E2f6"	chr12	+	16824569	16824717	16822092	16822207	16825364	16826429
247	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111263	23110579	23110723	23111502	23111558
248	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111502	23111592	23110579	23111263	23111816	23111896
249	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23112350	23112457	23111816	23111896	23113166	23113184
258	"ENSMUSG00000041890"	"Git2"	chr5	-	114764586	114764673	114764346	114764477	114766451	114766523
260	"ENSMUSG00000024789"	"Jak2"	chr19	+	29288673	29288801	29287900	29288087	29291166	29291301
261	"ENSMUSG00000024789"	"Jak2"	chr19	+	29288673	29288801	29287900	29288087	29294855	29294943
262	"ENSMUSG00000024789"	"Jak2"	chr19	+	29291166	29291301	29287900	29288087	29294855	29294943
263	"ENSMUSG00000024789"	"Jak2"	chr19	+	29291166	29291301	29288673	29288801	29294855	29294943
265	"ENSMUSG00000041187"	"Prkd2"	chr7	+	16848724	16848879	16847600	16847732	16848980	16849206
267	"ENSMUSG00000026495"	"Efcab2"	chr1	+	178474881	178474961	178455815	178455888	178475684	178475727
272	"ENSMUSG00000116048"	"Sept2"	chr1	+	93501506	93501652	93500457	93500559	93503434	93503518
273	"ENSMUSG00000002688"	"Prkd1"	chr12	-	50419852	50419876	50394829	50395040	50425438	50425599
277	"ENSMUSG00000032883"	"Acsl3"	chr1	+	78696080	78696204	78694195	78694346	78696428	78696500
278	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44163876	44164084	44161809	44161953	44166808	44166998
279	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44174161	44174375	44173337	44174031	44175838	44175983
281	"ENSMUSG00000022009"	"Nufip1"	chr14	+	76111923	76111997	76110890	76111326	76114174	76114273
282	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885068	95883957	95884237	95888140	95888296
283	"ENSMUSG00000038543"	"BC028528"	chr3	-	95884969	95885071	95883953	95884237	95888140	95888296
288	"ENSMUSG00000032952"	"Ap4b1"	chr3	+	103818803	103818907	103817759	103817843	103820253	103820461
289	"ENSMUSG00000030711"	"Sult1a1"	chr7	-	126675227	126675353	126675048	126675146	126675443	126675583
292	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83730110	83730257	83729381	83729525	83733413	83733566
294	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83733413	83733566	83729381	83729525	83734008	83734125
295	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734008	83734125	83729381	83729525	83734295	83734352
296	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734295	83734352	83734008	83734125	83741106	83741169
297	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734295	83734410	83734008	83734125	83741106	83741183
298	"ENSMUSG00000002885"	"Adgre5"	chr8	-	83734301	83734352	83734008	83734125	83741106	83741326
301	"ENSMUSG00000116378"	"Gcat"	chr15	+	79034959	79035061	79033930	79034061	79035256	79035403
303	"ENSMUSG00000009035"	"Tmem184b"	chr15	-	79365786	79365956	79365284	79365479	79366586	79366678
304	"ENSMUSG00000024352"	"Spata24"	chr18	-	35660791	35660857	35660443	35660574	35662011	35662122
306	"ENSMUSG00000109061"	"Gm49320"	chr8	+	4240687	4240735	4238864	4239033	4243303	4243445
307	"ENSMUSG00000109061"	"Gm49320"	chr8	+	4244860	4245003	4244694	4244775	4245542	4245588
309	"ENSMUSG00000034216"	"Vps18"	chr2	+	119290120	119290294	119288786	119289130	119292697	119292789
310	"ENSMUSG00000034216"	"Vps18"	chr2	+	119290152	119290294	119288739	119289130	119292697	119292789
311	"ENSMUSG00000052395"	"Rft1"	chr14	+	30658308	30658394	30654359	30654475	30660196	30660313
313	"ENSMUSG00000052395"	"Rft1"	chr14	+	30666678	30666816	30663077	30663179	30674169	30674248
315	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107746018	107746180	107745086	107745236	107749707	107749796
319	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107760321	107760391	107756908	107756992	107765494	107765646
321	"ENSMUSG00000027637"	"Rab5if"	chr2	+	156872337	156872467	156865256	156865360	156873042	156873398
326	"ENSMUSG00000022965"	"Ifngr2"	chr16	+	91557884	91558078	91554947	91555080	91559976	91560125
327	"ENSMUSG00000022965"	"Ifngr2"	chr16	+	91560544	91560704	91559976	91560125	91561619	91561777
328	"ENSMUSG00000109408"	"A930037H05Rik"	chr11	-	119465092	119465230	119448787	119448867	119488901	119489000
337	"ENSMUSG00000070034"	"Sp110"	chr1	-	85579056	85579199	85576898	85577345	85579643	85579745
339	"ENSMUSG00000042487"	"Leo1"	chr9	+	75449356	75449502	75447101	75448396	75450487	75450572
342	"ENSMUSG00000086247"	"Gm15787"	chr5	-	110170262	110170347	110167507	110168484	110176316	110176504
343	"ENSMUSG00000086247"	"Gm15787"	chr5	-	110173279	110173424	110168194	110168484	110176316	110176466
344	"ENSMUSG00000041303"	"Gtf3c3"	chr1	-	54404979	54405170	54403510	54403635	54405836	54406074
345	"ENSMUSG00000001604"	"Tcea3"	chr4	+	136257923	136257986	136255149	136255288	136264446	136264484
346	"ENSMUSG00000001604"	"Tcea3"	chr4	+	136273643	136273715	136271232	136271379	136274779	136274898
348	"ENSMUSG00000030562"	"Nox4"	chr7	+	87331695	87331742	87327130	87327200	87338956	87339017
349	"ENSMUSG00000020650"	"Bcap29"	chr12	-	31617074	31617180	31600643	31600744	31626725	31626876
350	"ENSMUSG00000020650"	"Bcap29"	chr12	-	31624114	31624250	31617074	31617180	31626725	31626876
353	"ENSMUSG00000020349"	"Ppp2ca"	chr11	+	52113119	52113329	52098680	52099150	52117986	52118160
377	"ENSMUSG00000042082"	"Arsb"	chr13	+	93862086	93862330	93807495	93807703	93880487	93880558
378	"ENSMUSG00000056738"	"A730036I17Rik"	chr2	+	129231808	129233785	129225720	129225895	129234944	129235604
381	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25465467	25465520	25464848	25464880	25471797	25472073
382	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25466316	25466437	25464848	25464880	25471797	25472073
384	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25473797	25474052	25471375	25472073	25474519	25474804
396	"ENSMUSG00000097572"	"Gm26797"	chr9	-	122307403	122307444	122304827	122304893	122307956	122307999
400	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519917	109519993	109519584	109519648	109520467	109520597
401	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109520467	109520642	109519584	109519993	109521600	109521766
413	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89288811	89288943	89288235	89288725	89289021	89289109
418	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98119392	98119470	98118181	98118255	98120790	98120906
419	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98122218	98122263	98121196	98121362	98122629	98122738
420	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125025	98125090	98123795	98123921	98125549	98125613
421	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98125549	98125613	98125025	98125090	98126303	98126453
422	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98126303	98126453	98125549	98125613	98126852	98126923
423	"ENSMUSG00000033065"	"Pfkm"	chr15	+	98131418	98131518	98129721	98129833	98131601	98131707
426	"ENSMUSG00000027206"	"Cops2"	chr2	-	125842621	125842711	125842432	125842510	125844809	125844935
427	"ENSMUSG00000027206"	"Cops2"	chr2	-	125842621	125842732	125842432	125842510	125844809	125844935
435	"ENSMUSG00000021504"	"B4galt7"	chr13	+	55604019	55604382	55599895	55600192	55607196	55607422
436	"ENSMUSG00000021504"	"B4galt7"	chr13	+	55604119	55604382	55600064	55600192	55607196	55607422
443	"ENSMUSG00000037519"	"Ppfia1"	chr7	-	144515985	144516120	144514440	144514524	144517599	144517746
444	"ENSMUSG00000022020"	"Naa16"	chr14	-	79344894	79345108	79343125	79343319	79351372	79351501
446	"ENSMUSG00000022020"	"Naa16"	chr14	-	79359455	79359528	79356366	79356536	79369077	79369184
447	"ENSMUSG00000024644"	"Cndp2"	chr18	-	84672073	84672158	84670752	84670913	84674976	84675177
448	"ENSMUSG00000024644"	"Cndp2"	chr18	-	84678707	84678870	84677318	84677407	84680934	84681078
452	"ENSMUSG00000022685"	"Parn"	chr16	-	13647242	13647299	13640252	13640330	13648418	13648499
454	"ENSMUSG00000022685"	"Parn"	chr16	-	13664820	13664888	13664655	13664737	13665901	13665981
457	"ENSMUSG00000002658"	"Gtf2f1"	chr17	-	57010975	57011022	57009687	57009760	57011108	57011288
461	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010295	98010376	98009857	98009916	98011342	98011497
469	"ENSMUSG00000022964"	"Tmem50b"	chr16	-	91583275	91583388	91581694	91581762	91586941	91587081
472	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101896398	101896578	101894910	101895144	101898426	101898561
473	"ENSMUSG00000043940"	"Wdfy3"	chr5	-	101922413	101922632	101919395	101919577	101922754	101922855
483	"ENSMUSG00000026028"	"Trak2"	chr1	-	58911635	58911836	58909949	58910248	58912185	58912262
484	"ENSMUSG00000026028"	"Trak2"	chr1	-	58926650	58926727	58923521	58923638	58935745	58935940
489	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104356683	104356876	104350486	104350652	104357480	104357596
490	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104368679	104368778	104357480	104357596	104378684	104378826
491	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104378684	104378826	104357480	104357596	104423921	104425293
492	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104423921	104425293	104378684	104378826	104441724	104442291
493	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104423921	104425293	104378684	104378826	104467638	104467752
494	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104426423	104426468	104424936	104425293	104441724	104442291
495	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104426423	104426468	104424936	104425293	104467638	104467991
497	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32514383	32514454	32512177	32513192	32515283	32515352
498	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32514383	32514454	32512177	32513192	32517028	32517139
499	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32515352	32513000	32513192	32517028	32517139
501	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58488572	58488674	58485679	58485881	58490609	58490755
502	"ENSMUSG00000011837"	"Snapc2"	chr8	+	4254991	4255373	4254550	4254619	4255480	4255632
504	"ENSMUSG00000054302"	"Eapp"	chr12	-	54685859	54685971	54678509	54678623	54691999	54692095
509	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11758430	11758517	11728104	11728416	11781154	11781239
517	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82858355	82858449	82839482	82839889	82870684	82870800
518	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880007	82880127	82876170	82876324	82880746	82880818
522	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82882227	82882437	82880746	82880818	82883243	82883361
526	"ENSMUSG00000039953"	"Clstn1"	chr4	+	149641657	149641714	149638232	149638395	149643194	149643352
530	"ENSMUSG00000041625"	"Ggact"	chr14	-	122900475	122900532	122890859	122891816	122913100	122913120
535	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115591262	115591366	115592431	115592530
551	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55162967	55163069	55148853	55149826	55176190	55176247
552	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55162967	55163069	55150082	55150401	55176190	55176247
554	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55176190	55176247	55148853	55149826	55180472	55180613
555	"ENSMUSG00000032307"	"Ube2q2"	chr9	+	55185669	55185760	55184903	55184964	55191841	55191900
567	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96821250	96821409	96817413	96820516	96822103	96822319
568	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96822103	96822319	96821250	96821409	96827197	96827719
586	"ENSMUSG00000031979"	"Cog2"	chr8	+	124527099	124527165	124525630	124525792	124528975	124529056
588	"ENSMUSG00000021540"	"Smad5"	chr13	+	56723428	56723996	56703009	56703131	56727403	56727655
599	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031028	67031098	67028847	67029742	67031451	67031514
600	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031451	67031514	67029919	67031098	67031950	67032026
601	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031950	67032026	67031451	67031514	67032465	67032541
604	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67032465	67032541	67031950	67032026	67032793	67032864
606	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67035994	67036128	67033777	67033993	67043577	67043709
608	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67047785	67047911	67035994	67036128	67049018	67049118
609	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67048123	67048249	67035994	67036128	67049018	67049201
612	"ENSMUSG00000025234"	"Arih1"	chr9	-	59426613	59426706	59425735	59426178	59436770	59436915
613	"ENSMUSG00000025234"	"Arih1"	chr9	-	59454401	59454469	59436623	59436915	59485978	59486056
615	"ENSMUSG00000021549"	"Rasa1"	chr13	-	85228607	85228765	85228230	85228307	85229604	85229682
617	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186171	89186261	89186955	89186998
618	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186753	89186819	89186171	89186261	89186955	89187050
620	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51720635	51720722	51716941	51717150	51722979	51723048
621	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51722979	51723048	51720635	51720722	51730887	51730899
628	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135048910	135049104	135045596	135045734	135049826	135051099
629	"ENSMUSG00000007207"	"Stx1a"	chr5	+	135048993	135049104	135045596	135045734	135049826	135051100
630	"ENSMUSG00000069049"	"Eif2s3y"	chrY	+	1013378	1013473	1012047	1012169	1014633	1014792
631	"ENSMUSG00000069049"	"Eif2s3y"	chrY	+	1019985	1020155	1016056	1017508	1023301	1023474
633	"ENSMUSG00000022687"	"Boc"	chr16	-	44492307	44492418	44491692	44491899	44492812	44492972
634	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61482335	61482482	61475800	61475889	61527059	61527209
635	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61527059	61527209	61482335	61482482	61548047	61548215
636	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61548047	61548215	61527059	61527209	61580129	61582791
642	"ENSMUSG00000040269"	"Mrps28"	chr3	-	8899985	8900167	8802145	8802414	8923586	8923918
659	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117895211	117895301	117894743	117894925	117895419	117895478
660	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117895419	117895478	117895211	117895301	117895562	117895629
661	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117897767	117897820	117895562	117895629	117900648	117900662
663	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88161877	88161966	88158128	88158265	88164887	88165031
664	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88164887	88165031	88161517	88161966	88166995	88167172
665	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88166995	88167172	88164887	88165031	88170858	88171997
669	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81209453	81209471	81204891	81205016	81216720	81216827
670	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81204891	81205016	81216720	81216827
671	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81204891	81205016	81314259	81316104
673	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81216720	81216827	81204891	81205016	81314259	81316104
676	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81314259	81316104	81216720	81216827	81332640	81332959
678	"ENSMUSG00000059495"	"Arhgef12"	chr9	-	43044263	43044287	43042590	43042676	43105178	43105486
681	"ENSMUSG00000063704"	"Mapk15"	chr15	+	75995071	75995101	75994844	75994943	75995233	75995324
686	"ENSMUSG00000022336"	"Eif3e"	chr15	-	43262598	43262700	43261059	43261169	43263208	43263335
691	"ENSMUSG00000031714"	"Gab1"	chr8	-	80800100	80800395	80791388	80791614	80879531	80880496
694	"ENSMUSG00000032409"	"Atr"	chr9	+	95899036	95899150	95897535	95897742	95903662	95903778
695	"ENSMUSG00000032409"	"Atr"	chr9	+	95905737	95905858	95903662	95903778	95907295	95907433
696	"ENSMUSG00000032409"	"Atr"	chr9	+	95922747	95922907	95921652	95921832	95927168	95927348
697	"ENSMUSG00000032409"	"Atr"	chr9	+	95935478	95935576	95932329	95932472	95936294	95936527
701	"ENSMUSG00000022515"	"Anks3"	chr16	-	4947648	4948363	4947264	4947432	4950612	4950768
704	"ENSMUSG00000022515"	"Anks3"	chr16	-	4957967	4958166	4957640	4957762	4960396	4960568
713	"ENSMUSG00000032329"	"Hmg20a"	chr9	+	56467357	56467450	56418608	56418931	56474530	56474542
724	"ENSMUSG00000053877"	"Srcap"	chr7	+	127514164	127514240	127511982	127512338	127515941	127516201
726	"ENSMUSG00000053877"	"Srcap"	chr7	+	127531334	127531471	127530893	127531071	127531719	127531889
729	"ENSMUSG00000058626"	"Capn11"	chr17	-	45643753	45643799	45642911	45642962	45653182	45653252
730	"ENSMUSG00000058626"	"Capn11"	chr17	-	45643753	45643872	45642828	45642962	45653182	45653252
732	"ENSMUSG00000038954"	"Supt3"	chr17	+	45048281	45048392	45041215	45041386	45119142	45119286
740	"ENSMUSG00000058317"	"Ube2e2"	chr14	-	18888265	18888449	18871493	18871544	18893584	18893645
744	"ENSMUSG00000021794"	"Glud1"	chr14	+	34319881	34319962	34310726	34311342	34321767	34321823
745	"ENSMUSG00000021794"	"Glud1"	chr14	+	34329288	34329383	34325512	34325576	34334111	34334291
746	"ENSMUSG00000021794"	"Glud1"	chr14	+	34338759	34338883	34336495	34336576	34339926	34340018
749	"ENSMUSG00000021794"	"Glud1"	chr14	+	34339926	34340018	34338759	34338883	34342118	34342181
762	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101915687	101915744	101914276	101914337	101917630	101917656
763	"ENSMUSG00000033060"	"Lmo7"	chr14	+	101917939	101918044	101917630	101917656	101918611	101918704
765	"ENSMUSG00000101904"	"Gm29427"	chr1	-	130705376	130705501	130702230	130702438	130706425	130706482
766	"ENSMUSG00000101904"	"Gm29427"	chr1	-	130707508	130707605	130707051	130707118	130708075	130708201
775	"ENSMUSG00000020648"	"Dus4l"	chr12	-	31646620	31646738	31642763	31642886	31648765	31648887
778	"ENSMUSG00000063564"	"Col23a1"	chr11	+	51527867	51527894	51525951	51525959	51549692	51549719
779	"ENSMUSG00000063564"	"Col23a1"	chr11	+	51558428	51558464	51557470	51557587	51560006	51560033
781	"ENSMUSG00000027809"	"Etfdh"	chr3	-	79615923	79616001	79614999	79615146	79618306	79618425
