ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
55	"ENSMUSG00000011877"	"Git1"	chr11	+	77505503	77505753	77505503	77505590	77505679	77505753	55	3,6,4	52,52,54	5,2,1	38,56,54	88	-1	nan	nan	-0.001,-0.001,-0.001	-0.001,-0.0,-0.0	-0.001
56	"ENSMUSG00000079197"	"Psme2"	chr14	-	55587653	55588094	55587653	55587740	55588039	55588094	56	2,3,1	76,47,84	0,0,1	29,25,30	298	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
58	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72432798	72435114	72432798	72434395	72434980	72435114	58	0,0,0	76,160,125	0,1,1	140,63,54	584	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
59	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72436994	72437448	72436994	72437117	72437370	72437448	59	0,3,1	171,170,205	0,1,1	113,261,220	252	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
66	"ENSMUSG00000078762"	"Haus5"	chr7	-	30659062	30659413	30659062	30659126	30659288	30659413	66	1,3,0	4,9,3	0,0,3	3,0,5	161	-1	1	nan	-0.002,-0.002,-0.0	-0.0,NA,-0.004	0.001
67	"ENSMUSG00000031505"	"Naxd"	chr8	+	11509321	11509557	11509321	11509372	11509452	11509557	67	11,5,9	57,45,56	9,11,9	40,54,33	79	-1	nan	nan	-0.002,-0.001,-0.002	-0.003,-0.003,-0.003	0.001
69	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25466316	25466437	69	0,0,0	4,7,4	0,1,0	3,4,5	1435	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
73	"ENSMUSG00000032553"	"Srprb"	chr9	-	103197537	103198866	103197537	103197620	103198788	103198866	73	6,10,4	14,41,30	8,3,6	29,37,29	1167	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
77	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328458	105328607	105328692	77	3,1,1	38,29,49	0,3,0	35,6,14	148	-1	1	nan	-0.001,-0.0,-0.0	-0.0,-0.003,-0.0	0.001
78	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328484	105328607	105328692	78	3,1,2	5,2,10	0,3,0	4,4,1	122	-1	1	nan	-0.005,-0.004,-0.002	-0.0,-0.006,-0.0	-0.002
79	"ENSMUSG00000022685"	"Parn"	chr16	-	13664655	13665981	13664655	13664737	13665901	13665981	79	0,0,1	0,0,0	0,0,0	1,0,0	1163	-1	1	nan	NA,NA,1.0	-0.0,NA,NA	1.0
83	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128115024	128116169	128115024	128115085	128116060	128116169	83	0,3,3	4,14,6	0,0,0	8,12,10	974	-1	1	nan	-0.0,-0.0,-0.001	-0.0,-0.0,-0.0	-0.0
86	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32515283	32515352	32517028	32517139	86	0,0,0	10,21,7	0,0,1	21,13,2	1675	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
88	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11781154	11782655	11781154	11781239	11782524	11782655	88	0,3,1	5,17,7	3,5,3	12,18,13	1284	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
90	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919540	73919753	73919869	90	20,10,10	3,2,0	5,13,4	1,1,2	212	-1	nan	nan	-0.032,-0.024,1.0	-0.024,-0.065,-0.01	0.348
91	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919546	73919753	73919869	91	4,2,2	166,112,122	1,2,1	72,60,66	206	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
97	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55324330	55324605	55324330	55324444	55324526	55324605	97	1,0,7	115,84,105	1,2,0	59,52,46	81	-1	nan	nan	-0.0,-0.0,-0.001	-0.0,-0.0,-0.0	-0.0
98	"ENSMUSG00000031232"	"Magt1"	chrX	-	105968083	105971479	105968083	105971026	105971435	105971479	98	16,22,12	6,7,5	16,13,8	9,6,2	408	-1	1	nan	-0.007,-0.008,-0.006	-0.004,-0.005,-0.01	-0.001
106	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89186047	89185361	89185647	89185993	89186047	106	1,2,1	9,10,11	2,0,4	4,12,10	345	-1	1	nan	-0.0,-0.001,-0.0	-0.001,-0.0,-0.001	0.0
107	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186362	89186819	107	3,0,0	17,17,10	0,1,0	7,16,6	100	-1	1	nan	-0.002,-0.0,-0.0	-0.0,-0.001,-0.0	-0.0
108	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186753	89186819	108	0,2,1	1,0,0	0,1,1	0,0,0	491	-1	1	nan	-0.0,1.0,1.0	NA,1.0,1.0	-0.333
109	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186362	89186427	89186753	89186819	109	0,4,2	29,11,13	0,3,1	10,12,4	325	-1	1	nan	-0.0,-0.001,-0.0	-0.0,-0.001,-0.001	0.0
110	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89186998	89187147	89187243	110	7,10,10	0,1,0	4,7,6	0,0,1	148	-1	nan	nan	1.0,-0.072,1.0	1.0,1.0,-0.042	-0.01
121	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108080266	108080774	108080266	108080335	108080643	108080774	121	3,0,0	2,6,2	0,1,0	5,3,0	307	-1	1	nan	-0.005,-0.0,-0.0	-0.0,-0.001,NA	-0.001
122	"ENSMUSG00000022515"	"Anks3"	chr16	-	4947648	4948363	4947648	4947758	4948225	4948363	122	1,0,0	11,8,8	0,0,0	6,10,9	466	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
125	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793	125	13,17,24	216,269,253	18,17,9	170,190,235	92	-1	nan	nan	-0.001,-0.001,-0.001	-0.001,-0.001,-0.0	-0.0
127	"ENSMUSG00000053877"	"Srcap"	chr7	+	127519580	127519832	127519580	127519602	127519659	127519832	127	2,8,5	0,2,0	10,4,8	0,0,0	56	-1	nan	nan	1.0,-0.077,1.0	1.0,1.0,1.0	-0.359
130	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172803	122173145	122173280	130	21,26,41	0,1,0	27,15,37	0,1,1	341	-1	nan	nan	1.0,-0.083,1.0	1.0,-0.046,-0.122	0.362
138	"ENSMUSG00000034525"	"Ice1"	chr13	-	70618984	70620769	70618984	70619061	70620657	70620769	138	2,1,0	8,10,7	0,2,0	7,7,9	1595	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
140	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896	140	4,2,0	0,6,0	0,0,2	2,0,1	108	-1	1	nan	1.0,-0.003,NA	-0.0,NA,-0.019	0.508
142	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355309	181355552	142	0,1,0	3,1,0	0,0,0	1,0,0	866	-1	1	nan	-0.0,-0.001,NA	-0.0,NA,NA	-0.001
143	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552	143	0,1,0	4,4,0	0,0,0	0,1,0	884	-1	1	nan	-0.0,-0.0,NA	NA,-0.0,NA	0.0
154	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40540678	40540947	40540678	40540806	40540888	40540947	154	5,2,6	80,75,90	5,0,2	78,39,29	81	-1	nan	nan	-0.001,-0.0,-0.001	-0.001,-0.0,-0.001	0.0
156	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77979752	77980547	77979752	77979771	77980500	77980547	156	0,2,0	3,5,1	0,0,1	3,10,5	728	-1	1	nan	-0.0,-0.001,-0.0	-0.0,-0.0,-0.0	-0.0
158	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028	158	1,1,3	57,82,39	1,6,2	25,46,44	77	-1	nan	nan	-0.0,-0.0,-0.001	-0.001,-0.002,-0.001	0.001
159	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618646	148618791	159	0,0,0	3,1,0	1,2,0	7,2,1	940	-1	1	nan	-0.0,-0.0,NA	-0.0,-0.001,-0.0	0.0
160	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791	160	9,16,11	1,0,0	17,20,12	1,0,0	1028	-1	nan	nan	-0.009,1.0,1.0	-0.017,1.0,1.0	0.003
161	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618664	148618791	161	0,0,0	12,8,15	1,2,0	14,12,3	958	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
162	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424	162	29,34,27	540,733,571	36,92,92	403,807,796	72	-1	nan	nan	-0.001,-0.001,-0.001	-0.001,-0.002,-0.002	0.001
179	"ENSMUSG00000031783"	"Polr2c"	chr8	+	94862520	94862884	94862520	94862689	94862809	94862884	179	1,0,0	122,141,141	0,0,0	97,104,89	119	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
181	"ENSMUSG00000027330"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148	181	1,0,0	6,2,6	0,0,0	2,3,2	378	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
189	"ENSMUSG00000025188"	"Hps1"	chr19	-	42756257	42757906	42756257	42756340	42757792	42757906	189	0,1,0	0,2,2	0,0,0	0,0,2	1451	-1	1	nan	NA,-0.0,-0.0	NA,NA,-0.0	0.0
190	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053	190	3,4,2	6,8,12	0,1,0	8,5,10	109	-1	1	nan	-0.005,-0.005,-0.002	-0.0,-0.002,-0.0	-0.003
191	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238	191	0,0,7	4,7,9	1,0,0	4,8,2	94	-1	nan	nan	-0.0,-0.0,-0.008	-0.003,-0.0,-0.0	-0.002
195	"ENSMUSG00000020832"	"Eral1"	chr11	-	78074279	78074627	78074279	78074360	78074477	78074627	195	1,2,2	44,31,39	0,0,1	28,31,22	116	-1	1	nan	-0.0,-0.001,-0.0	-0.0,-0.0,-0.0	-0.0
199	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751981	105752196	105751981	105752053	105752170	105752196	199	1,4,0	1,3,5	0,7,4	1,6,2	116	-1	1	nan	-0.009,-0.012,-0.0	-0.0,-0.01,-0.018	0.002
203	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341	203	2,2,0	1,4,1	2,1,3	0,1,1	2172	-1	nan	nan	-0.001,-0.0,-0.0	1.0,-0.0,-0.001	-0.333
204	"ENSMUSG00000023411"	"Nfatc4"	chr14	+	55830268	55831708	55830268	55830596	55831652	55831708	204	1,1,0	3,5,3	1,0,1	6,1,1	1055	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.001	0.0
207	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7002821	7003080	7002821	7002946	7003030	7003080	207	0,0,0	0,1,3	0,0,1	0,0,1	83	-1	1	nan	NA,-0.0,-0.0	NA,NA,-0.012	0.012
215	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354	215	1,3,0	18,78,9	3,2,4	38,56,73	1003	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
218	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74219130	74219567	74219130	74219238	74219382	74219567	218	0,0,1	23,34,28	0,0,1	19,28,16	143	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
223	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38033067	38034103	38033067	38033157	38034028	38034103	223	2,5,3	117,127,135	3,0,3	58,21,29	870	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
228	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55565097	55565541	55565097	55565166	55565483	55565541	228	6,6,5	93,153,90	0,4,9	120,139,119	316	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
237	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411	237	1,0,0	1,1,3	0,2,0	0,0,2	1039	-1	1	nan	-0.001,-0.0,-0.0	NA,1.0,-0.0	-0.5
238	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520308	4519462	4519513	4520215	4520308	238	0,0,0	1,10,5	0,1,2	1,8,1	701	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.003	0.001
239	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520682	4519462	4520308	4520553	4520682	239	0,2,0	6,7,6	0,0,0	1,3,4	244	-1	1	nan	-0.0,-0.001,-0.0	-0.0,-0.0,-0.0	-0.0
242	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33997157	33996826	33996859	33997037	33997157	242	4,3,5	16,90,6	6,6,1	69,33,15	177	-1	1	nan	-0.001,-0.0,-0.005	-0.0,-0.001,-0.0	-0.002
248	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811	248	0,2,1	5,31,9	2,2,2	25,24,5	119	-1	1	nan	-0.0,-0.001,-0.001	-0.001,-0.001,-0.003	0.001
249	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756561	41756938	41756995	249	2,4,1	5,1,5	2,3,2	4,0,4	376	-1	nan	nan	-0.001,-0.011,-0.001	-0.001,1.0,-0.001	-0.337
250	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756811	41756938	41756995	250	2,2,0	18,61,18	0,1,0	26,15,6	126	-1	1	nan	-0.001,-0.0,-0.0	-0.0,-0.001,-0.0	0.0
256	"ENSMUSG00000041506"	"Rrp9"	chr9	+	106482911	106483211	106482911	106483036	106483118	106483211	256	1,0,0	19,31,31	0,0,0	15,18,22	81	-1	nan	nan	-0.001,-0.0,-0.0	-0.0,-0.0,-0.0	-0.0
258	"ENSMUSG00000028670"	"Lypla2"	chr4	-	135969427	135969674	135969427	135969529	135969600	135969674	258	1,1,1	41,31,22	0,1,1	22,32,28	70	-1	nan	nan	-0.0,-0.0,-0.001	-0.0,-0.0,-0.001	0.0
266	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3558660	3559159	3558660	3558693	3559096	3559159	266	2,1,2	18,8,14	1,0,0	11,1,0	402	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,NA	0.0
267	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3558660	3559159	3558660	3558693	3559137	3559159	267	12,10,10	2,1,3	3,2,0	1,0,0	443	-1	1	nan	-0.014,-0.023,-0.008	-0.007,1.0,NA	-0.511
269	"ENSMUSG00000040459"	"Arglu1"	chr8	-	8681383	8683973	8681383	8681467	8683747	8683973	269	5,6,12	105,93,111	4,6,6	51,63,62	2279	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
272	"ENSMUSG00000030744"	"Rps3"	chr7	-	99482260	99482700	99482260	99482354	99482569	99482700	272	6,2,1	758,358,769	1,1,0	476,434,409	214	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
273	"ENSMUSG00000115987"	"Vps28"	chr15	-	76622470	76622708	76622470	76622562	76622654	76622708	273	0,5,2	149,158,207	0,0,1	133,112,116	91	-1	nan	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
274	"ENSMUSG00000115987"	"Vps28"	chr15	-	76623170	76623494	76623170	76623272	76623388	76623494	274	0,1,0	153,134,141	0,0,0	107,90,102	115	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
275	"ENSMUSG00000115987"	"Vps28"	chr15	-	76623170	76624175	76623170	76623494	76624085	76624175	275	15,12,9	118,119,125	12,9,16	69,107,59	590	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
277	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986603	9986288	9986355	9986552	9986603	277	7,7,6	11,9,7	6,0,5	1,1,8	196	-1	1	nan	-0.003,-0.004,-0.004	-0.032,-0.0,-0.003	0.008
278	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986761	9986288	9986603	9986690	9986761	278	1,0,2	11,18,10	0,0,0	12,4,10	86	-1	nan	nan	-0.001,-0.0,-0.002	-0.0,-0.0,-0.0	-0.001
281	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30309480	30310054	30309480	30309559	30309985	30310054	281	6,5,5	26,23,35	8,10,7	21,33,23	425	-1	1	nan	-0.001,-0.001,-0.0	-0.001,-0.001,-0.001	0.0
282	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30309480	30310054	30309480	30309559	30310027	30310054	282	15,15,9	0,0,0	14,16,17	0,2,0	467	-1	nan	nan	1.0,1.0,1.0	1.0,-0.017,1.0	0.339
286	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717325	88717658	88717325	88717470	88717572	88717658	286	0,0,0	4,1,1	0,0,1	4,0,4	101	-1	1	nan	-0.0,-0.0,-0.0	-0.0,NA,-0.002	0.001
287	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717325	88717658	88717325	88717470	88717601	88717658	287	2,0,4	16,25,25	1,2,1	15,20,26	130	-1	1	nan	-0.001,-0.0,-0.001	-0.001,-0.001,-0.0	0.0
288	"ENSMUSG00000028057"	"Rit1"	chr3	+	88725994	88726471	88725994	88726068	88726279	88726471	288	2,0,7	23,24,31	0,0,3	22,32,34	210	-1	1	nan	-0.0,-0.0,-0.001	-0.0,-0.0,-0.0	-0.0
293	"ENSMUSG00000037487"	"Ubr5"	chr15	-	37973302	37975671	37973302	37973458	37975586	37975671	293	3,0,2	59,83,65	0,2,1	50,65,47	2127	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
296	"ENSMUSG00000027185"	"Nat10"	chr2	-	103734374	103734990	103734374	103734525	103734917	103734990	296	1,1,0	0,0,0	3,2,0	0,1,0	391	-1	1	nan	1.0,1.0,NA	1.0,-0.005,NA	0.502
297	"ENSMUSG00000041921"	"Metap1d"	chr2	+	71509740	71511560	71509740	71509890	71511411	71511560	297	2,0,2	24,26,29	0,1,1	34,23,31	1520	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
301	"ENSMUSG00000033735"	"Spr"	chr6	-	85136822	85137113	85136822	85136931	85137060	85137113	301	31,59,57	2,2,0	53,34,26	1,1,1	128	-1	nan	nan	-0.138,-0.299,1.0	-0.707,-0.362,-0.255	0.629
