ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
138	"ENSMUSG00000034525"	"Ice1"	chr13	-	70618984	70620769	70618984	70619061	70620657	70620769	138	2,1,0	8,10,7	0,2,0	7,7,9	-2	-1	0.627152734301	1.0	0.111,0.048,0.0	0.0,0.125,0.0	0.011
140	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896	140	4,2,0	0,6,0	0,0,2	2,0,1	-2	-1	1	1.0	1.0,0.143,NA	0.0,NA,0.5	0.322
142	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355309	181355552	142	0,1,0	3,1,0	0,0,0	1,0,0	-2	-1	1	1.0	0.0,0.333,NA	0.0,NA,NA	0.167
143	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552	143	0,1,0	4,4,0	0,0,0	0,1,0	-2	-1	1	1.0	0.0,0.111,NA	NA,0.0,NA	0.056
154	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40540678	40540947	40540678	40540806	40540888	40540947	154	5,2,6	80,75,90	5,0,2	78,39,29	-2	-1	0.571492593681	1.0	0.03,0.013,0.032	0.031,0.0,0.033	0.004
156	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77979752	77980547	77979752	77979771	77980500	77980547	156	0,2,0	3,5,1	0,0,1	3,10,5	-2	-1	1	1.0	0.0,0.167,0.0	0.0,0.0,0.091	0.025
158	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028	158	1,1,3	57,82,39	1,6,2	25,46,44	-2	-1	0.0679040038145	0.687877933547	0.009,0.006,0.037	0.02,0.061,0.022	-0.017
159	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618646	148618791	159	0,0,0	3,1,0	1,2,0	7,2,1	-2	-1	1	1.0	0.0,0.0,NA	0.067,0.333,0.0	-0.133
160	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791	160	9,16,11	1,0,0	17,20,12	1,0,0	-2	-1	1	1.0	0.818,1.0,1.0	0.895,1.0,1.0	-0.026
161	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618664	148618791	161	0,0,0	12,8,15	1,2,0	14,12,3	-2	-1	0.277595112	1.0	0.0,0.0,0.0	0.034,0.077,0.0	-0.037
162	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424	162	29,34,27	540,733,571	36,92,92	403,807,796	-2	-1	8.06170485923e-08	6.81709280392e-05	0.026,0.023,0.023	0.043,0.054,0.055	-0.027
179	"ENSMUSG00000031783"	"Polr2c"	chr8	+	94862520	94862884	94862520	94862689	94862809	94862884	179	1,0,0	122,141,141	0,0,0	97,104,89	-2	-1	1	1.0	0.004,0.0,0.0	0.0,0.0,0.0	0.001
181	"ENSMUSG00000027330"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148	181	1,0,0	6,2,6	0,0,0	2,3,2	-2	-1	1	1.0	0.077,0.0,0.0	0.0,0.0,0.0	0.026
189	"ENSMUSG00000025188"	"Hps1"	chr19	-	42756257	42757906	42756257	42756340	42757792	42757906	189	0,1,0	0,2,2	0,0,0	0,0,2	-2	-1	1	1.0	NA,0.2,0.0	NA,NA,0.0	0.1
190	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053	190	3,4,2	6,8,12	0,1,0	8,5,10	-2	-1	0.000509567202759	0.0626564403387	0.2,0.2,0.077	0.0,0.091,0.0	0.129
191	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238	191	0,0,7	4,7,9	1,0,0	4,8,2	-2	-1	0.00904653812593	0.234164940769	0.0,0.0,0.28	0.111,0.0,0.0	0.056
195	"ENSMUSG00000020832"	"Eral1"	chr11	-	78074279	78074627	78074279	78074360	78074477	78074627	195	1,2,2	44,31,39	0,0,1	28,31,22	-2	-1	0.509483444123	1.0	0.011,0.031,0.025	0.0,0.0,0.022	0.015
199	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751981	105752196	105751981	105752053	105752170	105752196	199	1,4,0	1,3,5	0,7,4	1,6,2	-2	-1	0.185750128249	1.0	0.333,0.4,0.0	0.0,0.368,0.5	-0.045
203	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341	203	2,2,0	1,4,1	2,1,3	0,1,1	-2	-1	0.00121708725654	0.086851970424	0.5,0.2,0.0	1.0,0.333,0.6	-0.411
204	"ENSMUSG00000023411"	"Nfatc4"	chr14	+	55830268	55831708	55830268	55830596	55831652	55831708	204	1,1,0	3,5,3	1,0,1	6,1,1	-2	-1	1	1.0	0.143,0.091,0.0	0.077,0.0,0.333	-0.059
207	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7002821	7003080	7002821	7002946	7003030	7003080	207	0,0,0	0,1,3	0,0,1	0,0,1	-2	-1	1	1.0	NA,0.0,0.0	NA,NA,0.333	-0.333
215	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354	215	1,3,0	18,78,9	3,2,4	38,56,73	-2	-1	0.230273894245	1.0	0.027,0.019,0.0	0.038,0.018,0.027	-0.012
218	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74219130	74219567	74219130	74219238	74219382	74219567	218	0,0,1	23,34,28	0,0,1	19,28,16	-2	-1	1	1.0	0.0,0.0,0.018	0.0,0.0,0.03	-0.004
223	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38033067	38034103	38033067	38033157	38034028	38034103	223	2,5,3	117,127,135	3,0,3	58,21,29	-2	-1	0.720114573952	1.0	0.008,0.019,0.011	0.025,0.0,0.049	-0.012
228	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55565097	55565541	55565097	55565166	55565483	55565541	228	6,6,5	93,153,90	0,4,9	120,139,119	-2	-1	0.291837965609	1.0	0.031,0.019,0.027	0.0,0.014,0.036	0.009
237	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411	237	1,0,0	1,1,3	0,2,0	0,0,2	-2	-1	1	1.0	0.333,0.0,0.0	NA,1.0,0.0	-0.389
238	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520308	4519462	4519513	4520215	4520308	238	0,0,0	1,10,5	0,1,2	1,8,1	-2	-1	0.797898711798	1.0	0.0,0.0,0.0	0.0,0.059,0.5	-0.186
239	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520682	4519462	4520308	4520553	4520682	239	0,2,0	6,7,6	0,0,0	1,3,4	-2	-1	1	1.0	0.0,0.125,0.0	0.0,0.0,0.0	0.042
242	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33997157	33996826	33996859	33997037	33997157	242	4,3,5	16,90,6	6,6,1	69,33,15	-2	-1	0.775660605288	1.0	0.111,0.016,0.294	0.042,0.083,0.032	0.088
248	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811	248	0,2,1	5,31,9	2,2,2	25,24,5	-2	-1	0.342537009693	1.0	0.0,0.031,0.053	0.038,0.04,0.167	-0.054
249	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756561	41756938	41756995	249	2,4,1	5,1,5	2,3,2	4,0,4	-2	-1	0.548461011733	1.0	0.167,0.667,0.091	0.2,1.0,0.2	-0.158
250	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756811	41756938	41756995	250	2,2,0	18,61,18	0,1,0	26,15,6	-2	-1	0.656476244896	1.0	0.053,0.016,0.0	0.0,0.032,0.0	0.012
256	"ENSMUSG00000041506"	"Rrp9"	chr9	+	106482911	106483211	106482911	106483036	106483118	106483211	256	1,0,0	19,31,31	0,0,0	15,18,22	-2	-1	1	1.0	0.026,0.0,0.0	0.0,0.0,0.0	0.009
258	"ENSMUSG00000028670"	"Lypla2"	chr4	-	135969427	135969674	135969427	135969529	135969600	135969674	258	1,1,1	41,31,22	0,1,1	22,32,28	-2	-1	1	1.0	0.012,0.016,0.022	0.0,0.015,0.018	0.006
266	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3558660	3559159	3558660	3558693	3559096	3559159	266	2,1,2	18,8,14	1,0,0	11,1,0	-2	-1	1	1.0	0.053,0.059,0.067	0.043,0.0,NA	0.038
267	"ENSMUSG00000058503"	"Fam133b"	chr5	+	3558660	3559159	3558660	3558693	3559137	3559159	267	12,10,10	2,1,3	3,2,0	1,0,0	-2	-1	1	1.0	0.75,0.833,0.625	0.6,1.0,NA	-0.064
269	"ENSMUSG00000040459"	"Arglu1"	chr8	-	8681383	8683973	8681383	8681467	8683747	8683973	269	5,6,12	105,93,111	4,6,6	51,63,62	-2	-1	0.768732131204	1.0	0.023,0.031,0.051	0.038,0.045,0.046	-0.008
272	"ENSMUSG00000030744"	"Rps3"	chr7	-	99482260	99482700	99482260	99482354	99482569	99482700	272	6,2,1	758,358,769	1,1,0	476,434,409	-2	-1	1	1.0	0.004,0.003,0.001	0.001,0.001,0.0	0.002
273	"ENSMUSG00000115987"	"Vps28"	chr15	-	76622470	76622708	76622470	76622562	76622654	76622708	273	0,5,2	149,158,207	0,0,1	133,112,116	-2	-1	1	1.0	0.0,0.016,0.005	0.0,0.0,0.004	0.006
274	"ENSMUSG00000115987"	"Vps28"	chr15	-	76623170	76623494	76623170	76623272	76623388	76623494	274	0,1,0	153,134,141	0,0,0	107,90,102	-2	-1	1	1.0	0.0,0.004,0.0	0.0,0.0,0.0	0.001
275	"ENSMUSG00000115987"	"Vps28"	chr15	-	76623170	76624175	76623170	76623494	76624085	76624175	275	15,12,9	118,119,125	12,9,16	69,107,59	-2	-1	0.0846046889604	0.769083914485	0.06,0.048,0.035	0.08,0.04,0.119	-0.032
277	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986603	9986288	9986355	9986552	9986603	277	7,7,6	11,9,7	6,0,5	1,1,8	-2	-1	0.943266853392	1.0	0.241,0.28,0.3	0.75,0.0,0.238	-0.056
278	"ENSMUSG00000024287"	"Thoc1"	chr18	+	9986288	9986761	9986288	9986603	9986690	9986761	278	1,0,2	11,18,10	0,0,0	12,4,10	-2	-1	0.599796752656	1.0	0.043,0.0,0.091	0.0,0.0,0.0	0.045
281	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30309480	30310054	30309480	30309559	30309985	30310054	281	6,5,5	26,23,35	8,10,7	21,33,23	-2	-1	0.115614694894	0.958241794739	0.103,0.098,0.067	0.16,0.132,0.132	-0.052
282	"ENSMUSG00000042831"	"Alkbh6"	chr7	+	30309480	30310054	30309480	30309559	30310027	30310054	282	15,15,9	0,0,0	14,16,17	0,2,0	-2	-1	1	1.0	1.0,1.0,1.0	1.0,0.8,1.0	0.067
286	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717325	88717658	88717325	88717470	88717572	88717658	286	0,0,0	4,1,1	0,0,1	4,0,4	-2	-1	1	1.0	0.0,0.0,0.0	0.0,NA,0.111	-0.056
287	"ENSMUSG00000028057"	"Rit1"	chr3	+	88717325	88717658	88717325	88717470	88717601	88717658	287	2,0,4	16,25,25	1,2,1	15,20,26	-2	-1	0.448520473325	1.0	0.059,0.0,0.074	0.032,0.048,0.019	0.011
288	"ENSMUSG00000028057"	"Rit1"	chr3	+	88725994	88726471	88725994	88726068	88726279	88726471	288	2,0,7	23,24,31	0,0,3	22,32,34	-2	-1	0.0212045080127	0.385448920825	0.042,0.0,0.101	0.0,0.0,0.042	0.034
293	"ENSMUSG00000037487"	"Ubr5"	chr15	-	37973302	37975671	37973302	37973458	37975586	37975671	293	3,0,2	59,83,65	0,2,1	50,65,47	-2	-1	1	1.0	0.025,0.0,0.015	0.0,0.015,0.011	0.005
296	"ENSMUSG00000027185"	"Nat10"	chr2	-	103734374	103734990	103734374	103734525	103734917	103734990	296	1,1,0	0,0,0	3,2,0	0,1,0	-2	-1	1	1.0	1.0,1.0,NA	1.0,0.5,NA	0.25
297	"ENSMUSG00000041921"	"Metap1d"	chr2	+	71509740	71511560	71509740	71509890	71511411	71511560	297	2,0,2	24,26,29	0,1,1	34,23,31	-2	-1	0.477026457353	1.0	0.04,0.0,0.033	0.0,0.021,0.016	0.012
301	"ENSMUSG00000033735"	"Spr"	chr6	-	85136822	85137113	85136822	85136931	85137060	85137113	301	31,59,57	2,2,0	53,34,26	1,1,1	-2	-1	0.523667643677	1.0	0.886,0.937,1.0	0.964,0.944,0.929	-0.005
303	"ENSMUSG00000057897"	"Camk2b"	chr11	-	5972631	5972888	5972631	5972726	5972812	5972888	303	5,11,2	41,106,50	7,6,1	54,59,52	-2	-1	0.805253954479	1.0	0.057,0.049,0.02	0.061,0.048,0.01	0.002
