ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"ENSMUSG00000068250"	"Amn1"	chr6	-	149169302	149169404	149169447	149169504	149166805	149166917	149170832	149171050	29	11,8,11	0,0,0	5,6,14	0,1,0	-2	-2	1	1.0	1.0,1.0,1.0	1.0,0.857,1.0	0.048
30	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010003	98010376	98011342	98011497	98009857	98009916	98011865	98011942	30	258,346,238	0,2,1	231,335,305	1,1,0	-2	-2	1	1.0	1.0,0.994,0.996	0.996,0.997,1.0	-0.001
31	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010295	98010376	98011342	98011497	98009857	98009916	98011865	98011942	31	258,346,238	137,176,128	231,335,305	111,170,120	-2	-2	0.256189631453	0.671992676824	0.653,0.663,0.65	0.675,0.663,0.718	-0.03
32	"ENSMUSG00000020882"	"Cacnb1"	chr11	-	98010626	98010646	98011342	98011497	98010295	98010376	98011865	98011942	32	464,620,457	0,0,0	404,568,517	3,0,2	-2	-2	1	1.0	1.0,1.0,1.0	0.993,1.0,0.996	0.004
33	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104378684	104378826	104423921	104425293	104357480	104357596	104441724	104442291	33	3,3,4	1,10,3	4,1,0	4,2,3	-2	-2	0.26335295755	0.686451361137	0.75,0.231,0.571	0.5,0.333,0.0	0.24
34	"ENSMUSG00000018412"	"Kansl1"	chr11	-	104378684	104378826	104423921	104425293	104357480	104357596	104467638	104467752	34	0,0,1	1,13,3	0,1,1	4,1,3	-2	-2	1	1.0	0.0,0.0,0.25	0.0,0.5,0.25	-0.167
35	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32514383	32514454	32515283	32515352	32513000	32513192	32517028	32517139	35	17,18,16	11,21,7	18,10,17	21,13,1	-2	-2	0.689427589581	1.0	0.607,0.462,0.696	0.462,0.435,0.944	-0.025
36	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880007	82880127	82880746	82880818	82876170	82876324	82882227	82882437	36	14,15,17	9,13,6	13,12,14	16,8,6	-2	-2	0.595876015995	0.999941286175	0.609,0.536,0.739	0.448,0.6,0.7	0.045
37	"ENSMUSG00000026159"	"Agfg1"	chr1	+	82880746	82880818	82882227	82882437	82880007	82880127	82883243	82883361	37	1,7,1	5,5,9	6,5,5	11,7,7	-2	-2	0.318497294091	0.738718270674	0.167,0.583,0.1	0.353,0.417,0.417	-0.112
38	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591262	115591366	115591629	115591753	115590886	115590967	115592431	115592530	38	9,9,4	11,26,7	8,6,6	5,7,13	-2	-2	0.308997191192	0.733058136691	0.45,0.257,0.364	0.615,0.462,0.316	-0.107
39	"ENSMUSG00000020740"	"Gga3"	chr11	-	115591629	115591753	115592431	115592530	115591262	115591366	115594705	115594781	39	10,4,9	8,16,4	4,7,12	10,5,4	-2	-2	0.60922428995	1.0	0.556,0.2,0.692	0.286,0.583,0.75	-0.057
40	"ENSMUSG00000038615"	"Nfe2l1"	chr11	-	96821250	96821409	96822103	96822319	96817413	96820516	96827197	96828223	40	167,359,147	187,377,189	328,183,220	268,353,318	-2	-2	0.431724845879	0.85471240321	0.472,0.488,0.438	0.55,0.341,0.409	0.033
41	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67029663	67029742	67031028	67031098	67022621	67023441	67031451	67031514	41	41712,39895,49558	17,11,11	29757,23184,20573	3,4,2	-2	-2	1	1.0	1.0,1.0,1.0	1.0,1.0,1.0	0.0
42	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031028	67031098	67031451	67031514	67028847	67029742	67031950	67032026	42	36665,36137,43986	33403,27650,38760	28844,20219,18419	21032,17372,15614	-2	-2	0.556265401229	0.972733293632	0.523,0.567,0.532	0.578,0.538,0.541	-0.012
43	"ENSMUSG00000032366"	"Tpm1"	chr9	-	67031950	67032026	67032465	67032541	67031451	67031514	67032793	67032864	43	9,11,8	80491,79223,96098	10,5,10	59042,46735,41782	-2	-2	1	1.0	0.0,0.0,0.0	0.0,0.0,0.0	0.0
44	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51720635	51720722	51722979	51723048	51716941	51717150	51730887	51730899	44	98,108,103	64,59,54	90,79,104	46,24,30	-2	-2	0.0127282495603	0.111995127083	0.605,0.647,0.656	0.662,0.767,0.776	-0.099
45	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61482335	61482482	61527059	61527209	61475800	61475889	61548047	61548215	45	6,61,26	72,204,73	28,109,141	112,145,147	-2	-2	0.0041731790799	0.0521804271419	0.077,0.23,0.263	0.2,0.429,0.49	-0.183
46	"ENSMUSG00000037151"	"Lrrc20"	chr10	+	61527059	61527209	61548047	61548215	61482335	61482482	61580129	61582791	46	43,134,47	70,153,60	70,140,183	107,150,162	-2	-2	0.362166318205	0.778513618529	0.381,0.467,0.439	0.395,0.483,0.53	-0.04
47	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31630960	31631038	31632895	31632968	31630032	31630127	31634198	31634279	47	5,11,2	3,9,7	8,0,0	8,4,7	-2	-2	0.0382644234279	0.221720335054	0.625,0.55,0.222	0.5,0.0,0.0	0.299
48	"ENSMUSG00000021884"	"Hacl1"	chr14	-	31632895	31632968	31634198	31634279	31630960	31631038	31635743	31635784	48	2,10,5	1,2,1	2,3,1	3,2,1	-2	-2	0.0327215215496	0.200058420357	0.667,0.833,0.833	0.4,0.6,0.5	0.278
49	"ENSMUSG00000033365"	"Ipo13"	chr4	-	117895211	117895301	117895419	117895478	117894743	117894925	117895562	117895629	49	163,187,185	197,158,145	163,145,124	150,142,141	-2	-2	0.580390660646	0.988687497344	0.453,0.542,0.561	0.521,0.505,0.468	0.021
50	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88161877	88161966	88164887	88165031	88158128	88158265	88166995	88167172	50	45,62,28	41,64,38	42,14,23	33,51,35	-2	-2	0.213589690176	0.603055441023	0.523,0.492,0.424	0.56,0.215,0.397	0.089
51	"ENSMUSG00000031657"	"Heatr3"	chr8	+	88164887	88165031	88166995	88167172	88161517	88161966	88170858	88172027	51	42,59,29	71,73,68	34,38,30	50,35,49	-2	-2	0.307396342133	0.733058136691	0.372,0.447,0.299	0.405,0.521,0.38	-0.063
52	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81204891	81205016	81314259	81316104	52	6,16,14	3,4,0	26,13,25	17,5,6	-2	-2	0.0548318358345	0.278854259917	0.667,0.8,1.0	0.605,0.722,0.806	0.111
53	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81214065	81214169	81216720	81216827	81209453	81209471	81314259	81316104	53	11,28,27	5,6,4	32,21,37	16,5,8	-2	-2	0.337279888687	0.752381637352	0.688,0.824,0.871	0.667,0.808,0.822	0.029
54	"ENSMUSG00000079055"	"Slc8a3"	chr12	-	81216720	81216827	81314259	81316104	81204891	81205016	81332640	81333180	54	2,21,2	0,1,0	26,4,7	2,1,0	-2	-2	0.863569994604	1.0	1.0,0.955,1.0	0.929,0.8,1.0	0.075
56	"ENSMUSG00000021794"	"Glud1"	chr14	+	34338759	34338883	34339926	34340018	34336495	34336576	34342118	34342181	56	132,151,102	115,137,119	114,106,100	100,74,82	-2	-2	0.162864585605	0.516669761162	0.534,0.524,0.462	0.533,0.589,0.549	-0.05
57	"ENSMUSG00000001285"	"Myg1"	chr15	+	102336831	102336984	102337100	102337223	102334201	102334361	102337328	102337510	57	17,28,26	20,31,23	17,25,13	18,20,19	-2	-2	0.973962655674	1.0	0.459,0.475,0.531	0.486,0.556,0.406	0.006
59	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355309	181355552	181354352	181354442	181355650	181355812	59	2,0,1	11,3,5	0,0,1	7,15,6	-2	-2	0.632205257023	1.0	0.154,0.0,0.167	0.0,0.0,0.143	0.059
60	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355008	181355125	181355327	181355552	181354352	181354442	181355650	181355812	60	2,0,1	12,6,5	0,0,1	6,16,6	-2	-2	0.665074926271	1.0	0.143,0.0,0.167	0.0,0.0,0.143	0.056
62	"ENSMUSG00000052707"	"Tnrc6a"	chr7	+	123152163	123152185	123162493	123162877	123143749	123143837	123169535	123172118	62	0,1,0	7,15,4	0,0,0	2,8,4	-2	-2	1	1.0	0.0,0.063,0.0	0.0,0.0,0.0	0.021
64	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831345	16831580	16832925	16833101	16831024	16831138	16833177	16833225	64	0,3,0	16,24,9	0,3,0	9,17,13	-2	-2	0.6448757552	1.0	0.0,0.111,0.0	0.0,0.15,0.0	-0.013
65	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831464	16831580	16832925	16833101	16831024	16831138	16833177	16833225	65	4,7,1	16,24,9	4,11,4	9,17,13	-2	-2	0.094010797155	0.384127655206	0.2,0.226,0.1	0.308,0.393,0.235	-0.137
66	"ENSMUSG00000030374"	"Strn4"	chr7	+	16831485	16831580	16832925	16833101	16831024	16831138	16833177	16833225	66	9,10,8	16,24,9	6,16,4	9,17,13	-2	-2	0.78181442701	1.0	0.36,0.294,0.471	0.4,0.485,0.235	0.002
67	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69879101	69879184	69881296	69881411	69873883	69873935	69885248	69885615	67	17,15,26	17,28,29	18,9,6	18,6,8	-2	-2	0.423963903326	0.849647038396	0.5,0.349,0.473	0.5,0.6,0.429	-0.069
68	"ENSMUSG00000051730"	"Mettl5"	chr2	-	69880766	69880948	69881296	69881411	69873883	69873935	69885248	69885597	68	17,15,26	6,2,2	18,9,6	1,0,1	-2	-2	0.00304366021481	0.0418314622911	0.739,0.882,0.929	0.947,1.0,0.857	-0.085
69	"ENSMUSG00000014932"	"Yes1"	chr5	+	32640330	32640603	32645007	32645107	32611170	32611375	32651656	32651755	69	1,3,3	10,10,8	2,5,0	19,1,2	-2	-2	0.846101554829	1.0	0.091,0.231,0.273	0.095,0.833,0.0	-0.111
71	"ENSMUSG00000022960"	"Donson"	chr16	-	91683632	91683811	91684301	91684480	91682742	91682821	91686166	91686370	71	2,0,2	1,2,1	1,0,0	2,2,1	-2	-2	0.017227237389	0.134501858112	0.667,0.0,0.667	0.333,0.0,0.0	0.334
72	"ENSMUSG00000037669"	"Ldah"	chr12	+	8227219	8227363	8238442	8238615	8220599	8220755	8268363	8268598	72	8,8,12	6,8,5	11,8,12	7,2,5	-2	-2	0.334581727519	0.751904611979	0.571,0.5,0.706	0.611,0.8,0.706	-0.113
73	"ENSMUSG00000028416"	"Bag1"	chr4	-	40937131	40937194	40939076	40939184	40936397	40936676	40941524	40941638	73	322,278,313	335,263,331	285,80,94	217,139,145	-2	-2	0.287937878836	0.709393618525	0.49,0.514,0.486	0.568,0.365,0.393	0.055
74	"ENSMUSG00000028416"	"Bag1"	chr4	-	40939076	40939184	40941524	40941638	40937131	40937194	40943624	40943707	74	441,362,476	476,443,490	321,148,136	382,166,199	-2	-2	0.27063402796	0.693268073911	0.481,0.45,0.493	0.457,0.471,0.406	0.03
75	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34569712	34569727	34571717	34571921	34567397	34567567	34572989	34573012	75	3041,3676,2487	212,415,239	2774,3582,2835	206,364,261	-2	-2	0.746567446188	1.0	0.935,0.899,0.912	0.931,0.908,0.916	-0.003
76	"ENSMUSG00000021798"	"Ldb3"	chr14	-	34572989	34573012	34576985	34577344	34567397	34567567	34578594	34578670	76	10,23,17	942,1232,856	19,23,12	1002,1152,893	-2	-2	0.754238222268	1.0	0.011,0.018,0.019	0.019,0.02,0.013	-0.001
77	"ENSMUSG00000039530"	"Tusc3"	chr8	+	39071375	39071516	39096924	39097014	39067621	39067762	39126528	39126592	77	11,8,23	6,11,10	13,12,14	7,9,4	-2	-2	0.511136928302	0.926958246201	0.647,0.421,0.697	0.65,0.571,0.778	-0.078
78	"ENSMUSG00000079557"	"March2"	chr17	-	33692018	33692153	33696036	33696246	33687227	33688242	33703012	33703208	78	103,164,127	1,2,3	108,132,91	0,0,0	-2	-2	0.786652254636	1.0	0.99,0.988,0.977	1.0,1.0,1.0	-0.015
79	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692153	33709744	33709972	79	83,113,96	68,70,74	87,157,121	87,66,51	-2	-2	0.247896156665	0.658548416188	0.55,0.617,0.565	0.5,0.704,0.703	-0.058
80	"ENSMUSG00000079557"	"March2"	chr17	-	33696036	33696246	33703012	33703208	33691514	33692203	33709744	33709972	80	82,111,93	13,19,17	87,158,121	19,18,18	-2	-2	0.609244171731	1.0	0.863,0.854,0.845	0.821,0.898,0.871	-0.009
81	"ENSMUSG00000071347"	"C1qtnf9"	chr14	+	60772275	60772462	60777024	60777087	60768133	60768168	60779251	60780869	81	5,6,14	32,26,40	0,13,7	16,26,14	-2	-2	0.735222347009	1.0	0.135,0.188,0.259	0.0,0.333,0.333	-0.028
88	"ENSMUSG00000020311"	"Erlec1"	chr11	-	30935367	30935445	30939496	30939621	30934981	30935059	30943038	30943098	88	181,179,184	0,0,0	120,118,115	4,0,0	-2	-2	1	1.0	1.0,1.0,1.0	0.968,1.0,1.0	0.011
89	"ENSMUSG00000020311"	"Erlec1"	chr11	-	30939496	30939621	30943038	30943098	30935367	30935445	30943698	30943860	89	29,33,31	0,3,2	22,27,21	0,0,1	-2	-2	0.390652249914	0.817175712713	1.0,0.917,0.939	1.0,1.0,0.955	-0.033
90	"ENSMUSG00000090626"	"Tex9"	chr9	-	72473657	72473792	72477736	72477910	72461855	72461990	72478339	72478422	90	0,7,1	2,4,1	0,1,1	0,0,0	-2	-2	1	1.0	0.0,0.636,0.5	NA,1.0,1.0	-0.621
92	"ENSMUSG00000026447"	"Pik3c2b"	chr1	+	133070317	133070418	133071173	133071328	133066211	133067229	133071601	133071722	92	4,4,1	5,12,3	0,1,4	11,19,6	-2	-2	0.0508746199942	0.26855379971	0.444,0.25,0.25	0.0,0.05,0.4	0.165
93	"ENSMUSG00000027010"	"Slc25a12"	chr2	-	71333604	71333720	71343889	71344032	71323975	71324115	71366526	71366580	93	152,259,167	309,597,213	231,796,672	598,382,385	-2	-2	0.0384343223791	0.221931521238	0.33,0.303,0.439	0.279,0.676,0.636	-0.173
95	"ENSMUSG00000019188"	"H13"	chr2	+	152688836	152688962	152689843	152689901	152688662	152688748	152691792	152691876	95	28,50,52	34,46,38	40,38,33	20,29,25	-2	-2	0.162486860028	0.516669761162	0.452,0.521,0.578	0.667,0.567,0.569	-0.084
96	"ENSMUSG00000024921"	"Smarca2"	chr19	+	26759877	26759931	26770937	26771043	26751823	26752041	26771507	26771609	96	6,8,5	49,70,54	1,4,2	71,20,35	-2	-2	0.0592292255967	0.288851032749	0.109,0.103,0.085	0.014,0.167,0.054	0.021
97	"ENSMUSG00000021234"	"Fam161b"	chr12	-	84348276	84348376	84348605	84348770	84345316	84346935	84353799	84353927	97	0,0,2	0,1,2	0,3,1	2,0,0	-2	-2	1	1.0	NA,0.0,0.5	0.0,1.0,1.0	-0.417
98	"ENSMUSG00000038670"	"Mybpc2"	chr7	-	44509533	44509638	44509730	44509890	44508968	44509157	44511808	44511948	98	2645,4618,2905	4072,5987,4374	2965,4220,3483	4659,3906,3536	-2	-2	0.0497359014654	0.264521172314	0.394,0.435,0.399	0.389,0.519,0.496	-0.059
99	"ENSMUSG00000022265"	"Ank"	chr15	+	27562723	27562894	27564901	27565036	27557163	27557247	27567514	27567607	99	55,104,44	55,107,32	85,75,89	107,77,78	-2	-2	0.518713242232	0.935596661423	0.5,0.493,0.579	0.443,0.493,0.533	0.034
100	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56594461	56594536	56642488	56642560	56592603	56592681	56647024	56647099	100	2,21,4	0,24,3	7,10,1	3,11,3	-2	-2	0.626084148961	1.0	1.0,0.467,0.571	0.7,0.476,0.25	0.204
101	"ENSMUSG00000035258"	"Abi3bp"	chr16	+	56647024	56647099	56650710	56650770	56594461	56594536	56652136	56652217	101	5,9,0	1,4,0	3,6,0	0,2,3	-2	-2	1	1.0	0.833,0.692,NA	1.0,0.75,0.0	0.179
102	"ENSMUSG00000029767"	"Calu"	chr6	+	29361293	29361487	29361559	29361753	29356470	29356697	29366039	29366206	102	48,119,50	70,192,92	57,58,49	129,113,112	-2	-2	0.0655810407304	0.30721484714	0.407,0.383,0.352	0.306,0.339,0.304	0.064
104	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116640990	116641142	116641857	116641977	116639809	116640005	116645503	116645593	104	196,256,215	265,329,332	251,231,215	217,226,235	-2	-2	0.00124453137126	0.022496257287	0.425,0.438,0.393	0.536,0.505,0.478	-0.088
105	"ENSMUSG00000028692"	"Akr1a1"	chr4	-	116641857	116641977	116645503	116645593	116640990	116641142	116651338	116651396	105	158,237,155	138,151,163	174,153,158	122,139,140	-2	-2	0.963535877539	1.0	0.534,0.611,0.487	0.588,0.524,0.53	-0.003
106	"ENSMUSG00000019916"	"P4ha1"	chr10	+	59354339	59354410	59355349	59355420	59352082	59352259	59361860	59361960	106	47,45,33	38,77,50	18,28,11	19,42,32	-2	-2	0.415223244777	0.843121191776	0.553,0.369,0.398	0.486,0.4,0.256	0.059
107	"ENSMUSG00000046280"	"She"	chr3	+	89849367	89849673	89851608	89851750	89834143	89834270	89852366	89852486	107	5,10,6	3,12,4	1,5,8	3,5,3	-2	-2	0.981626622268	1.0	0.625,0.455,0.6	0.25,0.5,0.727	0.068
108	"ENSMUSG00000035248"	"Tut7"	chr13	-	59778751	59778815	59779136	59779201	59772633	59772859	59782017	59782343	108	5,3,2	7,11,10	0,0,6	5,2,3	-2	-2	0.374926453271	0.79528404565	0.417,0.214,0.167	0.0,0.0,0.667	0.044
109	"ENSMUSG00000020634"	"Ubxn2a"	chr12	-	4885720	4885858	4891314	4891421	4883822	4883981	4894537	4894679	109	14,37,17	63,183,60	44,25,32	130,81,86	-2	-2	0.0299606948121	0.189447283165	0.182,0.168,0.221	0.253,0.236,0.271	-0.063
112	"ENSMUSG00000063889"	"Crem"	chr18	-	3276693	3276729	3287903	3288092	3273421	3273578	3295039	3295182	112	1,0,5	2,3,3	1,2,1	0,3,3	-2	-2	0.902864525282	1.0	0.333,0.0,0.625	1.0,0.4,0.25	-0.231
113	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86589163	86589341	86592290	86592366	86582903	86583096	86596750	86596839	113	2,0,0	5,9,5	0,1,0	8,11,9	-2	-2	1	1.0	0.286,0.0,0.0	0.0,0.083,0.0	0.068
114	"ENSMUSG00000026240"	"Cops7b"	chr1	+	86592290	86592366	86596750	86596839	86589163	86589341	86599002	86599205	114	8,14,4	8,22,11	8,1,5	10,9,9	-2	-2	0.47952454517	0.901548373531	0.5,0.389,0.267	0.444,0.1,0.357	0.085
116	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38297465	38297575	38298308	38298395	38296819	38297205	38299753	38299926	116	0,1,0	9,15,6	1,3,0	19,26,17	-2	-2	0.231274292944	0.628446322166	0.0,0.063,0.0	0.05,0.103,0.0	-0.03
117	"ENSMUSG00000060450"	"Rnf14"	chr18	+	38313211	38313384	38314672	38314803	38309484	38309713	38316524	38317186	117	52,117,45	108,172,90	83,45,58	108,114,95	-2	-2	0.919701617909	1.0	0.325,0.405,0.333	0.435,0.283,0.379	-0.011
118	"ENSMUSG00000061981"	"Flot2"	chr11	+	78053362	78053453	78054784	78054875	78049477	78049559	78055756	78055880	118	7,11,2	63,146,60	7,5,18	66,124,87	-2	-2	0.187579117538	0.562497555922	0.1,0.07,0.032	0.096,0.039,0.171	-0.035
119	"ENSMUSG00000031133"	"Arhgef6"	chrX	-	57241805	57241826	57243389	57243515	57240593	57240687	57244604	57244750	119	42,53,26	15,13,5	37,37,28	31,5,12	-2	-2	0.252054937444	0.663239495205	0.737,0.803,0.839	0.544,0.881,0.7	0.085
120	"ENSMUSG00000034544"	"Rsrc1"	chr3	+	66996464	66996590	67082535	67082709	66994516	66994712	67180828	67180865	120	16,15,18	18,17,17	13,1,11	13,16,5	-2	-2	0.464732799982	0.888315160388	0.471,0.469,0.514	0.5,0.059,0.688	0.069
