ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
14	"ENSMUSG00000038708"	"Golga4"	chr9	+	118579541	118579606	118577141	118577228	118581848	118582519	14	0,1,1	313,246,293	0,1,2	151,204,226	64	-1	nan	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
16	"ENSMUSG00000038174"	"Fam126b"	chr1	-	58534484	58534652	58527020	58530259	58535389	58535549	16	3,0,0	0,5,1	3,2,2	0,0,2	167	-1	nan	nan	1.0,-0.0,-0.0	1.0,1.0,-0.006	-0.331
25	"ENSMUSG00000020627"	"Klhl29"	chr12	-	5102688	5102827	5094816	5095019	5137422	5137935	25	1,4,1	0,1,0	1,1,6	2,3,0	138	-1	nan	nan	1.0,-0.03,1.0	-0.004,-0.002,1.0	0.325
27	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740032	59734452	59737868	59750577	59750638	27	7,10,3	0,2,0	2,2,13	0,1,3	92	-1	nan	nan	1.0,-0.057,1.0	1.0,-0.022,-0.049	0.338
29	"ENSMUSG00000051705"	"Senp8"	chr9	-	59739939	59740051	59737261	59737868	59750577	59750622	29	6,10,3	0,2,0	2,2,13	0,1,3	111	-1	nan	nan	1.0,-0.047,1.0	1.0,-0.018,-0.041	0.337
31	"ENSMUSG00000051705"	"Senp8"	chr9	-	59750261	59750371	59739939	59740032	59750577	59750627	31	0,1,1	1,0,0	1,0,0	0,0,0	109	-1	1	nan	-0.0,1.0,1.0	1.0,NA,NA	-0.333
36	"ENSMUSG00000026147"	"Col9a1"	chr1	+	24232184	24232229	24231450	24231486	24233570	24233603	36	0,5,0	0,0,0	4,0,0	0,1,0	44	-1	1	nan	NA,1.0,NA	1.0,-0.0,NA	0.5
43	"ENSMUSG00000052934"	"Fbxo31"	chr8	-	121564637	121564724	121560385	121560462	121566274	121566346	43	72,135,68	10,13,5	167,93,140	9,9,13	86	-1	nan	nan	-0.091,-0.137,-0.188	-0.275,-0.137,-0.143	0.046
44	"ENSMUSG00000052934"	"Fbxo31"	chr8	-	121566274	121566346	121560385	121560462	121578457	121578747	44	29,53,23	0,1,0	40,38,38	0,0,0	71	-1	nan	nan	1.0,-2.944,1.0	1.0,1.0,1.0	-1.315
48	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518229	43518299	43514710	43516003	43518401	43518464	48	38351,34541,23428	5,5,2	25557,18114,13654	1,0,0	69	-1	nan	nan	1.009,1.01,1.006	1.003,1.0,1.0	0.007
49	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518643	43518719	43518401	43518464	43519002	43519078	49	13462,11973,8320	52,35,62	9691,5195,4082	35,35,26	75	-1	nan	nan	1.408,1.281,2.267	1.371,2.021,1.915	-0.117
50	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43518643	43518719	43518401	43518464	43519226	43519297	50	37594,33925,23005	9,6,7	27159,17255,13412	11,4,4	75	-1	nan	nan	1.018,1.013,1.023	1.031,1.018,1.023	-0.006
51	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43519002	43519078	43518401	43518464	43519226	43519297	51	122,93,143	9,6,7	66,73,59	11,4,4	75	-1	nan	nan	-0.221,-0.261,-0.374	-0.087,-0.322,-0.245	-0.067
52	"ENSMUSG00000028464"	"Tpm2"	chr4	-	43519002	43519078	43518643	43518719	43519226	43519297	52	72,62,84	24241,22100,14737	33,40,36	17565,12111,9356	75	-1	nan	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
60	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72304665	72304861	72303326	72303462	72306563	72306652	60	15,1,5	2,5,3	3,19,5	0,2,3	195	-1	nan	nan	-0.04,-0.001,-0.009	1.0,-0.051,-0.009	-0.33
61	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72306563	72306652	72303326	72303462	72308606	72308749	61	12,8,15	1,0,2	7,8,7	0,0,3	88	-1	nan	nan	-0.158,1.0,-0.093	1.0,1.0,-0.027	-0.408
62	"ENSMUSG00000040483"	"Xaf1"	chr11	+	72308606	72308924	72303326	72303462	72311955	72312081	62	11,17,15	2,0,2	16,2,4	0,1,0	317	-1	nan	nan	-0.018,1.0,-0.024	1.0,-0.006,1.0	-0.345
63	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120711843	120711895	120711702	120711756	120713692	120713738	63	17,8,17	1,0,1	4,35,22	3,0,0	51	-1	nan	nan	-0.5,1.0,-0.5	-0.027,1.0,1.0	-0.658
64	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120712439	120712539	120711843	120711895	120713692	120713732	64	5,13,6	4,0,4	6,19,17	1,5,5	99	-1	nan	nan	-0.013,1.0,-0.015	-0.065,-0.04,-0.036	0.371
65	"ENSMUSG00000025144"	"Cenpx"	chr11	-	120712439	120712712	120711843	120711895	120713692	120713732	65	6,13,9	4,0,4	6,21,22	1,5,5	272	-1	nan	nan	-0.006,1.0,-0.008	-0.023,-0.016,-0.016	0.347
68	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56692520	56692721	56686005	56686061	56696601	56696638	68	2,8,7	7,14,14	4,8,7	5,32,29	200	-1	1	nan	-0.001,-0.003,-0.003	-0.004,-0.001,-0.001	-0.0
69	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701022	56701088	56696717	56696789	56702762	56702890	69	18,16,17	0,0,1	19,15,18	0,1,1	65	-1	nan	nan	1.0,1.0,-0.354	1.0,-0.3,-0.383	0.443
70	"ENSMUSG00000002372"	"Ranbp3"	chr17	+	56701448	56701541	56701022	56701088	56702762	56702890	70	47,75,55	2,0,0	49,70,54	2,2,0	92	-1	nan	nan	-0.343,1.0,1.0	-0.363,-0.614,1.0	0.545
72	"ENSMUSG00000033707"	"Lrrc24"	chr15	-	76718221	76718500	76717922	76718091	76719795	76719924	72	2,0,1	0,0,0	2,3,2	0,0,1	278	-1	1	nan	1.0,NA,1.0	1.0,1.0,-0.007	0.336
73	"ENSMUSG00000033707"	"Lrrc24"	chr15	-	76718651	76718899	76718221	76718500	76719795	76719924	73	0,1,0	1,0,1	2,1,0	1,3,1	247	-1	nan	nan	-0.0,1.0,-0.0	-0.008,-0.001,-0.0	0.336
81	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144893584	144893709	144893136	144893375	144918650	144918794	81	10,23,35	0,1,0	16,15,28	1,0,0	124	-1	nan	nan	1.0,-0.228,1.0	-0.148,1.0,1.0	-0.027
84	"ENSMUSG00000066026"	"Dhrs3"	chr4	+	144919840	144920079	144918650	144918794	144923905	144924031	84	54,26,42	2,0,0	13,13,33	1,0,0	238	-1	nan	nan	-0.128,1.0,1.0	-0.058,1.0,1.0	-0.023
86	"ENSMUSG00000021670"	"Hmgcr"	chr13	-	96655853	96656012	96655549	96655707	96656562	96656757	86	19,14,18	0,1,0	17,16,2	0,0,0	158	-1	nan	nan	1.0,-0.097,1.0	1.0,1.0,1.0	-0.366
88	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75646874	75647101	75646111	75646687	75648056	75648221	88	18,21,26	1,0,1	19,27,19	0,0,0	226	-1	nan	nan	-0.087,1.0,-0.13	1.0,1.0,1.0	-0.739
89	"ENSMUSG00000020196"	"Cabin1"	chr10	-	75729025	75729135	75726857	75727019	75732399	75732411	89	0,0,0	0,10,3	0,0,1	2,0,0	109	-1	1	nan	NA,-0.0,-0.0	-0.0,NA,1.0	-0.5
90	"ENSMUSG00000048416"	"Mlf1"	chr3	+	67390977	67391022	67384550	67384698	67392891	67392975	90	799,673,674	30,27,35	478,548,671	74,73,24	44	-1	nan	nan	-1.534,-1.307,-0.778	-0.172,-0.206,-1.743	-0.499
91	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48490847	48490938	48488700	48489988	48493406	48493494	91	27,28,22	0,2,0	32,14,22	0,0,0	90	-1	nan	nan	1.0,-0.184,1.0	1.0,1.0,1.0	-0.395
92	"ENSMUSG00000042396"	"Rbm7"	chr9	-	48494282	48494387	48494018	48494181	48495154	48495294	92	5,0,1	3,17,7	5,5,6	4,22,11	104	-1	1	nan	-0.016,-0.0,-0.001	-0.012,-0.002,-0.005	0.001
93	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38369483	38369592	38362208	38363147	38373818	38374194	93	163,166,161	1,1,0	122,180,174	0,0,0	108	-1	nan	nan	2.964,2.862,1.0	1.0,1.0,1.0	1.275
94	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374236	38369483	38369592	38377654	38378216	94	66,70,79	0,0,1	52,83,78	0,1,1	417	-1	nan	nan	1.0,1.0,-0.234	1.0,-0.249,-0.23	0.415
95	"ENSMUSG00000022803"	"Popdc2"	chr16	+	38373818	38374377	38369425	38369592	38377654	38377763	95	181,170,185	0,0,1	101,138,133	0,1,1	558	-1	nan	nan	1.0,1.0,-0.496	1.0,-0.329,-0.313	0.382
98	"ENSMUSG00000037098"	"Rab11fip3"	chr17	-	26011996	26012131	26008854	26008890	26013773	26013917	98	58,148,48	2,3,3	84,125,122	1,1,4	134	-1	1	nan	-0.276,-0.583,-0.136	-1.68,-13.889,-0.295	4.956
99	"ENSMUSG00000057181"	"5730455P16Rik"	chr11	-	80375506	80375632	80374073	80374217	80376802	80376883	99	24,70,18	0,0,0	74,48,41	1,0,0	125	-1	nan	nan	1.0,1.0,1.0	-1.451,1.0,1.0	0.817
104	"ENSMUSG00000002416"	"Ndufb2"	chr6	+	39598265	39598361	39596450	39596595	39599391	39599422	104	1523,1325,1649	2,0,0	1133,805,682	0,0,0	95	-1	1	nan	1.143,1.0,1.0	1.0,1.0,1.0	0.048
105	"ENSMUSG00000002416"	"Ndufb2"	chr6	+	39598265	39598365	39596450	39596595	39599391	39599471	105	1279,1089,1361	2,0,0	976,691,587	0,0,0	99	-1	1	nan	1.183,1.0,1.0	1.0,1.0,1.0	0.061
106	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64798360	64798459	64779697	64779860	64811679	64811801	106	1,0,0	1,0,10	0,3,0	0,7,4	98	-1	1	nan	-0.01,NA,-0.0	NA,-0.004,-0.0	-0.003
107	"ENSMUSG00000031605"	"Klhl2"	chr8	-	64822990	64823097	64811679	64811801	64834442	64834568	107	3,7,7	0,0,1	5,10,9	0,0,0	106	-1	nan	nan	1.0,1.0,-0.071	1.0,1.0,1.0	-0.357
111	"ENSMUSG00000033209"	"Ttc28"	chr5	+	111281879	111281903	111280674	111280751	111282770	111282900	111	3,14,1	1,3,1	7,7,9	1,3,2	23	-1	nan	nan	-0.15,-0.255,-0.045	-0.438,-0.113,-0.243	0.115
112	"ENSMUSG00000059743"	"Fdps"	chr3	-	89095353	89095476	89095013	89095102	89095598	89095679	112	101,140,115	0,0,0	97,94,67	1,0,0	122	-1	nan	nan	1.0,1.0,1.0	-3.88,1.0,1.0	1.627
113	"ENSMUSG00000059743"	"Fdps"	chr3	-	89099299	89099440	89095598	89095679	89100668	89100831	113	74,69,54	0,0,0	44,61,47	1,0,0	140	-1	nan	nan	1.0,1.0,1.0	-0.458,1.0,1.0	0.486
114	"ENSMUSG00000059743"	"Fdps"	chr3	-	89100920	89101136	89100668	89100831	89101861	89101888	114	5,18,5	2,6,2	15,11,6	0,12,4	215	-1	nan	nan	-0.012,-0.014,-0.012	1.0,-0.004,-0.007	-0.342
116	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873479	124870775	124870958	124874218	124874348	116	60,128,83	0,1,0	93,157,133	1,0,0	146	-1	nan	nan	1.0,-7.111,1.0	-1.755,1.0,1.0	-1.785
117	"ENSMUSG00000031985"	"Gnpat"	chr8	+	124873332	124873509	124870775	124870958	124874218	124874348	117	155,238,150	0,1,0	175,273,239	1,0,0	176	-1	nan	nan	1.0,3.839,1.0	-175.0,1.0,1.0	59.613
118	"ENSMUSG00000024084"	"Qpct"	chr17	+	79063927	79064074	79051905	79052388	79070672	79070951	118	3,9,1	0,0,0	7,2,5	0,1,0	146	-1	nan	nan	1.0,1.0,1.0	1.0,-0.014,1.0	0.338
119	"ENSMUSG00000018166"	"Erbb3"	chr10	-	128583116	128583258	128581989	128582103	128583365	128583484	119	3,6,1	1,0,0	4,6,13	0,0,0	141	-1	nan	nan	-0.022,1.0,1.0	1.0,1.0,1.0	-0.341
120	"ENSMUSG00000036879"	"Phkb"	chr8	+	85843003	85843112	85841001	85841103	85875633	85875723	120	4,4,0	20,61,20	2,5,0	44,97,140	108	-1	1	nan	-0.002,-0.001,-0.0	-0.0,-0.0,-0.0	-0.001
121	"ENSMUSG00000036879"	"Phkb"	chr8	+	85843020	85843112	85840958	85841103	85875633	85875723	121	4,2,0	20,61,20	1,4,3	44,97,140	91	-1	nan	nan	-0.002,-0.0,-0.0	-0.0,-0.0,-0.0	-0.001
122	"ENSMUSG00000036879"	"Phkb"	chr8	+	85848673	85848731	85843050	85843112	85875633	85875723	122	1,3,2	4,1,0	1,0,1	1,4,0	57	-1	nan	nan	-0.004,-0.056,1.0	-0.018,-0.0,1.0	-0.014
124	"ENSMUSG00000036879"	"Phkb"	chr8	+	85922126	85922242	85901876	85901957	85935407	85935471	124	67,220,37	0,0,0	164,105,100	1,0,0	115	-1	nan	nan	1.0,1.0,1.0	3.347,1.0,1.0	-0.782
125	"ENSMUSG00000036879"	"Phkb"	chr8	+	85935407	85935471	85901876	85901957	85940840	85940936	125	38,158,35	0,1,0	106,88,114	0,0,1	63	-1	nan	nan	1.0,1.663,1.0	1.0,1.0,2.235	-0.191
126	"ENSMUSG00000036879"	"Phkb"	chr8	+	86017391	86017496	86016858	86016942	86018468	86018551	126	210,496,180	0,0,0	430,294,297	0,1,0	104	-1	1	nan	1.0,1.0,1.0	1.0,1.547,1.0	-0.182
127	"ENSMUSG00000036879"	"Phkb"	chr8	+	86026456	86026547	86024280	86024338	86029481	86029684	127	26,34,38	0,1,0	23,19,31	0,0,0	90	-1	nan	nan	1.0,-0.607,1.0	1.0,1.0,1.0	-0.536
128	"ENSMUSG00000036879"	"Phkb"	chr8	+	86049689	86049819	86043709	86043844	86056447	86056555	128	481,781,511	0,0,0	569,862,924	0,0,1	129	-1	1	nan	1.0,1.0,1.0	1.0,1.0,1.162	-0.054
129	"ENSMUSG00000023143"	"Nagpa"	chr16	-	5199942	5200051	5199615	5199744	5201373	5201513	129	9,15,23	0,0,0	13,21,16	0,0,1	108	-1	nan	nan	1.0,1.0,1.0	1.0,1.0,-0.174	0.391
130	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100589678	100589778	100584981	100585055	100589897	100589989	130	7,9,5	174,162,171	8,8,4	102,79,78	99	-1	1	nan	-0.0,-0.001,-0.0	-0.001,-0.001,-0.001	0.001
131	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100591411	100591565	100590886	100591051	100596165	100596240	131	150,195,124	0,0,0	119,76,104	0,1,0	153	-1	nan	nan	1.0,1.0,1.0	1.0,-0.987,1.0	0.662
132	"ENSMUSG00000014195"	"Dnajc7"	chr11	-	100592854	100592973	100591411	100591565	100596165	100596240	132	189,202,183	0,0,1	163,180,169	0,0,1	118	-1	nan	nan	1.0,1.0,2.815	1.0,1.0,3.314	-0.166
139	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50143718	50143784	50110240	50110464	50145773	50145892	139	26,82,32	4,11,0	62,36,30	14,6,7	65	-1	nan	nan	-0.111,-0.13,1.0	-0.073,-0.102,-0.071	0.335
140	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50143718	50143784	50110382	50110454	50145773	50145892	140	16,41,18	0,3,0	29,17,23	0,1,1	65	-1	nan	nan	1.0,-0.266,1.0	1.0,-0.354,-0.548	0.545
141	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50145773	50145892	50110277	50110464	50158681	50158834	141	16,62,28	2,1,0	45,26,24	0,1,2	118	-1	nan	nan	-0.073,-1.107,1.0	1.0,-0.283,-0.113	-0.261
142	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50151938	50152023	50145773	50145892	50158681	50158834	142	1,1,0	12,51,28	0,0,0	31,20,17	84	-1	nan	nan	-0.001,-0.0,-0.0	-0.0,-0.0,-0.0	-0.0
143	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50176876	50176918	50163421	50163649	50178388	50178520	143	112,134,114	4,2,0	115,58,52	8,1,0	41	-1	nan	nan	-2.154,2.577,1.0	-0.54,3.412,1.0	-0.816
144	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50178388	50178520	50176876	50176918	50180175	50180275	144	182,227,166	0,0,1	190,120,112	0,0,0	131	-1	nan	nan	1.0,1.0,4.743	1.0,1.0,1.0	1.248
145	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50183709	50183871	50180590	50180659	50194525	50194728	145	243,278,232	1,0,0	209,146,121	0,0,0	161	-1	nan	nan	2.963,1.0,1.0	1.0,1.0,1.0	0.654
146	"ENSMUSG00000038388"	"Mpp6"	chr6	+	50194525	50194728	50183709	50183871	50196513	50196558	146	270,273,264	0,0,0	220,181,169	1,0,0	202	-1	nan	nan	1.0,1.0,1.0	12.222,1.0,1.0	-3.741
147	"ENSMUSG00000021277"	"Traf3"	chr12	+	111166998	111167107	111166485	111166602	111219810	111219921	147	0,4,0	0,1,0	3,6,3	1,1,0	108	-1	1	nan	NA,-0.038,NA	-0.029,-0.059,1.0	-0.342
148	"ENSMUSG00000021277"	"Traf3"	chr12	+	111219810	111219921	111166462	111166602	111237561	111237820	148	0,10,1	0,3,0	10,3,5	0,0,0	110	-1	1	nan	NA,-0.031,1.0	1.0,1.0,1.0	-0.516
149	"ENSMUSG00000021277"	"Traf3"	chr12	+	111239028	111239080	111237561	111237820	111242442	111242547	149	5,22,11	0,0,0	13,53,25	1,0,0	51	-1	nan	nan	1.0,1.0,1.0	-0.342,1.0,1.0	0.447
153	"ENSMUSG00000030795"	"Fus"	chr7	+	127974399	127974434	127972553	127972770	127975887	127975920	153	66,98,63	0,0,1	33,120,134	0,0,0	34	-1	nan	nan	1.0,1.0,2.172	1.0,1.0,1.0	0.391
154	"ENSMUSG00000029484"	"Anxa3"	chr5	+	96798883	96798995	96797400	96797453	96811049	96811137	154	0,0,0	30,33,25	0,1,0	16,21,36	111	-1	1	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
155	"ENSMUSG00000029484"	"Anxa3"	chr5	+	96811049	96811137	96797400	96797453	96812841	96812936	155	50,50,53	1,0,0	24,30,42	0,0,0	87	-1	nan	nan	-1.351,1.0,1.0	1.0,1.0,1.0	-0.784
156	"ENSMUSG00000056342"	"Usp34"	chr11	+	23333438	23333859	23320660	23320748	23343319	23343370	156	4,11,2	0,0,0	9,5,1	3,1,1	420	-1	nan	nan	1.0,1.0,1.0	-0.007,-0.012,-0.002	1.007
157	"ENSMUSG00000056342"	"Usp34"	chr11	+	23362576	23362612	23361586	23361716	23363057	23363188	157	4,7,2	3,2,2	8,6,8	2,0,2	35	-1	nan	nan	-0.04,-0.111,-0.029	-0.129,1.0,-0.129	-0.307
158	"ENSMUSG00000056342"	"Usp34"	chr11	+	23382553	23382667	23381224	23381379	23384400	23384500	158	4,23,4	0,1,0	33,17,32	0,0,1	113	-1	nan	nan	1.0,-0.256,1.0	1.0,1.0,-0.395	0.046
159	"ENSMUSG00000056342"	"Usp34"	chr11	+	23420039	23420144	23418978	23419131	23421097	23421153	159	11,37,11	0,0,0	24,42,42	0,1,0	104	-1	nan	nan	1.0,1.0,1.0	1.0,-0.677,1.0	0.559
160	"ENSMUSG00000056342"	"Usp34"	chr11	+	23473169	23473294	23472949	23473054	23484101	23484181	160	24,26,24	6,5,8	19,29,17	6,12,9	124	-1	1	nan	-0.033,-0.044,-0.025	-0.026,-0.02,-0.015	-0.014
161	"ENSMUSG00000056342"	"Usp34"	chr11	+	23474265	23474389	23473169	23473294	23484101	23484181	161	49,33,18	0,0,0	28,51,41	1,0,0	123	-1	nan	nan	1.0,1.0,1.0	-0.295,1.0,1.0	0.432
162	"ENSMUSG00000056342"	"Usp34"	chr11	+	23488208	23488368	23487078	23487222	23488583	23489744	162	64,62,93	0,1,0	38,40,40	0,0,0	159	-1	nan	nan	1.0,-0.639,1.0	1.0,1.0,1.0	-0.546
163	"ENSMUSG00000033938"	"Ndufb7"	chr8	+	83570829	83570998	83566670	83566930	83571432	83571626	163	1531,1166,2255	0,0,1	1011,1655,1485	0,0,0	168	-1	1	nan	1.0,1.0,1.08	1.0,1.0,1.0	0.027
165	"ENSMUSG00000027843"	"Ptpn22"	chr3	+	103902113	103902191	103890255	103890283	103903369	103903385	165	0,7,0	0,0,0	6,5,4	0,2,0	77	-1	1	nan	NA,1.0,NA	1.0,-0.034,1.0	0.345
166	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119344508	119344172	119344252	119346469	119346568	166	53,70,56	1,0,0	65,78,78	0,0,0	42	-1	nan	nan	4.818,1.0,1.0	1.0,1.0,1.0	1.273
168	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119348355	119348421	119347729	119347810	119348580	119348771	168	1,2,0	118,143,92	0,0,0	106,117,104	65	-1	nan	nan	-0.0,-0.0,-0.0	-0.0,-0.0,-0.0	0.0
173	"ENSMUSG00000050912"	"Tmem123"	chr9	+	7789299	7789385	7768289	7768340	7790841	7791048	173	0,4,2	9,25,12	0,2,1	20,20,12	85	-1	nan	nan	-0.0,-0.002,-0.002	-0.0,-0.001,-0.001	-0.001
175	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	98115392	98115447	98113220	98113295	98128314	98128376	175	2,8,4	1,0,0	6,1,6	0,0,1	54	-1	nan	nan	-0.038,1.0,1.0	1.0,1.0,-0.125	0.029
178	"ENSMUSG00000071072"	"Ptges3"	chr10	+	128072067	128072157	128070133	128070232	128074221	128074284	178	10,12,5	1,0,0	11,13,13	0,0,0	89	-1	nan	nan	-0.127,1.0,1.0	1.0,1.0,1.0	-0.376
179	"ENSMUSG00000021113"	"Snapc1"	chr12	+	73967346	73967437	73964480	73964746	73967907	73967999	179	0,0,0	3,12,3	0,1,0	3,3,10	90	-1	nan	nan	-0.0,-0.0,-0.0	-0.0,-0.004,-0.0	0.001
180	"ENSMUSG00000021113"	"Snapc1"	chr12	+	73969526	73969631	73968238	73968379	73970180	73970339	180	17,17,5	0,0,0	13,14,12	0,0,1	104	-1	nan	nan	1.0,1.0,1.0	1.0,1.0,-0.13	0.377
182	"ENSMUSG00000020486"	"Sept4"	chr11	+	87578909	87579028	87578483	87578537	87583317	87583614	182	0,0,0	0,1,1	1,0,0	2,4,4	118	-1	1	nan	NA,-0.0,-0.0	-0.004,-0.0,-0.0	0.001
183	"ENSMUSG00000020486"	"Sept4"	chr11	+	87583317	87583614	87578400	87578537	87583920	87584014	183	2,7,3	4,15,13	3,10,8	4,11,14	296	-1	1	nan	-0.002,-0.002,-0.001	-0.003,-0.003,-0.002	0.001
184	"ENSMUSG00000020486"	"Sept4"	chr11	+	87583317	87583614	87578909	87579028	87583920	87584014	184	2,6,2	1,0,0	1,6,4	0,1,0	296	-1	nan	nan	-0.007,1.0,1.0	1.0,-0.021,1.0	0.005
185	"ENSMUSG00000020486"	"Sept4"	chr11	+	87583317	87583614	87581040	87581225	87583920	87584014	185	2,7,2	3,2,2	1,6,4	1,6,0	296	-1	nan	nan	-0.002,-0.012,-0.003	-0.003,-0.003,1.0	-0.337
186	"ENSMUSG00000020486"	"Sept4"	chr11	+	87588967	87589085	87588717	87588852	87589174	87589274	186	70,73,50	4,5,2	41,51,56	0,2,4	117	-1	nan	nan	-0.176,-0.143,-0.272	1.0,-0.279,-0.136	-0.392
187	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370024	89370078	89369807	89369915	89370237	89370308	187	107,139,135	1,0,0	98,84,64	0,0,0	53	-1	nan	nan	1.981,1.0,1.0	1.0,1.0,1.0	0.327
195	"ENSMUSG00000042079"	"Hnrnpf"	chr6	+	117907148	117907208	117906789	117906839	117917469	117917598	195	10,4,13	3,3,4	6,7,2	1,4,9	59	-1	nan	nan	-0.06,-0.023,-0.058	-0.113,-0.031,-0.004	0.002
198	"ENSMUSG00000048490"	"Nrip1"	chr16	-	76330745	76330864	76287399	76295015	76352471	76352546	198	3,8,1	0,0,0	11,14,12	2,0,0	118	-1	nan	nan	1.0,1.0,1.0	-0.049,1.0,1.0	0.35
199	"ENSMUSG00000038914"	"Dido1"	chr2	-	180690521	180690633	180688823	180689655	180691863	180692048	199	1,0,0	3,13,5	3,0,1	9,11,11	111	-1	1	nan	-0.003,-0.0,-0.0	-0.003,-0.0,-0.001	0.0
202	"ENSMUSG00000022195"	"6030458C11Rik"	chr15	-	12811932	12812072	12808176	12810844	12814190	12814257	202	55,76,43	0,0,0	64,37,42	0,0,1	139	-1	nan	nan	1.0,1.0,1.0	1.0,1.0,-0.433	0.478
