ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
20	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428544	89428713	89428827
21	"ENSMUSG00000022617"	"Chkb"	chr15	-	89428410	89428827	89428410	89428578	89428713	89428827
22	"ENSMUSG00000036138"	"Acaa1a"	chr9	+	119344465	119346568	119344465	119344508	119346469	119346568
23	"ENSMUSG00000020883"	"Fbxl20"	chr11	-	98095132	98097059	98095132	98095193	98096928	98097059
24	"ENSMUSG00000020486"	"Sept4"	chr11	+	87583317	87584014	87583317	87583614	87583920	87584014
25	"ENSMUSG00000020486"	"Sept4"	chr11	+	87588717	87589085	87588717	87588852	87588967	87589085
26	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589655	87590055	87589655	87589818	87589955	87590055
27	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589655	87590055	87589655	87589818	87590008	87590055
28	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89363604	89363834	89363604	89363689	89363765	89363834
29	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370600	89370675
30	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370603	89370675
31	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370752	89370993	89370752	89370808	89370891	89370993
32	"ENSMUSG00000034009"	"Rxfp1"	chr3	-	79648072	79650824	79648072	79648291	79650413	79650824
33	"ENSMUSG00000062006"	"Rpl34"	chr3	-	130729050	130729302	130729050	130729150	130729228	130729302
34	"ENSMUSG00000027776"	"Il12a"	chr3	+	68695189	68695346	68695189	68695231	68695304	68695346
35	"ENSMUSG00000027776"	"Il12a"	chr3	+	68695189	68695580	68695189	68695346	68695436	68695580
36	"ENSMUSG00000034187"	"Nsf"	chr11	-	103913315	103913908	103913315	103913391	103913800	103913908
37	"ENSMUSG00000075232"	"Amd1"	chr10	-	40290117	40290615	40290117	40290273	40290377	40290615
38	"ENSMUSG00000001524"	"Gtf2h4"	chr17	-	35670656	35670962	35670656	35670745	35670865	35670962
39	"ENSMUSG00000029844"	"Hoxa1"	chr6	-	52157566	52158317	52157566	52157661	52157864	52158317
40	"ENSMUSG00000027610"	"Gss"	chr2	-	155566802	155567887	155566802	155566884	155567692	155567887
41	"ENSMUSG00000027610"	"Gss"	chr2	-	155566802	155567887	155566802	155566884	155567782	155567887
42	"ENSMUSG00000027610"	"Gss"	chr2	-	155578288	155578787	155578288	155578428	155578711	155578787
43	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23108587	23108851	23108587	23108633	23108718	23108851
44	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23109984	23110343	23109984	23110153	23110233	23110343
45	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23110579	23111263	23110579	23110723	23111125	23111263
46	"ENSMUSG00000022884"	"Eif4a2"	chr16	+	23111125	23111592	23111125	23111263	23111502	23111592
47	"ENSMUSG00000026048"	"Ercc5"	chr1	+	44173337	44174031	44173337	44173579	44173911	44174031
48	"ENSMUSG00000079553"	"Kifc1"	chr17	-	33884588	33884986	33884588	33884681	33884741	33884986
49	"ENSMUSG00000079553"	"Kifc1"	chr17	-	33884588	33885218	33884588	33884986	33885167	33885218
50	"ENSMUSG00000054065"	"Pkp3"	chr7	+	141088283	141088651	141088283	141088401	141088480	141088651
51	"ENSMUSG00000042328"	"Hps4"	chr5	+	112369454	112370744	112369454	112369551	112369945	112370744
52	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107751718	107751953	107751718	107751791	107751875	107751953
53	"ENSMUSG00000032580"	"Rbm5"	chr9	-	107756908	107760391	107756908	107756992	107760321	107760391
54	"ENSMUSG00000011877"	"Git1"	chr11	+	77503355	77504018	77503355	77503428	77503920	77504018
55	"ENSMUSG00000011877"	"Git1"	chr11	+	77505503	77505753	77505503	77505590	77505679	77505753
56	"ENSMUSG00000079197"	"Psme2"	chr14	-	55587653	55588094	55587653	55587740	55588039	55588094
57	"ENSMUSG00000079197"	"Psme2"	chr14	-	55589480	55589705	55589480	55589511	55589618	55589705
58	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72432798	72435114	72432798	72434395	72434980	72435114
59	"ENSMUSG00000053907"	"Mat2a"	chr6	-	72436994	72437448	72436994	72437117	72437370	72437448
60	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26372730	26373080	26372730	26372825	26372973	26373080
61	"ENSMUSG00000036281"	"Snapc4"	chr2	-	26373318	26374185	26373318	26373466	26374020	26374185
62	"ENSMUSG00000070034"	"Sp110"	chr1	-	85579056	85579745	85579056	85579199	85579643	85579745
63	"ENSMUSG00000070034"	"Sp110"	chr1	-	85584902	85586295	85584902	85585052	85586214	85586295
64	"ENSMUSG00000042487"	"Leo1"	chr9	+	75447101	75448396	75447101	75447206	75448301	75448396
65	"ENSMUSG00000042487"	"Leo1"	chr9	+	75455640	75457193	75455640	75455775	75457057	75457193
66	"ENSMUSG00000078762"	"Haus5"	chr7	-	30659062	30659413	30659062	30659126	30659288	30659413
67	"ENSMUSG00000031505"	"Naxd"	chr8	+	11509321	11509557	11509321	11509372	11509452	11509557
68	"ENSMUSG00000074415"	"Mir100hg"	chr9	+	41612559	41615185	41612559	41612671	41613282	41615185
69	"ENSMUSG00000074272"	"Ceacam1"	chr7	-	25464848	25466437	25464848	25464880	25466316	25466437
70	"ENSMUSG00000030428"	"Ttyh1"	chr7	+	4133074	4133738	4133074	4133217	4133662	4133738
71	"ENSMUSG00000053553"	"3110082I17Rik"	chr5	-	139359738	139361388	139359738	139360730	139361306	139361388
72	"ENSMUSG00000046364"	"Rpl27a"	chr7	+	109519584	109519993	109519584	109519648	109519917	109519993
73	"ENSMUSG00000032553"	"Srprb"	chr9	-	103197537	103198866	103197537	103197620	103198788	103198866
74	"ENSMUSG00000000632"	"Sez6"	chr11	+	77973782	77974329	77973782	77973977	77974190	77974329
75	"ENSMUSG00000000632"	"Sez6"	chr11	+	77973782	77974636	77973782	77974329	77974439	77974636
76	"ENSMUSG00000036529"	"Sbf1"	chr15	-	89301842	89302377	89301842	89301970	89302181	89302377
77	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328458	105328607	105328692
78	"ENSMUSG00000014856"	"Tmem208"	chr8	+	105328321	105328692	105328321	105328484	105328607	105328692
79	"ENSMUSG00000022685"	"Parn"	chr16	-	13664655	13665981	13664655	13664737	13665901	13665981
80	"ENSMUSG00000031398"	"Plxna3"	chrX	+	74333745	74334348	74333745	74333846	74334224	74334348
81	"ENSMUSG00000031398"	"Plxna3"	chrX	+	74335042	74335498	74335042	74335157	74335297	74335498
82	"ENSMUSG00000031398"	"Plxna3"	chrX	+	74335769	74336191	74335769	74335866	74336000	74336191
83	"ENSMUSG00000040054"	"Baz2a"	chr10	+	128115024	128116169	128115024	128115085	128116060	128116169
84	"ENSMUSG00000026782"	"Abi2"	chr1	+	60437055	60438959	60437055	60437232	60438941	60438959
85	"ENSMUSG00000026782"	"Abi2"	chr1	+	60476739	60481158	60476739	60476832	60478002	60481158
86	"ENSMUSG00000027667"	"Zfp639"	chr3	+	32515283	32517139	32515283	32515352	32517028	32517139
87	"ENSMUSG00000003226"	"Ranbp2"	chr10	+	58455218	58455954	58455218	58455449	58455808	58455954
88	"ENSMUSG00000031511"	"Arhgef7"	chr8	+	11781154	11782655	11781154	11781239	11782524	11782655
89	"ENSMUSG00000039220"	"Ppp1r10"	chr17	+	35927909	35928329	35927909	35928010	35928181	35928329
90	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919540	73919753	73919869
91	"ENSMUSG00000031388"	"Naa10"	chrX	-	73919501	73919869	73919501	73919546	73919753	73919869
92	"ENSMUSG00000063268"	"Parp10"	chr15	-	76241657	76242639	76241657	76242322	76242402	76242639
93	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90719311	90720750	90719311	90719978	90720653	90720750
94	"ENSMUSG00000022978"	"Mis18a"	chr16	-	90726292	90727404	90726292	90726359	90727025	90727404
95	"ENSMUSG00000022554"	"Hgh1"	chr15	+	76369855	76370253	76369855	76369954	76370161	76370253
96	"ENSMUSG00000024818"	"Slc25a45"	chr19	+	5884344	5885766	5884344	5884603	5884722	5885766
97	"ENSMUSG00000021486"	"Prelid1"	chr13	+	55324330	55324605	55324330	55324444	55324526	55324605
98	"ENSMUSG00000031232"	"Magt1"	chrX	-	105968083	105971479	105968083	105971026	105971435	105971479
99	"ENSMUSG00000049123"	"Catsperg2"	chr7	-	29700304	29700716	29700304	29700394	29700620	29700716
100	"ENSMUSG00000049123"	"Catsperg2"	chr7	-	29700813	29701222	29700813	29700877	29701065	29701222
101	"ENSMUSG00000049123"	"Catsperg2"	chr7	-	29705070	29705491	29705070	29705189	29705292	29705491
102	"ENSMUSG00000049123"	"Catsperg2"	chr7	-	29712726	29713025	29712726	29712834	29712965	29713025
103	"ENSMUSG00000040599"	"Mis12"	chr11	+	71019610	71020189	71019610	71019723	71020005	71020189
104	"ENSMUSG00000022620"	"Arsa"	chr15	-	89474539	89475005	89474539	89474709	89474786	89475005
105	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89185647	89185361	89185464	89185537	89185647
106	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89185361	89186047	89185361	89185647	89185993	89186047
107	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186362	89186819
108	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186171	89186819	89186171	89186261	89186753	89186819
109	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186362	89186819	89186362	89186427	89186753	89186819
110	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89186998	89187147	89187243
111	"ENSMUSG00000015377"	"Dennd6b"	chr15	-	89186955	89187243	89186955	89187050	89187147	89187243
112	"ENSMUSG00000063800"	"Prpf38a"	chr4	-	108568357	108570266	108568357	108568470	108570155	108570266
113	"ENSMUSG00000003863"	"Ppfia3"	chr7	-	45340574	45340986	45340574	45340746	45340917	45340986
114	"ENSMUSG00000079179"	"Rab10os"	chr12	+	3235525	3237412	3235525	3235929	3237284	3237412
115	"ENSMUSG00000005481"	"Ddx39"	chr8	+	83721733	83722361	83721733	83721852	83722229	83722361
116	"ENSMUSG00000031601"	"Cnot7"	chr8	-	40499294	40500913	40499294	40499439	40500751	40500913
117	"ENSMUSG00000009246"	"Trpm5"	chr7	-	143078291	143079233	143078291	143078466	143079100	143079233
118	"ENSMUSG00000063704"	"Mapk15"	chr15	+	75998549	75999154	75998549	75998678	75998778	75999154
119	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108075248	108075704	108075248	108075359	108075530	108075704
120	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108079184	108079773	108079184	108079326	108079586	108079773
121	"ENSMUSG00000027889"	"Ampd2"	chr3	-	108080266	108080774	108080266	108080335	108080643	108080774
122	"ENSMUSG00000022515"	"Anks3"	chr16	-	4947648	4948363	4947648	4947758	4948225	4948363
123	"ENSMUSG00000015093"	"Clic3"	chr2	+	25457660	25457974	25457660	25457770	25457848	25457974
124	"ENSMUSG00000015093"	"Clic3"	chr2	+	25458303	25458776	25458303	25458479	25458564	25458776
125	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793
126	"ENSMUSG00000027297"	"Ltk"	chr2	-	119753113	119753491	119753113	119753243	119753426	119753491
127	"ENSMUSG00000053877"	"Srcap"	chr7	+	127519580	127519832	127519580	127519602	127519659	127519832
128	"ENSMUSG00000053877"	"Srcap"	chr7	+	127521475	127521661	127521475	127521559	127521560	127521661
129	"ENSMUSG00000079563"	"Pglyrp2"	chr17	-	32417980	32418988	32417980	32418280	32418430	32418988
130	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172803	122173145	122173280
131	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122172731	122173280	122172731	122172955	122173145	122173280
132	"ENSMUSG00000004455"	"Ppp1cc"	chr5	+	122174054	122175273	122174054	122174115	122174979	122175273
133	"ENSMUSG00000024982"	"Zdhhc6"	chr19	-	55300802	55302604	55300802	55301869	55302557	55302604
134	"ENSMUSG00000033964"	"Zbtb41"	chr1	+	139429125	139429333	139429125	139429158	139429232	139429333
135	"ENSMUSG00000066750"	"Olfr876"	chr9	+	37803894	37808144	37803894	37806911	37807587	37808144
136	"ENSMUSG00000001622"	"Csn3"	chr5	+	87927571	87929254	87927571	87927633	87928269	87929254
137	"ENSMUSG00000095858"	"Olfr104-ps"	chr17	+	37360422	37363993	37360422	37360508	37362158	37363993
138	"ENSMUSG00000034525"	"Ice1"	chr13	-	70618984	70620769	70618984	70619061	70620657	70620769
139	"ENSMUSG00000028845"	"Tekt2"	chr4	-	126324229	126324719	126324229	126324435	126324593	126324719
140	"ENSMUSG00000004187"	"Kifc2"	chr15	+	76662594	76662896	76662594	76662672	76662781	76662896
141	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181351575	181351953	181351575	181351699	181351802	181351953
142	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355309	181355552
143	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181354352	181355552	181354352	181354442	181355327	181355552
144	"ENSMUSG00000038685"	"Rtel1"	chr2	+	181355923	181356258	181355923	181355959	181356157	181356258
145	"ENSMUSG00000075097"	"Olfr1226"	chr2	-	89195973	89197154	89195973	89196049	89196767	89197154
146	"ENSMUSG00000034116"	"Vav1"	chr17	+	57279099	57279401	57279099	57279284	57279356	57279401
147	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32241652	32243004	32241652	32241799	32242892	32243004
148	"ENSMUSG00000039254"	"Pomt1"	chr2	+	32243618	32244389	32243618	32243712	32244233	32244389
149	"ENSMUSG00000037742"	"Eef1a1"	chr9	-	78478957	78479534	78478957	78479192	78479277	78479534
150	"ENSMUSG00000037742"	"Eef1a1"	chr9	-	78479277	78479774	78479277	78479534	78479623	78479774
151	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102457459	102457852	102457459	102457559	102457771	102457852
152	"ENSMUSG00000034664"	"Itga2b"	chr11	-	102464939	102465357	102464939	102465151	102465304	102465357
153	"ENSMUSG00000027655"	"Dhx35"	chr2	+	158826304	158827999	158826304	158826417	158827902	158827999
154	"ENSMUSG00000031600"	"Vps37a"	chr8	+	40540678	40540947	40540678	40540806	40540888	40540947
155	"ENSMUSG00000098754"	"Prn"	chr2	+	131953008	131956130	131953008	131953582	131954820	131956130
156	"ENSMUSG00000020284"	"Cfap410"	chr10	+	77979752	77980547	77979752	77979771	77980500	77980547
157	"ENSMUSG00000055235"	"Wdr86"	chr5	-	24712849	24715661	24712849	24712953	24715525	24715661
158	"ENSMUSG00000038812"	"Trmt112"	chr19	+	6910583	6911028	6910583	6910673	6910751	6911028
159	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618646	148618791
160	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617635	148618664	148618791
161	"ENSMUSG00000041459"	"Tardbp"	chr4	-	148612381	148618791	148612381	148617705	148618664	148618791
162	"ENSMUSG00000037916"	"Ndufv1"	chr19	-	4011101	4011424	4011101	4011272	4011345	4011424
163	"ENSMUSG00000115245"	"4930478E11Rik"	chr15	-	54982090	54982795	54982090	54982162	54982680	54982795
164	"ENSMUSG00000000791"	"Il12rb1"	chr8	+	70812477	70813371	70812477	70812614	70813304	70813371
165	"ENSMUSG00000062372"	"Otof"	chr5	-	30383030	30383673	30383030	30383220	30383520	30383673
166	"ENSMUSG00000038619"	"Ensa"	chr3	+	95628540	95632102	95628540	95628707	95631431	95632102
167	"ENSMUSG00000023192"	"Grm2"	chr9	-	106647150	106648226	106647150	106647270	106648104	106648226
168	"ENSMUSG00000032816"	"Igdcc4"	chr9	+	65123775	65124189	65123775	65123913	65123915	65124189
169	"ENSMUSG00000032816"	"Igdcc4"	chr9	+	65124611	65125422	65124611	65124776	65125284	65125422
170	"ENSMUSG00000026709"	"Dars2"	chr1	-	161044958	161045476	161044958	161045069	161045257	161045476
171	"ENSMUSG00000042066"	"Tmcc2"	chr1	-	132358902	132361215	132358902	132359038	132360274	132361215
172	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7938385	7939665	7938385	7938492	7939442	7939665
173	"ENSMUSG00000031161"	"Hdac6"	chrX	-	7939442	7939665	7939442	7939532	7939605	7939665
174	"ENSMUSG00000023885"	"Thbs2"	chr17	-	14668724	14670069	14668724	14668864	14669971	14670069
175	"ENSMUSG00000014932"	"Yes1"	chr5	+	32684550	32687057	32684550	32684806	32686520	32687057
176	"ENSMUSG00000022960"	"Donson"	chr16	-	91682515	91682821	91682515	91682620	91682742	91682821
177	"ENSMUSG00000025494"	"Sigirr"	chr7	-	141091174	141091992	141091174	141091501	141091802	141091992
178	"ENSMUSG00000025494"	"Sigirr"	chr7	-	141092977	141093330	141092977	141093118	141093199	141093330
179	"ENSMUSG00000031783"	"Polr2c"	chr8	+	94862520	94862884	94862520	94862689	94862809	94862884
180	"ENSMUSG00000042745"	"Id1"	chr2	+	152736250	152737410	152736250	152736745	152736971	152737410
181	"ENSMUSG00000027330"	"Cdc25b"	chr2	+	131192556	131193148	131192556	131192688	131193067	131193148
182	"ENSMUSG00000032292"	"Nr2e3"	chr9	-	59946961	59947553	59946961	59947067	59947312	59947553
183	"ENSMUSG00000032292"	"Nr2e3"	chr9	-	59948602	59949028	59948602	59948816	59948924	59949028
184	"ENSMUSG00000032292"	"Nr2e3"	chr9	-	59948602	59949028	59948602	59948824	59948924	59949028
185	"ENSMUSG00000032292"	"Nr2e3"	chr9	-	59948924	59949308	59948924	59949028	59949181	59949308
186	"ENSMUSG00000079414"	"Gm11110"	chr17	-	57103349	57103484	57103349	57103460	57103461	57103484
187	"ENSMUSG00000068922"	"Msto1"	chr3	-	88910625	88911014	88910625	88910810	88910882	88911014
188	"ENSMUSG00000045795"	"Whamm"	chr7	+	81593651	81594120	81593651	81593718	81594012	81594120
189	"ENSMUSG00000025188"	"Hps1"	chr19	-	42756257	42757906	42756257	42756340	42757792	42757906
190	"ENSMUSG00000026360"	"Rgs2"	chr1	-	144002779	144003053	144002779	144002841	144002951	144003053
191	"ENSMUSG00000020781"	"Tsen54"	chr11	+	115814914	115815238	115814914	115815079	115815174	115815238
192	"ENSMUSG00000009108"	"Gnat2"	chr3	+	108095438	108096507	108095438	108095662	108096239	108096507
193	"ENSMUSG00000009108"	"Gnat2"	chr3	+	108095438	108096507	108095438	108095580	108096349	108096507
194	"ENSMUSG00000040270"	"Bach2"	chr4	+	32561777	32563367	32561777	32562794	32563163	32563367
195	"ENSMUSG00000020832"	"Eral1"	chr11	-	78074279	78074627	78074279	78074360	78074477	78074627
196	"ENSMUSG00000032363"	"Adamts7"	chr9	+	90193024	90194269	90193024	90193865	90194042	90194269
197	"ENSMUSG00000025461"	"Cd163l1"	chr7	+	140223890	140224637	140223890	140224196	140224319	140224637
198	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105750179	105751729	105750179	105750330	105751589	105751729
199	"ENSMUSG00000030894"	"Tpp1"	chr7	-	105751981	105752196	105751981	105752053	105752170	105752196
200	"ENSMUSG00000092111"	"Vmn2r113"	chr17	+	22947949	22956067	22947949	22948177	22955348	22956067
201	"ENSMUSG00000092111"	"Vmn2r113"	chr17	+	22947949	22956067	22947949	22948177	22955943	22956067
202	"ENSMUSG00000092111"	"Vmn2r113"	chr17	+	22955943	22965658	22955943	22956067	22957894	22965658
203	"ENSMUSG00000021868"	"Ppif"	chr14	+	25696003	25698341	25696003	25696092	25698265	25698341
204	"ENSMUSG00000023411"	"Nfatc4"	chr14	+	55830268	55831708	55830268	55830596	55831652	55831708
205	"ENSMUSG00000023411"	"Nfatc4"	chr14	+	55832222	55833624	55832222	55832804	55833556	55833624
206	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7001756	7002452	7001756	7001881	7002212	7002452
207	"ENSMUSG00000024965"	"Fermt3"	chr19	-	7002821	7003080	7002821	7002946	7003030	7003080
208	"ENSMUSG00000058427"	"Cxcl2"	chr5	+	90904356	90905938	90904356	90904440	90905188	90905938
209	"ENSMUSG00000033857"	"Engase"	chr11	+	118485756	118486553	118485756	118485905	118486444	118486553
210	"ENSMUSG00000033857"	"Engase"	chr11	+	118485756	118486553	118485756	118485905	118486447	118486553
211	"ENSMUSG00000090626"	"Tex9"	chr9	-	72479923	72480775	72479923	72480001	72480596	72480775
212	"ENSMUSG00000090626"	"Tex9"	chr9	-	72491738	72491956	72491738	72491818	72491925	72491956
213	"ENSMUSG00000022420"	"Dnal4"	chr15	-	79761452	79762525	79761452	79762049	79762426	79762525
214	"ENSMUSG00000032846"	"Zswim6"	chr13	-	107889396	107890064	107889396	107889577	107889578	107890064
215	"ENSMUSG00000026553"	"Copa"	chr1	+	172091163	172092354	172091163	172091240	172092244	172092354
216	"ENSMUSG00000023393"	"Slc17a9"	chr2	+	180731879	180732572	180731879	180732007	180732432	180732572
217	"ENSMUSG00000023393"	"Slc17a9"	chr2	+	180731879	180732572	180731879	180732077	180732432	180732572
218	"ENSMUSG00000024560"	"Cxxc1"	chr18	+	74219130	74219567	74219130	74219238	74219382	74219567
219	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954008	30955767	30955953
220	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955767	30955953
221	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30953751	30955953	30953751	30953892	30955777	30955953
222	"ENSMUSG00000026848"	"Tor1b"	chr2	+	30953751	30955953	30953751	30954017	30955777	30955953
223	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38033067	38034103	38033067	38033157	38034028	38034103
224	"ENSMUSG00000026083"	"Eif5b"	chr1	+	38050186	38051284	38050186	38050325	38051122	38051284
225	"ENSMUSG00000024871"	"Doc2g"	chr19	+	4004322	4004648	4004322	4004432	4004512	4004648
226	"ENSMUSG00000031659"	"Adcy7"	chr8	+	88327671	88329961	88327671	88327773	88329649	88329961
227	"ENSMUSG00000032806"	"Slc10a3"	chrX	-	74369216	74371011	74369216	74370440	74370527	74371011
228	"ENSMUSG00000022214"	"Dcaf11"	chr14	+	55565097	55565541	55565097	55565166	55565483	55565541
229	"ENSMUSG00000021234"	"Fam161b"	chr12	-	84355923	84357850	84355923	84356477	84357527	84357850
230	"ENSMUSG00000094586"	"Vmn1r41"	chr6	+	89746450	89747645	89746450	89746541	89747092	89747645
231	"ENSMUSG00000094586"	"Vmn1r41"	chr6	+	89746450	89747645	89746450	89746602	89747092	89747645
232	"ENSMUSG00000115792"	"Vmn1r16"	chr6	-	57318051	57323846	57318051	57320547	57322868	57323846
233	"ENSMUSG00000068234"	"Vmn1r44"	chr6	+	89893242	89894888	89893242	89893358	89893551	89894888
234	"ENSMUSG00000109528"	"Olfr1309"	chr2	-	111988565	111989486	111988565	111989173	111989277	111989486
235	"ENSMUSG00000109528"	"Olfr1309"	chr2	-	111988565	111989486	111988565	111989173	111989365	111989486
236	"ENSMUSG00000115177"	"4930523O13Rik"	chr15	-	46456944	46457189	46456944	46457058	46457179	46457189
237	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411
238	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520308	4519462	4519513	4520215	4520308
239	"ENSMUSG00000008206"	"Cers4"	chr8	+	4519462	4520682	4519462	4520308	4520553	4520682
240	"ENSMUSG00000019647"	"Sema6a"	chr18	-	47281794	47281971	47281794	47281823	47281901	47281971
241	"ENSMUSG00000004341"	"Gpx6"	chr13	+	21318876	21319624	21318876	21319079	21319480	21319624
242	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33997157	33996826	33996859	33997037	33997157
243	"ENSMUSG00000061232"	"H2-K1"	chr17	-	33996826	33997157	33996826	33996874	33997037	33997157
244	"ENSMUSG00000037446"	"Tulp1"	chr17	-	28359061	28359324	28359061	28359232	28359318	28359324
245	"ENSMUSG00000037446"	"Tulp1"	chr17	-	28364230	28364566	28364230	28364383	28364484	28364566
246	"ENSMUSG00000070817"	"Vmn1r85"	chr7	-	13083312	13090117	13083312	13086282	13087119	13090117
247	"ENSMUSG00000029670"	"Ing3"	chr6	+	21969277	21970107	21969277	21969435	21969913	21970107
248	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756811	41756512	41756561	41756681	41756811
249	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756561	41756938	41756995
250	"ENSMUSG00000036073"	"Galt"	chr4	+	41756512	41756995	41756512	41756811	41756938	41756995
251	"ENSMUSG00000036073"	"Galt"	chr4	+	41758083	41758695	41758083	41758238	41758502	41758695
252	"ENSMUSG00000024883"	"Rin1"	chr19	+	5051200	5051468	5051200	5051254	5051353	5051468
253	"ENSMUSG00000059908"	"Mug1"	chr6	+	121875429	121875937	121875429	121875556	121875815	121875937
254	"ENSMUSG00000037791"	"Phf12"	chr11	+	78024812	78025086	78024812	78024867	78024960	78025086
255	"ENSMUSG00000037791"	"Phf12"	chr11	+	78024812	78025086	78024812	78024929	78025023	78025086
